SourceGENES,TargetGENES,Interaction,Edges
NR5A1,AMH,1.05545316952242,repression
WT1pKTS,DMRT1,1,activation
FOXL2,DMRT1,0.929462500768023,repression
CBX2,AMH,0.8812153131218,repression
FOXL2,DKK1,0.785701816268539,repression
RSPO1,WT1mKTS,0.770309592858168,repression
WT1pKTS,DKK1,0.770262764476808,repression
RSPO1,GATA4,0.762489487711944,repression
RSPO1,AMH,0.752714922700187,activation
CTNNB1,AMH,0.750843477285906,activation
FOXL2,AMH,0.673484852768226,activation
WT1pKTS,PGD2,0.644192938226348,repression
SRY,AMH,0.626314407460726,repression
CTNNB1,GATA4,0.597675382784333,repression
CTNNB1,WT1mKTS,0.585817097040271,repression
RSPO1,WNT4,0.55182575588423,repression
NR5A1,WT1mKTS,0.531671262810316,repression
NR5A1,GATA4,0.527867168256594,repression
RSPO1,NR0B1,0.523384611499493,repression
DKK1,AMH,0.501593806575574,activation
CBX2,GATA4,0.495369405950058,repression
CBX2,WT1mKTS,0.460961966355695,repression
CTNNB1,WNT4,0.460513962503019,repression
CTNNB1,NR0B1,0.436844031269135,repression
RSPO1,UGR,0.435989650731862,repression
RSPO1,SRY,0.433152638197535,repression
WT1pKTS,FOXL2,0.414149956447441,repression
NR5A1,UGR,0.407682444567743,activation
CTNNB1,UGR,0.405678780690719,repression
WNT4,AMH,0.403865508691281,activation
SRY,DMRT1,0.400913688669024,activation
NR5A1,NR0B1,0.398591993627536,repression
CBX2,WNT4,0.390124320294044,repression
FOXL2,CTNNB1,0.386765433528752,repression
NR5A1,SRY,0.38423193868271,repression
NR5A1,WNT4,0.381754071660222,repression
FOXL2,NR5A1,0.376478246193194,repression
CBX2,UGR,0.372429960757248,activation
CBX2,NR0B1,0.363916358097398,repression
RSPO1,DHH,0.363620669246464,repression
CTNNB1,SRY,0.363552512888102,repression
NR0B1,AMH,0.35928016296098,repression
NR5A1,CBX2,0.340301275017099,repression
FOXL2,RSPO1,0.331170894479488,repression
FOXL2,CBX2,0.329563098986177,repression
CTNNB1,CBX2,0.328398553514272,repression
WT1pKTS,CTNNB1,0.324980494679531,repression
RSPO1,CBX2,0.323767460589801,repression
WT1pKTS,NR5A1,0.322783425189597,activation
NR5A1,DMRT1,0.315162724134343,repression
CBX2,SRY,0.31306452844575,repression
WT1pKTS,WT1pKTS,0.306064881702807,activation
SRY,DKK1,0.288188926038254,activation
WT1pKTS,SOX9,0.287519454287257,repression
CBX2,CBX2,0.277888667162582,activation
DMRT1,AMH,0.261352650337328,repression
WT1pKTS,RSPO1,0.260572925651649,repression
DMRT1,GATA4,0.257180356587608,repression
DMRT1,WT1mKTS,0.257085125072059,activation
DKK1,GATA4,0.247780718099414,repression
SRY,CBX2,0.229088018855767,repression
FOXL2,FOXL2,0.226246055279657,activation
NR5A1,RSPO1,0.225400031749496,repression
WT1pKTS,CBX2,0.222528655906727,repression
SRY,NR5A1,0.216059468227574,repression
DKK1,WT1mKTS,0.215177622833695,repression
NR5A1,CTNNB1,0.214912349208998,repression
FOXL2,SRY,0.210091177729249,repression
NR5A1,DKK1,0.209454615525366,repression
SRY,CTNNB1,0.207323304616986,repression
SRY,RSPO1,0.205071009178165,repression
SRY,UGR,0.200755998027035,repression
DKK1,UGR,0.197010964667086,repression
NR5A1,NR5A1,0.196900788773148,activation
WT1pKTS,AMH,0.196773646360222,activation
DKK1,CBX2,0.189843979147216,repression
CTNNB1,RSPO1,0.18941521438381,activation
DKK1,WNT4,0.184625033887956,repression
NR5A1,WT1pKTS,0.183413231815638,activation
DKK1,NR0B1,0.178852620057056,repression
WT1pKTS,SRY,0.173328734209376,activation
CTNNB1,CTNNB1,0.169989393660542,activation
DKK1,SRY,0.16763025124048,activation
FOXL2,UGR,0.16168015301175,repression
DMRT1,NR0B1,0.161585607238304,activation
CTNNB1,NR5A1,0.161237582465085,repression
DMRT1,WNT4,0.15618373594016,repression
DMRT1,SRY,0.154514522748461,activation
DKK1,DMRT1,0.154280347983943,activation
FOXL2,GATA4,0.152875253413949,repression
CBX2,RSPO1,0.149733774343731,repression
DKK1,CTNNB1,0.142816479850676,repression
SRY,SRY,0.142086648674644,activation
DKK1,RSPO1,0.140668484411736,repression
WT1pKTS,WT1mKTS,0.139134107211919,repression
DKK1,DKK1,0.135531747628862,activation
DMRT1,CBX2,0.131994975643994,repression
RSPO1,RSPO1,0.130972492520152,activation
DMRT1,UGR,0.130499924874949,repression
CBX2,CTNNB1,0.129891349735734,repression
DKK1,NR5A1,0.129406465158777,repression
FOXL2,WT1mKTS,0.128151547245264,repression
DMRT1,DHH,0.125857812074757,repression
FOXL2,WT1pKTS,0.121240559636971,repression
SRY,GATA4,0.119858988541658,repression
NR0B1,DKK1,0.118641746274797,repression
CBX2,NR5A1,0.118221557893256,repression
SRY,WNT4,0.115486417920755,repression
NR0B1,DMRT1,0.115479513087622,activation
RSPO1,CTNNB1,0.114976680363835,activation
NR0B1,CBX2,0.10802048247789,repression
WT1pKTS,GATA4,0.107851227785949,repression
SRY,NR0B1,0.107820637046841,repression
DMRT1,DKK1,0.106559115066833,activation
RSPO1,NR5A1,0.101820176990344,repression
DMRT1,CTNNB1,0.0915266763222047,repression
FOXL2,NR0B1,0.0909919097923396,repression
NR0B1,UGR,0.0877935100245819,repression
NR0B1,RSPO1,0.0831963894505733,repression
WT1pKTS,FGF9,0.0819027297888868,repression
CTNNB1,DHH,0.0814127719137447,repression
DMRT1,RSPO1,0.0794231805002499,repression
DMRT1,NR5A1,0.0786690259395093,repression
NR0B1,NR5A1,0.0775308252597919,repression
NR0B1,CTNNB1,0.0742303044942994,repression
DMRT1,DMRT1,0.0630332426799734,activation
SRY,WT1mKTS,0.0629354915272177,repression
NR0B1,WNT4,0.062882190464928,repression
WT1pKTS,UGR,0.0572755388468954,repression
WNT4,UGR,0.0540851582125563,repression
NR0B1,SRY,0.0530171647625694,repression
CTNNB1,DKK1,0.0520995473559587,repression
WT1pKTS,NR0B1,0.0472429579343493,repression
NR0B1,NR0B1,0.0451067532886472,activation
CTNNB1,WT1pKTS,0.0425852682062335,repression
CTNNB1,DMRT1,0.0410832027492193,repression
FOXL2,WNT4,0.0410137807227548,repression
SRY,WT1pKTS,0.0399000307787851,activation
RSPO1,WT1pKTS,0.0367485373801832,repression
CBX2,WT1pKTS,0.0338497921683512,repression
