Gene1	Gene2	Score
CTNNB1	RSPO1	0.877694451692965
RSPO1	CTNNB1	0.877694451692965
NR0B1	FOXL2	0.867500790487672
WNT4	FOXL2	0.865529490201098
NR0B1	WNT4	0.852876771716852
WNT4	NR0B1	0.852876771716852
RSPO1	FOXL2	0.852405180025566
UGR	FOXL2	-0.852236480329283
CTNNB1	FOXL2	0.851045785374146
WNT4	RSPO1	0.850798201316602
WNT4	CTNNB1	0.850717557067191
UGR	CTNNB1	-0.849622817535718
UGR	RSPO1	-0.847860125978616
NR0B1	RSPO1	0.844729551479744
NR0B1	CTNNB1	0.838070249960241
CTNNB1	CBX2	-0.835220242900311
UGR	CBX2	0.83161121525471
CBX2	FOXL2	-0.829606554566424
RSPO1	NR5A1	-0.828378245566299
UGR	NR5A1	0.828250274177928
CTNNB1	NR5A1	-0.826574628680629
CBX2	NR5A1	0.826227309756701
CBX2	RSPO1	-0.824435395446807
RSPO1	CBX2	-0.824313559451752
CBX2	CTNNB1	-0.822437591081162
NR5A1	WT1pKTS	0.817592212195995
GATA4	WT1mKTS	0.816665877192512
WT1mKTS	GATA4	0.816665877192512
NR5A1	FOXL2	-0.815671932137149
CTNNB1	WT1pKTS	-0.80299576081514
WNT4	UGR	-0.80096015496749
RSPO1	WT1pKTS	-0.800218345613553
CBX2	WT1pKTS	0.795295040914381
UGR	WT1pKTS	0.794766287932086
NR0B1	UGR	-0.794346430335609
FOXL2	WT1pKTS	-0.793345567506564
FOXL2	NR5A1	-0.790158642068487
WNT4	CBX2	-0.786924320951504
NR0B1	CBX2	-0.78249946803079
WNT4	NR5A1	-0.781291397635081
NR0B1	NR5A1	-0.776801620616916
NR0B1	WT1pKTS	-0.756109939489737
WNT4	WT1pKTS	-0.75507406985318
CTNNB1	UGR	-0.751791050655532
UGR	WNT4	-0.750971135001151
WT1pKTS	FOXL2	-0.74316454482473
WNT4	SRY	-0.739176155711891
CBX2	UGR	0.739079646333503
WT1pKTS	NR5A1	0.738939169514411
UGR	NR0B1	-0.735300581736017
NR0B1	SRY	-0.731988209047371
RSPO1	UGR	-0.727603604534887
NR5A1	CTNNB1	-0.716102144545147
NR5A1	RSPO1	-0.715603988333568
UGR	SRY	0.714474374607446
NR5A1	CBX2	0.701841382588897
CTNNB1	SRY	-0.681982694195331
RSPO1	SRY	-0.660400409626392
CBX2	SRY	0.652907344024313
CBX2	WNT4	-0.603568110417292
FOXL2	CBX2	-0.601529921546735
CTNNB1	WNT4	0.60133199098124
WT1mKTS	NR0B1	0.587408120546015
FOXL2	RSPO1	0.582717567843086
FOXL2	CTNNB1	0.581988034177016
CTNNB1	NR0B1	0.574484854051516
CBX2	NR0B1	-0.573856004623913
RSPO1	WNT4	0.558689806312207
WT1mKTS	WNT4	0.554918460218539
GATA4	NR0B1	0.544959281925435
NR5A1	UGR	0.540708805470051
WT1mKTS	RSPO1	0.539315842679797
RSPO1	NR0B1	0.53833347307333
WT1pKTS	CTNNB1	-0.534194728586157
WT1pKTS	RSPO1	-0.532458271969696
NR5A1	SRY	0.520814249550613
SRY	FOXL2	-0.519270255618689
WT1pKTS	CBX2	0.518550762459567
GATA4	WNT4	0.5154268220285
FOXL2	SRY	-0.514158078250445
GATA4	RSPO1	0.512747582536524
WT1mKTS	CTNNB1	0.483916919172235
SRY	WT1pKTS	0.460054716878902
SRY	NR5A1	0.451355183023635
GATA4	CTNNB1	0.434769317556457
NR5A1	WNT4	-0.434194610098361
NR5A1	NR0B1	-0.419260717874472
FOXL2	UGR	-0.413351112239922
WT1pKTS	SRY	0.406120201275976
WT1pKTS	UGR	0.378104517092573
NR0B1	GATA4	-0.367811980138275
WNT4	GATA4	-0.365549104509586
DKK1	DMRT1	0.361352561072503
DMRT1	DKK1	0.361352561072503
NR0B1	WT1mKTS	-0.357104939269799
WNT4	WT1mKTS	-0.356617545766642
FGF9	NR0B1	-0.353814053499394
FGF9	WNT4	-0.352971340752346
FGF9	RSPO1	-0.352689684371525
UGR	GATA4	0.349489468510802
AMH	WNT4	-0.349066395268125
WNT4	DKK1	-0.348497876146833
AMH	RSPO1	-0.343340629499451
NR0B1	DKK1	-0.342289020043811
FGF9	CTNNB1	-0.336791606750717
AMH	CTNNB1	-0.335879520692184
AMH	NR0B1	-0.334115237281803
WT1pKTS	WNT4	-0.318691390281306
WT1mKTS	CBX2	-0.312481224386496
DHH	RSPO1	-0.311482600010226
DHH	NR0B1	-0.310506703714227
FOXL2	WNT4	0.309514595178083
WT1pKTS	NR0B1	-0.30881763846627
FGF9	CBX2	0.307101079558104
DHH	WNT4	-0.307099452248118
DHH	CTNNB1	-0.306857340895752
FGF9	UGR	0.304758386952999
AMH	CBX2	0.304725346895189
SRY	WNT4	0.303936218740463
NR0B1	DMRT1	-0.301738336983191
AMH	UGR	0.296877896510855
WNT4	DMRT1	-0.296386723509812
UGR	DKK1	0.296010630577084
FGF9	NR5A1	0.291038602066365
AMH	SRY	0.290310656652859
WT1mKTS	UGR	-0.288812217132676
WT1pKTS	GATA4	-0.288573127339735
UGR	WT1mKTS	0.288384640481782
FOXL2	GATA4	0.287885961205006
PGD2	CTNNB1	-0.286823411201672
PGD2	RSPO1	-0.286698704890168
AMH	NR5A1	0.286527053544404
GATA4	CBX2	-0.28616165651502
FOXL2	NR0B1	0.285942346216581
WT1pKTS	WT1mKTS	-0.285063033065117
DHH	UGR	0.283545120776632
PGD2	WNT4	-0.282506376308118
PGD2	NR0B1	-0.279621117640863
FGF9	SRY	0.279010887135467
AMH	FOXL2	-0.278755064864256
NR5A1	GATA4	-0.275726384506703
CTNNB1	DKK1	-0.275083308462048
DHH	CBX2	0.274644997484294
UGR	DMRT1	0.273490331809993
CBX2	DKK1	0.270487744941121
CBX2	GATA4	0.2700635769389
GATA4	UGR	-0.26994953169608
DHH	NR5A1	0.269710993671855
SRY	CBX2	0.268325649237798
CTNNB1	GATA4	-0.267138673130935
RSPO1	DKK1	-0.265945739939021
FGF9	FOXL2	-0.265939262253835
DKK1	SRY	0.265688156542787
SRY	DKK1	0.265688156542787
PGD2	UGR	0.265309094845384
RSPO1	GATA4	-0.2651879338791
CBX2	DMRT1	0.264822878279477
PGD2	CBX2	0.259066122722442
PGD2	FOXL2	-0.257396791821721
DHH	FOXL2	-0.257009901316625
SOX9	NR0B1	-0.255867008775356
DHH	SRY	0.255595240722811
SRY	RSPO1	-0.253349766831158
SOX9	WNT4	-0.25280837693304
UGR	FGF9	0.252307720291591
CTNNB1	DMRT1	-0.251520023736049
PGD2	SRY	0.251121730725465
SOX9	DMRT1	0.248867554496855
DMRT1	SOX9	0.248867554496855
SOX9	DKK1	0.248526322814351
DKK1	SOX9	0.248526322814351
RSPO1	DMRT1	-0.247582031105761
FOXL2	WT1mKTS	0.245630198138501
DKK1	WT1mKTS	-0.242170248690491
WT1mKTS	DKK1	-0.242170248690491
PGD2	NR5A1	0.24120777925081
NR5A1	WT1mKTS	-0.239331488048812
FGF9	WT1pKTS	0.23733578516441
SOX9	CTNNB1	-0.236305314796765
NR0B1	SOX9	-0.235814565795294
RSPO1	WT1mKTS	0.235216018000814
SOX9	RSPO1	-0.233780341671926
DHH	WT1pKTS	0.232217366694194
SRY	DMRT1	0.23218547449845
NR0B1	AMH	-0.232002763950966
AMH	WT1pKTS	0.231918837925222
SOX9	WT1pKTS	0.231825312042194
SRY	CTNNB1	-0.231446737152693
UGR	DHH	0.230832034824845
NR5A1	DKK1	0.229480753409929
SOX9	FOXL2	-0.228847535230144
WT1mKTS	FGF9	-0.226868535473687
SOX9	CBX2	0.226564580406467
GATA4	DMRT1	-0.226216738524424
DMRT1	GATA4	-0.226216738524424
SOX9	WT1mKTS	-0.225914124022496
WT1mKTS	SOX9	-0.225914124022496
SRY	WT1mKTS	-0.225641068476295
WNT4	SOX9	-0.225156384043295
DMRT1	SRY	0.224489176960368
CBX2	WT1mKTS	-0.223784830323938
NR0B1	FGF9	-0.22343835794073
WNT4	PGD2	-0.223053318036657
SOX9	NR5A1	0.222954484141709
GATA4	DKK1	-0.221576830525321
DKK1	GATA4	-0.221576830525321
NR0B1	DHH	-0.22100386630526
CTNNB1	WT1mKTS	0.219674674570932
NR0B1	PGD2	-0.218828674930751
SRY	NR0B1	0.2183164771658
WNT4	FGF9	-0.217754247849216
GATA4	SOX9	-0.217245273179619
SOX9	GATA4	-0.217245273179619
PGD2	WT1pKTS	0.214799572859723
WT1mKTS	PGD2	-0.21447306384489
PGD2	WT1mKTS	-0.21447306384489
UGR	AMH	0.213711262718243
AMH	WT1mKTS	-0.213379463526971
WT1mKTS	AMH	-0.213379463526971
WNT4	AMH	-0.212193106322238
GATA4	FGF9	-0.211501478563956
FGF9	WT1mKTS	-0.21044306461247
UGR	SOX9	0.210423592772225
WNT4	DHH	-0.20992625541717
WT1pKTS	DMRT1	0.208733667283283
AMH	GATA4	0.20776809580535
FOXL2	DKK1	-0.206315570503054
SRY	UGR	-0.205471847288622
WT1pKTS	DKK1	0.205388179513209
NR5A1	DMRT1	0.204842759453662
GATA4	SRY	0.204183084180005
SOX9	UGR	0.203943927281048
FOXL2	DMRT1	-0.201172423136542
DKK1	FOXL2	-0.201104397557831
GATA4	WT1pKTS	0.20054016083669
GATA4	DHH	-0.199628106039921
DHH	GATA4	-0.199628106039921
CTNNB1	SOX9	-0.199490863113023
WT1mKTS	SRY	-0.199106741658432
WT1mKTS	DMRT1	-0.198305875330189
DMRT1	WT1mKTS	-0.198305875330189
RSPO1	SOX9	-0.197550991758654
SRY	GATA4	-0.194923674436183
WT1mKTS	DHH	-0.194706214525561
DHH	WT1mKTS	-0.194706214525561
FGF9	GATA4	-0.194142836242781
NR5A1	SOX9	0.19275190584519
AMH	FGF9	0.19080552560274
DMRT1	CBX2	0.190206101231346
GATA4	PGD2	-0.189790664123347
PGD2	GATA4	-0.189790664123347
DMRT1	FOXL2	-0.187593573388016
DMRT1	NR0B1	-0.186267891541972
DKK1	WT1pKTS	0.186127718036997
DMRT1	WT1pKTS	0.185159160583593
CBX2	SOX9	0.184878137333882
DKK1	NR0B1	-0.184296865102376
AMH	DHH	0.184123925048449
AMH	SOX9	0.180093102304158
SOX9	SRY	0.179503564999635
DHH	AMH	0.179490638243433
GATA4	AMH	-0.176038861950263
WT1mKTS	NR5A1	-0.175012615795355
UGR	PGD2	0.174740585255786
DKK1	CTNNB1	-0.174725244697122
DMRT1	RSPO1	-0.17435949086891
PGD2	DHH	0.173325090666766
DKK1	CBX2	0.172126665600458
DKK1	RSPO1	-0.172064555156245
DKK1	UGR	0.17011660696565
DMRT1	WNT4	-0.166797667449742
DKK1	WNT4	-0.16645912081733
WT1mKTS	WT1pKTS	0.165664799765474
FGF9	AMH	0.165479965165226
CTNNB1	FGF9	-0.164012849949378
FOXL2	SOX9	-0.163514470071884
CBX2	FGF9	0.161091991606321
GATA4	NR5A1	0.161071009104842
SRY	SOX9	0.158809570332819
SOX9	AMH	0.15717415124631
PGD2	FGF9	0.156668337223234
AMH	DKK1	0.154990170659394
DMRT1	CTNNB1	-0.154601993459897
FGF9	DKK1	0.154178055509589
DMRT1	NR5A1	0.153473553928786
AMH	DMRT1	0.152619826593629
SOX9	FGF9	0.152470804782634
DMRT1	UGR	0.152264416064257
FGF9	PGD2	0.152120815427787
DHH	DKK1	0.151727746836149
RSPO1	DHH	-0.151476007028887
RSPO1	FGF9	-0.150597779415307
FGF9	DHH	0.150158646811925
CTNNB1	DHH	-0.148790594670346
AMH	PGD2	0.14794714266827
PGD2	AMH	0.147386077928516
DKK1	NR5A1	0.146914029718429
DHH	PGD2	0.146339027813495
DHH	SOX9	0.145955712815231
FGF9	SOX9	0.145921945240726
RSPO1	AMH	-0.142903469489987
DHH	FGF9	0.141146308035614
PGD2	SOX9	0.140890281381138
CBX2	DHH	0.139127322538008
SOX9	PGD2	0.13800034073087
WT1pKTS	SOX9	0.136536536201279
FGF9	DMRT1	0.135072695211445
PGD2	DKK1	0.133537454651842
CTNNB1	AMH	-0.133452278371024
DHH	DMRT1	0.132199346473846
DMRT1	AMH	0.131864961770607
DKK1	PGD2	0.131235113937983
PGD2	DMRT1	0.129424165267981
CBX2	AMH	0.12915464242646
DMRT1	DHH	0.128391180135009
WT1mKTS	FOXL2	0.125193159520062
WT1pKTS	DHH	-0.124676997207115
SRY	DHH	-0.124611732165667
DMRT1	FGF9	0.120072682141466
FOXL2	DHH	0.119626372850292
DMRT1	PGD2	0.119399516769778
DKK1	AMH	0.117561661641405
NR5A1	DHH	-0.11117058606302
SOX9	DHH	0.111065005213793
GATA4	FOXL2	0.109537422004594
DKK1	DHH	-0.106244389447844
SRY	PGD2	-0.104166671461475
CTNNB1	PGD2	-0.103244894472599
WT1pKTS	PGD2	0.10302242685205
CBX2	PGD2	0.102896744543914
NR5A1	FGF9	0.101771781569967
DKK1	FGF9	0.101396163296845
SRY	AMH	-0.097989167740493
RSPO1	PGD2	-0.0978490177166116
FOXL2	PGD2	-0.096232795584648
NR5A1	PGD2	0.0923196587668071
FOXL2	AMH	0.0917310087653189
SRY	FGF9	-0.0907164500780482
NR5A1	AMH	0.0894272208030787
FOXL2	FGF9	0.0893319828158995
WT1pKTS	FGF9	-0.0861847430865015
WT1pKTS	AMH	0.0789454584901306
