	DMRT1	FGF9	RSPO1	DHH	CTNNB1	PGD2	WT1mKTS	SRY	DKK1	WNT4	CBX2	AMH	NR0B1	NR5A1	WT1pKTS	FOXL2	UGR	SOX9	GATA4
DMRT1	1.0	0.5370862774831467	-0.4460072714404038	0.5274457033290002	-0.5422272420378501	0.556300783542531	-0.4186414368054933	0.7062242074893839	0.8390488272810058	-0.6116870847016623	-0.29311805174702926	0.5254257841027319	-0.38126795873249475	0.3087909450244954	0.40231754659602575	-0.5519635023510651	-0.2662335673406419	0.7118883965853449	-0.4534565615339081
FGF9	0.5370862774831467	1.0	-0.5471490061951237	0.760568371588263	-0.4895199184211881	0.7583602353960321	-0.4563742880911951	0.4241068761163831	0.5329493388956378	-0.6808653822959041	-0.2511284788212025	0.7370622030426408	-0.6205397330740825	0.3412557211010609	0.21749945425084524	-0.36932252070606825	-0.14407776077448603	0.6791030380876497	-0.4758307453397039
RSPO1	-0.4460072714404038	-0.5471490061951237	1.0	-0.5256880719034971	0.8561341504542471	-0.5375688624943957	0.2382060728218352	-0.5234875905986902	-0.455720388524556	0.7593881201539463	-0.3192639158870095	-0.5172626924898479	0.6479872441124584	-0.7438982201680482	-0.6036740641790787	0.690604185583516	-0.32949468543984456	-0.5722649774063896	0.24217937612015733
DHH	0.5274457033290002	0.760568371588263	-0.5256880719034971	1.0	-0.47345907427945244	0.7595463554261821	-0.44987624854359426	0.4015581876825727	0.5311375455411915	-0.6612064141015485	-0.2532444282307552	0.7410886091064124	-0.6036867374747512	0.3249368560559421	0.20240432294832789	-0.3449051580613815	-0.15804161967115146	0.6717979807725158	-0.48164589125432883
CTNNB1	-0.5422272420378501	-0.4895199184211881	0.8561341504542471	-0.47345907427945244	1.0	-0.49727117665495835	0.23243785725484262	-0.5913279563902029	-0.5436988193109235	0.7410215613014715	-0.30663902815297794	-0.4843721163060016	0.61119525914025	-0.72103831294925	-0.6600541075214825	0.7524005083791986	-0.3155819141373418	-0.5577182249507755	0.23847551030929443
PGD2	0.556300783542531	0.7583602353960321	-0.5375688624943957	0.7595463554261821	-0.49727117665495835	1.0	-0.47151376232934095	0.4427387995546395	0.5590022008737615	-0.6908351079379421	-0.2636478093236697	0.7577523921099388	-0.6196484426735355	0.33726844649157844	0.23928662037478693	-0.38630935150324736	-0.16818527884010293	0.6904091366685311	-0.4929926053698363
WT1mKTS	-0.4186414368054933	-0.4563742880911951	0.2382060728218352	-0.44987624854359426	0.23243785725484262	-0.47151376232934095	1.0	-0.37478167553041475	-0.432218766404289	0.3450226884689566	0.1874247260499274	-0.4594783738342917	0.295105713393912	-0.14178508149118632	-0.08679054909084216	0.22577121639145137	0.02488024122813249	-0.4567043070547237	0.7975124970729698
SRY	0.7062242074893839	0.4241068761163831	-0.5234875905986902	0.4015581876825727	-0.5913279563902029	0.4427387995546395	-0.37478167553041475	1.0	0.716997224061286	-0.4617492100268042	-0.05415057101926032	0.41465072378160883	-0.24989504880259664	0.5032929808252743	0.5597166023708077	-0.6967505919226893	-0.18834627739059737	0.5961507049584439	-0.3686893102662573
DKK1	0.8390488272810058	0.5329493388956378	-0.455720388524556	0.5311375455411915	-0.5436988193109235	0.5590022008737615	-0.432218766404289	0.716997224061286	1.0	-0.6062823334528612	-0.29679881484822085	0.5317117697247388	-0.38487325979353704	0.32174422654943563	0.40966752434077175	-0.5682017835778824	-0.2599004204790458	0.7265113261182822	-0.4494329397156138
WNT4	-0.6116870847016623	-0.6808653822959041	0.7593881201539463	-0.6612064141015485	0.7410215613014715	-0.6908351079379421	0.3450226884689566	-0.4617492100268042	-0.6062823334528612	1.0	-0.011206661252648301	-0.6509769180078459	0.7589011650392958	-0.5479930825069599	-0.44642285995226305	0.5598041252371803	-0.13201501532196724	-0.7112847425165089	0.36906698227836504
CBX2	-0.29311805174702926	-0.2511284788212025	-0.3192639158870095	-0.2532444282307552	-0.30663902815297794	-0.2636478093236697	0.1874247260499274	-0.05415057101926032	-0.29679881484822085	-0.011206661252648301	1.0	-0.2315829259091363	-0.1661027653286145	0.45494664514697886	0.3741557654643367	-0.28828548684053273	0.7193254470833771	-0.28077938873033015	0.2247708982997761
AMH	0.5254257841027319	0.7370622030426408	-0.5172626924898479	0.7410886091064124	-0.4843721163060016	0.7577523921099388	-0.4594783738342917	0.41465072378160883	0.5317117697247388	-0.6509769180078459	-0.2315829259091363	1.0	-0.6294001094814147	0.32615455796481124	0.22194192530163853	-0.38327221610410106	-0.13304938302824598	0.6373642178960623	-0.4751888980593285
NR0B1	-0.38126795873249475	-0.6205397330740825	0.6479872441124584	-0.6036867374747512	0.61119525914025	-0.6196484426735355	0.295105713393912	-0.24989504880259664	-0.38487325979353704	0.7589011650392958	-0.1661027653286145	-0.6294001094814147	1.0	-0.5150690876983296	-0.38900760055953804	0.4659134748367445	-0.3041757367489449	-0.5006292690788623	0.3064729236052593
NR5A1	0.3087909450244954	0.3412557211010609	-0.7438982201680482	0.3249368560559421	-0.72103831294925	0.33726844649157844	-0.14178508149118632	0.5032929808252743	0.32174422654943563	-0.5479930825069599	0.45494664514697886	0.32615455796481124	-0.5150690876983296	1.0	0.7567433977824455	-0.7755053373704669	0.3716231074527111	0.41041996937174346	-0.1169972430436095
WT1pKTS	0.40231754659602575	0.21749945425084524	-0.6036740641790787	0.20240432294832789	-0.6600541075214825	0.23928662037478693	-0.08679054909084216	0.5597166023708077	0.40966752434077175	-0.44642285995226305	0.3741557654643367	0.22194192530163853	-0.38900760055953804	0.7567433977824455	1.0	-0.813364106895351	0.2855173929920123	0.3193868901263168	-0.0744592406778654
FOXL2	-0.5519635023510651	-0.36932252070606825	0.690604185583516	-0.3449051580613815	0.7524005083791986	-0.38630935150324736	0.22577121639145137	-0.6967505919226893	-0.5682017835778824	0.5598041252371803	-0.28828548684053273	-0.38327221610410106	0.4659134748367445	-0.7755053373704669	-0.813364106895351	1.0	-0.20402607275471699	-0.4974198975968984	0.21105097093915604
UGR	-0.2662335673406419	-0.14407776077448603	-0.32949468543984456	-0.15804161967115146	-0.3155819141373418	-0.16818527884010293	0.02488024122813249	-0.18834627739059737	-0.2599004204790458	-0.13201501532196724	0.7193254470833771	-0.13304938302824598	-0.3041757367489449	0.3716231074527111	0.2855173929920123	-0.20402607275471699	1.0	-0.21107711796404247	0.041691911183281714
SOX9	0.7118883965853449	0.6791030380876497	-0.5722649774063896	0.6717979807725158	-0.5577182249507755	0.6904091366685311	-0.4567043070547237	0.5961507049584439	0.7265113261182822	-0.7112847425165089	-0.28077938873033015	0.6373642178960623	-0.5006292690788623	0.41041996937174346	0.3193868901263168	-0.4974198975968984	-0.21107711796404247	1.0	-0.4854558232746995
GATA4	-0.4534565615339081	-0.4758307453397039	0.24217937612015733	-0.48164589125432883	0.23847551030929443	-0.4929926053698363	0.7975124970729698	-0.3686893102662573	-0.4494329397156138	0.36906698227836504	0.2247708982997761	-0.4751888980593285	0.3064729236052593	-0.1169972430436095	-0.0744592406778654	0.21105097093915604	0.041691911183281714	-0.4854558232746995	1.0
