Parent	Type	Child	Weight	Probability	Score
DMRT1	+	DMRT1	0.630430	1.000000	0.730088
FGF9	+	DMRT1	0.075664	0.100924	0.008843
RSPO1	+	DMRT1	0.100311	0.114157	0.013261
DHH	+	DMRT1	0.086768	0.107364	0.010788
CTNNB1	+	DMRT1	0.029420	0.055072	0.001876
PGD2	-	DMRT1	-0.069562	0.092849	-0.007480
WT1mKTS	+	DMRT1	0.210809	0.411482	0.100456
SRY	+	DMRT1	0.166967	0.210476	0.040698
DKK1	+	DMRT1	0.376192	0.998182	0.434868
WNT4	-	DMRT1	-0.136430	0.152626	-0.024114
CBX2	-	DMRT1	-0.196976	0.358327	-0.081739
AMH	+	DMRT1	0.074071	0.099705	0.008553
NR0B1	+	DMRT1	0.001458	0.065434	0.000110
NR5A1	-	DMRT1	-0.510292	0.999999	-0.590958
WT1pKTS	+	DMRT1	0.733354	1.000000	0.849281
FOXL2	-	DMRT1	-0.096782	0.098105	-0.010996
UGR	-	DMRT1	-0.042693	0.081138	-0.004012
SOX9	+	DMRT1	0.254363	0.582503	0.171589
GATA4	-	DMRT1	-0.148754	0.211266	-0.036394
DMRT1	+	FGF9	0.053857	0.001767	0.000110
FGF9	+	FGF9	1.260622	0.000000	0.000000
RSPO1	-	FGF9	-0.093682	0.792277	-0.085955
DHH	+	FGF9	1.196008	0.000000	0.000000
CTNNB1	-	FGF9	-0.047717	0.165408	-0.009141
PGD2	+	FGF9	1.245189	0.000000	0.000000
WT1mKTS	+	FGF9	0.628578	0.000000	0.000000
SRY	+	FGF9	1.045989	0.000000	0.000000
DKK1	+	FGF9	0.015473	0.037562	0.000673
WNT4	-	FGF9	-0.003152	0.065571	-0.000239
CBX2	-	FGF9	-0.043776	0.215951	-0.010948
AMH	+	FGF9	1.283145	0.000000	0.000000
NR0B1	-	FGF9	-0.154898	0.999999	-0.179384
NR5A1	+	FGF9	0.898073	0.000000	0.000000
WT1pKTS	+	FGF9	0.585295	0.000000	0.000000
FOXL2	-	FGF9	-0.038794	0.092445	-0.004153
UGR	+	FGF9	0.041904	0.020661	0.001003
SOX9	+	FGF9	0.595646	0.000000	0.000000
GATA4	-	FGF9	-0.056453	0.937674	-0.061302
DMRT1	+	RSPO1	0.261828	0.352397	0.106853
FGF9	-	RSPO1	-0.129699	0.116779	-0.017540
RSPO1	+	RSPO1	0.566819	1.000000	0.656420
DHH	-	RSPO1	-0.122101	0.112984	-0.015976
CTNNB1	+	RSPO1	0.475719	0.998339	0.550006
PGD2	-	RSPO1	-0.023856	0.072633	-0.002007
WT1mKTS	+	RSPO1	0.482190	0.942694	0.526414
SRY	+	RSPO1	0.120370	0.115680	0.016125
DKK1	+	RSPO1	0.046431	0.090737	0.004879
WNT4	+	RSPO1	0.299482	0.542601	0.188187
CBX2	+	RSPO1	0.131656	0.120641	0.018394
AMH	+	RSPO1	0.038848	0.073127	0.003290
NR0B1	-	RSPO1	-0.045422	0.079329	-0.004173
NR5A1	-	RSPO1	-0.564563	0.999645	-0.653575
WT1pKTS	-	RSPO1	-0.256353	0.272116	-0.080785
FOXL2	+	RSPO1	0.092562	0.078388	0.008403
UGR	-	RSPO1	-0.013809	0.051793	-0.000828
SOX9	-	RSPO1	-0.067140	0.089657	-0.006971
GATA4	+	RSPO1	0.346585	0.540432	0.216914
DMRT1	+	DHH	0.025683	0.038309	0.001139
FGF9	+	DHH	1.037815	0.000000	0.000000
RSPO1	-	DHH	-0.060703	0.191561	-0.013467
DHH	+	DHH	0.569733	0.000000	0.000000
CTNNB1	-	DHH	-0.043223	0.104763	-0.005244
PGD2	+	DHH	0.723542	0.000000	0.000000
WT1mKTS	+	DHH	0.053467	0.000440	0.000027
SRY	+	DHH	0.898516	0.000000	0.000000
DKK1	-	DHH	-0.043764	0.242823	-0.012307
WNT4	-	DHH	-0.066590	0.327515	-0.025257
CBX2	+	DHH	0.047538	0.029935	0.001648
AMH	+	DHH	0.854480	0.000000	0.000000
NR0B1	-	DHH	-0.194932	0.999999	-0.225746
NR5A1	+	DHH	0.177074	0.000000	0.000000
WT1pKTS	-	DHH	-0.061681	0.907596	-0.064831
FOXL2	-	DHH	-0.128460	0.454265	-0.067580
UGR	+	DHH	0.000313	0.049200	0.000018
SOX9	+	DHH	0.269535	0.000000	0.000000
GATA4	+	DHH	0.669382	0.000000	0.000000
DMRT1	-	CTNNB1	-0.026379	0.079332	-0.002424
FGF9	-	CTNNB1	-0.068610	0.083968	-0.006672
RSPO1	+	CTNNB1	0.544766	1.000000	0.630882
DHH	-	CTNNB1	-0.074529	0.086217	-0.007441
CTNNB1	+	CTNNB1	0.487838	0.999255	0.564534
PGD2	+	CTNNB1	0.039738	0.070171	0.003229
WT1mKTS	-	CTNNB1	-0.148860	0.138189	-0.023823
SRY	+	CTNNB1	0.292996	0.500899	0.169961
DKK1	-	CTNNB1	-0.072484	0.095327	-0.008002
WNT4	+	CTNNB1	0.085959	0.097886	0.009744
CBX2	+	CTNNB1	0.178354	0.181861	0.037563
AMH	+	CTNNB1	0.067505	0.080904	0.006325
NR0B1	+	CTNNB1	0.017810	0.068373	0.001410
NR5A1	+	CTNNB1	0.087072	0.101827	0.010268
WT1pKTS	+	CTNNB1	0.198621	0.147208	0.033861
FOXL2	+	CTNNB1	0.088459	0.076182	0.007804
UGR	-	CTNNB1	-0.024322	0.057800	-0.001628
SOX9	+	CTNNB1	0.008606	0.066132	0.000659
GATA4	-	CTNNB1	-0.144695	0.135734	-0.022745
DMRT1	+	PGD2	0.024277	0.024085	0.000677
FGF9	+	PGD2	1.250618	0.000000	0.000000
RSPO1	-	PGD2	-0.082185	0.624526	-0.059441
DHH	+	PGD2	1.158985	0.000000	0.000000
CTNNB1	-	PGD2	-0.024682	0.078813	-0.002253
PGD2	+	PGD2	1.027049	0.000000	0.000000
WT1mKTS	+	PGD2	0.072220	0.000000	0.000000
SRY	+	PGD2	0.045395	0.003054	0.000161
DKK1	+	PGD2	0.612137	0.000000	0.000000
WNT4	-	PGD2	-0.009177	0.079454	-0.000844
CBX2	+	PGD2	0.137610	0.000000	0.000000
AMH	+	PGD2	1.449160	0.000000	0.000000
NR0B1	-	PGD2	-0.129669	0.999949	-0.150159
NR5A1	+	PGD2	0.762928	0.000000	0.000000
WT1pKTS	+	PGD2	0.903282	0.000000	0.000000
FOXL2	-	PGD2	-0.044174	0.109933	-0.005624
UGR	-	PGD2	-0.116134	0.981030	-0.131941
SOX9	+	PGD2	0.397807	0.000000	0.000000
GATA4	-	PGD2	-0.052926	0.963197	-0.059036
DMRT1	+	WT1mKTS	0.053299	0.033732	0.002082
FGF9	+	WT1mKTS	0.035658	0.073014	0.003015
RSPO1	+	WT1mKTS	0.029205	0.078902	0.002669
DHH	+	WT1mKTS	0.018400	0.076580	0.001632
CTNNB1	+	WT1mKTS	0.026386	0.076372	0.002334
PGD2	+	WT1mKTS	0.034000	0.074206	0.002922
WT1mKTS	+	WT1mKTS	0.586250	1.000000	0.678924
SRY	+	WT1mKTS	0.039276	0.048290	0.002196
DKK1	+	WT1mKTS	0.005281	0.080686	0.000493
WNT4	+	WT1mKTS	0.025649	0.074092	0.002201
CBX2	+	WT1mKTS	0.006511	0.069677	0.000525
AMH	+	WT1mKTS	0.007387	0.071349	0.000610
NR0B1	+	WT1mKTS	0.086737	0.005323	0.000535
NR5A1	+	WT1mKTS	0.046524	0.027367	0.001474
WT1pKTS	+	WT1mKTS	0.329505	0.999955	0.381576
FOXL2	+	WT1mKTS	0.038672	0.081938	0.003670
UGR	+	WT1mKTS	0.114513	0.014015	0.001859
SOX9	+	WT1mKTS	0.024417	0.074576	0.002109
GATA4	+	WT1mKTS	0.461263	1.000000	0.534178
DMRT1	-	SRY	-0.024660	0.085999	-0.002456
FGF9	+	SRY	0.126611	0.148322	0.021748
RSPO1	+	SRY	0.031023	0.065882	0.002367
DHH	+	SRY	0.015130	0.074948	0.001313
CTNNB1	+	SRY	0.095362	0.110958	0.012254
PGD2	+	SRY	0.046452	0.089106	0.004793
WT1mKTS	+	SRY	0.102994	0.156538	0.018671
SRY	+	SRY	0.572706	1.000000	0.663239
DKK1	+	SRY	0.253897	0.778876	0.229015
WNT4	+	SRY	0.306794	0.996761	0.354141
CBX2	-	SRY	-0.172057	0.250251	-0.049864
AMH	+	SRY	0.106536	0.126987	0.015667
NR0B1	+	SRY	0.215455	0.561610	0.140130
NR5A1	+	SRY	0.017530	0.095133	0.001931
WT1pKTS	+	SRY	0.863499	1.000000	1.000000
FOXL2	-	SRY	-0.038665	0.056111	-0.002513
UGR	-	SRY	-0.319642	0.999798	-0.370095
SOX9	+	SRY	0.186799	0.301105	0.065138
GATA4	-	SRY	-0.591058	0.999975	-0.684475
DMRT1	+	DKK1	0.887453	0.000000	0.000000
FGF9	+	DKK1	0.171098	0.000323	0.000064
RSPO1	+	DKK1	0.152057	0.004297	0.000757
DHH	-	DKK1	-0.038207	0.116157	-0.005140
CTNNB1	-	DKK1	-0.005707	0.041366	-0.000273
PGD2	+	DKK1	0.025664	0.055953	0.001663
WT1mKTS	+	DKK1	0.422367	0.000000	0.000000
SRY	+	DKK1	0.378509	0.000000	0.000000
DKK1	+	DKK1	0.757780	0.000000	0.000000
WNT4	-	DKK1	-0.185506	0.998573	-0.214524
CBX2	-	DKK1	-0.152482	0.970578	-0.171391
AMH	+	DKK1	0.003707	0.063629	0.000273
NR0B1	+	DKK1	0.008543	0.060184	0.000595
NR5A1	-	DKK1	-0.310728	1.000000	-0.359848
WT1pKTS	+	DKK1	0.203253	0.000000	0.000000
FOXL2	+	DKK1	0.001321	0.034248	0.000052
UGR	-	DKK1	-0.088766	0.365200	-0.037542
SOX9	+	DKK1	0.185384	0.000062	0.000013
GATA4	+	DKK1	0.906085	0.000000	0.000000
DMRT1	-	WNT4	-0.163823	0.164063	-0.031126
FGF9	-	WNT4	-0.102814	0.112151	-0.013353
RSPO1	+	WNT4	0.277349	0.445181	0.142988
DHH	-	WNT4	-0.046624	0.084429	-0.004559
CTNNB1	+	WNT4	0.055940	0.069996	0.004535
PGD2	-	WNT4	-0.112055	0.117367	-0.015231
WT1mKTS	+	WNT4	0.332572	0.491751	0.189395
SRY	+	WNT4	0.498372	0.999812	0.577045
DKK1	-	WNT4	-0.338727	0.896552	-0.351693
WNT4	+	WNT4	0.779869	1.000000	0.903149
CBX2	+	WNT4	0.117239	0.109704	0.014895
AMH	-	WNT4	-0.025104	0.074749	-0.002173
NR0B1	+	WNT4	0.184616	0.165851	0.035459
NR5A1	+	WNT4	0.777740	0.000000	0.000000
WT1pKTS	-	WNT4	-0.295622	0.461320	-0.157935
FOXL2	+	WNT4	0.153289	0.116186	0.020625
UGR	-	WNT4	-0.080499	0.090334	-0.008421
SOX9	-	WNT4	-0.085554	0.103940	-0.010298
GATA4	+	WNT4	0.497931	0.981589	0.566027
DMRT1	-	CBX2	-0.301241	0.497369	-0.173512
FGF9	+	CBX2	0.080377	0.090217	0.008398
RSPO1	+	CBX2	0.064264	0.079336	0.005904
DHH	+	CBX2	0.004405	0.067041	0.000342
CTNNB1	+	CBX2	0.173236	0.140434	0.028174
PGD2	+	CBX2	0.074283	0.087499	0.007527
WT1mKTS	+	CBX2	0.705109	1.000000	0.816572
SRY	-	CBX2	-0.325544	0.612674	-0.230982
DKK1	-	CBX2	-0.274452	0.364339	-0.115800
WNT4	+	CBX2	0.194756	0.184526	0.041618
CBX2	+	CBX2	0.425438	0.989567	0.487550
AMH	-	CBX2	-0.191104	0.152388	-0.033726
NR0B1	+	CBX2	0.018914	0.069921	0.001532
NR5A1	+	CBX2	0.195156	0.179417	0.040549
WT1pKTS	-	CBX2	-0.090619	0.138320	-0.014516
FOXL2	+	CBX2	0.255506	0.215570	0.063786
UGR	+	CBX2	0.461845	0.999815	0.534753
SOX9	-	CBX2	-0.139728	0.120356	-0.019476
GATA4	+	CBX2	0.270663	0.441004	0.138232
DMRT1	+	AMH	0.004421	0.075672	0.000387
FGF9	+	AMH	0.455060	0.999983	0.526987
RSPO1	-	AMH	-0.010327	0.040123	-0.000480
DHH	+	AMH	0.349445	0.963655	0.389976
CTNNB1	+	AMH	0.018347	0.042006	0.000892
PGD2	+	AMH	0.410006	0.999150	0.474416
WT1mKTS	-	AMH	-0.077028	0.124167	-0.011076
SRY	+	AMH	0.169969	0.195087	0.038400
DKK1	+	AMH	0.023175	0.082188	0.002206
WNT4	+	AMH	0.024773	0.068223	0.001957
CBX2	+	AMH	0.064441	0.095419	0.007121
AMH	+	AMH	0.291222	0.709430	0.239261
NR0B1	-	AMH	-0.277489	0.836638	-0.268857
NR5A1	+	AMH	0.016719	0.092007	0.001781
WT1pKTS	-	AMH	-0.111221	0.140003	-0.018033
FOXL2	-	AMH	-0.046172	0.057560	-0.003078
UGR	-	AMH	-0.048422	0.074093	-0.004155
SOX9	+	AMH	0.131296	0.140340	0.021339
GATA4	+	AMH	0.343072	0.786845	0.312617
DMRT1	-	NR0B1	-0.073538	0.281494	-0.023973
FGF9	-	NR0B1	-0.197440	0.984747	-0.225163
RSPO1	-	NR0B1	-0.002970	0.044135	-0.000152
