Parent	Type	Child	Weight	Probability	Score
DMRT1	+	DMRT1	0.322952	0.559730	0.229083
FGF9	+	DMRT1	0.062461	0.066027	0.005226
RSPO1	+	DMRT1	0.165193	0.157296	0.032930
DHH	+	DMRT1	0.038879	0.050729	0.002499
CTNNB1	+	DMRT1	0.152647	0.144396	0.027933
PGD2	+	DMRT1	0.015024	0.039066	0.000744
WT1mKTS	+	DMRT1	0.275899	0.246466	0.086176
SRY	+	DMRT1	0.051820	0.073026	0.004796
DKK1	+	DMRT1	0.116170	0.099250	0.014612
WNT4	+	DMRT1	0.047711	0.090988	0.005502
CBX2	+	DMRT1	0.107172	0.112852	0.015327
AMH	+	DMRT1	0.008792	0.038223	0.000426
NR0B1	-	DMRT1	-0.081491	0.101647	-0.010497
NR5A1	+	DMRT1	0.119076	0.120424	0.018172
WT1pKTS	+	DMRT1	0.104223	0.113312	0.014966
FOXL2	-	DMRT1	-0.071984	0.091990	-0.008392
UGR	+	DMRT1	0.054877	0.084908	0.005905
SOX9	+	DMRT1	0.107875	0.093309	0.012756
GATA4	-	DMRT1	-0.202003	0.174565	-0.044688
DMRT1	+	FGF9	0.126988	0.116178	0.018697
FGF9	+	FGF9	0.114878	0.103340	0.015045
RSPO1	+	FGF9	0.029493	0.087056	0.003254
DHH	-	FGF9	-0.008053	0.037505	-0.000383
CTNNB1	+	FGF9	0.006468	0.081785	0.000670
PGD2	+	FGF9	0.112357	0.100814	0.014355
WT1mKTS	-	FGF9	-0.362241	0.594627	-0.272973
SRY	+	FGF9	0.065604	0.088211	0.007334
DKK1	+	FGF9	0.068849	0.079830	0.006965
WNT4	+	FGF9	0.082928	0.103536	0.010881
CBX2	+	FGF9	0.010541	0.066038	0.000882
AMH	+	FGF9	0.124195	0.110236	0.017350
NR0B1	-	FGF9	-0.108437	0.114961	-0.015798
NR5A1	+	FGF9	0.060048	0.093622	0.007125
WT1pKTS	-	FGF9	-0.066111	0.094246	-0.007896
FOXL2	+	FGF9	0.162912	0.215860	0.044566
UGR	+	FGF9	0.243022	0.712943	0.219572
SOX9	+	FGF9	0.164002	0.142983	0.029717
GATA4	+	FGF9	0.505260	0.975829	0.624835
DMRT1	+	RSPO1	0.110575	0.065792	0.009220
FGF9	+	RSPO1	0.006202	0.037997	0.000299
RSPO1	+	RSPO1	0.688024	0.000000	0.000000
DHH	+	RSPO1	0.000715	0.036177	0.000033
CTNNB1	+	RSPO1	0.644700	0.000000	0.000000
PGD2	+	RSPO1	0.071980	0.067164	0.006127
WT1mKTS	+	RSPO1	0.527866	0.000000	0.000000
SRY	-	RSPO1	-0.020613	0.057864	-0.001512
DKK1	-	RSPO1	-0.026614	0.055366	-0.001867
WNT4	+	RSPO1	0.130688	0.004245	0.000703
CBX2	-	RSPO1	-0.310710	1.000000	-0.393761
AMH	+	RSPO1	0.054946	0.061760	0.004300
NR0B1	-	RSPO1	-0.030961	0.131531	-0.005161
NR5A1	-	RSPO1	-0.073931	0.186519	-0.017475
WT1pKTS	+	RSPO1	0.055801	0.057473	0.004064
FOXL2	+	RSPO1	0.219412	0.000049	0.000014
UGR	-	RSPO1	-0.110485	0.329037	-0.046071
SOX9	+	RSPO1	0.029760	0.047982	0.001810
GATA4	+	RSPO1	0.211610	0.000001	0.000000
DMRT1	+	DHH	0.050199	0.041253	0.002624
FGF9	+	DHH	0.176378	0.006404	0.001431
RSPO1	+	DHH	0.126373	0.000033	0.000005
DHH	+	DHH	0.094923	0.033981	0.004088
CTNNB1	+	DHH	0.000668	0.082853	0.000070
PGD2	+	DHH	0.103025	0.032900	0.004296
WT1mKTS	+	DHH	0.658357	0.000000	0.000000
SRY	+	DHH	0.053852	0.037320	0.002547
DKK1	+	DHH	0.046104	0.041113	0.002402
WNT4	+	DHH	0.463883	0.000000	0.000000
CBX2	+	DHH	0.000461	0.065766	0.000038
AMH	+	DHH	0.143825	0.014298	0.002606
NR0B1	+	DHH	0.363673	0.000000	0.000000
NR5A1	+	DHH	0.107023	0.000926	0.000126
WT1pKTS	-	DHH	-0.023692	0.120597	-0.003621
FOXL2	+	DHH	0.137033	0.000014	0.000003
UGR	+	DHH	0.176042	0.000007	0.000002
SOX9	+	DHH	0.118775	0.022989	0.003460
GATA4	+	DHH	0.175420	0.000000	0.000000
DMRT1	+	CTNNB1	0.056285	0.073038	0.005210
FGF9	-	CTNNB1	-0.065243	0.085118	-0.007038
RSPO1	+	CTNNB1	0.627124	1.000000	0.794749
DHH	+	CTNNB1	0.002026	0.036388	0.000093
CTNNB1	+	CTNNB1	0.451931	0.991248	0.567716
PGD2	+	CTNNB1	0.080903	0.083379	0.008549
WT1mKTS	+	CTNNB1	0.272416	0.033759	0.011655
SRY	-	CTNNB1	-0.028956	0.063146	-0.002317
DKK1	+	CTNNB1	0.013695	0.041938	0.000728
WNT4	+	CTNNB1	0.145504	0.052245	0.009634
CBX2	-	CTNNB1	-0.325774	0.999992	-0.412847
AMH	+	CTNNB1	0.039626	0.058220	0.002924
NR0B1	+	CTNNB1	0.053674	0.082464	0.005609
NR5A1	-	CTNNB1	-0.088716	0.144089	-0.016200
WT1pKTS	+	CTNNB1	0.029246	0.077043	0.002855
FOXL2	+	CTNNB1	0.205575	0.073297	0.019096
UGR	-	CTNNB1	-0.126714	0.221453	-0.035562
SOX9	+	CTNNB1	0.104104	0.095978	0.012662
GATA4	+	CTNNB1	0.329492	0.064359	0.026874
DMRT1	+	PGD2	0.091526	0.085213	0.009884
FGF9	+	PGD2	0.064781	0.069485	0.005704
RSPO1	+	PGD2	0.006994	0.084058	0.000745
DHH	+	PGD2	0.165198	0.110514	0.023136
CTNNB1	+	PGD2	0.093142	0.078179	0.009228
PGD2	+	PGD2	0.031409	0.048067	0.001913
WT1mKTS	+	PGD2	0.168423	0.018561	0.003962
SRY	-	PGD2	-0.044269	0.075631	-0.004243
DKK1	+	PGD2	0.096632	0.087053	0.010661
WNT4	-	PGD2	-0.006175	0.088753	-0.000695
CBX2	-	PGD2	-0.003847	0.063170	-0.000308
AMH	+	PGD2	0.094260	0.084312	0.010071
NR0B1	-	PGD2	-0.036509	0.102341	-0.004735
NR5A1	+	PGD2	0.009479	0.068518	0.000823
WT1pKTS	+	PGD2	0.001003	0.067139	0.000085
FOXL2	+	PGD2	0.011218	0.067428	0.000959
UGR	+	PGD2	0.220948	0.090165	0.025247
SOX9	+	PGD2	0.058373	0.066919	0.004950
GATA4	+	PGD2	0.152097	0.024167	0.004658
DMRT1	+	WT1mKTS	0.020729	0.070500	0.001852
FGF9	+	WT1mKTS	0.046291	0.087895	0.005156
RSPO1	+	WT1mKTS	0.017034	0.072661	0.001569
DHH	+	WT1mKTS	0.028500	0.077769	0.002809
CTNNB1	+	WT1mKTS	0.068486	0.006487	0.000563
PGD2	+	WT1mKTS	0.032056	0.080375	0.003265
WT1mKTS	+	WT1mKTS	0.692744	1.000000	0.877908
SRY	-	WT1mKTS	-0.007739	0.057329	-0.000562
DKK1	+	WT1mKTS	0.033539	0.082174	0.003493
WNT4	+	WT1mKTS	0.033168	0.040249	0.001692
CBX2	+	WT1mKTS	0.036674	0.062677	0.002913
AMH	+	WT1mKTS	0.014759	0.058160	0.001088
NR0B1	+	WT1mKTS	0.106386	0.000089	0.000012
NR5A1	+	WT1mKTS	0.016965	0.074469	0.001601
WT1pKTS	+	WT1mKTS	0.014101	0.074098	0.001324
FOXL2	+	WT1mKTS	0.022288	0.070435	0.001989
UGR	+	WT1mKTS	0.088531	0.021046	0.002361
SOX9	+	WT1mKTS	0.017718	0.064182	0.001441
GATA4	+	WT1mKTS	0.477586	1.000000	0.605241
DMRT1	+	SRY	0.055225	0.060835	0.004258
FGF9	+	SRY	0.041171	0.049885	0.002603
RSPO1	-	SRY	-0.012127	0.085564	-0.001315
DHH	+	SRY	0.061639	0.061352	0.004792
CTNNB1	-	SRY	-0.171009	0.145801	-0.031598
PGD2	+	SRY	0.025220	0.041990	0.001342
WT1mKTS	+	SRY	1.090056	0.000000	0.000000
SRY	+	SRY	0.386652	0.872986	0.427764
DKK1	+	SRY	0.188747	0.133002	0.031814
WNT4	+	SRY	0.614214	0.999998	0.778387
CBX2	+	SRY	0.233299	0.200221	0.059197
AMH	+	SRY	0.167698	0.115267	0.024497
NR0B1	+	SRY	0.396403	0.830839	0.417378
NR5A1	+	SRY	0.377541	0.860543	0.411730
WT1pKTS	+	SRY	0.102606	0.104401	0.013575
FOXL2	-	SRY	-0.325922	0.653300	-0.269837
UGR	-	SRY	-0.102562	0.097808	-0.012713
SOX9	+	SRY	0.020099	0.041192	0.001049
GATA4	+	SRY	0.893329	0.000000	0.000000
DMRT1	+	DKK1	0.180161	0.001172	0.000267
FGF9	+	DKK1	0.100471	0.024038	0.003061
RSPO1	+	DKK1	0.612157	0.000000	0.000000
DHH	-	DKK1	-0.041609	0.076712	-0.004045
CTNNB1	+	DKK1	0.316161	0.000000	0.000000
PGD2	+	DKK1	0.050346	0.034735	0.002216
WT1mKTS	-	DKK1	-0.114883	0.967445	-0.140851
SRY	+	DKK1	0.090108	0.012235	0.001397
DKK1	+	DKK1	0.097012	0.021881	0.002690
WNT4	+	DKK1	0.006937	0.067650	0.000595
CBX2	+	DKK1	0.085365	0.006480	0.000701
AMH	+	DKK1	0.112438	0.018663	0.002659
NR0B1	-	DKK1	-0.012274	0.127938	-0.001990
NR5A1	+	DKK1	0.565144	0.000000	0.000000
WT1pKTS	+	DKK1	0.436650	0.000000	0.000000
FOXL2	-	DKK1	-0.023010	0.116273	-0.003391
UGR	+	DKK1	0.056497	0.026095	0.001868
SOX9	+	DKK1	0.159648	0.004583	0.000927
GATA4	+	DKK1	0.402742	0.000000	0.000000
DMRT1	-	WNT4	-0.027228	0.070205	-0.002423
FGF9	-	WNT4	-0.053375	0.123716	-0.008368
RSPO1	+	WNT4	0.237793	0.000000	0.000000
DHH	-	WNT4	-0.025417	0.063080	-0.002032
CTNNB1	-	WNT4	-0.050668	0.371304	-0.023842
PGD2	-	WNT4	-0.021128	0.055503	-0.001486
WT1mKTS	+	WNT4	0.863654	0.000000	0.000000
SRY	+	WNT4	0.256569	0.000000	0.000000
DKK1	-	WNT4	-0.057835	0.150202	-0.011009
WNT4	+	WNT4	1.142079	0.000000	0.000000
CBX2	-	WNT4	-0.055938	0.258957	-0.018357
AMH	-	WNT4	-0.033373	0.079122	-0.003346
NR0B1	+	WNT4	1.205571	0.000000	0.000000
NR5A1	+	WNT4	0.009967	0.062215	0.000786
WT1pKTS	+	WNT4	0.017899	0.052693	0.001195
FOXL2	+	WNT4	0.138473	0.000000	0.000000
UGR	-	WNT4	-0.148770	0.999818	-0.188500
SOX9	+	WNT4	0.060960	0.044122	0.003409
GATA4	+	WNT4	0.141867	0.000000	0.000000
DMRT1	+	CBX2	0.052535	0.044053	0.002933
FGF9	-	CBX2	-0.011577	0.043008	-0.000631
RSPO1	-	CBX2	-0.272925	1.000000	-0.345875
DHH	+	CBX2	0.085105	0.042662	0.004601
CTNNB1	-	CBX2	-0.284976	1.000000	-0.361148
PGD2	-	CBX2	-0.009213	0.040615	-0.000474
WT1mKTS	+	CBX2	0.341049	0.000000	0.000000
SRY	+	CBX2	0.231387	0.000004	0.000001
DKK1	+	CBX2	0.029275	0.040040	0.001485
WNT4	+	CBX2	0.039517	0.031634	0.001584
CBX2	+	CBX2	0.815553	0.000000	0.000000
AMH	+	CBX2	0.013756	0.036840	0.000642
NR0B1	-	CBX2	-0.095533	0.713281	-0.086355
NR5A1	+	CBX2	0.214652	0.000000	0.000000
WT1pKTS	-	CBX2	-0.027645	0.125554	-0.004399
FOXL2	-	CBX2	-0.080450	0.368927	-0.037614
UGR	+	CBX2	0.685146	0.000000	0.000000
SOX9	+	CBX2	0.003333	0.036759	0.000155
GATA4	+	CBX2	1.764750	0.000000	0.000000
DMRT1	-	AMH	-0.020301	0.042840	-0.001102
FGF9	+	AMH	0.207028	0.187418	0.049172
RSPO1	+	AMH	0.018731	0.087774	0.002084
DHH	+	AMH	0.152150	0.127281	0.024542
CTNNB1	+	AMH	0.151671	0.176046	0.033838
PGD2	+	AMH	0.082900	0.082328	0.008649
WT1mKTS	-	AMH	-0.063148	0.120705	-0.009660
SRY	+	AMH	0.016606	0.045650	0.000961
DKK1	+	AMH	0.131085	0.116672	0.019382
WNT4	+	AMH	0.608162	0.000000	0.000000
CBX2	+	AMH	0.026270	0.074519	0.002481
AMH	+	AMH	0.138325	0.117151	0.020536
NR0B1	+	AMH	0.523772	0.000000	0.000000
NR5A1	-	AMH	-0.007755	0.070630	-0.000694
WT1pKTS	+	AMH	0.032505	0.082340	0.003392
FOXL2	+	AMH	0.015096	0.070567	0.001350
UGR	+	AMH	0.154749	0.170400	0.033417
SOX9	+	AMH	0.133385	0.114979	0.019436
GATA4	+	AMH	0.339665	0.873653	0.376067
DMRT1	-	NR0B1	-0.025443	0.080064	-0.002582
FGF9	+	NR0B1	0.359157	0.000000	0.000000
RSPO1	+	NR0B1	0.324299	0.000000	0.000000
DHH	-	NR0B1	-0.011252	0.047104	-0.000672
CTNNB1	+	NR0B1	0.092895	0.000000	0.000000
PGD2	-	NR0B1	-0.009174	0.044811	-0.000521
WT1mKTS	+	NR0B1	1.402462	0.000000	0.000000
SRY	+	NR0B1	0.304819	0.000000	0.000000
DKK1	+	NR0B1	0.401359	0.000000	0.000000
WNT4	+	NR0B1	1.699875	0.000000	0.000000
CBX2	-	NR0B1	-0.033396	0.197670	-0.008366
AMH	-	NR0B1	-0.038829	0.116083	-0.005712
NR0B1	+	NR0B1	1.733656	0.000000	0.000000
NR5A1	-	NR0B1	-0.006602	0.088651	-0.000742
WT1pKTS	-	NR0B1	-0.021637	0.169176	-0.004639
FOXL2	+	NR0B1	0.012156	0.045773	0.000705
UGR	-	NR0B1	-0.116773	0.999569	-0.147921
SOX9	-	NR0B1	-0.017662	0.059994	-0.001343
GATA4	+	NR0B1	0.090254	0.000000	0.000000
DMRT1	+	NR5A1	0.037325	0.045812	0.002167
FGF9	+	NR5A1	0.029056	0.041948	0.001545
RSPO1	-	NR5A1	-0.103969	0.601365	-0.079236
DHH	+	NR5A1	0.206540	0.013192	0.003453
CTNNB1	-	NR5A1	-0.120371	0.758686	-0.115734
PGD2	+	NR5A1	0.064571	0.051681	0.004229
WT1mKTS	+	NR5A1	0.381559	0.000000	0.000000
SRY	+	NR5A1	0.310558	0.000000	0.000000
DKK1	+	NR5A1	0.149480	0.027387	0.005188
WNT4	+	NR5A1	0.022687	0.060127	0.001729
CBX2	+	NR5A1	0.200151	0.000130	0.000033
AMH	+	NR5A1	0.001183	0.037856	0.000057
NR0B1	+	NR5A1	0.005277	0.080703	0.000540
NR5A1	+	NR5A1	0.730151	0.000000	0.000000
WT1pKTS	+	NR5A1	0.454348	0.000000	0.000000
FOXL2	-	NR5A1	-0.327642	1.000000	-0.415218
UGR	+	NR5A1	0.213945	0.000035	0.000009
SOX9	+	NR5A1	0.014269	0.038010	0.000687
GATA4	+	NR5A1	0.901742	0.000000	0.000000
DMRT1	+	WT1pKTS	0.018428	0.042794	0.000999
FGF9	+	WT1pKTS	0.086810	0.084531	0.009300
RSPO1	+	WT1pKTS	0.013989	0.079863	0.001416
DHH	+	WT1pKTS	0.123979	0.106457	0.016726
CTNNB1	-	WT1pKTS	-0.050303	0.091487	-0.005832
PGD2	+	WT1pKTS	0.197967	0.165812	0.041599
WT1mKTS	+	WT1pKTS	0.766450	1.000000	0.971315
SRY	+	WT1pKTS	0.083157	0.097586	0.010284
DKK1	+	WT1pKTS	0.170619	0.147055	0.031797
WNT4	-	WT1pKTS	-0.018929	0.089346	-0.002143
CBX2	+	WT1pKTS	0.004349	0.064558	0.000356
AMH	+	WT1pKTS	0.078179	0.080206	0.007946
NR0B1	+	WT1pKTS	0.079134	0.106927	0.010723
NR5A1	+	WT1pKTS	0.114059	0.119349	0.017251
WT1pKTS	+	WT1pKTS	0.789085	1.000000	1.000000
FOXL2	-	WT1pKTS	-0.540614	1.000000	-0.685115
UGR	+	WT1pKTS	0.075621	0.099950	0.009579
SOX9	+	WT1pKTS	0.036969	0.053327	0.002498
GATA4	-	WT1pKTS	-0.102038	0.142163	-0.018383
DMRT1	-	FOXL2	-0.034262	0.075919	-0.003296
FGF9	-	FOXL2	-0.022565	0.055133	-0.001577
RSPO1	+	FOXL2	0.068117	0.004334	0.000374
DHH	-	FOXL2	-0.029630	0.063679	-0.002391
CTNNB1	+	FOXL2	0.654782	0.000000	0.000000
PGD2	-	FOXL2	-0.039535	0.077544	-0.003885
WT1mKTS	+	FOXL2	1.843749	0.000000	0.000000
SRY	-	FOXL2	-0.050749	0.153059	-0.009844
DKK1	-	FOXL2	-0.077503	0.196907	-0.019340
WNT4	-	FOXL2	-0.036041	0.279872	-0.012783
CBX2	-	FOXL2	-0.086775	0.475746	-0.052317
AMH	-	FOXL2	-0.037680	0.077585	-0.003705
NR0B1	+	FOXL2	0.018151	0.047225	0.001086
NR5A1	-	FOXL2	-0.236353	1.000000	-0.299528
WT1pKTS	-	FOXL2	-0.275575	1.000000	-0.349234
FOXL2	+	FOXL2	1.640225	0.000000	0.000000
UGR	+	FOXL2	0.169081	0.000013	0.000003
SOX9	-	FOXL2	-0.001945	0.038149	-0.000094
GATA4	+	FOXL2	0.222557	0.000000	0.000000
DMRT1	-	UGR	-0.013813	0.039561	-0.000693
FGF9	+	UGR	0.149705	0.117602	0.022311
RSPO1	-	UGR	-0.187570	0.186750	-0.044392
DHH	+	UGR	0.167533	0.131781	0.027979
CTNNB1	-	UGR	-0.048631	0.094209	-0.005806
PGD2	+	UGR	0.078073	0.076165	0.007536
WT1mKTS	-	UGR	-0.116632	0.143112	-0.021153
SRY	-	UGR	-0.047702	0.070885	-0.004285
DKK1	+	UGR	0.100758	0.093543	0.011944
WNT4	-	UGR	-0.275273	0.513101	-0.178996
CBX2	+	UGR	0.431031	0.999595	0.546020
AMH	+	UGR	0.222517	0.195108	0.055019
NR0B1	-	UGR	-0.282322	0.574641	-0.205597
NR5A1	+	UGR	0.075320	0.100291	0.009573
WT1pKTS	+	UGR	0.097791	0.111737	0.013848
FOXL2	-	UGR	-0.797542	0.000000	-0.000000
UGR	+	UGR	0.729457	1.000000	0.924435
SOX9	+	UGR	0.147338	0.118391	0.022106
GATA4	+	UGR	0.602528	0.999986	0.763568
DMRT1	+	SOX9	0.149701	0.123994	0.023523
FGF9	+	SOX9	0.107990	0.095429	0.013060
RSPO1	+	SOX9	0.187740	0.302543	0.071982
DHH	+	SOX9	0.062757	0.069148	0.005499
CTNNB1	-	SOX9	-0.010006	0.085939	-0.001090
PGD2	+	SOX9	0.124927	0.103575	0.016398
WT1mKTS	+	SOX9	0.166318	0.173701	0.036612
SRY	+	SOX9	0.104564	0.109729	0.014541
DKK1	+	SOX9	0.132017	0.112107	0.018756
WNT4	-	SOX9	-0.015668	0.086294	-0.001713
CBX2	+	SOX9	0.067785	0.096313	0.008274
AMH	+	SOX9	0.147528	0.119220	0.022289
NR0B1	+	SOX9	0.009961	0.085358	0.001078
NR5A1	+	SOX9	0.122441	0.124548	0.019326
WT1pKTS	-	SOX9	-0.051780	0.086785	-0.005695
FOXL2	-	SOX9	-0.017058	0.069237	-0.001497
UGR	+	SOX9	0.101935	0.113745	0.014694
SOX9	+	SOX9	0.126575	0.106938	0.017154
GATA4	-	SOX9	-0.048239	0.112357	-0.006869
DMRT1	+	GATA4	0.033362	0.083460	0.003529
FGF9	+	GATA4	0.041385	0.087688	0.004599
RSPO1	+	GATA4	0.044766	0.036705	0.002082
DHH	+	GATA4	0.025918	0.075399	0.002477
CTNNB1	+	GATA4	0.057544	0.020889	0.001523
PGD2	+	GATA4	0.026991	0.075758	0.002591
WT1mKTS	+	GATA4	0.539617	1.000000	0.683852
SRY	-	GATA4	-0.004168	0.048002	-0.000254
DKK1	+	GATA4	0.026174	0.077729	0.002578
WNT4	+	GATA4	0.050999	0.020321	0.001313
CBX2	+	GATA4	0.055851	0.045549	0.003224
AMH	+	GATA4	0.014032	0.056600	0.001006
NR0B1	+	GATA4	0.097881	0.000693	0.000086
NR5A1	+	GATA4	0.016829	0.075532	0.001611
WT1pKTS	-	GATA4	-0.004346	0.075690	-0.000417
FOXL2	+	GATA4	0.001846	0.068058	0.000159
UGR	+	GATA4	0.101336	0.040643	0.005219
SOX9	+	GATA4	0.020536	0.068811	0.001791
GATA4	+	GATA4	0.632255	1.000000	0.801251
