SourceGENES,TargetGENES,Interaction,Edges
UGR,FOXL2,1,activation
UGR,SRY,0.343255594007625,repression
SRY,FOXL2,0.318692791615052,repression
CTNNB1,CBX2,0.30057745839326,activation
SRY,GATA4,0.275016667524295,repression
UGR,UGR,0.238126274245438,activation
SRY,WT1mKTS,0.238025592290135,repression
SRY,WT1pKTS,0.217476575618575,repression
CBX2,SRY,0.199358290725582,repression
UGR,WT1mKTS,0.19904357879485,activation
SRY,PGD2,0.198083674310767,repression
SRY,AMH,0.190860690520281,repression
CTNNB1,CTNNB1,0.190124812903842,activation
CBX2,UGR,0.18879219619229,activation
CBX2,FOXL2,0.175445633263187,repression
CBX2,WNT4,0.169029865687434,repression
CBX2,NR0B1,0.145761174295709,repression
UGR,NR0B1,0.144866640673838,repression
CTNNB1,UGR,0.143385346711877,repression
SRY,NR0B1,0.132093818772835,activation
UGR,WNT4,0.130242693137909,repression
SRY,FGF9,0.119285727404741,repression
SRY,DHH,0.116832559103215,repression
CTNNB1,SRY,0.116701786102782,activation
CTNNB1,WT1mKTS,0.113068055411236,repression
CBX2,WT1mKTS,0.111802708341499,activation
CBX2,CBX2,0.110120486470883,activation
CTNNB1,RSPO1,0.101358684335975,activation
NR5A1,CBX2,0.0983477563999811,activation
CTNNB1,WNT4,0.0981850215029685,activation
UGR,WT1pKTS,0.0924195198795119,repression
FOXL2,FOXL2,0.0867107330672192,activation
SRY,SRY,0.0746547328223626,activation
NR5A1,CTNNB1,0.0690048782657869,repression
NR5A1,DMRT1,0.0601652990519816,repression
SRY,UGR,0.0570384593453067,repression
FOXL2,SRY,0.050038063409881,repression
NR5A1,DKK1,0.0433859322454821,repression
SRY,SOX9,0.0414828630727706,repression
CBX2,WT1pKTS,0.0406897988319755,repression
FOXL2,WT1pKTS,0.0387913063640552,repression
FOXL2,DHH,0.0347821474987269,repression
UGR,CBX2,0.0300287585571458,activation
FOXL2,FGF9,0.029932247178551,repression
FOXL2,AMH,0.0262162698568709,repression
CTNNB1,DMRT1,0.025357314215472,repression
CBX2,CTNNB1,0.0251141650184042,activation
FOXL2,GATA4,0.02434104869693,repression
FOXL2,PGD2,0.0239861806008329,repression
NR5A1,WT1mKTS,0.0222639463991512,activation
FOXL2,WT1mKTS,0.0194646670729067,repression
UGR,AMH,0.0193501583422602,repression
NR5A1,WNT4,0.018622592695801,repression
CTNNB1,NR0B1,0.0176396927272428,repression
FOXL2,NR0B1,0.0168292275915244,activation
PGD2,SOX9,0.0128325827743161,activation
NR0B1,FOXL2,0.0126699510861568,activation
CBX2,RSPO1,0.0102212554542202,repression
NR0B1,SOX9,0.00978674503977604,activation
NR5A1,RSPO1,0.0088710415616117,repression
AMH,SOX9,0.00853542165637824,repression
RSPO1,CBX2,0.00685003153685268,repression
NR0B1,AMH,0.00537621526232638,repression
NR5A1,UGR,0.00528535420551547,repression
DHH,SOX9,0.00520127307563446,activation
PGD2,NR5A1,0.00506405284880883,repression
RSPO1,WNT4,0.0050376249505112,activation
FGF9,SOX9,0.00501720074382648,activation
DKK1,RSPO1,0.00472906407928107,repression
NR0B1,PGD2,0.00441087725323971,repression
AMH,NR5A1,0.00414945580172451,repression
NR0B1,FGF9,0.00402270918404732,repression
NR0B1,DHH,0.00394120658590513,repression
DKK1,NR5A1,0.00384539137708267,repression
FOXL2,UGR,0.00376777662433201,activation
PGD2,FGF9,0.00366222851767682,activation
