Regulator	Target	SINGE_Score
WT1mKTS	SOX9	6
WT1pKTS	WNT4	1.5
WT1mKTS	WNT4	0.66666
WT1pKTS	NR0B1	0.375
GATA4	SOX9	0.24
GATA4	CBX2	0.16666
WT1pKTS	SOX9	0.12244
WT1pKTS	PGD2	0.09375
WT1pKTS	FGF9	0.07407
WT1mKTS	RSPO1	0.06
GATA4	DMRT1	0.04958
GATA4	RSPO1	0.04166
WT1pKTS	RSPO1	0.0355
WT1mKTS	AMH	0.03061
WT1mKTS	DHH	0.02666
WT1mKTS	UGR	0.02343
WT1mKTS	FGF9	0.02076
WT1pKTS	UGR	0.01851
WT1mKTS	CTNNB1	0.01662
GATA4	PGD2	0.015
WT1mKTS	FOXL2	0.0136
WT1pKTS	CTNNB1	0.01239
NR0B1	CBX2	0.01134
DHH	SOX9	0.01041
WT1mKTS	PGD2	0.0096
WT1mKTS	DKK1	0.00887
GATA4	SRY	0.00823
GATA4	WNT4	0.00765
WT1pKTS	DHH	0.00713
FGF9	UGR	0.00666
WT1pKTS	DMRT1	0.00624
NR0B1	DMRT1	0.0055
DHH	FGF9	0.00519
WT1mKTS	NR5A1	0.00489
WT1mKTS	CBX2	0.00462
DHH	DMRT1	0.00438
WT1mKTS	SRY	0.00415
GATA4	FGF9	0.00394
DHH	DKK1	0.00375
NR5A1	RSPO1	0.0034
FGF9	PGD2	0.00324
GATA4	CTNNB1	0.00309
NR5A1	DHH	0.00296
NR0B1	PGD2	0.00283
FGF9	DHH	0.00271
NR5A1	SOX9	0.0026
DHH	RSPO1	0.00249
DHH	UGR	0.0024
DHH	WNT4	0.0023
DHH	CBX2	0.00221
FGF9	CBX2	0.00205
WT1pKTS	FOXL2	0.00198
WT1mKTS	NR0B1	0.00191
NR5A1	WNT4	0.00184
NR0B1	FGF9	0.00178
FGF9	DMRT1	0.00172
AMH	SOX9	0.00166
NR5A1	NR0B1	0.00161
DHH	PGD2	0.00156
GATA4	DKK1	0.00151
FOXL2	DHH	0.00146
FOXL2	CBX2	0.00142
DHH	AMH	0.00137
NR0B1	UGR	0.00133
SOX9	UGR	0.00129
NR5A1	FGF9	0.00126
NR5A1	UGR	0.00122
NR5A1	AMH	0.00119
SOX9	CBX2	0.00115
FGF9	AMH	0.00109
SRY	DKK1	0.00106
GATA4	NR0B1	0.00103
DMRT1	UGR	0.00101
GATA4	NR5A1	0.00098
FGF9	SOX9	0.00096
SRY	UGR	0.00093
CTNNB1	SRY	0.00091
FGF9	DKK1	0.00089
NR0B1	DHH	0.00087
DKK1	DMRT1	0.00083
AMH	UGR	0.00081
SRY	DHH	0.00079
FOXL2	DMRT1	0.00077
SRY	NR0B1	0.00075
WNT4	RSPO1	0.00074
FGF9	SRY	0.00072
WT1pKTS	DKK1	0.0007
UGR	CBX2	0.00069
SRY	SOX9	0.00067
UGR	NR0B1	0.00066
DKK1	UGR	0.00065
DHH	SRY	0.00063
FOXL2	SOX9	0.00062
DMRT1	SRY	0.0006
DKK1	RSPO1	0.00058
