Regulator	Target	SINGE_Score
GATA4	FOXL2	6
GATA4	WT1pKTS	1.5
WT1mKTS	CBX2	0.66666
GATA4	NR5A1	0.375
GATA4	CBX2	0.24
WT1mKTS	FOXL2	0.16666
WT1mKTS	RSPO1	0.12244
WT1mKTS	CTNNB1	0.09375
WT1mKTS	WT1pKTS	0.07407
WT1mKTS	DKK1	0.06
WT1mKTS	AMH	0.04958
GATA4	CTNNB1	0.04166
GATA4	RSPO1	0.0355
WT1mKTS	DHH	0.03061
GATA4	FGF9	0.02666
WT1mKTS	SRY	0.02343
GATA4	NR0B1	0.02076
WT1mKTS	WNT4	0.01851
GATA4	WNT4	0.01662
WT1mKTS	FGF9	0.015
GATA4	DMRT1	0.0136
WNT4	UGR	0.01239
AMH	RSPO1	0.01134
WT1mKTS	SOX9	0.01041
GATA4	SOX9	0.0096
WT1mKTS	UGR	0.00887
CBX2	CTNNB1	0.00713
AMH	CTNNB1	0.00666
WT1mKTS	NR5A1	0.00624
DKK1	UGR	0.00585
CBX2	FOXL2	0.0055
UGR	FOXL2	0.00519
FOXL2	CBX2	0.00489
AMH	CBX2	0.00462
CBX2	RSPO1	0.00438
FOXL2	RSPO1	0.00415
DHH	UGR	0.00394
WT1mKTS	DMRT1	0.00375
NR0B1	UGR	0.00356
PGD2	UGR	0.0034
WT1pKTS	CBX2	0.00324
SOX9	SRY	0.00309
DKK1	CTNNB1	0.00296
PGD2	WT1pKTS	0.00283
AMH	SRY	0.00271
CTNNB1	NR5A1	0.0026
WT1pKTS	RSPO1	0.00249
RSPO1	FOXL2	0.0024
UGR	CBX2	0.0023
CBX2	UGR	0.00221
AMH	FOXL2	0.00213
SOX9	FOXL2	0.00205
WT1mKTS	NR0B1	0.00191
RSPO1	CTNNB1	0.00184
FOXL2	CTNNB1	0.00178
RSPO1	CBX2	0.00172
WT1pKTS	CTNNB1	0.00166
UGR	DKK1	0.00161
PGD2	SRY	0.00156
PGD2	CTNNB1	0.00151
WT1pKTS	NR5A1	0.00146
DHH	WNT4	0.00142
DKK1	RSPO1	0.00133
CBX2	WT1pKTS	0.00126
RSPO1	NR5A1	0.00122
UGR	WT1pKTS	0.00119
NR5A1	CTNNB1	0.00115
UGR	NR5A1	0.00112
DMRT1	FOXL2	0.00109
NR5A1	UGR	0.00106
FGF9	FOXL2	0.00103
PGD2	FOXL2	0.00101
NR5A1	SRY	0.00098
DKK1	CBX2	0.00096
WNT4	FOXL2	0.00093
WNT4	RSPO1	0.00091
GATA4	DKK1	0.00089
DMRT1	CTNNB1	0.00087
RSPO1	DMRT1	0.00083
DKK1	WT1pKTS	0.00081
UGR	CTNNB1	0.00079
GATA4	DHH	0.00077
UGR	RSPO1	0.00075
WNT4	SRY	0.00074
SRY	WT1pKTS	0.00072
FOXL2	UGR	0.0007
NR0B1	RSPO1	0.00069
CTNNB1	WNT4	0.00067
SOX9	FGF9	0.00066
FOXL2	WT1pKTS	0.00065
SOX9	NR5A1	0.00063
GATA4	PGD2	0.00062
AMH	DMRT1	0.00061
FGF9	CTNNB1	0.0006
FGF9	UGR	0.00057
NR5A1	FOXL2	0.00056
DMRT1	UGR	0.00055
WNT4	CTNNB1	0.00054
DMRT1	NR5A1	0.00053
FGF9	RSPO1	0.00052
WT1pKTS	UGR	0.00051
DHH	WT1pKTS	0.0005
CTNNB1	DMRT1	0.00049
FGF9	WT1pKTS	0.00048
FGF9	NR5A1	0.00047
SOX9	CBX2	0.00046
FGF9	SRY	0.00046
NR0B1	CBX2	0.00045
SRY	RSPO1	0.00044
DHH	NR0B1	0.00043
SOX9	PGD2	0.00043
SOX9	UGR	0.00042
CBX2	NR0B1	0.00041
SOX9	RSPO1	0.0004
PGD2	FGF9	0.00039
DKK1	DHH	0.00039
FGF9	DHH	0.00037
WT1pKTS	WNT4	0.00037
SRY	FGF9	0.00036
DMRT1	SRY	0.00036
RSPO1	WT1pKTS	0.00034
NR0B1	WT1pKTS	0.00034
DKK1	PGD2	0.00033
FOXL2	NR5A1	0.00032
CTNNB1	CBX2	0.00032
SRY	CTNNB1	0.00031
CBX2	NR5A1	0.00031
WT1pKTS	NR0B1	0.00031
DMRT1	CBX2	0.0003
DKK1	NR5A1	0.0003
NR0B1	SRY	0.00029
FGF9	DKK1	0.00029
CTNNB1	UGR	0.00028
PGD2	CBX2	0.00028
CBX2	DKK1	0.00027
DMRT1	DKK1	0.00027
DHH	NR5A1	0.00027
