Parent	Type	Child	Weight	Probability	Score
DMRT1	+	DMRT1	1.128858	0.000000	0.000000
FGF9	-	DMRT1	-0.080094	0.294876	-0.024751
RSPO1	+	DMRT1	0.082454	0.029150	0.002519
DHH	+	DMRT1	0.056501	0.034649	0.002052
CTNNB1	-	DMRT1	-0.000708	0.039262	-0.000029
PGD2	+	DMRT1	0.145011	0.000911	0.000138
WT1mKTS	+	DMRT1	0.870647	0.000000	0.000000
SRY	+	DMRT1	0.215230	0.000000	0.000000
DKK1	+	DMRT1	0.834751	0.000000	0.000000
WNT4	-	DMRT1	-0.116244	0.775628	-0.094489
CBX2	-	DMRT1	-0.195997	0.999954	-0.205394
AMH	+	DMRT1	0.026007	0.051490	0.001403
NR0B1	-	DMRT1	-0.031038	0.126987	-0.004131
NR5A1	-	DMRT1	-0.331410	1.000000	-0.347315
WT1pKTS	+	DMRT1	0.957991	0.000000	0.000000
FOXL2	-	DMRT1	-0.024954	0.051330	-0.001342
UGR	-	DMRT1	-0.024882	0.084512	-0.002204
SOX9	+	DMRT1	0.308460	0.000000	0.000000
GATA4	+	DMRT1	0.196304	0.000000	0.000000
DMRT1	+	FGF9	0.125317	0.008854	0.001163
FGF9	+	FGF9	0.450466	0.000000	0.000000
RSPO1	-	FGF9	-0.115966	0.323055	-0.039261
DHH	+	FGF9	0.365478	0.000004	0.000001
CTNNB1	-	FGF9	-0.023316	0.055736	-0.001362
PGD2	+	FGF9	0.423932	0.000000	0.000000
WT1mKTS	+	FGF9	0.202096	0.000146	0.000031
SRY	+	FGF9	0.200139	0.000140	0.000029
DKK1	-	FGF9	-0.007701	0.086934	-0.000702
WNT4	-	FGF9	-0.033768	0.092154	-0.003261
CBX2	-	FGF9	-0.033025	0.082698	-0.002862
AMH	+	FGF9	0.526293	0.000000	0.000000
NR0B1	-	FGF9	-0.159220	0.903044	-0.150683
NR5A1	+	FGF9	0.142407	0.001579	0.000236
WT1pKTS	+	FGF9	0.322466	0.000001	0.000000
FOXL2	+	FGF9	0.023079	0.038856	0.000940
UGR	+	FGF9	0.034299	0.058186	0.002091
SOX9	+	FGF9	0.049789	0.057754	0.003013
GATA4	-	FGF9	-0.290610	0.993914	-0.302703
DMRT1	+	RSPO1	0.353064	0.833808	0.308516
FGF9	-	RSPO1	-0.138486	0.117652	-0.017075
RSPO1	+	RSPO1	0.547182	0.999998	0.573441
DHH	-	RSPO1	-0.120088	0.108581	-0.013665
CTNNB1	+	RSPO1	0.485946	0.999272	0.508896
PGD2	-	RSPO1	-0.082206	0.092430	-0.007963
WT1mKTS	+	RSPO1	0.064329	0.120539	0.008126
SRY	+	RSPO1	0.071975	0.097741	0.007373
DKK1	-	RSPO1	-0.010266	0.084312	-0.000907
WNT4	+	RSPO1	0.279149	0.455017	0.133113
CBX2	+	RSPO1	0.169896	0.136603	0.024322
AMH	+	RSPO1	0.154322	0.118094	0.019099
NR0B1	+	RSPO1	0.013222	0.067680	0.000938
NR5A1	-	RSPO1	-0.521816	0.996038	-0.544691
WT1pKTS	-	RSPO1	-0.160567	0.161910	-0.027245
FOXL2	+	RSPO1	0.022078	0.038634	0.000894
UGR	-	RSPO1	-0.093709	0.092795	-0.009113
SOX9	-	RSPO1	-0.169413	0.137527	-0.024417
GATA4	+	RSPO1	0.636398	0.999800	0.666806
DMRT1	+	DHH	0.075692	0.065607	0.005204
FGF9	+	DHH	0.395989	0.030603	0.012700
RSPO1	-	DHH	-0.134379	0.258294	-0.036375
DHH	+	DHH	0.285234	0.025820	0.007718
CTNNB1	-	DHH	-0.009415	0.043505	-0.000429
PGD2	+	DHH	0.463403	0.091254	0.044317
WT1mKTS	+	DHH	0.173211	0.013994	0.002540
SRY	+	DHH	0.227475	0.005640	0.001344
DKK1	+	DHH	0.033700	0.076044	0.002686
WNT4	-	DHH	-0.055349	0.106158	-0.006158
CBX2	-	DHH	-0.013622	0.062376	-0.000890
AMH	+	DHH	0.447360	0.057926	0.027158
NR0B1	-	DHH	-0.195911	0.846937	-0.173888
NR5A1	+	DHH	0.236768	0.001423	0.000353
WT1pKTS	-	DHH	-0.399878	0.994522	-0.416773
FOXL2	-	DHH	-0.118568	0.133026	-0.016530
UGR	+	DHH	0.024276	0.055362	0.001408
SOX9	+	DHH	0.030669	0.072426	0.002328
GATA4	+	DHH	0.392370	0.002085	0.000857
DMRT1	-	CTNNB1	-0.015367	0.080306	-0.001293
FGF9	-	CTNNB1	-0.026681	0.071985	-0.002013
RSPO1	+	CTNNB1	0.504304	0.998577	0.527754
DHH	-	CTNNB1	-0.042935	0.077436	-0.003484
CTNNB1	+	CTNNB1	0.522244	0.998091	0.546262
PGD2	-	CTNNB1	-0.122090	0.123573	-0.015811
WT1mKTS	+	CTNNB1	0.078962	0.088867	0.007354
SRY	+	CTNNB1	0.284326	0.102814	0.030636
DKK1	-	CTNNB1	-0.117927	0.141079	-0.017435
WNT4	+	CTNNB1	0.099034	0.090696	0.009413
CBX2	+	CTNNB1	0.060399	0.081124	0.005135
AMH	+	CTNNB1	0.109675	0.087332	0.010038
NR0B1	+	CTNNB1	0.056621	0.082084	0.004871
NR5A1	+	CTNNB1	0.167722	0.077168	0.013564
WT1pKTS	-	CTNNB1	-0.086863	0.152592	-0.013891
FOXL2	+	CTNNB1	0.095978	0.076817	0.007727
UGR	-	CTNNB1	-0.039120	0.060846	-0.002495
SOX9	-	CTNNB1	-0.067117	0.095828	-0.006740
GATA4	+	CTNNB1	0.010982	0.102858	0.001184
DMRT1	+	PGD2	0.240294	0.000000	0.000000
FGF9	+	PGD2	1.085885	0.000000	0.000000
RSPO1	-	PGD2	-0.060754	0.256447	-0.016328
DHH	+	PGD2	1.111004	0.000000	0.000000
CTNNB1	-	PGD2	-0.010717	0.048349	-0.000543
PGD2	+	PGD2	0.758748	0.000000	0.000000
WT1mKTS	-	PGD2	-0.070618	0.970750	-0.071842
SRY	+	PGD2	0.429268	0.000000	0.000000
DKK1	+	PGD2	0.061045	0.002323	0.000149
WNT4	-	PGD2	-0.031467	0.141811	-0.004677
CBX2	+	PGD2	0.035428	0.031550	0.001171
AMH	+	PGD2	1.127931	0.000000	0.000000
NR0B1	-	PGD2	-0.155754	0.999992	-0.163228
NR5A1	+	PGD2	0.491045	0.000000	0.000000
WT1pKTS	+	PGD2	0.911683	0.000000	0.000000
FOXL2	-	PGD2	-0.013172	0.043242	-0.000597
UGR	-	PGD2	-0.079365	0.469490	-0.039049
SOX9	+	PGD2	0.069940	0.002448	0.000179
GATA4	+	PGD2	0.046671	0.000230	0.000011
DMRT1	+	WT1mKTS	0.014396	0.079742	0.001203
FGF9	-	WT1mKTS	-0.000637	0.071737	-0.000048
RSPO1	+	WT1mKTS	0.040032	0.083513	0.003504
DHH	+	WT1mKTS	0.008833	0.072906	0.000675
CTNNB1	+	WT1mKTS	0.020736	0.073770	0.001603
PGD2	+	WT1mKTS	0.027984	0.080631	0.002365
WT1mKTS	+	WT1mKTS	0.508539	1.000000	0.532945
SRY	+	WT1mKTS	0.041722	0.051168	0.002237
DKK1	+	WT1mKTS	0.062092	0.033105	0.002154
WNT4	+	WT1mKTS	0.015086	0.074919	0.001184
CBX2	+	WT1mKTS	0.023145	0.078520	0.001905
AMH	+	WT1mKTS	0.053608	0.067552	0.003795
NR0B1	+	WT1mKTS	0.089378	0.012156	0.001139
NR5A1	+	WT1mKTS	0.078969	0.008530	0.000706
WT1pKTS	+	WT1mKTS	0.410289	1.000000	0.429979
FOXL2	+	WT1mKTS	0.015239	0.054924	0.000877
UGR	+	WT1mKTS	0.104310	0.102632	0.011219
SOX9	+	WT1mKTS	0.008260	0.074681	0.000646
GATA4	+	WT1mKTS	0.387809	1.000000	0.406421
DMRT1	+	SRY	0.062939	0.102350	0.006751
