Gene1	Gene2	corVal	pValue
DMRT1	DMRT1	1	0
FGF9	FGF9	1	0
RSPO1	RSPO1	1	0
DHH	DHH	1	0
CTNNB1	CTNNB1	1	0
PGD2	PGD2	1	0
WT1mKTS	WT1mKTS	1	0
SRY	SRY	1	0
DKK1	DKK1	1	0
WNT4	WNT4	1	0
CBX2	CBX2	1	0
AMH	AMH	1	0
NR0B1	NR0B1	1	0
NR5A1	NR5A1	1	0
WT1pKTS	WT1pKTS	1	0
FOXL2	FOXL2	1	0
UGR	UGR	1	0
SOX9	SOX9	1	0
GATA4	GATA4	1	0
NR5A1	WT1pKTS	0.354524825416539	4.34759613613786e-48
WT1pKTS	NR5A1	0.354524825416539	4.34759613613824e-48
DKK1	DMRT1	0.267435182364281	2.48493938706001e-27
DMRT1	DKK1	0.267435182364281	2.4849393870601e-27
RSPO1	CTNNB1	0.231817054273172	9.3143437606723e-21
CTNNB1	RSPO1	0.231817054273172	9.31434376067386e-21
DKK1	SRY	0.216986942215733	2.53222870177649e-18
SRY	DKK1	0.216986942215733	2.53222870177664e-18
WNT4	NR0B1	0.207396689466563	7.68749546646034e-17
NR0B1	WNT4	0.207396689466563	7.68749546646045e-17
CTNNB1	WNT4	0.20366044437218	2.77955155769423e-16
WNT4	CTNNB1	0.20366044437218	2.77955155769459e-16
SRY	DMRT1	0.197331311898134	2.31783025030072e-15
DMRT1	SRY	0.197331311898134	2.31783025030078e-15
CBX2	NR5A1	0.192053551280676	1.28772301935998e-14
NR5A1	CBX2	0.192053551280676	1.28772301936001e-14
UGR	CBX2	0.170438213978438	8.74014991404114e-12
CBX2	UGR	0.170438213978438	8.74014991404114e-12
SRY	NR0B1	0.145361510826604	6.25462965464462e-09
NR0B1	SRY	0.145361510826604	6.25462965464474e-09
AMH	DHH	0.137122527335156	4.31948028963761e-08
DHH	AMH	0.137122527335156	4.31948028963761e-08
GATA4	WT1mKTS	0.131314123292793	1.57834474551886e-07
WT1mKTS	GATA4	0.131314123292793	1.57834474551888e-07
WNT4	RSPO1	0.131200397049696	1.61801912630543e-07
RSPO1	WNT4	0.131200397049695	1.61801912630557e-07
FGF9	DHH	0.125503394344648	5.46373103584451e-07
DHH	FGF9	0.125503394344648	5.46373103584461e-07
WT1pKTS	UGR	0.116573386635367	3.3145855154914e-06
UGR	WT1pKTS	0.116573386635367	3.31458551549142e-06
WT1mKTS	WT1pKTS	0.112790332529291	6.84676039208375e-06
WT1pKTS	WT1mKTS	0.112790332529291	6.84676039208387e-06
DMRT1	SOX9	0.104834972025429	2.92423507746122e-05
SOX9	DMRT1	0.104834972025429	2.92423507746135e-05
AMH	PGD2	0.103540314576081	3.66896229113402e-05
PGD2	AMH	0.103540314576081	3.66896229113403e-05
DHH	PGD2	0.101237189737921	5.45776480615913e-05
PGD2	DHH	0.101237189737921	5.45776480615921e-05
WT1pKTS	GATA4	0.0994621028007032	7.37046752973533e-05
GATA4	WT1pKTS	0.0994621028007032	7.37046752973542e-05
SOX9	DKK1	0.0987045499647338	8.36628057294327e-05
DKK1	SOX9	0.0987045499647337	8.36628057294344e-05
WT1pKTS	SRY	0.0957902281192696	0.000135101306547788
SRY	WT1pKTS	0.0957902281192694	0.000135101306547791
NR0B1	CTNNB1	0.0883724690572502	0.000431252408457652
CTNNB1	NR0B1	0.08837246905725	0.000431252408457664
CTNNB1	FOXL2	0.0828000989829517	0.000975764418452861
FOXL2	CTNNB1	0.0828000989829516	0.000975764418452883
WT1pKTS	DMRT1	0.0817536787712835	0.00113149270543336
DMRT1	WT1pKTS	0.0817536787712835	0.00113149270543337
AMH	FGF9	0.0717040490044729	0.00431310831269115
FGF9	AMH	0.0717040490044728	0.00431310831269118
NR5A1	SOX9	0.0705570046094683	0.00497682521487949
SOX9	NR5A1	0.0705570046094682	0.00497682521487954
PGD2	FGF9	0.0686999457958699	0.00624880029058627
FGF9	PGD2	0.0686999457958699	0.00624880029058632
WT1pKTS	CBX2	0.0662371421407648	0.00838436875262762
CBX2	WT1pKTS	0.0662371421407647	0.00838436875262769
UGR	FOXL2	0.0660534944643519	0.0085671313125622
FOXL2	UGR	0.0660534944643518	0.00856713131256225
PGD2	SOX9	0.0572017830220341	0.0228490425161521
SOX9	PGD2	0.057201783022034	0.0228490425161524
DKK1	WT1pKTS	0.0538065933285073	0.0323015473405813
WT1pKTS	DKK1	0.0538065933285072	0.0323015473405815
DHH	SOX9	0.0505509856355517	0.0443290869381558
SOX9	DHH	0.0505509856355517	0.0443290869381559
NR0B1	FOXL2	0.0415613392682499	0.0983296007243962
FOXL2	NR0B1	0.0415613392682497	0.0983296007243978
FGF9	SOX9	0.0405698826712549	0.106627150237472
SOX9	FGF9	0.0405698826712549	0.106627150237473
