Parent	Type	Child	Weight	Probability	Score
DMRT1	+	DMRT1	0.422039	0.000000	0.000000
FGF9	+	DMRT1	0.176148	0.003553	0.000772
RSPO1	+	DMRT1	0.548349	0.000000	0.000000
DHH	+	DMRT1	0.169533	0.004191	0.000877
CTNNB1	+	DMRT1	0.132404	0.000002	0.000000
PGD2	+	DMRT1	0.178352	0.004015	0.000884
WT1mKTS	+	DMRT1	0.328527	0.000000	0.000000
SRY	+	DMRT1	0.068899	0.023675	0.002013
DKK1	+	DMRT1	0.204381	0.000353	0.000089
WNT4	+	DMRT1	0.068716	0.002451	0.000208
CBX2	+	DMRT1	0.198449	0.000000	0.000000
AMH	-	DMRT1	-0.020932	0.051406	-0.001328
NR0B1	-	DMRT1	-0.062817	0.499021	-0.038679
NR5A1	-	DMRT1	-0.026671	0.136033	-0.004477
WT1pKTS	+	DMRT1	0.196108	0.000000	0.000000
FOXL2	-	DMRT1	-0.070526	0.382442	-0.033281
UGR	+	DMRT1	0.034190	0.039167	0.001652
SOX9	+	DMRT1	0.077673	0.030772	0.002949
GATA4	-	DMRT1	-0.033654	0.511490	-0.021240
DMRT1	+	FGF9	0.169265	0.000002	0.000000
FGF9	+	FGF9	0.308548	0.000000	0.000000
RSPO1	+	FGF9	0.368899	0.000000	0.000000
DHH	-	FGF9	-0.030474	0.084635	-0.003182
CTNNB1	+	FGF9	0.001575	0.080499	0.000156
PGD2	+	FGF9	0.251085	0.000000	0.000000
WT1mKTS	+	FGF9	0.016187	0.004836	0.000097
SRY	+	FGF9	0.040835	0.018172	0.000916
DKK1	+	FGF9	0.147968	0.000035	0.000006
WNT4	+	FGF9	0.030459	0.005594	0.000210
CBX2	+	FGF9	0.092538	0.000012	0.000001
AMH	+	FGF9	0.223077	0.000000	0.000000
NR0B1	-	FGF9	-0.018708	0.254832	-0.005883
NR5A1	-	FGF9	-0.004662	0.086536	-0.000498
WT1pKTS	+	FGF9	0.001508	0.065746	0.000122
FOXL2	+	FGF9	0.735007	0.000000	0.000000
UGR	+	FGF9	0.746746	0.000000	0.000000
SOX9	+	FGF9	0.250287	0.000000	0.000000
GATA4	+	FGF9	0.939965	0.000000	0.000000
DMRT1	+	RSPO1	0.084619	0.090552	0.009455
FGF9	+	RSPO1	0.016068	0.043647	0.000865
RSPO1	+	RSPO1	0.635898	1.000000	0.784635
DHH	+	RSPO1	0.005608	0.036275	0.000251
CTNNB1	+	RSPO1	0.494622	0.999954	0.610286
PGD2	+	RSPO1	0.106660	0.097592	0.012844
WT1mKTS	+	RSPO1	0.292423	0.031931	0.011521
SRY	-	RSPO1	-0.062754	0.102928	-0.007970
DKK1	+	RSPO1	0.038062	0.061094	0.002869
WNT4	-	RSPO1	-0.032872	0.109900	-0.004458
CBX2	-	RSPO1	-0.353907	1.000000	-0.436687
AMH	+	RSPO1	0.080660	0.086213	0.008580
NR0B1	+	RSPO1	0.120829	0.061011	0.009096
NR5A1	-	RSPO1	-0.053290	0.107043	-0.007039
WT1pKTS	+	RSPO1	0.045085	0.081703	0.004545
FOXL2	+	RSPO1	0.158144	0.064518	0.012590
UGR	-	RSPO1	-0.097698	0.162273	-0.019562
SOX9	+	RSPO1	0.041891	0.062052	0.003207
GATA4	+	RSPO1	0.341665	0.073519	0.030994
DMRT1	+	DHH	0.104459	0.074809	0.009642
FGF9	+	DHH	0.144340	0.076186	0.013569
RSPO1	+	DHH	0.136274	0.015130	0.002544
DHH	+	DHH	0.026033	0.042975	0.001380
CTNNB1	+	DHH	0.083225	0.050154	0.005150
PGD2	+	DHH	0.119407	0.076309	0.011243
WT1mKTS	-	DHH	-0.011010	0.118850	-0.001615
SRY	-	DHH	-0.004986	0.042092	-0.000259
DKK1	+	DHH	0.057404	0.062765	0.004446
WNT4	-	DHH	-0.018534	0.098225	-0.002246
CBX2	+	DHH	0.052815	0.070665	0.004605
AMH	+	DHH	0.136665	0.075785	0.012780
NR0B1	+	DHH	0.008946	0.079759	0.000880
