Parent	Type	Child	Weight	Probability	Score
DMRT1	+	DMRT1	0.631368	0.000000	0.000000
FGF9	-	DMRT1	-0.010870	0.073585	-0.000788
RSPO1	+	DMRT1	0.125878	0.047319	0.005866
DHH	+	DMRT1	0.069644	0.060876	0.004175
CTNNB1	+	DMRT1	0.006579	0.041167	0.000267
PGD2	+	DMRT1	0.178343	0.010926	0.001919
WT1mKTS	+	DMRT1	0.274405	0.000000	0.000000
SRY	+	DMRT1	0.115365	0.017357	0.001972
DKK1	+	DMRT1	0.515605	0.000000	0.000000
WNT4	-	DMRT1	-0.139037	0.473656	-0.064859
CBX2	-	DMRT1	-0.182267	0.895199	-0.160695
AMH	+	DMRT1	0.023848	0.066408	0.001560
NR0B1	+	DMRT1	0.042724	0.061652	0.002594
NR5A1	-	DMRT1	-0.486540	1.000000	-0.479175
WT1pKTS	+	DMRT1	0.631218	0.000000	0.000000
FOXL2	+	DMRT1	0.005884	0.036158	0.000210
UGR	-	DMRT1	-0.112046	0.314752	-0.034733
SOX9	+	DMRT1	0.319952	0.000073	0.000023
GATA4	+	DMRT1	0.440975	0.000000	0.000000
DMRT1	+	FGF9	0.067216	0.103974	0.006883
FGF9	+	FGF9	0.421775	0.999926	0.415359
RSPO1	-	FGF9	-0.065665	0.091683	-0.005929
DHH	+	FGF9	0.282131	0.721709	0.200534
CTNNB1	-	FGF9	-0.097562	0.110711	-0.010638
PGD2	+	FGF9	0.392639	0.999022	0.386318
WT1mKTS	-	FGF9	-0.271404	0.404703	-0.108176
SRY	+	FGF9	0.195452	0.281167	0.054123
DKK1	+	FGF9	0.042048	0.093194	0.003859
WNT4	-	FGF9	-0.023103	0.069837	-0.001589
CBX2	-	FGF9	-0.015509	0.062362	-0.000953
AMH	+	FGF9	0.366747	0.993853	0.358975
NR0B1	-	FGF9	-0.198857	0.348678	-0.068287
NR5A1	+	FGF9	0.180779	0.230363	0.041015
WT1pKTS	+	FGF9	0.564715	0.990820	0.551062
FOXL2	-	FGF9	-0.008041	0.035850	-0.000284
UGR	+	FGF9	0.038385	0.076841	0.002905
SOX9	+	FGF9	0.101189	0.119249	0.011884
GATA4	-	FGF9	-0.351605	0.678533	-0.234964
DMRT1	+	RSPO1	0.916684	0.000000	0.000000
FGF9	-	RSPO1	-0.167680	0.968340	-0.159913
RSPO1	+	RSPO1	1.402631	0.000000	0.000000
DHH	-	RSPO1	-0.088514	0.363388	-0.031678
CTNNB1	+	RSPO1	1.136656	0.000000	0.000000
PGD2	+	RSPO1	0.013646	0.055812	0.000750
WT1mKTS	+	RSPO1	0.715432	0.000000	0.000000
SRY	+	RSPO1	0.054496	0.009071	0.000487
DKK1	+	RSPO1	0.046115	0.020375	0.000925
WNT4	+	RSPO1	0.854137	0.000000	0.000000
CBX2	+	RSPO1	0.574976	0.000000	0.000000
AMH	+	RSPO1	0.107384	0.006783	0.000717
NR0B1	-	RSPO1	-0.008364	0.082262	-0.000678
NR5A1	-	RSPO1	-0.335804	1.000000	-0.330721
WT1pKTS	+	RSPO1	0.047689	0.000234	0.000011
FOXL2	+	RSPO1	0.102471	0.022213	0.002242
UGR	-	RSPO1	-0.100761	0.558430	-0.055416
SOX9	-	RSPO1	-0.108542	0.665458	-0.071137
