Parent	Type	Child	Weight	Probability	Score
DMRT1	+	DMRT1	0.262184	0.276476	0.091236
FGF9	+	DMRT1	0.094514	0.084548	0.010058
RSPO1	+	DMRT1	0.184627	0.199639	0.046392
DHH	+	DMRT1	0.004676	0.035680	0.000210
CTNNB1	+	DMRT1	0.051490	0.096007	0.006222
PGD2	+	DMRT1	0.070229	0.070033	0.006190
WT1mKTS	+	DMRT1	0.096759	0.127050	0.015473
SRY	+	DMRT1	0.128523	0.116058	0.018774
DKK1	+	DMRT1	0.099695	0.090324	0.011334
WNT4	+	DMRT1	0.065348	0.093642	0.007702
CBX2	-	DMRT1	-0.003717	0.061696	-0.000289
AMH	+	DMRT1	0.110737	0.094461	0.013166
NR0B1	+	DMRT1	0.801218	0.000000	0.000000
NR5A1	+	DMRT1	0.099022	0.112694	0.014045
WT1pKTS	+	DMRT1	0.103234	0.115030	0.014946
FOXL2	-	DMRT1	-0.052030	0.082053	-0.005373
UGR	+	DMRT1	0.023789	0.061045	0.001828
SOX9	+	DMRT1	0.178783	0.134943	0.030365
GATA4	+	DMRT1	0.095040	0.126000	0.015072
DMRT1	+	FGF9	0.087222	0.092609	0.010167
FGF9	+	FGF9	0.140570	0.121063	0.021419
RSPO1	+	FGF9	0.055952	0.097142	0.006841
DHH	+	FGF9	0.010432	0.037885	0.000497
CTNNB1	-	FGF9	-0.002724	0.081399	-0.000279
PGD2	+	FGF9	0.100230	0.094950	0.011978
WT1mKTS	-	FGF9	-0.464791	0.919355	-0.537827
SRY	+	FGF9	0.055662	0.079286	0.005555
DKK1	+	FGF9	0.089599	0.093604	0.010556
WNT4	-	FGF9	-0.038789	0.092247	-0.004504
CBX2	+	FGF9	0.474120	0.000000	0.000000
AMH	+	FGF9	0.235270	0.283024	0.083809
NR0B1	+	FGF9	0.474730	0.000000	0.000000
NR5A1	-	FGF9	-0.034395	0.079189	-0.003428
WT1pKTS	-	FGF9	-0.001246	0.068525	-0.000107
FOXL2	+	FGF9	0.065661	0.101314	0.008373
UGR	+	FGF9	0.191290	0.261868	0.063049
SOX9	+	FGF9	0.159311	0.140569	0.028186
GATA4	+	FGF9	0.699313	0.999987	0.880172
DMRT1	+	RSPO1	0.144476	0.163542	0.029739
FGF9	+	RSPO1	0.001091	0.038662	0.000053
RSPO1	+	RSPO1	0.556273	1.000000	0.700146
DHH	-	RSPO1	-0.041769	0.062635	-0.003293
CTNNB1	+	RSPO1	0.481869	1.000000	0.606499
PGD2	+	RSPO1	0.092498	0.101442	0.011810
WT1mKTS	-	RSPO1	-0.049721	0.128154	-0.008020
SRY	-	RSPO1	-0.081675	0.107461	-0.011047
DKK1	-	RSPO1	-0.021578	0.048145	-0.001308
WNT4	+	RSPO1	0.132696	0.170633	0.028498
CBX2	-	RSPO1	-0.345695	0.999967	-0.435091
AMH	+	RSPO1	0.066567	0.084079	0.007044
NR0B1	-	RSPO1	-0.020681	0.093657	-0.002438
NR5A1	-	RSPO1	-0.042896	0.089296	-0.004821
WT1pKTS	+	RSPO1	0.070164	0.107165	0.009464
FOXL2	+	RSPO1	0.190002	0.424310	0.101471
UGR	-	RSPO1	-0.133294	0.175674	-0.029473
SOX9	+	RSPO1	0.043913	0.065479	0.003619
GATA4	+	RSPO1	0.561723	1.000000	0.707007
DMRT1	+	DHH	0.083415	0.087781	0.009216
FGF9	+	DHH	0.113353	0.099541	0.014202
RSPO1	+	DHH	0.028043	0.091916	0.003244
DHH	+	DHH	0.048721	0.060064	0.003683
CTNNB1	+	DHH	0.080047	0.112396	0.011324
PGD2	+	DHH	0.098166	0.090632	0.011198
WT1mKTS	-	DHH	-0.070356	0.123628	-0.010948
SRY	-	DHH	-0.009161	0.041525	-0.000479
DKK1	+	DHH	0.003886	0.038315	0.000187
WNT4	-	DHH	-0.032370	0.090445	-0.003685
CBX2	+	DHH	0.056460	0.091609	0.006510
AMH	+	DHH	0.150909	0.124434	0.023635
NR0B1	+	DHH	0.029736	0.090320	0.003380
NR5A1	+	DHH	0.041159	0.087163	0.004515
WT1pKTS	-	DHH	-0.013279	0.071491	-0.001195
FOXL2	+	DHH	0.082364	0.111221	0.011530
UGR	+	DHH	0.189169	0.259003	0.061667
SOX9	+	DHH	0.096493	0.092412	0.011223
GATA4	+	DHH	0.271630	0.654222	0.223668
DMRT1	+	CTNNB1	0.072048	0.091684	0.008314
FGF9	-	CTNNB1	-0.023036	0.048089	-0.001394
RSPO1	+	CTNNB1	0.446632	1.000000	0.562149
DHH	-	CTNNB1	-0.081304	0.094788	-0.009700
CTNNB1	+	CTNNB1	0.545286	1.000000	0.686319
PGD2	+	CTNNB1	0.032621	0.054389	0.002233
WT1mKTS	-	CTNNB1	-0.102463	0.166456	-0.021467
SRY	-	CTNNB1	-0.089629	0.111882	-0.012622
DKK1	+	CTNNB1	0.076017	0.093824	0.008977
WNT4	+	CTNNB1	0.062148	0.109881	0.008595
CBX2	-	CTNNB1	-0.350800	0.999987	-0.441525
AMH	+	CTNNB1	0.073356	0.089159	0.008232
NR0B1	+	CTNNB1	0.152361	0.224227	0.043000
NR5A1	-	CTNNB1	-0.070895	0.104513	-0.009326
WT1pKTS	+	CTNNB1	0.037126	0.087573	0.004092
FOXL2	+	CTNNB1	0.168302	0.284547	0.060276
UGR	-	CTNNB1	-0.139220	0.187761	-0.032901
SOX9	+	CTNNB1	0.101876	0.111078	0.014243
GATA4	+	CTNNB1	0.619499	1.000000	0.779725
DMRT1	+	PGD2	0.083926	0.039174	0.004138
FGF9	+	PGD2	0.043768	0.042743	0.002355
RSPO1	+	PGD2	0.142768	0.000001	0.000000
DHH	+	PGD2	0.215751	0.002021	0.000549
CTNNB1	+	PGD2	0.001672	0.084223	0.000177
PGD2	+	PGD2	0.056961	0.044279	0.003174
WT1mKTS	+	PGD2	0.163835	0.000000	0.000000
SRY	-	PGD2	-0.040542	0.101989	-0.005204
DKK1	+	PGD2	0.059859	0.044408	0.003346
WNT4	+	PGD2	0.015607	0.058707	0.001153
CBX2	+	PGD2	0.008624	0.057585	0.000625
AMH	+	PGD2	0.095196	0.037451	0.004487
NR0B1	-	PGD2	-0.053565	0.348532	-0.023498
NR5A1	+	PGD2	0.015821	0.055686	0.001109
WT1pKTS	-	PGD2	-0.012109	0.086244	-0.001314
FOXL2	-	PGD2	-0.013263	0.082082	-0.001370
UGR	+	PGD2	0.278382	0.000000	0.000000
SOX9	+	PGD2	0.118760	0.027633	0.004130
GATA4	+	PGD2	0.452009	0.000000	0.000000
DMRT1	+	WT1mKTS	0.017304	0.065907	0.001435
FGF9	-	WT1mKTS	-0.003075	0.040645	-0.000157
RSPO1	+	WT1mKTS	0.021996	0.066086	0.001830
DHH	+	WT1mKTS	0.031951	0.081325	0.003270
CTNNB1	+	WT1mKTS	0.076353	0.003510	0.000337
PGD2	+	WT1mKTS	0.031075	0.080274	0.003140
WT1mKTS	+	WT1mKTS	0.684731	1.000000	0.861829
SRY	-	WT1mKTS	-0.000178	0.045978	-0.000010
DKK1	+	WT1mKTS	0.022918	0.074391	0.002146
WNT4	+	WT1mKTS	0.048485	0.016990	0.001037
CBX2	+	WT1mKTS	0.038480	0.061243	0.002966
AMH	+	WT1mKTS	0.020399	0.068459	0.001758
NR0B1	+	WT1mKTS	0.083485	0.000827	0.000087
NR5A1	+	WT1mKTS	0.025952	0.066579	0.002175
WT1pKTS	+	WT1mKTS	0.006049	0.073260	0.000558
FOXL2	+	WT1mKTS	0.020849	0.071693	0.001881
UGR	+	WT1mKTS	0.093090	0.023211	0.002720
SOX9	+	WT1mKTS	0.010784	0.050415	0.000684
GATA4	+	WT1mKTS	0.484759	1.000000	0.610137
DMRT1	+	SRY	0.048336	0.027116	0.001650
FGF9	+	SRY	0.118814	0.010434	0.001560
RSPO1	+	SRY	0.024692	0.034582	0.001075
DHH	-	SRY	-0.000901	0.035945	-0.000041
CTNNB1	-	SRY	-0.204332	0.999995	-0.257179
PGD2	+	SRY	0.052485	0.027433	0.001812
WT1mKTS	-	SRY	-0.167444	0.999814	-0.210712
SRY	+	SRY	1.461539	0.000000	0.000000
DKK1	+	SRY	0.246120	0.000001	0.000000
WNT4	+	SRY	2.416858	0.000000	0.000000
CBX2	+	SRY	0.328089	0.000000	0.000000
AMH	+	SRY	0.119316	0.009184	0.001379
NR0B1	+	SRY	1.584257	0.000000	0.000000
NR5A1	+	SRY	1.473886	0.000000	0.000000
WT1pKTS	+	SRY	0.021625	0.032753	0.000891
FOXL2	-	SRY	-0.265636	1.000000	-0.334339
UGR	-	SRY	-0.035554	0.143553	-0.006424
SOX9	+	SRY	0.050645	0.027138	0.001730
GATA4	+	SRY	0.728286	0.000000	0.000000
DMRT1	+	DKK1	0.284490	0.000000	0.000000
FGF9	+	DKK1	0.206472	0.000547	0.000142
RSPO1	+	DKK1	0.333444	0.000000	0.000000
DHH	+	DKK1	0.015824	0.032431	0.000646
CTNNB1	+	DKK1	0.528470	0.000000	0.000000
PGD2	+	DKK1	0.174274	0.002983	0.000654
WT1mKTS	-	DKK1	-0.086181	0.911816	-0.098905
SRY	+	DKK1	0.086424	0.012268	0.001335
DKK1	+	DKK1	0.095835	0.020398	0.002460
WNT4	-	DKK1	-0.020612	0.180122	-0.004673
CBX2	+	DKK1	0.051770	0.024012	0.001565
AMH	+	DKK1	0.138943	0.007948	0.001390
NR0B1	+	DKK1	0.019709	0.038902	0.000965
NR5A1	+	DKK1	0.403364	0.000000	0.000000
WT1pKTS	+	DKK1	0.092970	0.000492	0.000058
FOXL2	-	DKK1	-0.072806	0.462942	-0.042422
UGR	+	DKK1	0.059515	0.022634	0.001695
SOX9	+	DKK1	0.213624	0.000222	0.000060
GATA4	+	DKK1	0.654317	0.000000	0.000000
DMRT1	-	WNT4	-0.019694	0.048896	-0.001212
FGF9	-	WNT4	-0.016153	0.045462	-0.000924
RSPO1	+	WNT4	0.143806	0.030093	0.005447
DHH	+	WNT4	0.011872	0.038768	0.000579
CTNNB1	-	WNT4	-0.016787	0.096534	-0.002040
PGD2	-	WNT4	-0.043659	0.072783	-0.003999
WT1mKTS	+	WNT4	0.297094	0.001363	0.000510
SRY	+	WNT4	0.172958	0.095274	0.020740
DKK1	-	WNT4	-0.041891	0.075324	-0.003971
WNT4	+	WNT4	0.617507	1.000000	0.777218
CBX2	-	WNT4	-0.049001	0.107473	-0.006628
AMH	+	WNT4	0.014272	0.042259	0.000759
NR0B1	+	WNT4	0.658255	1.000000	0.828506
NR5A1	-	WNT4	-0.003924	0.072518	-0.000358
WT1pKTS	+	WNT4	0.006632	0.070510	0.000589
FOXL2	+	WNT4	0.066239	0.073811	0.006154
UGR	-	WNT4	-0.154387	0.787755	-0.153074
SOX9	+	WNT4	0.064729	0.080051	0.006522
GATA4	+	WNT4	0.178181	0.005024	0.001127
DMRT1	+	CBX2	0.055827	0.064091	0.004503
FGF9	-	CBX2	-0.057425	0.067295	-0.004864
RSPO1	-	CBX2	-0.338734	0.997797	-0.425405
DHH	+	CBX2	0.062025	0.064477	0.005034
CTNNB1	-	CBX2	-0.358619	0.999430	-0.451115
PGD2	+	CBX2	0.055527	0.060294	0.004214
WT1mKTS	+	CBX2	0.532888	0.244296	0.163853
SRY	+	CBX2	0.234109	0.123538	0.036401
DKK1	+	CBX2	0.032395	0.049694	0.002026
WNT4	+	CBX2	0.046191	0.083126	0.004833
CBX2	+	CBX2	0.475272	0.962565	0.575802
AMH	+	CBX2	0.043191	0.054543	0.002965
NR0B1	-	CBX2	-0.180574	0.387998	-0.088183
NR5A1	+	CBX2	0.222343	0.072989	0.020426
WT1pKTS	-	CBX2	-0.047727	0.096781	-0.005814
FOXL2	-	CBX2	-0.057163	0.101112	-0.007275
UGR	+	CBX2	0.409289	0.849984	0.437867
SOX9	-	CBX2	-0.022232	0.042984	-0.001203
GATA4	+	CBX2	0.574473	0.552884	0.399765
DMRT1	+	AMH	0.032895	0.052367	0.002168
FGF9	+	AMH	0.161381	0.133051	0.027025
RSPO1	+	AMH	0.032397	0.093669	0.003820
DHH	+	AMH	0.196451	0.174400	0.043122
CTNNB1	+	AMH	0.144115	0.172412	0.031274
PGD2	+	AMH	0.151964	0.125220	0.023951
WT1mKTS	-	AMH	-0.138134	0.150205	-0.026115
SRY	+	AMH	0.027184	0.055767	0.001908
DKK1	+	AMH	0.096275	0.096237	0.011662
WNT4	-	AMH	-0.053845	0.097430	-0.006603
CBX2	+	AMH	0.081960	0.105338	0.010866
AMH	+	AMH	0.131162	0.112718	0.018608
NR0B1	-	AMH	-0.021884	0.088778	-0.002445
NR5A1	-	AMH	-0.030033	0.076666	-0.002898
WT1pKTS	+	AMH	0.023227	0.075475	0.002207
FOXL2	+	AMH	0.032249	0.081742	0.003318
UGR	+	AMH	0.164389	0.187542	0.038804
