Gene1	Gene2	corVal	pValue
DMRT1	DMRT1	1	0
FGF9	FGF9	1	0
RSPO1	RSPO1	1	0
DHH	DHH	1	0
CTNNB1	CTNNB1	1	0
PGD2	PGD2	1	0
WT1mKTS	WT1mKTS	1	0
SRY	SRY	1	0
DKK1	DKK1	1	0
WNT4	WNT4	1	0
CBX2	CBX2	1	0
AMH	AMH	1	0
NR0B1	NR0B1	1	0
NR5A1	NR5A1	1	0
WT1pKTS	WT1pKTS	1	0
FOXL2	FOXL2	1	0
UGR	UGR	1	0
SOX9	SOX9	1	0
GATA4	GATA4	1	0
NR5A1	WT1pKTS	0.34623922575588	8.33253734718143e-46
WT1pKTS	NR5A1	0.34623922575588	8.33253734718191e-46
DKK1	DMRT1	0.274968052950198	7.40204772319263e-29
DMRT1	DKK1	0.274968052950198	7.40204772319306e-29
RSPO1	CTNNB1	0.231288680183202	1.14521210568038e-20
CTNNB1	RSPO1	0.231288680183202	1.14521210568042e-20
WNT4	NR0B1	0.220500253374803	6.95832358288561e-19
NR0B1	WNT4	0.220500253374803	6.95832358288597e-19
SRY	DKK1	0.200597371271798	7.82683604533082e-16
DKK1	SRY	0.200597371271798	7.82683604533094e-16
NR5A1	CBX2	0.197582249179716	2.1337550138348e-15
CBX2	NR5A1	0.197582249179716	2.13375501383489e-15
WNT4	CTNNB1	0.196739346579949	2.81622712459482e-15
CTNNB1	WNT4	0.196739346579948	2.81622712459487e-15
CBX2	UGR	0.189477509192436	2.92186971712597e-14
UGR	CBX2	0.189477509192436	2.92186971712611e-14
DMRT1	SRY	0.174297025381295	2.89395748845319e-12
SRY	DMRT1	0.174297025381295	2.89395748845333e-12
SRY	NR0B1	0.135975560685499	5.60331716494973e-08
NR0B1	SRY	0.135975560685499	5.60331716494989e-08
RSPO1	WNT4	0.119206244451624	1.97396230955962e-06
WNT4	RSPO1	0.119206244451624	1.97396230955962e-06
WT1pKTS	WT1mKTS	0.118187757666558	2.41535106834667e-06
WT1mKTS	WT1pKTS	0.118187757666558	2.41535106834669e-06
WT1mKTS	GATA4	0.117362638654341	2.84090340810139e-06
GATA4	WT1mKTS	0.117362638654341	2.84090340810141e-06
PGD2	DHH	0.116001134804657	3.70441350479284e-06
DHH	PGD2	0.116001134804657	3.70441350479288e-06
WT1pKTS	SRY	0.108481341800536	1.52185672411749e-05
SRY	WT1pKTS	0.108481341800536	1.52185672411752e-05
AMH	DHH	0.107731942965305	1.74343893321757e-05
DHH	AMH	0.107731942965305	1.74343893321758e-05
WT1pKTS	UGR	0.106996507512266	1.99052339769362e-05
UGR	WT1pKTS	0.106996507512266	1.99052339769364e-05
DMRT1	SOX9	0.102989870973758	4.0372957795769e-05
SOX9	DMRT1	0.102989870973758	4.03729577957691e-05
DHH	FGF9	0.09566580352988	0.000137853656973473
FGF9	DHH	0.09566580352988	0.000137853656973473
AMH	PGD2	0.0926780728198442	0.000222136703362356
PGD2	AMH	0.0926780728198442	0.000222136703362358
PGD2	FGF9	0.0920701788620575	0.000244369569439074
FGF9	PGD2	0.0920701788620574	0.000244369569439075
SOX9	DKK1	0.0895873301683964	0.000358664823836925
DKK1	SOX9	0.0895873301683963	0.000358664823836926
WT1pKTS	GATA4	0.0827071377308274	0.000988751099491423
GATA4	WT1pKTS	0.0827071377308274	0.000988751099491427
NR5A1	SOX9	0.0814843703966004	0.00117512855537467
SOX9	NR5A1	0.0814843703966004	0.00117512855537468
CTNNB1	FOXL2	0.079267656347583	0.00159788248252118
FOXL2	CTNNB1	0.0792676563475828	0.00159788248252123
CTNNB1	NR0B1	0.0758007308174263	0.00254584377978924
NR0B1	CTNNB1	0.0758007308174262	0.0025458437797893
AMH	FGF9	0.072157469917581	0.00407365188964236
FGF9	AMH	0.0721574699175809	0.0040736518896424
SOX9	DHH	0.0708465344023439	0.00480111232723038
DHH	SOX9	0.0708465344023439	0.00480111232723039
PGD2	SOX9	0.0672323045859207	0.00745328453622871
SOX9	PGD2	0.0672323045859207	0.00745328453622874
FOXL2	UGR	0.0631117208461569	0.0120204905102283
UGR	FOXL2	0.0631117208461569	0.0120204905102283
WT1pKTS	CBX2	0.0620353132517586	0.013563403891518
CBX2	WT1pKTS	0.0620353132517586	0.0135634038915181
DMRT1	WT1pKTS	0.0610329370079043	0.0151547601100122
WT1pKTS	DMRT1	0.0610329370079043	0.0151547601100122
FOXL2	RSPO1	0.049911360951181	0.0470901152785298
RSPO1	FOXL2	0.0499113609511808	0.0470901152785304
CBX2	GATA4	0.0474405846633566	0.0591486424918948
GATA4	CBX2	0.0474405846633566	0.059148642491895
WT1mKTS	FOXL2	0.0391882500914897	0.119103565443055
FOXL2	WT1mKTS	0.0391882500914896	0.119103565443056
FOXL2	NR0B1	0.0344085721252153	0.171207149340496
