Parent	Type	Child	Weight	Probability	Score
DMRT1	+	DMRT1	0.331690	0.612843	0.225025
FGF9	+	DMRT1	0.061250	0.065571	0.004446
RSPO1	+	DMRT1	0.058243	0.097638	0.006295
DHH	+	DMRT1	0.003278	0.035082	0.000127
CTNNB1	+	DMRT1	0.207241	0.227021	0.052083
PGD2	-	DMRT1	-0.010317	0.038114	-0.000435
WT1mKTS	+	DMRT1	0.299335	0.485882	0.161004
SRY	+	DMRT1	0.055626	0.075483	0.004648
DKK1	+	DMRT1	0.170475	0.130307	0.024591
WNT4	+	DMRT1	0.054429	0.094350	0.005685
CBX2	+	DMRT1	0.095568	0.109117	0.011544
AMH	+	DMRT1	0.081319	0.077725	0.006997
NR0B1	-	DMRT1	-0.061924	0.094986	-0.006511
NR5A1	+	DMRT1	0.013644	0.075510	0.001141
WT1pKTS	+	DMRT1	0.069464	0.098917	0.007606
FOXL2	-	DMRT1	-0.164055	0.142788	-0.025932
UGR	+	DMRT1	0.054582	0.084710	0.005118
SOX9	+	DMRT1	0.128882	0.103556	0.014775
GATA4	-	DMRT1	-0.091067	0.123643	-0.012465
DMRT1	+	FGF9	0.046987	0.039642	0.002062
FGF9	+	FGF9	0.173424	0.003790	0.000728
RSPO1	-	FGF9	-0.003793	0.087527	-0.000367
DHH	+	FGF9	0.001800	0.035185	0.000070
CTNNB1	+	FGF9	0.019721	0.048283	0.001054
PGD2	+	FGF9	0.095593	0.031121	0.003293
WT1mKTS	+	FGF9	0.153727	0.000000	0.000000
SRY	+	FGF9	0.132514	0.001405	0.000206
DKK1	+	FGF9	0.101277	0.023587	0.002644
WNT4	-	FGF9	-0.005503	0.106079	-0.000646
CBX2	+	FGF9	0.014274	0.053631	0.000847
AMH	+	FGF9	0.203371	0.000823	0.000185
NR0B1	+	FGF9	0.434305	0.000000	0.000000
NR5A1	-	FGF9	-0.016665	0.101542	-0.001873
WT1pKTS	+	FGF9	0.027016	0.041281	0.001235
FOXL2	+	FGF9	0.194906	0.000000	0.000000
UGR	+	FGF9	0.163728	0.000003	0.000001
SOX9	+	FGF9	0.225310	0.000177	0.000044
GATA4	+	FGF9	0.731437	0.000000	0.000000
DMRT1	+	RSPO1	0.108216	0.045686	0.005473
FGF9	-	RSPO1	-0.011034	0.043536	-0.000532
RSPO1	+	RSPO1	0.917183	0.000000	0.000000
DHH	-	RSPO1	-0.023890	0.051703	-0.001367
CTNNB1	+	RSPO1	0.676736	0.000000	0.000000
PGD2	+	RSPO1	0.066596	0.058629	0.004322
WT1mKTS	+	RSPO1	0.736605	0.000000	0.000000
SRY	-	RSPO1	-0.090128	0.278748	-0.027811
DKK1	+	RSPO1	0.000413	0.038162	0.000017
WNT4	+	RSPO1	0.123845	0.000273	0.000037
CBX2	-	RSPO1	-0.313933	1.000000	-0.347526
AMH	+	RSPO1	0.079498	0.058130	0.005116
NR0B1	+	RSPO1	0.009727	0.077097	0.000830
NR5A1	-	RSPO1	-0.080073	0.311719	-0.027631
WT1pKTS	+	RSPO1	0.038367	0.052414	0.002226
FOXL2	+	RSPO1	0.104160	0.005894	0.000680
UGR	-	RSPO1	-0.092406	0.335013	-0.034270
SOX9	-	RSPO1	-0.009975	0.041055	-0.000453
GATA4	+	RSPO1	0.279905	0.000000	0.000000
DMRT1	+	DHH	0.054993	0.067591	0.004115
FGF9	+	DHH	0.149435	0.120710	0.019969
RSPO1	-	DHH	-0.044587	0.090502	-0.004467
DHH	+	DHH	0.062156	0.069075	0.004753
CTNNB1	+	DHH	0.161826	0.164376	0.029447
PGD2	+	DHH	0.043704	0.056104	0.002714
WT1mKTS	+	DHH	0.126613	0.152653	0.021396
SRY	+	DHH	0.008081	0.041672	0.000373
DKK1	+	DHH	0.037309	0.055113	0.002276
WNT4	-	DHH	-0.010573	0.087454	-0.001024
CBX2	+	DHH	0.023945	0.072189	0.001914
AMH	+	DHH	0.149955	0.122378	0.020315
NR0B1	+	DHH	0.590544	0.000000	0.000000
NR5A1	+	DHH	0.106638	0.120316	0.014203
WT1pKTS	-	DHH	-0.018815	0.074506	-0.001552
FOXL2	+	DHH	0.087994	0.110745	0.010788
UGR	+	DHH	0.158035	0.166345	0.029101
SOX9	+	DHH	0.085554	0.085486	0.008096
GATA4	+	DHH	0.140848	0.166390	0.025943
DMRT1	+	CTNNB1	0.059979	0.042639	0.002831
FGF9	+	CTNNB1	0.014238	0.037620	0.000593
RSPO1	+	CTNNB1	1.190639	0.000000	0.000000
DHH	+	CTNNB1	0.004597	0.034033	0.000173
CTNNB1	+	CTNNB1	0.987271	0.000000	0.000000
PGD2	+	CTNNB1	0.025822	0.038949	0.001113
