Parent	Type	Child	Weight	Probability	Score
DMRT1	+	DMRT1	1.428107	0.000000	0.000000
FGF9	+	DMRT1	0.049830	0.021410	0.001340
RSPO1	+	DMRT1	0.067612	0.019680	0.001671
DHH	+	DMRT1	0.029306	0.038326	0.001411
CTNNB1	+	DMRT1	0.004220	0.036301	0.000192
PGD2	+	DMRT1	0.003301	0.064609	0.000268
WT1mKTS	+	DMRT1	1.788468	0.000000	0.000000
SRY	+	DMRT1	0.556489	0.000000	0.000000
DKK1	+	DMRT1	1.196489	0.000000	0.000000
WNT4	-	DMRT1	-0.100763	0.838415	-0.106125
CBX2	-	DMRT1	-0.174683	0.999977	-0.219432
AMH	+	DMRT1	0.100039	0.001032	0.000130
NR0B1	+	DMRT1	0.003682	0.059978	0.000277
NR5A1	-	DMRT1	-0.334690	1.000000	-0.420439
WT1pKTS	+	DMRT1	1.258717	0.000000	0.000000
FOXL2	-	DMRT1	-0.036064	0.074094	-0.003357
UGR	-	DMRT1	-0.063994	0.325136	-0.026138
SOX9	+	DMRT1	0.833200	0.000000	0.000000
GATA4	+	DMRT1	0.141333	0.000000	0.000000
DMRT1	+	FGF9	0.106497	0.007691	0.001029
FGF9	+	FGF9	0.449203	0.000000	0.000000
RSPO1	-	FGF9	-0.117436	0.431327	-0.063631
DHH	+	FGF9	0.350218	0.000000	0.000000
CTNNB1	-	FGF9	-0.044872	0.088149	-0.004969
PGD2	+	FGF9	0.450648	0.000000	0.000000
WT1mKTS	+	FGF9	0.268693	0.000000	0.000000
SRY	+	FGF9	0.250998	0.000000	0.000000
DKK1	-	FGF9	-0.004398	0.085434	-0.000472
WNT4	+	FGF9	0.010865	0.056823	0.000776
CBX2	-	FGF9	-0.040949	0.105127	-0.005408
AMH	+	FGF9	0.574992	0.000000	0.000000
NR0B1	-	FGF9	-0.187757	0.997873	-0.235359
NR5A1	+	FGF9	0.209594	0.000000	0.000000
WT1pKTS	+	FGF9	0.297186	0.000000	0.000000
FOXL2	+	FGF9	0.094931	0.056551	0.006744
UGR	-	FGF9	-0.007715	0.045908	-0.000445
SOX9	+	FGF9	0.075413	0.032172	0.003048
GATA4	-	FGF9	-0.270981	0.996960	-0.339372
DMRT1	+	RSPO1	0.294928	0.536813	0.198884
FGF9	-	RSPO1	-0.095788	0.101644	-0.012231
RSPO1	+	RSPO1	0.625194	1.000000	0.785371
DHH	-	RSPO1	-0.153631	0.135480	-0.026147
CTNNB1	+	RSPO1	0.449427	0.993606	0.560961
PGD2	+	RSPO1	0.028508	0.072085	0.002582
WT1mKTS	+	RSPO1	0.446015	0.845550	0.473749
SRY	+	RSPO1	0.044788	0.088389	0.004973
DKK1	+	RSPO1	0.027851	0.086702	0.003033
WNT4	+	RSPO1	0.256807	0.339328	0.109468
CBX2	+	RSPO1	0.171192	0.137586	0.029588
AMH	-	RSPO1	-0.017322	0.068566	-0.001492
NR0B1	-	RSPO1	-0.022486	0.070059	-0.001979
NR5A1	-	RSPO1	-0.546848	0.999532	-0.686631
WT1pKTS	-	RSPO1	-0.410627	0.694733	-0.358365
FOXL2	-	RSPO1	-0.037096	0.045690	-0.002129
UGR	-	RSPO1	-0.086773	0.091130	-0.009934
SOX9	-	RSPO1	-0.076162	0.093515	-0.008947
GATA4	+	RSPO1	0.581801	0.995750	0.727755
DMRT1	+	DHH	0.162700	0.000000	0.000000
FGF9	+	DHH	1.155666	0.000000	0.000000
RSPO1	-	DHH	-0.140816	0.993237	-0.175697
DHH	+	DHH	0.969021	0.000000	0.000000
CTNNB1	+	DHH	0.059323	0.020609	0.001536
PGD2	+	DHH	1.196208	0.000000	0.000000
WT1mKTS	-	DHH	-0.112027	0.997259	-0.140342
SRY	+	DHH	0.980312	0.000000	0.000000
DKK1	+	DHH	0.001226	0.083999	0.000129
WNT4	-	DHH	-0.037271	0.184263	-0.008627
CBX2	+	DHH	0.066218	0.007720	0.000642
AMH	+	DHH	1.369138	0.000000	0.000000
NR0B1	-	DHH	-0.158933	0.999993	-0.199650
NR5A1	+	DHH	0.295952	0.000000	0.000000
WT1pKTS	+	DHH	0.707271	0.000000	0.000000
FOXL2	-	DHH	-0.055397	0.127891	-0.008900
UGR	-	DHH	-0.046105	0.166339	-0.009634
SOX9	+	DHH	0.621868	0.000000	0.000000
GATA4	+	DHH	1.179986	0.000000	0.000000
DMRT1	-	CTNNB1	-0.072588	0.587136	-0.053538
FGF9	+	CTNNB1	0.026045	0.036196	0.001184
RSPO1	+	CTNNB1	1.586306	0.000000	0.000000
DHH	-	CTNNB1	-0.032068	0.117817	-0.004746
CTNNB1	+	CTNNB1	1.418837	0.000000	0.000000
PGD2	-	CTNNB1	-0.046387	0.166623	-0.009709
WT1mKTS	-	CTNNB1	-0.079188	0.909162	-0.090440
SRY	+	CTNNB1	1.230769	0.000000	0.000000
DKK1	-	CTNNB1	-0.016478	0.127912	-0.002648
WNT4	+	CTNNB1	0.065862	0.005038	0.000417
CBX2	+	CTNNB1	0.704137	0.000000	0.000000
AMH	+	CTNNB1	0.059060	0.016585	0.001230
NR0B1	+	CTNNB1	0.333925	0.000000	0.000000
NR5A1	+	CTNNB1	0.047498	0.003077	0.000184
WT1pKTS	+	CTNNB1	0.365571	0.000000	0.000000
FOXL2	+	CTNNB1	0.085222	0.018726	0.002005
UGR	-	CTNNB1	-0.033088	0.113752	-0.004728
SOX9	+	CTNNB1	0.008974	0.051290	0.000578
GATA4	+	CTNNB1	0.376439	0.000000	0.000000
DMRT1	+	PGD2	0.066344	0.071002	0.005917
FGF9	+	PGD2	0.358376	0.027441	0.012354
RSPO1	-	PGD2	-0.072973	0.109627	-0.010049
DHH	+	PGD2	0.466000	0.112281	0.065728
CTNNB1	-	PGD2	-0.040365	0.067785	-0.003437
PGD2	+	PGD2	0.326245	0.027206	0.011150
WT1mKTS	+	PGD2	0.000070	0.112460	0.000010
SRY	+	PGD2	0.158681	0.029914	0.005963
DKK1	+	PGD2	0.026922	0.077330	0.002615
WNT4	+	PGD2	0.000052	0.060336	0.000004
CBX2	+	PGD2	0.094854	0.077095	0.009186
AMH	+	PGD2	0.418369	0.048113	0.025286
NR0B1	-	PGD2	-0.224705	0.952732	-0.268932
NR5A1	+	PGD2	0.025688	0.080632	0.002602
WT1pKTS	+	PGD2	0.186998	0.008277	0.001944
FOXL2	-	PGD2	-0.074557	0.086038	-0.008058
UGR	-	PGD2	-0.098384	0.140830	-0.017405
SOX9	+	PGD2	0.182826	0.030814	0.007077
GATA4	-	PGD2	-0.004320	0.115821	-0.000629
DMRT1	+	WT1mKTS	0.012326	0.079157	0.001226
FGF9	-	WT1mKTS	-0.003210	0.072886	-0.000294
RSPO1	+	WT1mKTS	0.022912	0.078064	0.002247
DHH	+	WT1mKTS	0.063317	0.057609	0.004582
CTNNB1	+	WT1mKTS	0.021905	0.074136	0.002040
PGD2	+	WT1mKTS	0.021826	0.078826	0.002161
WT1mKTS	+	WT1mKTS	0.499967	1.000000	0.628061
SRY	+	WT1mKTS	0.041477	0.049906	0.002600
DKK1	+	WT1mKTS	0.087678	0.014109	0.001554
WNT4	+	WT1mKTS	0.028332	0.075802	0.002698
CBX2	+	WT1mKTS	0.029916	0.075495	0.002837
AMH	+	WT1mKTS	0.011036	0.072571	0.001006
NR0B1	+	WT1mKTS	0.079231	0.013096	0.001303
NR5A1	+	WT1mKTS	0.071430	0.010793	0.000968
WT1pKTS	+	WT1mKTS	0.331591	1.000000	0.416545
