Parent	Type	Child	Weight	Probability	Score
DMRT1	+	DMRT1	1.318080	0.000000	0.000000
FGF9	+	DMRT1	0.008376	0.060307	0.000602
RSPO1	+	DMRT1	0.117456	0.002562	0.000359
DHH	+	DMRT1	0.005865	0.062770	0.000439
CTNNB1	-	DMRT1	-0.023820	0.066143	-0.001878
PGD2	+	DMRT1	0.157718	0.000002	0.000000
WT1mKTS	+	DMRT1	1.413050	0.000000	0.000000
SRY	+	DMRT1	0.039743	0.017128	0.000811
DKK1	+	DMRT1	1.146950	0.000000	0.000000
WNT4	-	DMRT1	-0.085663	0.613835	-0.062685
CBX2	-	DMRT1	-0.183225	0.999985	-0.218421
AMH	+	DMRT1	0.079791	0.006375	0.000606
NR0B1	-	DMRT1	-0.000860	0.065188	-0.000067
NR5A1	-	DMRT1	-0.323508	1.000000	-0.385657
WT1pKTS	+	DMRT1	1.373255	0.000000	0.000000
FOXL2	-	DMRT1	-0.041966	0.083715	-0.004188
UGR	-	DMRT1	-0.083247	0.564309	-0.056002
SOX9	+	DMRT1	0.579044	0.000000	0.000000
GATA4	+	DMRT1	0.167665	0.000000	0.000000
DMRT1	+	FGF9	0.140430	0.164123	0.027476
FGF9	+	FGF9	0.436803	0.999990	0.520711
RSPO1	-	FGF9	-0.104983	0.123163	-0.015414
DHH	+	FGF9	0.253507	0.537950	0.162573
CTNNB1	-	FGF9	-0.052492	0.078239	-0.004896
PGD2	+	FGF9	0.406068	0.999761	0.483961
WT1mKTS	-	FGF9	-0.460074	0.933592	-0.512036
SRY	+	FGF9	0.115157	0.131152	0.018004
DKK1	-	FGF9	-0.020714	0.083610	-0.002065
WNT4	-	FGF9	-0.007765	0.062228	-0.000576
CBX2	+	FGF9	0.026753	0.072467	0.002311
AMH	+	FGF9	0.417307	0.999955	0.497452
NR0B1	-	FGF9	-0.132767	0.156295	-0.024737
NR5A1	+	FGF9	0.145187	0.163578	0.028312
WT1pKTS	+	FGF9	0.630580	0.997523	0.749857
FOXL2	-	FGF9	-0.023298	0.041265	-0.001146
UGR	+	FGF9	0.004597	0.042515	0.000233
SOX9	+	FGF9	0.115940	0.130522	0.018040
GATA4	-	FGF9	-0.247268	0.347884	-0.102546
DMRT1	+	RSPO1	1.175379	0.000000	0.000000
FGF9	-	RSPO1	-0.148263	0.974000	-0.172149
RSPO1	+	RSPO1	1.528124	0.000000	0.000000
DHH	-	RSPO1	-0.110003	0.740854	-0.097152
CTNNB1	+	RSPO1	0.983613	0.000000	0.000000
PGD2	+	RSPO1	0.013016	0.054316	0.000843
WT1mKTS	+	RSPO1	0.889065	0.000000	0.000000
SRY	+	RSPO1	0.030652	0.024567	0.000898
DKK1	+	RSPO1	0.054420	0.010267	0.000666
WNT4	+	RSPO1	0.881660	0.000000	0.000000
CBX2	+	RSPO1	0.154618	0.000007	0.000001
AMH	+	RSPO1	0.051332	0.023588	0.001443
NR0B1	-	RSPO1	-0.013153	0.094318	-0.001479
NR5A1	-	RSPO1	-0.259615	1.000000	-0.309489
WT1pKTS	+	RSPO1	0.119153	0.000000	0.000000
FOXL2	-	RSPO1	-0.039275	0.071485	-0.003347
UGR	-	RSPO1	-0.052764	0.169530	-0.010664
SOX9	-	RSPO1	-0.126107	0.911044	-0.136960
GATA4	+	RSPO1	1.596114	0.000000	0.000000
DMRT1	-	DHH	-0.049465	0.402308	-0.023723
FGF9	+	DHH	1.247395	0.000000	0.000000
RSPO1	-	DHH	-0.074379	0.416778	-0.036955
DHH	+	DHH	0.798539	0.000000	0.000000
