Gene1	Gene2	Score
UGR	WNT4	0.859726231271158
NR0B1	DMRT1	0.852391772919714
NR0B1	DKK1	0.849996722213012
WT1pKTS	WT1mKTS	0.848091457694372
WT1mKTS	WT1pKTS	0.848091457694372
UGR	DKK1	-0.846232286231301
DKK1	DMRT1	0.841898195355297
DMRT1	DKK1	0.841898195355297
UGR	FGF9	-0.841576370180635
UGR	PGD2	-0.841508699456951
UGR	DHH	-0.834406877541347
DKK1	PGD2	0.83164889226876
DKK1	FGF9	0.829317996185469
UGR	DMRT1	-0.829038062912844
UGR	AMH	-0.825341556327678
DKK1	NR0B1	-0.823685461418945
DMRT1	DHH	0.821791411136801
UGR	SOX9	-0.819023114692177
DMRT1	PGD2	0.816647064219957
SRY	WNT4	-0.815892899606462
DMRT1	AMH	0.813549811399304
DMRT1	NR0B1	-0.813334477117977
DKK1	DHH	0.812627803572105
GATA4	WT1mKTS	0.81227893174598
WT1mKTS	GATA4	0.81227893174598
NR0B1	WNT4	-0.81178280650106
UGR	CBX2	0.811062417983967
NR0B1	UGR	-0.809744892091359
GATA4	WT1pKTS	0.809198846118841
WT1pKTS	GATA4	0.809198846118841
DMRT1	FGF9	0.80868017558817
DKK1	AMH	0.806624840048393
DKK1	WNT4	-0.798589333443772
SRY	UGR	-0.798314860836353
NR0B1	SRY	0.794489587617098
UGR	NR0B1	0.791732775131198
CBX2	WNT4	0.789682383173388
SRY	DKK1	0.785324240672087
UGR	SRY	-0.78473874440395
SRY	DMRT1	0.777157828917732
DMRT1	SOX9	0.773309124619078
DMRT1	WNT4	-0.772754261290605
NR0B1	SOX9	0.770469812109416
CBX2	NR0B1	0.770116226580502
DKK1	SOX9	0.767824161374138
CBX2	DHH	-0.765115310866522
CBX2	PGD2	-0.76293880443751
SRY	PGD2	0.761950681658827
SRY	FGF9	0.761255836518702
SRY	DHH	0.760541237392652
CBX2	FGF9	-0.759165666927933
CBX2	DMRT1	-0.75729480244437
CBX2	AMH	-0.756324563912521
CBX2	DKK1	-0.754201371594978
NR0B1	CBX2	-0.750385660678799
SRY	NR0B1	0.747281534233375
SRY	CBX2	-0.745342038727677
DKK1	CBX2	-0.744197743463109
SRY	SOX9	0.74160761824487
CBX2	SOX9	-0.741543649036296
CBX2	UGR	0.740253286204914
SRY	AMH	0.738664853180605
DMRT1	CBX2	-0.731456161758959
SRY	RSPO1	-0.721173794910886
UGR	GATA4	0.702161491797409
UGR	WT1pKTS	0.693840360643104
NR0B1	FGF9	0.692143829198483
NR0B1	PGD2	0.691237698923647
UGR	RSPO1	0.690928427649638
NR0B1	DHH	0.671145428532884
RSPO1	NR5A1	-0.665473470944074
UGR	WT1mKTS	0.658321512596352
NR0B1	RSPO1	-0.656154280550848
CBX2	GATA4	0.648922747788239
NR0B1	CTNNB1	-0.648271969791665
NR0B1	AMH	0.647922639290389
DKK1	GATA4	-0.646870871125936
CBX2	SRY	-0.645510602299705
DKK1	WT1pKTS	-0.642197431656715
CBX2	WT1pKTS	0.629499893727467
SRY	CTNNB1	-0.62912288127248
DKK1	WT1mKTS	-0.625667877253562
NR5A1	NR0B1	0.625299372645954
WNT4	NR0B1	0.623546679399062
DMRT1	GATA4	-0.61885717599782
DMRT1	WT1pKTS	-0.618233310506794
NR5A1	DKK1	-0.614548579083766
DKK1	NR5A1	-0.614548579083766
SRY	GATA4	-0.613931601835237
DKK1	UGR	-0.613824314376066
NR5A1	FGF9	-0.613779653632934
NR5A1	DMRT1	-0.61162367489099
DMRT1	NR5A1	-0.608956841846448
SOX9	PGD2	0.60780859897868
NR5A1	DHH	-0.606618457607981
SRY	WT1pKTS	-0.606009764507826
CBX2	WT1mKTS	0.604824268890137
NR5A1	PGD2	-0.603322509776079
DMRT1	UGR	-0.600220322527413
NR0B1	GATA4	-0.598667354451383
DMRT1	WT1mKTS	-0.59834736346186
NR5A1	AMH	-0.596800183573933
NR5A1	WNT4	0.595054864426202
CBX2	RSPO1	0.593159188059193
SOX9	FGF9	0.592741945531724
SOX9	AMH	0.590771216424172
SOX9	DHH	0.5893255256212
CTNNB1	RSPO1	0.58736461409957
UGR	CTNNB1	0.584832744972796
SOX9	NR0B1	-0.583724949236944
WNT4	DKK1	0.582617890392517
CTNNB1	NR5A1	-0.581250851318841
WNT4	RSPO1	0.578372394783314
WNT4	DMRT1	0.575615532788171
NR5A1	SOX9	-0.575424945244904
DKK1	SRY	0.575230901528115
NR0B1	WT1pKTS	-0.57216074798438
RSPO1	DKK1	0.563803924872386
DMRT1	SRY	0.555247061265182
RSPO1	CTNNB1	0.551081516909429
RSPO1	FGF9	0.550601949943963
RSPO1	DMRT1	0.5493731136555
SRY	WT1mKTS	-0.545265708226378
RSPO1	DHH	0.545177517820756
NR5A1	CBX2	0.542454829869463
CBX2	NR5A1	0.542454829869463
DMRT1	RSPO1	-0.541071546860822
RSPO1	PGD2	0.540407766169154
SOX9	DKK1	0.538764454452556
RSPO1	AMH	0.537173188038125
UGR	NR5A1	0.537001347799217
DKK1	RSPO1	-0.534974678294285
NR0B1	WT1mKTS	-0.533660952196965
RSPO1	WNT4	-0.530534599952121
NR5A1	RSPO1	-0.530074977862225
RSPO1	SOX9	0.529144827230797
SOX9	DMRT1	0.523023860444663
NR5A1	WT1pKTS	0.521342919571682
SOX9	WNT4	-0.517930697237368
RSPO1	NR0B1	-0.510780533857911
CBX2	CTNNB1	0.494512193323785
WNT4	SRY	0.492320985800966
SOX9	WT1pKTS	-0.490719232658689
WNT4	UGR	-0.490627299105452
SOX9	CBX2	-0.486268861343306
WNT4	NR5A1	-0.477296758977963
WNT4	SOX9	0.474826313324666
NR5A1	GATA4	0.468277671065105
SOX9	GATA4	-0.465772226165343
WNT4	CTNNB1	0.465065624164072
RSPO1	WT1pKTS	-0.46254153674033
NR5A1	WT1mKTS	0.460915047415328
SRY	NR5A1	-0.457302852743544
DMRT1	CTNNB1	-0.453759671116089
RSPO1	UGR	-0.453649544781296
RSPO1	CBX2	-0.448193433992492
WNT4	CBX2	-0.444025273966173
NR0B1	NR5A1	-0.441726118918218
DKK1	CTNNB1	-0.439966346186924
WNT4	FGF9	-0.432504971701985
NR5A1	UGR	0.431918999042169
NR5A1	SRY	-0.428805115170013
WNT4	DHH	-0.426150322132692
RSPO1	SRY	0.424314998565339
SOX9	WT1mKTS	-0.419246331505463
RSPO1	WT1mKTS	-0.418263852090603
WT1pKTS	SRY	0.416676754544187
RSPO1	GATA4	-0.412626640669677
WNT4	PGD2	-0.403219387891121
WT1mKTS	SRY	0.390038458932662
CTNNB1	DMRT1	0.386500845315726
WNT4	AMH	-0.385390550273473
CTNNB1	WNT4	0.384728539531488
GATA4	SRY	0.379634165957503
DHH	NR0B1	-0.375420691708656
CTNNB1	DKK1	0.37359712028154
GATA4	NR0B1	0.36752286443787
CTNNB1	PGD2	0.361446111757708
CTNNB1	DHH	0.361013352092302
CTNNB1	AMH	0.360300430108239
FGF9	NR0B1	-0.358052155537321
CTNNB1	SOX9	0.357107982005799
AMH	NR0B1	-0.357095592659182
WT1pKTS	WNT4	0.356454862671251
CTNNB1	FGF9	0.356009527901973
SOX9	UGR	-0.355654452215316
SOX9	RSPO1	-0.355503031968899
WT1pKTS	NR0B1	0.352532068481183
PGD2	NR0B1	-0.348926928320179
NR5A1	CTNNB1	0.344444588080619
GATA4	WNT4	0.33984541700952
GATA4	NR5A1	0.336148602798758
AMH	SRY	-0.323894366785122
SOX9	SRY	0.323574531605714
FOXL2	UGR	0.322868210873473
WT1mKTS	RSPO1	0.321086429058377
CTNNB1	WT1pKTS	-0.316627423298913
FOXL2	SRY	-0.313348141921557
WT1pKTS	NR5A1	0.312897011728348
CTNNB1	UGR	-0.31098954852118
AMH	DKK1	-0.310932676966812
WT1mKTS	WNT4	0.310802715349476
SOX9	CTNNB1	-0.310450568348105
WT1mKTS	NR0B1	0.310159552206794
WT1mKTS	NR5A1	0.307105526547323
CTNNB1	NR0B1	-0.303930968602611
PGD2	WNT4	-0.302870084927238
FOXL2	DMRT1	-0.302488317191161
DHH	SRY	-0.301703862830384
DHH	FGF9	0.300018775967811
FGF9	DHH	0.300018775967811
WT1pKTS	UGR	-0.299304230249393
AMH	DMRT1	-0.297194600679116
GATA4	RSPO1	0.296824616683274
FOXL2	DKK1	-0.296801475143435
FGF9	SRY	-0.295792901398445
AMH	UGR	0.294417277261927
FOXL2	CBX2	0.294284335322469
DHH	DKK1	-0.2936995799751
CTNNB1	CBX2	-0.293249592718125
DHH	WNT4	-0.290937487299762
CTNNB1	WT1mKTS	-0.290028297533776
FOXL2	NR0B1	-0.28754393469927
WT1mKTS	UGR	-0.284720437479938
FOXL2	SOX9	-0.283875249214782
DHH	UGR	0.280426411402858
WT1pKTS	RSPO1	0.280343394901824
DHH	DMRT1	-0.277572369729197
FGF9	UGR	0.277273739652147
DHH	PGD2	0.27359900019165
FOXL2	WT1mKTS	0.27317860981904
FGF9	WNT4	-0.272371250814013
DHH	AMH	0.272314524835909
CTNNB1	SRY	0.27207426078523
FOXL2	WNT4	0.271590256179039
PGD2	SRY	-0.271254036484953
GATA4	DKK1	-0.271039720665109
FOXL2	WT1pKTS	0.269916360923957
WT1mKTS	CTNNB1	0.26962401626635
AMH	DHH	0.267450669309865
FGF9	DKK1	-0.267386572189374
UGR	FOXL2	0.266254921749413
GATA4	DMRT1	-0.265946465006992
FOXL2	GATA4	0.262544807791768
GATA4	SOX9	-0.261709673723924
CTNNB1	GATA4	-0.261258719880729
PGD2	DHH	0.261218607390605
FGF9	DMRT1	-0.260324825075451
DHH	CBX2	0.259460927736508
WT1pKTS	CTNNB1	0.259304092990458
NR0B1	FOXL2	-0.258149619105405
WT1pKTS	DKK1	0.256869704757313
PGD2	FGF9	0.253090342096176
FOXL2	FGF9	-0.251670588276345
GATA4	CTNNB1	0.251348089934918
WT1pKTS	DMRT1	-0.249783054009972
AMH	CBX2	0.24970745221752
GATA4	UGR	-0.249588267600713
FOXL2	PGD2	-0.248819668466064
FGF9	RSPO1	-0.248128643255941
PGD2	DKK1	-0.247203040551981
WT1pKTS	SOX9	-0.247144898586146
PGD2	AMH	0.245336464986875
FOXL2	DHH	-0.243813377132308
FOXL2	AMH	-0.243397812303364
AMH	FGF9	0.243138606296529
FGF9	PGD2	0.242354360457402
FGF9	CBX2	0.24204882041519
FGF9	AMH	0.240695207115761
SRY	FOXL2	-0.2406452121538
WNT4	WT1pKTS	-0.239132832783159
DHH	RSPO1	-0.238296875727086
PGD2	DMRT1	-0.237190027912844
GATA4	CBX2	0.236112613996018
PGD2	UGR	0.235383441993924
WT1pKTS	PGD2	-0.23396122856726
PGD2	WT1pKTS	-0.23396122856726
AMH	WNT4	-0.231502327110168
PGD2	CBX2	0.230045208495131
DHH	NR5A1	0.229426634484971
FGF9	WT1pKTS	0.228562685815184
WT1mKTS	DKK1	-0.228340473888386
WT1pKTS	CBX2	0.227500282502047
CBX2	FOXL2	0.227366513967614
GATA4	DHH	-0.227344890471572
FGF9	SOX9	-0.227196724082387
AMH	PGD2	0.226528694612597
WNT4	GATA4	-0.225022829803862
WT1mKTS	CBX2	0.220776772875267
DHH	SOX9	-0.219797794597558
FGF9	NR5A1	0.218249182231088
GATA4	FGF9	-0.217782551187914
WT1pKTS	FGF9	-0.217769916691493
DHH	WT1pKTS	0.215025291181735
WT1mKTS	PGD2	-0.212266620114112
PGD2	WT1mKTS	-0.212266620114112
DHH	GATA4	0.211275890720361
WT1mKTS	DMRT1	0.210531379590519
PGD2	RSPO1	-0.208024282659112
FGF9	WT1mKTS	0.20712468726886
PGD2	NR5A1	0.206018645373903
GATA4	AMH	-0.20336516237387
WNT4	WT1mKTS	-0.203327205813167
DHH	WT1mKTS	0.203058855664814
AMH	SOX9	-0.201091118613373
WT1pKTS	AMH	-0.200601332952729
WT1mKTS	SOX9	-0.200471202010294
FGF9	GATA4	0.199064685377393
WT1mKTS	AMH	-0.198946536546854
GATA4	PGD2	-0.197734402240753
AMH	WT1mKTS	-0.196342475882914
PGD2	GATA4	-0.195165886046996
AMH	NR5A1	0.193747448590676
AMH	WT1pKTS	-0.193225339684121
PGD2	FOXL2	0.190589232665445
FOXL2	RSPO1	0.18991604651708
DMRT1	FOXL2	-0.189293790250311
FOXL2	CTNNB1	0.186775938528694
WT1pKTS	DHH	-0.184646959672123
WT1mKTS	FGF9	-0.18405953117533
AMH	GATA4	-0.181543635490648
WT1mKTS	DHH	-0.179009875439736
PGD2	SOX9	0.178534076842454
SOX9	NR5A1	0.17724714177376
DKK1	FOXL2	-0.176459477399678
DHH	CTNNB1	-0.175639835727887
FOXL2	NR5A1	0.172949532669645
FGF9	CTNNB1	-0.172243936136101
PGD2	CTNNB1	-0.166870852717104
AMH	CTNNB1	-0.162173031050336
WT1pKTS	FOXL2	-0.157486488190916
DHH	FOXL2	0.157399016517808
AMH	RSPO1	-0.153814821309255
AMH	FOXL2	0.151040020503154
GATA4	FOXL2	-0.148323868336645
WT1mKTS	FOXL2	-0.146914651383801
SOX9	FOXL2	-0.144791168410621
FGF9	FOXL2	0.139424506466879
RSPO1	FOXL2	-0.133712795970535
NR5A1	FOXL2	0.133524561239199
WNT4	FOXL2	-0.132862343868809
CTNNB1	FOXL2	-0.128572132375832
