Regulator	Target	SINGE_Score
WT1mKTS	UGR	6
WT1pKTS	CBX2	1.5
WT1mKTS	CBX2	0.66666
WT1mKTS	SRY	0.375
GATA4	WNT4	0.24
WT1pKTS	UGR	0.16666
WT1pKTS	DKK1	0.12244
WT1pKTS	DMRT1	0.09375
WT1mKTS	NR0B1	0.07407
WT1pKTS	FGF9	0.06
WT1pKTS	PGD2	0.04958
WT1pKTS	DHH	0.04166
WT1pKTS	SRY	0.0355
GATA4	AMH	0.03061
SRY	UGR	0.02666
WT1mKTS	CTNNB1	0.02343
SRY	DMRT1	0.02076
SOX9	UGR	0.01662
WT1mKTS	DKK1	0.0136
WT1mKTS	DMRT1	0.01134
CTNNB1	CBX2	0.01041
WT1pKTS	FOXL2	0.0096
WT1pKTS	RSPO1	0.00887
SRY	DHH	0.00823
DMRT1	DKK1	0.00713
WT1pKTS	AMH	0.00666
NR0B1	PGD2	0.00624
GATA4	FGF9	0.00585
CTNNB1	UGR	0.0055
GATA4	UGR	0.00519
SRY	SOX9	0.00489
GATA4	CBX2	0.00462
PGD2	AMH	0.00438
SRY	FGF9	0.00415
SRY	CBX2	0.00394
PGD2	UGR	0.00375
PGD2	DHH	0.00356
NR5A1	DKK1	0.0034
NR0B1	DHH	0.00324
NR0B1	WNT4	0.00309
NR5A1	SRY	0.00296
NR0B1	AMH	0.00283
RSPO1	SOX9	0.00271
SRY	NR0B1	0.0026
WT1mKTS	NR5A1	0.00249
PGD2	FGF9	0.0024
PGD2	SOX9	0.0023
DMRT1	CBX2	0.00221
PGD2	DKK1	0.00213
GATA4	SRY	0.00198
WT1mKTS	WNT4	0.00191
RSPO1	DHH	0.00184
PGD2	DMRT1	0.00178
FGF9	WNT4	0.00172
PGD2	CBX2	0.00166
WT1mKTS	PGD2	0.00156
AMH	PGD2	0.00151
CBX2	UGR	0.00146
FGF9	SOX9	0.00142
NR5A1	SOX9	0.00137
DHH	PGD2	0.00133
FOXL2	PGD2	0.00129
SRY	AMH	0.00126
WT1mKTS	FGF9	0.00122
SOX9	CBX2	0.00119
WT1mKTS	RSPO1	0.00115
FGF9	UGR	0.00112
NR0B1	SOX9	0.00109
NR5A1	UGR	0.00106
SOX9	SRY	0.00103
AMH	UGR	0.00101
WNT4	NR0B1	0.00096
AMH	NR0B1	0.00091
SRY	DKK1	0.00089
WT1pKTS	CTNNB1	0.00087
GATA4	CTNNB1	0.00085
CBX2	WNT4	0.00083
WNT4	CBX2	0.00079
SRY	WNT4	0.00077
FGF9	AMH	0.00075
NR0B1	FGF9	0.00074
WNT4	DMRT1	0.00072
SRY	RSPO1	0.0007
RSPO1	FGF9	0.00069
DKK1	RSPO1	0.00067
CBX2	NR0B1	0.00066
AMH	FGF9	0.00065
GATA4	DHH	0.00063
CTNNB1	SOX9	0.00062
CTNNB1	DMRT1	0.00061
FGF9	DHH	0.0006
AMH	DHH	0.00058
