Regulator	Target	SINGE_Score
GATA4	DKK1	6
WT1mKTS	UGR	1.5
GATA4	NR5A1	0.66666
GATA4	UGR	0.375
WT1mKTS	NR0B1	0.24
GATA4	CTNNB1	0.16666
GATA4	RSPO1	0.12244
WT1mKTS	WT1pKTS	0.09375
WT1mKTS	CTNNB1	0.07407
WT1mKTS	SRY	0.06
GATA4	DHH	0.04958
WT1mKTS	DMRT1	0.04166
WT1mKTS	NR5A1	0.0355
WT1mKTS	FOXL2	0.03061
WT1mKTS	WNT4	0.02666
WT1mKTS	CBX2	0.02343
WT1mKTS	PGD2	0.02076
GATA4	PGD2	0.01662
CTNNB1	UGR	0.0136
GATA4	WNT4	0.01239
AMH	NR5A1	0.01134
AMH	RSPO1	0.01041
FOXL2	CBX2	0.0096
FOXL2	NR5A1	0.00887
AMH	CTNNB1	0.00823
CBX2	FOXL2	0.00765
NR0B1	FOXL2	0.00713
AMH	WNT4	0.00666
CTNNB1	CBX2	0.00624
FOXL2	RSPO1	0.00585
WNT4	FOXL2	0.0055
RSPO1	CTNNB1	0.00519
FOXL2	CTNNB1	0.00489
GATA4	WT1pKTS	0.00462
WT1mKTS	RSPO1	0.00438
CTNNB1	RSPO1	0.00415
WNT4	CTNNB1	0.00394
DKK1	FOXL2	0.00375
CBX2	NR5A1	0.00356
DMRT1	CBX2	0.0034
NR0B1	CTNNB1	0.00324
PGD2	DKK1	0.00309
GATA4	SOX9	0.00296
GATA4	NR0B1	0.00283
GATA4	SRY	0.00271
CBX2	WT1pKTS	0.0026
WT1mKTS	FGF9	0.00249
SOX9	CBX2	0.0024
AMH	CBX2	0.0023
AMH	SRY	0.00221
GATA4	CBX2	0.00213
CBX2	CTNNB1	0.00205
DKK1	NR5A1	0.00198
WNT4	NR5A1	0.00191
FOXL2	WT1pKTS	0.00184
NR5A1	WT1pKTS	0.00178
WNT4	RSPO1	0.00172
SOX9	NR0B1	0.00166
FGF9	SOX9	0.00156
WNT4	DMRT1	0.00151
FOXL2	UGR	0.00146
DMRT1	SRY	0.00142
DKK1	UGR	0.00137
CBX2	SRY	0.00133
PGD2	CBX2	0.00129
CTNNB1	WNT4	0.00126
CTNNB1	NR0B1	0.00122
FOXL2	SRY	0.00119
WT1mKTS	AMH	0.00112
DKK1	CTNNB1	0.00109
DMRT1	RSPO1	0.00106
AMH	FOXL2	0.00103
CBX2	UGR	0.00101
FGF9	NR5A1	0.00098
PGD2	DMRT1	0.00096
DHH	AMH	0.00093
SOX9	UGR	0.00091
RSPO1	UGR	0.00089
CTNNB1	NR5A1	0.00087
RSPO1	NR5A1	0.00085
AMH	NR0B1	0.00083
DHH	RSPO1	0.00081
NR0B1	DKK1	0.00079
DKK1	FGF9	0.00077
AMH	DMRT1	0.00074
NR0B1	PGD2	0.00072
DKK1	SRY	0.0007
DMRT1	CTNNB1	0.00069
FGF9	DKK1	0.00067
NR0B1	DMRT1	0.00066
AMH	WT1pKTS	0.00065
SRY	UGR	0.00062
DHH	FGF9	0.0006
WT1mKTS	DHH	0.00058
WT1pKTS	SRY	0.00057
WNT4	NR0B1	0.00055
DKK1	WNT4	0.00054
CBX2	RSPO1	0.00053
CTNNB1	FOXL2	0.00052
UGR	DMRT1	0.00051
WT1pKTS	FOXL2	0.0005
DHH	DMRT1	0.00049
PGD2	AMH	0.00048
CTNNB1	SRY	0.00047
PGD2	WNT4	0.00046
SRY	DMRT1	0.00046
WT1mKTS	DKK1	0.00045
SOX9	WNT4	0.00044
GATA4	DMRT1	0.00043
NR5A1	DMRT1	0.00042
FOXL2	NR0B1	0.00041
AMH	DHH	0.0004
NR5A1	CTNNB1	0.0004
FOXL2	WNT4	0.00039
NR5A1	SOX9	0.00039
WNT4	PGD2	0.00038
FGF9	DMRT1	0.00037
SRY	RSPO1	0.00036
FGF9	NR0B1	0.00036
RSPO1	DKK1	0.00035
DHH	FOXL2	0.00034
DKK1	RSPO1	0.00034
FGF9	RSPO1	0.00033
DMRT1	UGR	0.00033
SOX9	DKK1	0.00032
CTNNB1	DKK1	0.00032
DHH	CBX2	0.00031
DKK1	DHH	0.00031
NR5A1	FOXL2	0.00031
SOX9	WT1pKTS	0.0003
AMH	UGR	0.0003
WT1pKTS	NR5A1	0.00029
