SourceGENES,TargetGENES,Interaction,Edges
SRY,SOX9,1,activation
SRY,DMRT1,0.970869606107617,activation
WT1mKTS,PGD2,0.822393112676544,repression
NR5A1,SOX9,0.390669986557083,activation
SRY,DHH,0.360815277816249,repression
WT1mKTS,WT1mKTS,0.351017358109172,activation
WT1pKTS,NR5A1,0.33632529965934,activation
FOXL2,NR5A1,0.323364182055357,repression
WT1mKTS,DKK1,0.321394298377441,repression
SRY,AMH,0.311522921417973,repression
WT1mKTS,GATA4,0.291031991707726,repression
WT1mKTS,DHH,0.285117017614918,repression
WT1mKTS,FGF9,0.28270072724327,repression
NR5A1,DMRT1,0.27779740225005,repression
DKK1,PGD2,0.25094807872524,repression
FOXL2,CTNNB1,0.241138720709056,activation
FOXL2,RSPO1,0.239373150239879,repression
NR5A1,CBX2,0.234601760706208,repression
SRY,FGF9,0.212425910758646,activation
WT1mKTS,WT1pKTS,0.210532220064598,repression
WT1mKTS,AMH,0.204875287455066,repression
DHH,PGD2,0.193261865622679,activation
SRY,CBX2,0.181812138778984,repression
NR5A1,RSPO1,0.179518001049757,repression
PGD2,PGD2,0.155738353678592,activation
NR5A1,CTNNB1,0.15267372055039,repression
SRY,UGR,0.142303782401656,repression
NR5A1,NR5A1,0.141705136063113,activation
WT1mKTS,FOXL2,0.140942115197804,repression
WT1mKTS,WNT4,0.13204443826436,repression
PGD2,DHH,0.131867849396601,activation
WT1pKTS,FOXL2,0.127646982386478,repression
FOXL2,FOXL2,0.122717475344107,activation
NR5A1,UGR,0.121010015460171,repression
DHH,WT1pKTS,0.117099411345511,repression
WT1pKTS,CTNNB1,0.116689138843084,repression
PGD2,AMH,0.114264265411492,activation
DMRT1,PGD2,0.110924371592795,activation
WT1mKTS,NR0B1,0.108673355388057,repression
SRY,PGD2,0.0987178513053869,repression
FOXL2,DKK1,0.0918367191136748,repression
WT1pKTS,RSPO1,0.091051352617451,repression
DHH,FOXL2,0.081796855206343,activation
PGD2,WT1mKTS,0.0817681735001684,repression
WT1pKTS,SRY,0.0809783526376425,repression
