Gene1	Gene2	Score
CTNNB1	RSPO1	0.877853022868615
RSPO1	CTNNB1	0.877853022868615
NR0B1	FOXL2	0.870100191742801
UGR	FOXL2	-0.864928001851463
WNT4	FOXL2	0.860347560850969
UGR	CTNNB1	-0.857714894882079
UGR	RSPO1	-0.857459466794518
NR0B1	RSPO1	0.855980456571771
WNT4	RSPO1	0.853376892492722
WNT4	CTNNB1	0.851379866474855
CTNNB1	FOXL2	0.851362607718322
RSPO1	FOXL2	0.850797827447685
NR0B1	WNT4	0.850705889754892
WNT4	NR0B1	0.850705889754892
NR0B1	CTNNB1	0.846070541986851
CBX2	FOXL2	-0.841256005608249
GATA4	WT1mKTS	0.840237174793129
WT1mKTS	GATA4	0.840237174793129
CTNNB1	CBX2	-0.839967819222334
UGR	CBX2	0.836489338826031
RSPO1	CBX2	-0.831897737837424
CBX2	CTNNB1	-0.831074733633188
CBX2	NR5A1	0.830215752790676
CBX2	RSPO1	-0.828084918860113
CTNNB1	NR5A1	-0.827264296231375
UGR	NR5A1	0.827101371343071
RSPO1	NR5A1	-0.825893698877933
NR5A1	WT1pKTS	0.825299411616517
NR5A1	FOXL2	-0.817332299014183
UGR	WT1pKTS	0.810207418544447
WNT4	UGR	-0.810004412128094
CBX2	WT1pKTS	0.809698126302969
CTNNB1	WT1pKTS	-0.808960498076238
RSPO1	WT1pKTS	-0.805250089123285
NR0B1	UGR	-0.801862235872947
NR0B1	CBX2	-0.799814899045255
WNT4	CBX2	-0.799552710214599
FOXL2	NR5A1	-0.79352553873587
FOXL2	WT1pKTS	-0.792155954796075
WNT4	NR5A1	-0.782870262910949
NR0B1	NR5A1	-0.780890382680534
NR0B1	WT1pKTS	-0.775790160066222
WNT4	WT1pKTS	-0.768359507444237
UGR	WNT4	-0.755082532743721
WT1pKTS	NR5A1	0.750386409711256
CTNNB1	UGR	-0.744701392904924
UGR	NR0B1	-0.742418504505357
WT1pKTS	FOXL2	-0.739712889253122
CBX2	UGR	0.736863387086887
NR0B1	SRY	-0.734150061958523
WNT4	SRY	-0.730790053000106
RSPO1	UGR	-0.722535236592753
NR5A1	CTNNB1	-0.718297869627573
NR5A1	RSPO1	-0.716758868268454
NR5A1	CBX2	0.711631273302585
UGR	SRY	0.704656738744648
CTNNB1	SRY	-0.633787134109613
CBX2	SRY	0.628717305153695
WT1mKTS	NR0B1	0.62736617840566
RSPO1	SRY	-0.623519394437392
CBX2	WNT4	-0.613045273774166
FOXL2	CBX2	-0.604099964988166
GATA4	NR0B1	0.595420200494088
CTNNB1	WNT4	0.595137881046028
FOXL2	RSPO1	0.587377073240002
FOXL2	CTNNB1	0.586320051882325
CBX2	NR0B1	-0.586085751084854
WT1mKTS	WNT4	0.580910623283054
CTNNB1	NR0B1	0.57438652454348
RSPO1	WNT4	0.561807616226374
RSPO1	NR0B1	0.55045289584891
GATA4	WNT4	0.54544632790354
NR5A1	UGR	0.534921829671087
WT1pKTS	CTNNB1	-0.533776082266209
WT1pKTS	RSPO1	-0.529721983772123
WT1pKTS	CBX2	0.517245035132442
NR5A1	SRY	0.488187316309518
FOXL2	SRY	-0.481991694818635
SRY	FOXL2	-0.481663231088052
NR5A1	WNT4	-0.442568416258031
WT1mKTS	CTNNB1	0.439685293556916
WT1mKTS	RSPO1	0.434904281084615
SRY	WT1pKTS	0.434822027240195
NR5A1	NR0B1	-0.428226503219201
SRY	NR5A1	0.426634743754208
FOXL2	UGR	-0.419438563568868
GATA4	CTNNB1	0.416611388994465
GATA4	RSPO1	0.400480117852338
NR0B1	GATA4	-0.398498027308457
WNT4	GATA4	-0.389064501493753
WT1pKTS	UGR	0.377281322141845
WT1pKTS	SRY	0.375798876977808
DKK1	DMRT1	0.366177924546975
DMRT1	DKK1	0.366177924546975
WNT4	WT1mKTS	-0.365015112978977
UGR	GATA4	0.364248351214
NR0B1	WT1mKTS	-0.363058999215555
AMH	RSPO1	-0.359600857915596
WT1mKTS	CBX2	-0.354889777727137
AMH	WNT4	-0.349812168241547
AMH	CTNNB1	-0.347888147726037
FGF9	WNT4	-0.347082947097484
AMH	NR0B1	-0.342476411336106
FGF9	RSPO1	-0.332811265615366
NR0B1	DKK1	-0.331247656707289
FGF9	NR0B1	-0.331019630391833
FGF9	CTNNB1	-0.329037723310851
GATA4	CBX2	-0.328475281117476
AMH	CBX2	0.323058540904946
DHH	CTNNB1	-0.32099816148353
WT1pKTS	WNT4	-0.320946143486712
WNT4	DKK1	-0.320529773554855
FOXL2	WNT4	0.320396720990427
AMH	UGR	0.319539824656043
DHH	RSPO1	-0.319338494893908
FGF9	CBX2	0.318202571264164
WT1mKTS	UGR	-0.317520364848966
DHH	NR0B1	-0.317102371240814
DHH	WNT4	-0.314063582168305
WT1pKTS	NR0B1	-0.309868007471062
SRY	WNT4	0.307089066248323
FGF9	UGR	0.305063658916781
DHH	CBX2	0.297560195864181
AMH	NR5A1	0.297357444495928
PGD2	CTNNB1	-0.29734619676915
FGF9	NR5A1	0.296894494573743
FOXL2	NR0B1	0.296580471248116
DHH	UGR	0.295170661460009
PGD2	WNT4	-0.294866900157102
WNT4	DMRT1	-0.294473796466227
PGD2	UGR	0.29383640719017
PGD2	RSPO1	-0.293630352038
GATA4	UGR	-0.292709843744112
UGR	WT1mKTS	0.291973992714748
NR0B1	DMRT1	-0.291805519431649
FGF9	SRY	0.290239787457492
PGD2	NR0B1	-0.289063127438095
CBX2	GATA4	0.28804126027918
DHH	SRY	0.286804207819059
WT1pKTS	WT1mKTS	-0.285866466762015
RSPO1	GATA4	-0.285316715333816
AMH	FOXL2	-0.28499777459141
DHH	NR5A1	0.282977392514475
CTNNB1	GATA4	-0.282742285010848
UGR	DKK1	0.28263259807252
FGF9	FOXL2	-0.282139958299775
AMH	SRY	0.281678876739802
DHH	FOXL2	-0.278968010708649
PGD2	FOXL2	-0.273999760170545
FOXL2	GATA4	0.273169054808456
PGD2	CBX2	0.272727150245794
SOX9	NR0B1	-0.272558191799827
UGR	DMRT1	0.272052961183521
WT1pKTS	GATA4	-0.270810220113099
SOX9	DKK1	0.262809953012131
DKK1	SOX9	0.262809953012131
NR5A1	GATA4	-0.262134796119084
SRY	DKK1	0.258353602688254
PGD2	NR5A1	0.256990979901739
WT1mKTS	SRY	-0.255940030823729
SOX9	WNT4	-0.254119671392444
SRY	RSPO1	-0.253687898733193
SRY	CBX2	0.253581066705936
PGD2	SRY	0.253411755521623
NR5A1	WT1mKTS	-0.253022951768757
CTNNB1	DKK1	-0.252420111179003
CTNNB1	DMRT1	-0.252053218217306
CBX2	DKK1	0.250433802817132
SOX9	RSPO1	-0.249770502075565
RSPO1	DKK1	-0.248536355635532
FOXL2	WT1mKTS	0.246502969116436
CBX2	DMRT1	0.245642658940396
FGF9	WT1pKTS	0.243104755948073
RSPO1	DMRT1	-0.242162122844967
DKK1	SRY	0.238847697258183
DKK1	WT1mKTS	-0.238336769588167
WT1mKTS	DKK1	-0.238336769588167
AMH	WT1pKTS	0.238171936077737
SRY	DMRT1	0.237832709553551
NR0B1	AMH	-0.237278975754272
WT1mKTS	PGD2	-0.236738678850125
PGD2	WT1mKTS	-0.236738678850125
SRY	WT1mKTS	-0.236202281033259
SOX9	WT1mKTS	-0.235622510915791
WT1mKTS	SOX9	-0.235622510915791
SOX9	CTNNB1	-0.234866890396451
SOX9	DMRT1	0.233739972575628
DMRT1	SOX9	0.233739972575628
GATA4	SOX9	-0.233729558149023
SOX9	GATA4	-0.233729558149023
UGR	FGF9	0.232458665271301
GATA4	DKK1	-0.231504086033835
DKK1	GATA4	-0.231504086033835
DHH	WT1pKTS	0.23124693854394
WNT4	PGD2	-0.230501982573813
GATA4	DMRT1	-0.229312738685749
DMRT1	GATA4	-0.229312738685749
SOX9	CBX2	0.229038897490934
SRY	CTNNB1	-0.228226471346382
PGD2	WT1pKTS	0.228219285101201
NR0B1	FGF9	-0.225407404375515
WT1mKTS	FGF9	-0.22480733489806
FGF9	WT1mKTS	-0.22480733489806
AMH	WT1mKTS	-0.224645452763504
WT1mKTS	AMH	-0.224645452763504
SOX9	UGR	0.223407017759621
SRY	NR0B1	0.220385958791597
WNT4	AMH	-0.218987819209803
UGR	DHH	0.218362922977888
WNT4	DHH	-0.217962633982245
NR0B1	PGD2	-0.217665890360352
NR0B1	DHH	-0.217247499175032
DMRT1	SRY	0.216841951785401
WNT4	FGF9	-0.216508358720615
GATA4	WT1pKTS	0.215634034019158
UGR	AMH	0.215582096932785
DMRT1	CBX2	0.21542520037721
CTNNB1	WT1mKTS	0.215157477244624
DKK1	NR0B1	-0.213667355162268
GATA4	PGD2	-0.213099354651641
PGD2	GATA4	-0.213099354651641
NR5A1	DKK1	0.211733631831109
GATA4	DHH	-0.211449978588634
DHH	GATA4	-0.211449978588634
FGF9	GATA4	0.211354915187587
WT1mKTS	DHH	-0.210842880710087
DHH	WT1mKTS	-0.210842880710087
SRY	UGR	-0.208961045079068
SOX9	WT1pKTS	0.208044581525398
DKK1	WNT4	-0.20763383467259
NR5A1	DMRT1	0.206869527183966
WT1pKTS	DMRT1	0.206523960268376
GATA4	AMH	-0.206073129916095
AMH	GATA4	-0.206073129916095
GATA4	SRY	-0.205974425679853
GATA4	FGF9	-0.205420481948104
SOX9	FOXL2	-0.204962249956753
SOX9	NR5A1	0.203290550543098
DMRT1	NR0B1	-0.203142868184043
DKK1	RSPO1	-0.20134599883245
DKK1	CTNNB1	-0.198246654429917
