Parent	Type	Child	Weight	Probability	Score
DMRT1	+	DMRT1	0.360632	0.000000	0.000000
FGF9	+	DMRT1	0.145967	0.017947	0.003321
RSPO1	+	DMRT1	0.146183	0.000007	0.000001
DHH	-	DMRT1	-0.002629	0.037478	-0.000125
CTNNB1	+	DMRT1	0.144226	0.000012	0.000002
PGD2	+	DMRT1	0.101170	0.034649	0.004444
WT1mKTS	+	DMRT1	0.648435	0.000000	0.000000
SRY	+	DMRT1	0.062660	0.035306	0.002805
DKK1	+	DMRT1	0.104692	0.028929	0.003840
WNT4	+	DMRT1	0.014201	0.057834	0.001041
CBX2	+	DMRT1	0.042300	0.041943	0.002249
AMH	+	DMRT1	0.090273	0.036139	0.004136
NR0B1	+	DMRT1	0.486904	0.000000	0.000000
NR5A1	+	DMRT1	0.046887	0.032605	0.001938
WT1pKTS	+	DMRT1	0.127781	0.000111	0.000018
FOXL2	-	DMRT1	-0.109308	0.667431	-0.092498
UGR	+	DMRT1	0.015183	0.047229	0.000909
SOX9	+	DMRT1	0.145703	0.015697	0.002900
GATA4	+	DMRT1	0.167736	0.000000	0.000000
DMRT1	+	FGF9	0.162259	0.146574	0.030154
FGF9	+	FGF9	0.140586	0.119715	0.021339
RSPO1	-	FGF9	-0.022984	0.082495	-0.002404
DHH	+	FGF9	0.006490	0.037930	0.000312
CTNNB1	-	FGF9	-0.038279	0.087429	-0.004243
PGD2	+	FGF9	0.108857	0.098354	0.013574
WT1mKTS	-	FGF9	-0.058845	0.121848	-0.009091
SRY	+	FGF9	0.032898	0.058839	0.002454
DKK1	+	FGF9	0.109950	0.104759	0.014604
WNT4	+	FGF9	0.029207	0.086057	0.003187
CBX2	+	FGF9	0.015792	0.064817	0.001298
AMH	+	FGF9	0.217676	0.225857	0.062333
NR0B1	+	FGF9	0.532740	0.000000	0.000000
NR5A1	-	FGF9	-0.043923	0.082609	-0.004600
WT1pKTS	+	FGF9	0.426420	0.000000	0.000000
FOXL2	+	FGF9	0.094998	0.113718	0.013697
UGR	+	FGF9	0.126260	0.137456	0.022004
SOX9	+	FGF9	0.128430	0.113907	0.018548
GATA4	+	FGF9	0.396993	0.995697	0.501170
DMRT1	+	RSPO1	0.086587	0.089440	0.009819
FGF9	+	RSPO1	0.013229	0.040681	0.000682
RSPO1	+	RSPO1	0.653280	1.000000	0.828275
DHH	-	RSPO1	-0.091302	0.111242	-0.012877
CTNNB1	+	RSPO1	0.449383	0.986318	0.561964
