Regulator	Target	SINGE_Score
WT1pKTS	CBX2	6
WT1pKTS	SOX9	1.5
WT1pKTS	UGR	0.66666
WT1pKTS	DMRT1	0.375
GATA4	PGD2	0.24
GATA4	AMH	0.16666
GATA4	DHH	0.12244
WT1pKTS	SRY	0.09375
WT1mKTS	FGF9	0.07407
WT1mKTS	DHH	0.06
WT1pKTS	CTNNB1	0.04958
WT1pKTS	NR0B1	0.04166
WT1pKTS	DKK1	0.0355
GATA4	FGF9	0.03061
WT1mKTS	CBX2	0.02666
WT1pKTS	WNT4	0.02343
WT1mKTS	DMRT1	0.02076
WT1mKTS	SOX9	0.01851
WT1pKTS	PGD2	0.015
WT1mKTS	PGD2	0.0136
WT1pKTS	AMH	0.01239
WT1mKTS	UGR	0.01134
GATA4	SRY	0.0096
DHH	UGR	0.00887
WT1mKTS	SRY	0.00823
SRY	DKK1	0.00765
SRY	FGF9	0.00713
SRY	WNT4	0.00666
DHH	NR0B1	0.00624
WT1pKTS	FGF9	0.00585
SRY	CTNNB1	0.0055
GATA4	CTNNB1	0.00519
WT1pKTS	NR5A1	0.00462
NR0B1	PGD2	0.00438
GATA4	WNT4	0.00415
RSPO1	NR0B1	0.00394
UGR	NR0B1	0.00375
CTNNB1	FGF9	0.00356
AMH	CBX2	0.0034
FGF9	WNT4	0.00324
UGR	DKK1	0.00309
AMH	UGR	0.00296
AMH	DMRT1	0.00283
NR5A1	CBX2	0.00271
PGD2	RSPO1	0.0026
SOX9	DHH	0.00249
UGR	DMRT1	0.0024
PGD2	CBX2	0.0023
GATA4	UGR	0.00221
NR5A1	UGR	0.00213
CTNNB1	DHH	0.00205
DHH	SRY	0.00198
FOXL2	UGR	0.00191
WT1mKTS	RSPO1	0.00184
CTNNB1	PGD2	0.00178
AMH	DKK1	0.00172
SRY	NR0B1	0.00166
GATA4	RSPO1	0.00161
AMH	SOX9	0.00156
PGD2	SOX9	0.00151
WT1mKTS	NR0B1	0.00146
RSPO1	CBX2	0.00142
GATA4	NR5A1	0.00137
WT1pKTS	DHH	0.00133
WT1mKTS	DKK1	0.00129
WT1mKTS	AMH	0.00126
FOXL2	DKK1	0.00122
WT1mKTS	CTNNB1	0.00119
NR0B1	AMH	0.00112
FOXL2	DMRT1	0.00109
PGD2	DKK1	0.00106
PGD2	UGR	0.00103
NR0B1	RSPO1	0.00101
CBX2	DHH	0.00098
SRY	DMRT1	0.00096
SRY	DHH	0.00093
DHH	AMH	0.00091
SOX9	RSPO1	0.00089
SRY	PGD2	0.00087
FGF9	CTNNB1	0.00085
UGR	FGF9	0.00083
DHH	FGF9	0.00081
FGF9	DMRT1	0.00079
NR0B1	CBX2	0.00077
NR0B1	FGF9	0.00075
SRY	CBX2	0.00074
WT1pKTS	RSPO1	0.00072
NR0B1	SRY	0.0007
DKK1	CTNNB1	0.00069
CBX2	SOX9	0.00067
WT1mKTS	WNT4	0.00066
GATA4	WT1pKTS	0.00063
DMRT1	UGR	0.00062
PGD2	DMRT1	0.00061
WNT4	CBX2	0.0006
