DMRT1,FGF9,RSPO1,DHH,CTNNB1,PGD2,WT1mKTS,SRY,DKK1,WNT4,CBX2,AMH,NR0B1,NR5A1,WT1pKTS,FOXL2,UGR,SOX9,GATA4,Time
9.5252117302,9.715691636599999,2.8673148373000004,9.540795871,1.5690127733,9.818772227,9.728475984600001,9.5251772507,9.859220260499999,3.9886186225,2.4015049387,9.4127788441,2.8230478206,9.3814365433,10.101605693,0.38553189179999997,1.9926434884,9.8608267717,9.7457057143,148.745
9.3059970218,0.0314674227,9.500928782999999,2.7238320629,8.1400835326,2.6162835348,9.8207205022,10.4015651693,9.4363382522,9.5908930711,7.9917186547000005,6.4052029494000005,10.2966746461,8.6404044066,10.2896389177,2.6745394080000002,2.8109614808999996,6.9814795212,10.2958755741,67.60900000000001
9.7832620975,9.8575623272,2.2524568202,9.2323674769,1.5599182092,9.9696879995,9.7119780578,10.1361379503,9.4500201792,1.0652443645,2.4863000572,9.2406982778,7.2887104946,9.9264341028,9.5958263176,0.6394637954,5.4720650175,9.1831227885,9.6286617765,137.60649999999998
10.208445132,6.069467485700001,3.5843736916,3.4992747986,3.5775780695,3.6215007907,10.1152362138,10.2328763377,10.127451843200001,4.8658809048,1.0463061603000001,3.9582892482,10.2850645549,9.3442814284,10.390356757100001,1.0936072522,2.4177619025,9.6834726694,10.1967480637,115.10499999999999
9.7482905062,9.7155463854,1.5659662337,9.1167786497,2.4218295407,9.6596593685,9.6881231689,9.6902328124,9.4857031394,1.5714402006000001,1.2539419237,9.7353112478,7.056238445700001,9.330229364,9.7892192868,3.7375610094,3.4272769939999996,10.1290080277,9.8371601828,148.745
5.3305126345,4.74288311,4.4877420466,1.8169831741,1.4270755622,0.5743427111,10.9526673833,0.0977007792,4.2315161306,5.1149731399,10.6415557512,3.0337625945999998,4.2330928732999995,10.4888123872,10.4973486162,0.36517706590000004,10.8847712343,5.5932700038,10.4900258,19.566499999999998
3.7316747013,5.592896172300001,3.7267578517,1.3554305309999999,4.4810267002,3.8355164411000002,10.228464073200001,5.7123495874,4.7837574581,9.8680685898,9.797452522999999,1.7077574916999998,9.7359414461,10.890841871600001,10.3033845686,2.7578555725,9.3163342128,6.1399799546,11.0138566131,35.419
9.657022999199999,9.539822943799999,4.1894562638999995,9.6215114753,4.846839296000001,9.9656865787,9.5436476723,9.478573624500001,9.672643427,5.3428881257,4.3816717687999995,9.3425833912,1.0942511374,9.8248687672,9.7073217005,3.3673719257,4.7310259424000005,9.5684346687,10.109795139700001,148.745
8.188088732999999,0.62831494,9.6270268569,4.5109084358,9.0329683072,3.0945712483,10.1077186844,10.1983712421,8.0154803125,10.0969519875,7.069245624600001,2.6906590402,10.3217061129,10.0189783163,10.3751321286,5.0963762459,5.3147577320999995,6.956135793600001,9.5760415323,67.60900000000001
9.7398815946,4.2548424222,10.1140657725,2.774773578,6.4811711571,4.0259820706000005,10.20531442,9.6374851936,10.159737159,10.1507829862,3.1057888394999997,2.2510422745,10.1203038531,4.6711426871,10.4644916164,2.7873111603,3.1816435736,4.6451279668000005,10.0505209413,90.584
3.8762660226,3.0195288576,1.0398194487,5.023539975199999,0.2244247129,0.0307334229,10.5063745491,8.0804858433,5.9494417787,8.7572025666,10.7473677901,4.3457976193,8.4108915738,10.4543402504,10.7544164549,4.8693785552,9.58591919,5.560790427000001,10.7181620515,35.419
10.290286884299999,2.6212309913,7.6328691373,1.4410090949,7.253586413,2.9079166363,10.820230963399998,10.2744416138,10.051031310499999,5.778754224400001,6.270874888,3.4478881469,10.210537329500001,3.1006589906,10.5671616766,1.2647398729000001,4.3637954526,3.5764522669,10.4545459979,90.584
9.9053666488,9.4721025552,0.7961818781000001,9.5668471716,2.3627225451,9.6268291553,9.7719352235,9.5565131482,9.6689601348,4.9075495609,1.1410599154,9.7406527878,1.4980075437,9.8010353402,9.6288387668,3.284792912,3.6478935455,9.7849038313,9.7711113767,148.745
10.253410594,3.3603625333,7.7275031788,2.9455001514999997,6.9067215052,4.2991541002,10.3953546267,10.1343140881,9.7816903256,8.6590714045,2.9547448795999998,2.0100208727,10.2867720394,9.1597402884,10.488149676399999,2.6821959503,0.6146445133,8.6047139585,9.976036859199999,115.10499999999999
4.3873883525999995,5.1062699673,2.5506719266999998,1.2728758465,2.11212088,3.6254346364999996,10.85400985,5.6220358554,5.6513077723,6.281154895399999,10.400519985499999,3.1240298104,0.3955035991,10.6604887953,10.5051943774,0.4510725733,10.993001341400001,5.7073171109,10.4358532591,19.566499999999998
9.856469332,9.6811379897,1.7775011465000001,9.5644365404,3.6328803146,9.0957441994,9.6148074128,9.7847146241,10.1683623139,4.2954603674000005,1.3752907524000002,9.710476359400001,7.070311515299999,9.760052812,9.5096327773,4.0382100386,5.362612187,9.4586875601,9.6117427085,137.60649999999998
9.8286223353,9.4468402753,3.9191458082,9.4832339607,2.1841901659,9.5622018853,10.0228242213,9.340448395700001,9.6924300896,1.5963610734,4.289115543,9.9866221183,6.922086343099999,9.8984201422,9.483143055700001,2.7631234335,3.2128478457,9.3729142336,9.8088589076,157.683
4.3331423815,6.4726076953,6.2833755150999995,6.210575051699999,4.5021017241,4.6388836838,10.5609780298,2.0003648838999997,0.5260110313,5.1866864294,10.3526526312,1.5477368504,3.6247814439,10.705836691,10.486943377200001,5.4791938647,11.097689602200001,4.9087990724,10.515399263099999,19.566499999999998
9.8368377943,9.5950420745,2.6358126088,9.7781583497,2.3434296262,9.6839684213,9.6138636123,9.6698456682,9.8026626244,3.2439263445999997,2.7895118022000003,9.648206653799999,6.6679183723,9.762831155399999,9.7579073383,2.731470252,1.8275301111000002,9.4613338565,9.5657928963,148.745
4.2633201779,5.2204388793000005,0.6697813881,5.5017574514,3.1714571026,2.4952980685,10.4062060349,7.6057661185,2.9695187913,7.6435111163,10.3795336472,4.0492995144999995,10.160145031599999,10.4725292996,10.7010822838,1.7492225318999999,9.5647832513,3.5291082981999997,10.8062696443,35.419
9.239006938200001,9.7356762659,4.0821769869999995,9.557568058200001,1.1385453511,9.739793002599999,9.866413919600001,9.902659749,9.868461248600001,3.8352871475,0.3017982017,9.829938459600001,4.3782671212,9.6433498973,9.5118157051,3.2683549836,3.8680931225,9.3712662307,9.8862868611,137.60649999999998
9.5784247863,9.679506009099999,3.8318209696,9.5722846022,2.6206952472,9.880568290800001,9.6742034717,9.475404322200001,9.9519946666,4.7695094092,5.1581450269,9.1454747913,5.1730450697000006,9.672152874,9.878262996,1.3042732067,6.439678194,9.856290578,9.5550901724,148.745
2.5158029031,5.2523559385,5.9482734666,3.1182956921,4.5691528452,0.7559262816,10.8053654033,4.9626923414999995,5.0695743051,7.382492748300001,10.5407973274,1.3866460331000001,8.8392607765,10.8099313299,10.6309392576,2.1229919066,10.0080693346,5.0019067271,10.512489278099999,35.419
2.2714902126,8.5078070725,5.0196384444,6.400691524299999,2.6461888331,1.6143220890999999,9.777898669099999,2.6937958951,3.3309384116000005,3.1643030164,10.5740090737,5.2325644664999995,4.092058489599999,10.678097658099999,10.301596375599999,6.0457192092,10.958635038099999,7.176725113400001,10.921933609100002,6.353000000000001
3.5550059474,2.608294279,1.8614739815999999,6.5406729253,3.6488896784,0.5156370542000001,10.301955018300001,9.7979764299,2.63220186,10.0538839633,10.371669067400001,0.8624697931,10.261791021599999,10.6481441653,10.250367324299999,3.9517139252,6.731220985399999,3.8225665716000004,10.1743432769,49.5005
1.7517204488999998,2.760455312,4.1389346217,6.3633779045,0.7097012877,4.8790924667,10.535712519199999,2.7563344547,2.6413408074,6.0560721236,10.553350719099999,2.6518846279,4.416856108999999,10.6414926863,10.385904027,0.543962245,10.955239913699998,5.3676168578,10.829648928,19.566499999999998
9.704368351900001,9.6406820865,0.6929957898000001,9.9045376607,0.4726014281,10.0827163199,9.6006167891,9.909395502899999,9.243595562100001,1.6672986091,2.5201821344,9.5724812894,0.3686591887,9.476865393999999,9.7726726768,3.354933141,3.5341045139999996,9.651165214199999,9.664724345,157.683
3.2603326966000004,6.463365266499999,0.8955789154000001,4.7700506577,1.9374547012,3.4595364157999997,10.5102229168,5.039405189,1.2628167309,4.2389129144,10.5213616108,6.8804934765,6.4525303848,10.2835083486,10.6278755854,2.6563453908000003,11.0622793356,4.2368446266,10.728921954199999,6.353000000000001
9.3418916777,3.4686559933999996,9.4773802226,7.0114230874,9.1362758282,1.8283739165000001,9.9688434388,9.5542966262,8.7209566486,10.1950753314,7.871399368,2.3899774786,10.4485466785,9.6666030869,10.0908913369,1.8845581537,3.5908623202,6.1144255332,9.9330541036,67.60900000000001
10.4178632821,2.2579198874,3.3520983574,3.4279462048,4.2760515841,3.5069891557,10.5555999762,10.3298630087,10.498465535,5.5053428256,1.0521094512,0.33282948170000004,10.3863672411,5.3538732515,10.4380647172,3.5985967964,4.3637167762999995,6.0161021336000005,10.4947763621,90.584
9.9094002786,7.4826315134,1.8316694563999998,7.9210402353,1.2842164061,7.2906831161,9.941339130900001,9.9135791663,10.008452722000001,2.3471199278,0.6252585343,7.6504037578999995,9.756893148,9.8698890839,10.0837115861,1.1739064875,1.4724410761000002,10.350360779299999,10.0924267278,115.10499999999999
4.6153764758,2.9668657163,2.3630078854,3.7136426789,4.2279114714,4.1275347824,10.570785282000001,5.421399245700001,2.9402049143999998,6.2979141835000005,10.4360633986,3.56887746,8.7076377958,10.3622652957,10.8248006208,2.7322349923,10.87711796,4.0287500416,10.484651532300001,19.566499999999998
0.2617265349,3.3984848737,3.4236029468,3.7812627322,2.9342151519999997,4.0974326783,10.748067389600001,2.1380186513,1.3166409945,6.259422321000001,10.3336868196,4.2943524518,10.024188951900001,10.3903008831,10.6991395703,1.0113638683,10.3023340497,4.6691901371,10.5588404565,35.419
4.5290994814,4.424212413899999,5.0941442826,4.1194803812,2.6824435721,5.6963592342,10.525157236,5.751070533099999,4.2802982916,4.566712552699999,10.4591116988,5.923546647799999,3.4503983380000003,10.654653292799999,10.7446909807,4.1631279221,11.021557944000001,3.5280042972000003,10.4289526981,6.353000000000001
