SourceGENES,TargetGENES,Interaction,Edges
WT1mKTS,PGD2,2.33443215845192,repression
WT1mKTS,DMRT1,1.74036583511781,repression
WT1mKTS,FGF9,1.35446464013086,repression
WT1mKTS,AMH,1.33405958547951,repression
WT1pKTS,NR5A1,1,activation
WT1mKTS,GATA4,0.827093331142136,repression
WT1mKTS,DKK1,0.799793315346838,repression
WT1mKTS,WNT4,0.791609579093672,repression
FOXL2,NR5A1,0.787774262027299,repression
WT1mKTS,WT1pKTS,0.72620786634136,repression
FOXL2,CTNNB1,0.682327356400599,activation
FOXL2,RSPO1,0.665518315172179,activation
WT1mKTS,NR0B1,0.649250794131604,repression
FOXL2,SOX9,0.47577235372695,repression
WT1pKTS,RSPO1,0.4641688829922,repression
WT1mKTS,DHH,0.456800991969043,repression
WT1pKTS,FOXL2,0.453011149978901,repression
NR5A1,CBX2,0.441427033716019,repression
NR5A1,RSPO1,0.397883148788356,repression
WT1mKTS,WT1mKTS,0.376936740887936,activation
WT1mKTS,FOXL2,0.376499161625088,repression
WT1mKTS,SOX9,0.325334447260327,repression
WT1mKTS,CTNNB1,0.323290040800196,repression
AMH,DMRT1,0.262048192367788,repression
WT1pKTS,CTNNB1,0.241198474024713,repression
FOXL2,FOXL2,0.229817907715215,activation
WT1pKTS,WT1pKTS,0.216962978840951,activation
AMH,AMH,0.213172062194973,activation
FOXL2,CBX2,0.199143487853981,repression
NR5A1,CTNNB1,0.193182335593142,repression
FOXL2,DKK1,0.192858811857598,repression
NR5A1,UGR,0.179795229351837,repression
AMH,WT1pKTS,0.173695178435707,repression
AMH,PGD2,0.152305631380041,activation
AMH,FGF9,0.146999566468455,repression
WT1pKTS,SRY,0.146523413324558,repression
FOXL2,GATA4,0.135112932732619,repression
AMH,GATA4,0.117121425945637,repression
NR5A1,SRY,0.113061763447954,repression
FOXL2,DMRT1,0.107098456288168,repression
AMH,WNT4,0.0956388366174837,repression
AMH,DKK1,0.0935394466659389,activation
FOXL2,WT1mKTS,0.0896508877422873,repression
AMH,DHH,0.0839168774066288,activation
AMH,WT1mKTS,0.0806625358077097,repression
NR5A1,SOX9,0.0682109105674796,activation
AMH,FOXL2,0.0671802636064243,repression
FOXL2,FGF9,0.0496020062855464,activation
NR0B1,AMH,0.047450062005343,repression
NR0B1,PGD2,0.0445147325151166,repression
NR0B1,DHH,0.0402035768637013,repression
NR5A1,NR5A1,0.0347671783410803,activation
NR0B1,FGF9,0.0256082150141207,repression
NR0B1,DMRT1,0.0225773232131986,repression
AMH,CTNNB1,0.0176285527033302,repression
RSPO1,SOX9,0.0140597218335262,repression
AMH,NR0B1,0.0139731191988909,repression
RSPO1,UGR,0.0133430046011488,repression
CTNNB1,CBX2,0.0130973062168733,repression
RSPO1,NR0B1,0.0113245680837275,repression
RSPO1,WT1mKTS,0.0109743795958035,repression
CTNNB1,UGR,0.0101437881555215,repression
CTNNB1,PGD2,0.00990697042739417,repression
RSPO1,CBX2,0.00899453456292707,repression
DMRT1,PGD2,0.00846324981569486,repression
PGD2,AMH,0.00835500685654163,activation
NR0B1,WNT4,0.00809177257153238,activation
CTNNB1,WNT4,0.00790820919808579,repression
RSPO1,GATA4,0.00784002585778947,repression
RSPO1,DKK1,0.0074434612208885,repression
CTNNB1,NR0B1,0.00697030266709944,repression
PGD2,DHH,0.00546427696689088,activation
NR0B1,DKK1,0.00518347616962874,repression
DMRT1,DMRT1,0.00513832515094319,activation
NR0B1,WT1pKTS,0.00507614653725694,repression
RSPO1,SRY,0.00485936763795951,repression
RSPO1,WNT4,0.00472289180252219,repression
NR0B1,NR0B1,0.0047037717854828,activation
DMRT1,WNT4,0.00460621482785147,repression
CTNNB1,RSPO1,0.00438163554846534,activation
NR0B1,SOX9,0.00418274322708299,repression
RSPO1,DMRT1,0.00370694547332632,activation
DMRT1,AMH,0.00357459956969211,repression
DMRT1,GATA4,0.00352060452527565,repression
DMRT1,WT1pKTS,0.00321558061047714,activation
PGD2,PGD2,0.00266792129912081,activation
DMRT1,NR0B1,0.00242150336914177,repression
CTNNB1,SRY,0.00202586431160728,repression
NR0B1,UGR,0.00191758636601158,repression
PGD2,DMRT1,0.00182809470587298,repression
NR0B1,GATA4,0.00179446616923042,repression
PGD2,WNT4,0.0013782659565958,repression
PGD2,WT1pKTS,0.00137713869682917,repression
DMRT1,WT1mKTS,0.00129982524878985,repression
RSPO1,PGD2,0.00117507730876428,repression
PGD2,GATA4,0.00100634454931069,repression
CTNNB1,CTNNB1,0.000856777426982458,activation
CTNNB1,GATA4,0.000565453470178144,repression
CTNNB1,WT1mKTS,0.00055985348037284,repression
PGD2,WT1mKTS,0.000480088205074023,repression
PGD2,FGF9,0.000161120606942474,activation
RSPO1,CTNNB1,4.69288408550938e-05,activation
PGD2,NR0B1,3.15336844567756e-05,repression
GATA4,PGD2,2.40881121269403e-35,repression
SRY,SOX9,2.05620738841801e-35,activation
UGR,AMH,1.74688375843495e-35,activation
UGR,DHH,1.57888082738334e-35,repression
GATA4,AMH,1.56517598247066e-35,repression
GATA4,DMRT1,1.56489355140759e-35,repression
WNT4,AMH,1.49155378265909e-35,repression
UGR,PGD2,1.46497513842846e-35,repression
SRY,DHH,1.41806834405881e-35,repression
DKK1,PGD2,1.40870141810459e-35,repression
GATA4,FGF9,1.21944717328943e-35,repression
CBX2,UGR,1.12371652778899e-35,activation
GATA4,DHH,1.10786147127644e-35,repression
UGR,SOX9,1.04784071981799e-35,activation
WNT4,WT1pKTS,9.3661103904823e-36,repression
WNT4,DHH,9.26471363452634e-36,repression
SRY,FGF9,8.65068021561116e-36,activation
SRY,PGD2,8.35557218311149e-36,repression
SRY,AMH,8.2324925902621e-36,repression
UGR,UGR,8.15629475242945e-36,activation
SRY,UGR,7.81271418300423e-36,repression
GATA4,WT1pKTS,7.5961523215481e-36,repression
CBX2,SRY,7.3641955917187e-36,repression
GATA4,WNT4,6.74925060234429e-36,repression
DKK1,DMRT1,6.72424903680196e-36,activation
UGR,FGF9,6.69045922364763e-36,activation
