Gene1	Gene2	corVal	pValue
DMRT1	DMRT1	1	0
FGF9	FGF9	1	0
RSPO1	RSPO1	1	0
DHH	DHH	1	0
CTNNB1	CTNNB1	1	0
PGD2	PGD2	1	0
WT1mKTS	WT1mKTS	1	0
SRY	SRY	1	0
DKK1	DKK1	1	0
WNT4	WNT4	1	0
CBX2	CBX2	1	0
AMH	AMH	1	0
NR0B1	NR0B1	1	0
NR5A1	NR5A1	1	0
WT1pKTS	WT1pKTS	1	0
FOXL2	FOXL2	1	0
UGR	UGR	1	0
SOX9	SOX9	1	0
GATA4	GATA4	1	0
WT1pKTS	NR5A1	0.373010005841844	1.97050569703579e-53
NR5A1	WT1pKTS	0.373010005841844	1.97050569703579e-53
DMRT1	DKK1	0.267292427972602	2.65318630406898e-27
DKK1	DMRT1	0.267292427972601	2.65318630406919e-27
CTNNB1	RSPO1	0.23959219392878	4.19533926384256e-22
RSPO1	CTNNB1	0.23959219392878	4.19533926384299e-22
NR0B1	WNT4	0.219712318594789	9.31459279732889e-19
WNT4	NR0B1	0.219712318594788	9.31459279732944e-19
SRY	DKK1	0.213094758791788	1.03208028372765e-17
DKK1	SRY	0.213094758791788	1.0320802837277e-17
WNT4	CTNNB1	0.198124532741487	1.78369004233324e-15
CTNNB1	WNT4	0.198124532741487	1.78369004233324e-15
CBX2	UGR	0.197006220670615	2.57968708263785e-15
UGR	CBX2	0.197006220670615	2.57968708263789e-15
CBX2	NR5A1	0.186560478440909	7.28717628159167e-14
NR5A1	CBX2	0.186560478440909	7.28717628159183e-14
SRY	NR0B1	0.169393540170435	1.173778013131e-11
NR0B1	SRY	0.169393540170435	1.17377801313101e-11
SRY	DMRT1	0.156419118083174	3.9227112707673e-10
DMRT1	SRY	0.156419118083174	3.92271127076741e-10
DHH	AMH	0.14996683329684	2.02305597806883e-09
AMH	DHH	0.14996683329684	2.02305597806889e-09
WT1mKTS	WT1pKTS	0.140347947658221	2.05414642722594e-08
WT1pKTS	WT1mKTS	0.140347947658221	2.05414642722596e-08
GATA4	WT1mKTS	0.13842495518121	3.20606033514004e-08
WT1mKTS	GATA4	0.13842495518121	3.20606033514013e-08
SOX9	DKK1	0.137607429316808	3.86699024988001e-08
DKK1	SOX9	0.137607429316808	3.86699024988005e-08
SRY	WT1pKTS	0.122578961072666	9.99964397843339e-07
WT1pKTS	SRY	0.122578961072666	9.99964397843344e-07
DHH	PGD2	0.116438453612047	3.40279729009529e-06
PGD2	DHH	0.116438453612047	3.40279729009537e-06
WNT4	RSPO1	0.114961630095298	4.52753760394229e-06
RSPO1	WNT4	0.114961630095298	4.52753760394234e-06
NR0B1	CTNNB1	0.111120511145315	9.36312057903635e-06
CTNNB1	NR0B1	0.111120511145315	9.36312057903668e-06
WT1pKTS	UGR	0.107909122316618	1.68843462694529e-05
UGR	WT1pKTS	0.107909122316618	1.68843462694529e-05
PGD2	AMH	0.100082669558908	6.63928625722756e-05
AMH	PGD2	0.100082669558908	6.63928625722759e-05
DHH	FGF9	0.0978080453713217	9.70879091107554e-05
FGF9	DHH	0.0978080453713216	9.7087909110756e-05
DMRT1	SOX9	0.0968707412342306	0.000113281952131522
SOX9	DMRT1	0.0968707412342306	0.000113281952131523
WT1pKTS	DMRT1	0.087089893036197	0.000522603433613851
DMRT1	WT1pKTS	0.087089893036197	0.000522603433613856
FGF9	AMH	0.0806629652263171	0.00131799773785117
AMH	FGF9	0.080662965226317	0.0013179977378512
DHH	SOX9	0.0777720670776329	0.00195781148475263
SOX9	DHH	0.0777720670776328	0.00195781148475264
NR5A1	SOX9	0.0772276127299036	0.00210632794597986
SOX9	NR5A1	0.0772276127299035	0.00210632794597988
WT1pKTS	GATA4	0.0753558590069139	0.00269911874295607
GATA4	WT1pKTS	0.0753558590069139	0.00269911874295609
SOX9	PGD2	0.0726970895241443	0.0038044200377369
PGD2	SOX9	0.0726970895241442	0.00380442003773695
PGD2	FGF9	0.0708874249265474	0.00477675346801443
FGF9	PGD2	0.0708874249265474	0.00477675346801443
UGR	FOXL2	0.0685525215375505	0.00636133931669808
FOXL2	UGR	0.0685525215375505	0.0063613393166981
CBX2	WT1pKTS	0.0676710424466686	0.00707307163927854
WT1pKTS	CBX2	0.0676710424466686	0.00707307163927858
FOXL2	CTNNB1	0.0673405119248506	0.00735784770239331
CTNNB1	FOXL2	0.0673405119248506	0.00735784770239332
FOXL2	WT1mKTS	0.0489876057970748	0.0513316273104644
WT1mKTS	FOXL2	0.0489876057970748	0.0513316273104644
FOXL2	RSPO1	0.0442911749970913	0.0781229576927042
RSPO1	FOXL2	0.0442911749970912	0.0781229576927049
GATA4	CBX2	0.0412589478524414	0.100803851210217
CBX2	GATA4	0.0412589478524413	0.100803851210218
