Gene1	Gene2	corVal	pValue
DMRT1	DMRT1	1	0
FGF9	FGF9	1	0
RSPO1	RSPO1	1	0
DHH	DHH	1	0
CTNNB1	CTNNB1	1	0
PGD2	PGD2	1	0
WT1mKTS	WT1mKTS	1	0
SRY	SRY	1	0
DKK1	DKK1	1	0
WNT4	WNT4	1	0
CBX2	CBX2	1	0
AMH	AMH	1	0
NR0B1	NR0B1	1	0
NR5A1	NR5A1	1	0
WT1pKTS	WT1pKTS	1	0
FOXL2	FOXL2	1	0
UGR	UGR	1	0
SOX9	SOX9	1	0
GATA4	GATA4	1	0
WT1pKTS	NR5A1	0.369561990015897	2.08036233166143e-52
NR5A1	WT1pKTS	0.369561990015897	2.08036233166166e-52
DMRT1	DKK1	0.273301800746839	1.62579759343527e-28
DKK1	DMRT1	0.273301800746839	1.62579759343537e-28
CTNNB1	RSPO1	0.226918066808352	6.20297365117208e-20
RSPO1	CTNNB1	0.226918066808352	6.20297365117226e-20
SRY	DKK1	0.218262745702619	1.58820179299364e-18
DKK1	SRY	0.218262745702619	1.58820179299378e-18
NR0B1	WNT4	0.205585592612507	1.4378177069986e-16
WNT4	NR0B1	0.205585592612507	1.4378177069986e-16
CTNNB1	WNT4	0.203747905842672	2.69793190827232e-16
WNT4	CTNNB1	0.203747905842672	2.69793190827274e-16
UGR	CBX2	0.20362734283866	2.81107232642319e-16
CBX2	UGR	0.20362734283866	2.81107232642325e-16
NR5A1	CBX2	0.188770055097791	3.65180341235262e-14
CBX2	NR5A1	0.188770055097791	3.65180341235271e-14
DMRT1	SRY	0.172516206643535	4.83489631559233e-12
SRY	DMRT1	0.172516206643534	4.83489631559273e-12
SRY	NR0B1	0.156484805771937	3.85637258925465e-10
NR0B1	SRY	0.156484805771937	3.85637258925474e-10
WT1mKTS	GATA4	0.136282630078806	5.22733043929926e-08
GATA4	WT1mKTS	0.136282630078806	5.2273304392994e-08
WT1mKTS	WT1pKTS	0.135354346773074	6.44565623627918e-08
WT1pKTS	WT1mKTS	0.135354346773074	6.44565623627929e-08
AMH	PGD2	0.134485453642129	7.83216982798081e-08
PGD2	AMH	0.134485453642129	7.83216982798081e-08
DHH	AMH	0.133785278347078	9.155448427723e-08
AMH	DHH	0.133785278347078	9.15544842772319e-08
SRY	WT1pKTS	0.132253425593259	1.28470718979402e-07
WT1pKTS	SRY	0.132253425593259	1.28470718979404e-07
WNT4	RSPO1	0.130558246904927	1.86076752195866e-07
RSPO1	WNT4	0.130558246904926	1.86076752195875e-07
WT1pKTS	UGR	0.122072380676928	1.10879262805713e-06
UGR	WT1pKTS	0.122072380676928	1.10879262805715e-06
SOX9	DKK1	0.105067156072423	2.80686365034034e-05
DKK1	SOX9	0.105067156072423	2.80686365034038e-05
GATA4	WT1pKTS	0.0998055387555587	6.95690928853182e-05
WT1pKTS	GATA4	0.0998055387555587	6.95690928853186e-05
FGF9	PGD2	0.0972620477008072	0.000106233924474767
PGD2	FGF9	0.0972620477008071	0.000106233924474768
DHH	FGF9	0.0964399148876713	0.000121550474036399
FGF9	DHH	0.0964399148876712	0.000121550474036401
PGD2	DHH	0.0960999552776406	0.000128472886428969
DHH	PGD2	0.0960999552776406	0.00012847288642897
NR0B1	CTNNB1	0.090319067490029	0.000320629585912704
CTNNB1	NR0B1	0.0903190674900289	0.000320629585912708
NR5A1	SOX9	0.078734445019265	0.00171856957212618
SOX9	NR5A1	0.0787344450192649	0.00171856957212619
DHH	SOX9	0.0698079687496237	0.00545867912120529
SOX9	DHH	0.0698079687496236	0.0054586791212053
FGF9	AMH	0.0667136593267933	0.0079262924850564
AMH	FGF9	0.0667136593267932	0.00792629248505655
DMRT1	SOX9	0.0624799130699521	0.0129061026008809
SOX9	DMRT1	0.062479913069952	0.0129061026008809
WT1pKTS	DMRT1	0.0621781215296598	0.0133491237881211
DMRT1	WT1pKTS	0.0621781215296597	0.0133491237881213
FOXL2	UGR	0.0596934311002028	0.0175365600990708
UGR	FOXL2	0.0596934311002027	0.0175365600990709
PGD2	SOX9	0.0565561371623219	0.0244350540198941
SOX9	PGD2	0.0565561371623219	0.0244350540198942
CTNNB1	FOXL2	0.0504874190424285	0.0445972288353281
FOXL2	CTNNB1	0.0504874190424284	0.0445972288353285
FGF9	SOX9	0.050106059066072	0.0462347712100058
SOX9	FGF9	0.0501060590660719	0.0462347712100065
RSPO1	FOXL2	0.0486547598809324	0.0529362295168017
FOXL2	RSPO1	0.0486547598809324	0.0529362295168019
NR0B1	RSPO1	0.0482671025830418	0.0548576390151843
RSPO1	NR0B1	0.0482671025830418	0.0548576390151843
CBX2	WT1pKTS	0.0440838419493289	0.0795286079218905
WT1pKTS	CBX2	0.0440838419493287	0.0795286079218919
NR0B1	FOXL2	0.0427208313240895	0.0892883067004523
