Parent	Type	Child	Weight	Probability	Score
DMRT1	+	DMRT1	0.544316	0.999997	0.566857
FGF9	-	DMRT1	-0.015241	0.072842	-0.001156
RSPO1	+	DMRT1	0.129309	0.101997	0.013735
DHH	+	DMRT1	0.029535	0.074140	0.002280
CTNNB1	-	DMRT1	-0.000113	0.040233	-0.000005
PGD2	+	DMRT1	0.132132	0.093584	0.012878
WT1mKTS	+	DMRT1	0.421051	0.401157	0.175903
SRY	+	DMRT1	0.137485	0.070164	0.010046
DKK1	+	DMRT1	0.529269	0.999983	0.551180
WNT4	-	DMRT1	-0.144508	0.272480	-0.041006
CBX2	-	DMRT1	-0.141101	0.270116	-0.039692
AMH	+	DMRT1	0.029506	0.073366	0.002254
NR0B1	+	DMRT1	0.000681	0.065251	0.000046
NR5A1	-	DMRT1	-0.490413	1.000000	-0.510724
WT1pKTS	+	DMRT1	0.343622	0.091659	0.032800
FOXL2	-	DMRT1	-0.070551	0.084507	-0.006209
UGR	-	DMRT1	-0.079572	0.126174	-0.010456
SOX9	+	DMRT1	0.288685	0.211910	0.063709
GATA4	+	DMRT1	0.212578	0.035295	0.007814
DMRT1	+	FGF9	0.211481	0.115328	0.025400
FGF9	+	FGF9	0.428177	0.990740	0.441781
RSPO1	-	FGF9	-0.110148	0.144808	-0.016611
DHH	+	FGF9	0.389681	0.936193	0.379925
CTNNB1	-	FGF9	-0.039628	0.066359	-0.002739
PGD2	+	FGF9	0.363848	0.810953	0.307284
WT1mKTS	+	FGF9	0.111639	0.078249	0.009097
SRY	+	FGF9	0.226577	0.106276	0.025077
DKK1	-	FGF9	-0.071715	0.113095	-0.008447
WNT4	-	FGF9	-0.042590	0.086415	-0.003833
CBX2	-	FGF9	-0.013673	0.059527	-0.000848
AMH	+	FGF9	0.303860	0.410717	0.129969
NR0B1	-	FGF9	-0.223209	0.803994	-0.186891
NR5A1	+	FGF9	0.173624	0.075158	0.013590
WT1pKTS	+	FGF9	0.410440	0.318859	0.136293
FOXL2	+	FGF9	0.054323	0.063218	0.003576
UGR	+	FGF9	0.014393	0.049599	0.000743
SOX9	+	FGF9	0.001449	0.072798	0.000110
GATA4	-	FGF9	-0.411952	0.965204	-0.414085
DMRT1	+	RSPO1	0.829455	0.000000	0.000000
FGF9	-	RSPO1	-0.064349	0.197047	-0.013205
RSPO1	+	RSPO1	0.977722	0.000000	0.000000
