Parent	Type	Child	Weight	Probability	Score
DMRT1	+	DMRT1	0.591017	1.000000	0.653855
FGF9	+	DMRT1	0.062717	0.087577	0.006077
RSPO1	+	DMRT1	0.087451	0.092906	0.008989
DHH	+	DMRT1	0.052176	0.084600	0.004883
CTNNB1	+	DMRT1	0.045908	0.066972	0.003401
PGD2	+	DMRT1	0.010516	0.070046	0.000815
WT1mKTS	+	DMRT1	0.321215	0.193976	0.068933
SRY	+	DMRT1	0.157467	0.084858	0.014783
DKK1	+	DMRT1	0.441738	0.995621	0.486566
WNT4	-	DMRT1	-0.143460	0.235519	-0.037380
CBX2	-	DMRT1	-0.226251	0.808735	-0.202432
AMH	+	DMRT1	0.058359	0.086190	0.005565
NR0B1	-	DMRT1	-0.006013	0.066207	-0.000440
NR5A1	-	DMRT1	-0.446627	0.999997	-0.494113
WT1pKTS	+	DMRT1	0.288816	0.123478	0.039454
FOXL2	-	DMRT1	-0.039181	0.056967	-0.002469
UGR	-	DMRT1	-0.088363	0.130403	-0.012748
SOX9	+	DMRT1	0.194420	0.119401	0.025682
GATA4	+	DMRT1	0.414880	0.739664	0.339500
DMRT1	+	FGF9	0.104657	0.122926	0.014233
FGF9	+	FGF9	0.328823	0.947280	0.344605
RSPO1	-	FGF9	-0.098864	0.115126	-0.012592
DHH	+	FGF9	0.297476	0.816637	0.268759
CTNNB1	-	FGF9	-0.079971	0.096542	-0.008541
PGD2	+	FGF9	0.367316	0.994648	0.404196
WT1mKTS	-	FGF9	-0.131770	0.156538	-0.022820
SRY	+	FGF9	0.142942	0.159807	0.025272
DKK1	-	FGF9	-0.033225	0.084712	-0.003114
WNT4	+	FGF9	0.002508	0.059886	0.000166
CBX2	+	FGF9	0.006360	0.059525	0.000419
AMH	+	FGF9	0.487303	1.000000	0.539115
NR0B1	-	FGF9	-0.191566	0.301680	-0.063936
NR5A1	+	FGF9	0.073019	0.108788	0.008788
WT1pKTS	+	FGF9	0.582028	0.996840	0.641877
FOXL2	-	FGF9	-0.003006	0.034613	-0.000115
UGR	+	FGF9	0.015784	0.053676	0.000937
SOX9	+	FGF9	0.151915	0.173577	0.029173
GATA4	-	FGF9	-0.400617	0.805234	-0.356889
DMRT1	+	RSPO1	0.338585	0.699654	0.262079
FGF9	-	RSPO1	-0.179395	0.149686	-0.029708
RSPO1	+	RSPO1	0.541109	0.999998	0.598640
DHH	-	RSPO1	-0.136252	0.118260	-0.017826
CTNNB1	+	RSPO1	0.447030	0.993367	0.491279
PGD2	+	RSPO1	0.158649	0.120448	0.021141
WT1mKTS	+	RSPO1	0.441538	0.806992	0.394203
SRY	-	RSPO1	-0.049599	0.090542	-0.004968
DKK1	+	RSPO1	0.180036	0.147831	0.029445
WNT4	+	RSPO1	0.386229	0.981017	0.419182
CBX2	+	RSPO1	0.141005	0.119464	0.018636
AMH	+	RSPO1	0.001739	0.067865	0.000131
NR0B1	-	RSPO1	-0.021595	0.069088	-0.001651
NR5A1	-	RSPO1	-0.458283	0.962823	-0.488160
WT1pKTS	-	RSPO1	-0.313229	0.388117	-0.134495
FOXL2	+	RSPO1	0.002622	0.035212	0.000102
UGR	-	RSPO1	-0.053407	0.071639	-0.004233
SOX9	-	RSPO1	-0.216335	0.192729	-0.046127
GATA4	+	RSPO1	0.349590	0.494834	0.191382
DMRT1	+	DHH	0.059276	0.075781	0.004970
FGF9	+	DHH	0.459841	0.238513	0.121339
RSPO1	-	DHH	-0.111780	0.157314	-0.019454
DHH	+	DHH	0.326058	0.046723	0.016854
CTNNB1	-	DHH	-0.012870	0.042387	-0.000604
PGD2	+	DHH	0.400523	0.083787	0.037127
WT1mKTS	-	DHH	-0.005928	0.121060	-0.000794
SRY	+	DHH	0.189830	0.026256	0.005514
DKK1	+	DHH	0.029540	0.078100	0.002552
WNT4	-	DHH	-0.025749	0.071947	-0.002050
CBX2	+	DHH	0.041567	0.076227	0.003505
AMH	+	DHH	0.382781	0.066562	0.028188
NR0B1	-	DHH	-0.232943	0.920721	-0.237279
NR5A1	+	DHH	0.066758	0.067477	0.004984
WT1pKTS	+	DHH	0.029017	0.084871	0.002725
FOXL2	-	DHH	-0.154150	0.171347	-0.029221
UGR	-	DHH	-0.014901	0.050032	-0.000825
SOX9	+	DHH	0.103638	0.068568	0.007862
GATA4	+	DHH	0.184274	0.009017	0.001838
DMRT1	-	CTNNB1	-0.028624	0.183557	-0.005813
FGF9	-	CTNNB1	-0.090853	0.569582	-0.057250
RSPO1	+	CTNNB1	1.423900	0.000000	0.000000
DHH	-	CTNNB1	-0.098072	0.635973	-0.069003
CTNNB1	+	CTNNB1	1.301210	0.000000	0.000000
PGD2	+	CTNNB1	0.534683	0.000000	0.000000
WT1mKTS	+	CTNNB1	0.350197	0.000000	0.000000
SRY	+	CTNNB1	1.189897	0.000000	0.000000
DKK1	+	CTNNB1	0.032615	0.020277	0.000732
WNT4	+	CTNNB1	0.498233	0.000000	0.000000
CBX2	+	CTNNB1	0.887433	0.000000	0.000000
AMH	-	CTNNB1	-0.010320	0.083205	-0.000950
NR0B1	+	CTNNB1	0.065957	0.002424	0.000177
NR5A1	+	CTNNB1	0.076544	0.000004	0.000000
WT1pKTS	+	CTNNB1	0.202930	0.000000	0.000000
