Parent	Type	Child	Weight	Probability	Score
DMRT1	+	DMRT1	0.620062	1.000000	0.660046
FGF9	-	DMRT1	-0.017643	0.074353	-0.001396
RSPO1	+	DMRT1	0.078794	0.084805	0.007113
DHH	+	DMRT1	0.071224	0.082748	0.006274
CTNNB1	+	DMRT1	0.021312	0.047781	0.001084
PGD2	+	DMRT1	0.091695	0.083343	0.008135
WT1mKTS	+	DMRT1	0.439098	0.049364	0.023073
SRY	+	DMRT1	0.086436	0.071355	0.006565
DKK1	+	DMRT1	0.415634	0.502157	0.222172
WNT4	-	DMRT1	-0.106912	0.170268	-0.019378
CBX2	-	DMRT1	-0.222316	0.902259	-0.213521
AMH	+	DMRT1	0.025946	0.072099	0.001991
NR0B1	+	DMRT1	0.037516	0.074138	0.002961
NR5A1	-	DMRT1	-0.475823	1.000000	-0.506505
WT1pKTS	+	DMRT1	0.414736	0.029290	0.012931
FOXL2	-	DMRT1	-0.030475	0.049968	-0.001621
UGR	-	DMRT1	-0.087014	0.143616	-0.013302
SOX9	+	DMRT1	0.313786	0.133591	0.044622
GATA4	+	DMRT1	0.220427	0.012407	0.002911
DMRT1	+	FGF9	0.545488	0.000000	0.000000
FGF9	+	FGF9	0.580617	0.000000	0.000000
RSPO1	-	FGF9	-0.078256	0.375705	-0.031297
DHH	+	FGF9	0.800650	0.000000	0.000000
CTNNB1	-	FGF9	-0.034545	0.092913	-0.003417
PGD2	+	FGF9	0.777616	0.000000	0.000000
WT1mKTS	-	FGF9	-0.075156	0.928644	-0.074294
SRY	+	FGF9	0.208961	0.000000	0.000000
DKK1	-	FGF9	-0.056636	0.409250	-0.024673
WNT4	-	FGF9	-0.038450	0.163207	-0.006680
CBX2	+	FGF9	0.013838	0.048029	0.000707
AMH	+	FGF9	1.119450	0.000000	0.000000
NR0B1	-	FGF9	-0.151456	0.999917	-0.161209
NR5A1	+	FGF9	0.622546	0.000000	0.000000
WT1pKTS	+	FGF9	0.647638	0.000000	0.000000
FOXL2	+	FGF9	0.056890	0.035902	0.002174
UGR	-	FGF9	-0.021133	0.069759	-0.001569
SOX9	+	FGF9	0.167885	0.000000	0.000000
GATA4	-	FGF9	-0.033890	0.571038	-0.020601
DMRT1	+	RSPO1	0.640830	0.000000	0.000000
FGF9	-	RSPO1	-0.145428	0.838091	-0.129741
RSPO1	+	RSPO1	1.071673	0.000000	0.000000
DHH	-	RSPO1	-0.091351	0.343327	-0.033386
CTNNB1	+	RSPO1	0.667730	0.000000	0.000000
PGD2	-	RSPO1	-0.000665	0.069347	-0.000049
WT1mKTS	+	RSPO1	0.469810	0.000000	0.000000
SRY	+	RSPO1	0.101715	0.001410	0.000153
DKK1	+	RSPO1	0.065708	0.015802	0.001105
WNT4	+	RSPO1	0.511357	0.000000	0.000000
CBX2	+	RSPO1	0.202447	0.000007	0.000002
AMH	+	RSPO1	0.057052	0.033650	0.002044
NR0B1	+	RSPO1	0.386657	0.000000	0.000000
NR5A1	-	RSPO1	-0.338779	1.000000	-0.360624
WT1pKTS	+	RSPO1	0.161734	0.000000	0.000000
FOXL2	+	RSPO1	0.025311	0.032804	0.000884
UGR	-	RSPO1	-0.075952	0.210671	-0.017033
SOX9	-	RSPO1	-0.131370	0.749127	-0.104758
GATA4	+	RSPO1	1.216241	0.000000	0.000000
DMRT1	+	DHH	0.100523	0.001640	0.000176
FGF9	+	DHH	0.501461	0.000000	0.000000
RSPO1	-	DHH	-0.097482	0.443337	-0.046004
DHH	+	DHH	0.596335	0.000000	0.000000
CTNNB1	+	DHH	0.001841	0.038945	0.000076
PGD2	+	DHH	0.874847	0.000000	0.000000
WT1mKTS	-	DHH	-0.056018	0.822073	-0.049020
SRY	+	DHH	0.218933	0.000000	0.000000
DKK1	-	DHH	-0.070165	0.374627	-0.027981
WNT4	-	DHH	-0.036068	0.128895	-0.004949
CBX2	-	DHH	-0.058610	0.201806	-0.012591
AMH	+	DHH	0.811171	0.000000	0.000000
NR0B1	-	DHH	-0.184254	0.999978	-0.196131
NR5A1	+	DHH	0.239068	0.000000	0.000000
WT1pKTS	+	DHH	0.075112	0.000089	0.000007
FOXL2	-	DHH	-0.060262	0.106588	-0.006837
UGR	+	DHH	0.012467	0.038063	0.000505
SOX9	+	DHH	0.196531	0.000000	0.000000
GATA4	+	DHH	0.606878	0.000000	0.000000
DMRT1	-	CTNNB1	-0.077966	0.119090	-0.009884
FGF9	-	CTNNB1	-0.068223	0.093884	-0.006818
RSPO1	+	CTNNB1	0.537346	0.987291	0.564726
DHH	-	CTNNB1	-0.000568	0.063021	-0.000038
CTNNB1	+	CTNNB1	0.560212	0.994630	0.593134
PGD2	-	CTNNB1	-0.089958	0.108124	-0.010354
WT1mKTS	-	CTNNB1	-0.304126	0.739018	-0.239248
SRY	+	CTNNB1	0.256363	0.027875	0.007607
DKK1	-	CTNNB1	-0.058593	0.103733	-0.006470
WNT4	+	CTNNB1	0.051860	0.074530	0.004114
