Parent	Type	Child	Weight	Probability	Score
DMRT1	+	DMRT1	0.310021	0.275771	0.126176
FGF9	+	DMRT1	0.010008	0.039123	0.000578
RSPO1	+	DMRT1	0.086559	0.085444	0.010915
DHH	+	DMRT1	0.116124	0.089552	0.015347
CTNNB1	+	DMRT1	0.110969	0.082630	0.013532
PGD2	-	DMRT1	-0.012132	0.038021	-0.000681
WT1mKTS	+	DMRT1	0.122233	0.062828	0.011334
SRY	+	DMRT1	0.024119	0.050625	0.001802
DKK1	+	DMRT1	0.206796	0.125658	0.038350
WNT4	+	DMRT1	0.108560	0.079194	0.012688
CBX2	+	DMRT1	0.008274	0.063998	0.000781
AMH	+	DMRT1	0.033877	0.047246	0.002362
NR0B1	-	DMRT1	-0.105031	0.141500	-0.021933
NR5A1	+	DMRT1	0.047040	0.082946	0.005758
WT1pKTS	+	DMRT1	0.159221	0.077764	0.018273
FOXL2	-	DMRT1	-0.099522	0.123238	-0.018101
UGR	+	DMRT1	0.075789	0.089180	0.009975
SOX9	+	DMRT1	0.102809	0.084949	0.012889
GATA4	+	DMRT1	0.071441	0.080855	0.008525
DMRT1	+	FGF9	0.153803	0.138899	0.031528
FGF9	+	FGF9	0.165615	0.141363	0.034552
RSPO1	+	FGF9	0.000649	0.079352	0.000076
DHH	+	FGF9	0.023759	0.044102	0.001546
CTNNB1	+	FGF9	0.000393	0.079865	0.000046
PGD2	+	FGF9	0.123857	0.108031	0.019747
WT1mKTS	-	FGF9	-0.497299	0.941321	-0.690860
SRY	+	FGF9	0.028962	0.057544	0.002460
DKK1	+	FGF9	0.039989	0.058818	0.003471
WNT4	+	FGF9	0.024165	0.088058	0.003140
CBX2	-	FGF9	-0.013937	0.063058	-0.001297
AMH	+	FGF9	0.154082	0.133123	0.030272
NR0B1	-	FGF9	-0.063389	0.099565	-0.009314
NR5A1	-	FGF9	-0.028771	0.076223	-0.003236
WT1pKTS	+	FGF9	0.028775	0.079044	0.003357
FOXL2	+	FGF9	0.125120	0.150308	0.027755
UGR	+	FGF9	0.192309	0.323085	0.091696
SOX9	+	FGF9	0.223472	0.249561	0.082307
GATA4	+	FGF9	0.663293	0.999808	0.978717
DMRT1	+	RSPO1	0.102868	0.029809	0.004525
FGF9	+	RSPO1	0.000289	0.038657	0.000016
RSPO1	+	RSPO1	1.158719	0.000000	0.000000
DHH	-	RSPO1	-0.012396	0.042414	-0.000776
CTNNB1	+	RSPO1	0.838906	0.000000	0.000000
PGD2	+	RSPO1	0.084746	0.044683	0.005588
WT1mKTS	+	RSPO1	0.246155	0.000000	0.000000
SRY	-	RSPO1	-0.042686	0.111774	-0.007041
DKK1	+	RSPO1	0.032062	0.044245	0.002094
WNT4	-	RSPO1	-0.012294	0.133739	-0.002427
CBX2	-	RSPO1	-0.279946	1.000000	-0.413151
AMH	+	RSPO1	0.038044	0.044858	0.002519
NR0B1	+	RSPO1	0.178123	0.000000	0.000000
NR5A1	-	RSPO1	-0.076090	0.396474	-0.044522
WT1pKTS	+	RSPO1	0.048245	0.030980	0.002206
FOXL2	+	RSPO1	0.211226	0.000000	0.000000
UGR	-	RSPO1	-0.105309	0.649323	-0.100916
SOX9	+	RSPO1	0.009689	0.036562	0.000523
GATA4	+	RSPO1	0.983440	0.000000	0.000000
DMRT1	+	DHH	0.143611	0.006486	0.001375
FGF9	+	DHH	0.121055	0.018040	0.003223
RSPO1	-	DHH	-0.010443	0.113571	-0.001750
DHH	+	DHH	0.088500	0.030746	0.004016
CTNNB1	+	DHH	0.106317	0.000094	0.000015
PGD2	+	DHH	0.142977	0.012533	0.002645
WT1mKTS	+	DHH	0.137258	0.000000	0.000000
SRY	+	DHH	0.028427	0.037474	0.001572
DKK1	-	DHH	-0.017783	0.049972	-0.001311
WNT4	+	DHH	0.015634	0.049906	0.001152
CBX2	+	DHH	0.074755	0.012312	0.001358
AMH	+	DHH	0.097750	0.027014	0.003897
NR0B1	+	DHH	0.425490	0.000000	0.000000
NR5A1	+	DHH	0.035337	0.035217	0.001837
WT1pKTS	-	DHH	-0.003792	0.077924	-0.000436
FOXL2	+	DHH	0.151130	0.000000	0.000000
UGR	+	DHH	0.208186	0.000000	0.000000
SOX9	+	DHH	0.139108	0.009974	0.002048
GATA4	+	DHH	0.738302	0.000000	0.000000
DMRT1	+	CTNNB1	0.021642	0.046384	0.001481
FGF9	-	CTNNB1	-0.011932	0.042107	-0.000741
RSPO1	+	CTNNB1	0.632712	1.000000	0.933772
DHH	+	CTNNB1	0.011860	0.038406	0.000672
CTNNB1	+	CTNNB1	0.374911	0.317042	0.175421
PGD2	+	CTNNB1	0.020699	0.043423	0.001327
WT1mKTS	+	CTNNB1	0.281321	0.014435	0.005993
SRY	-	CTNNB1	-0.073054	0.111784	-0.012052
DKK1	+	CTNNB1	0.140454	0.110267	0.022857
