Gene1	Gene2	corVal	pValue
DMRT1	DMRT1	1	0
FGF9	FGF9	1	0
RSPO1	RSPO1	1	0
DHH	DHH	1	0
CTNNB1	CTNNB1	1	0
PGD2	PGD2	1	0
WT1mKTS	WT1mKTS	1	0
SRY	SRY	1	0
DKK1	DKK1	1	0
WNT4	WNT4	1	0
CBX2	CBX2	1	0
AMH	AMH	1	0
NR0B1	NR0B1	1	0
NR5A1	NR5A1	1	0
WT1pKTS	WT1pKTS	1	0
FOXL2	FOXL2	1	0
UGR	UGR	1	0
SOX9	SOX9	1	0
GATA4	GATA4	1	0
NR5A1	WT1pKTS	0.359080454186462	2.25872555523918e-49
WT1pKTS	NR5A1	0.359080454186462	2.25872555523931e-49
DMRT1	DKK1	0.288293025681739	1.1227853641752e-31
DKK1	DMRT1	0.288293025681739	1.1227853641753e-31
WNT4	NR0B1	0.2327012846483	6.58390537962244e-21
NR0B1	WNT4	0.232701284648299	6.58390537962292e-21
CTNNB1	RSPO1	0.21623537576674	3.32854662215516e-18
RSPO1	CTNNB1	0.21623537576674	3.32854662215518e-18
UGR	CBX2	0.204688488383556	1.95640523796815e-16
CBX2	UGR	0.204688488383556	1.95640523796823e-16
SRY	DMRT1	0.198416012724478	1.61955348025412e-15
DMRT1	SRY	0.198416012724478	1.61955348025412e-15
SRY	DKK1	0.1922837666535	1.19612819660826e-14
DKK1	SRY	0.1922837666535	1.19612819660828e-14
WNT4	CTNNB1	0.186904782235877	6.54705080930977e-14
CTNNB1	WNT4	0.186904782235877	6.54705080930999e-14
NR5A1	CBX2	0.166410226153486	2.69710513430617e-11
CBX2	NR5A1	0.166410226153486	2.69710513430625e-11
NR0B1	SRY	0.149319859242093	2.37569040520217e-09
SRY	NR0B1	0.149319859242093	2.37569040520219e-09
WT1mKTS	GATA4	0.138599749968153	3.07968211853813e-08
GATA4	WT1mKTS	0.138599749968153	3.07968211853817e-08
WNT4	RSPO1	0.137174578051957	4.26855362204745e-08
RSPO1	WNT4	0.137174578051957	4.26855362204747e-08
SOX9	DKK1	0.13159932280026	1.48294027717307e-07
DKK1	SOX9	0.13159932280026	1.48294027717312e-07
FGF9	DHH	0.123732489516576	7.89142746156526e-07
DHH	FGF9	0.123732489516576	7.89142746156541e-07
AMH	DHH	0.1196670620996	1.80073320710278e-06
DHH	AMH	0.1196670620996	1.80073320710279e-06
PGD2	AMH	0.11433136120497	5.10899798643851e-06
AMH	PGD2	0.11433136120497	5.10899798643861e-06
UGR	WT1pKTS	0.114043903262495	5.39731264328003e-06
WT1pKTS	UGR	0.114043903262495	5.39731264328005e-06
WT1pKTS	SRY	0.113668454273805	5.79738106102865e-06
SRY	WT1pKTS	0.113668454273805	5.7973810610287e-06
WT1pKTS	WT1mKTS	0.110211999699829	1.1080956859966e-05
WT1mKTS	WT1pKTS	0.110211999699829	1.10809568599662e-05
DHH	PGD2	0.108565231816448	1.49879271752623e-05
PGD2	DHH	0.108565231816448	1.49879271752624e-05
GATA4	WT1pKTS	0.0911617413140929	0.000281511123068141
WT1pKTS	GATA4	0.0911617413140927	0.000281511123068149
FGF9	AMH	0.0884253043259218	0.000427829581427987
AMH	FGF9	0.0884253043259218	0.000427829581427989
NR0B1	CTNNB1	0.0822892057795031	0.00104913510295402
CTNNB1	NR0B1	0.0822892057795031	0.00104913510295403
NR5A1	SOX9	0.0819863754507442	0.00109499934479208
SOX9	NR5A1	0.0819863754507441	0.00109499934479209
DMRT1	SOX9	0.0777161512704981	0.00197260920152263
SOX9	DMRT1	0.0777161512704979	0.0019726092015227
DMRT1	WT1pKTS	0.0746467842061389	0.00296091050102261
WT1pKTS	DMRT1	0.0746467842061388	0.00296091050102266
CTNNB1	FOXL2	0.0746359860457733	0.00296507028879579
FOXL2	CTNNB1	0.0746359860457731	0.00296507028879586
WT1pKTS	CBX2	0.06625647256501	0.00836533562180765
CBX2	WT1pKTS	0.0662564725650099	0.0083653356218077
DHH	SOX9	0.0560005012751856	0.0258754024084524
SOX9	DHH	0.0560005012751856	0.0258754024084525
SOX9	PGD2	0.0557206803690109	0.0266281388549802
PGD2	SOX9	0.0557206803690109	0.0266281388549802
UGR	FOXL2	0.0556729300869509	0.0267584598984483
FOXL2	UGR	0.0556729300869508	0.0267584598984484
FGF9	PGD2	0.0554316438945673	0.0274254309693307
PGD2	FGF9	0.0554316438945673	0.0274254309693308
RSPO1	FOXL2	0.0550496803939435	0.0285105575960666
FOXL2	RSPO1	0.0550496803939434	0.0285105575960669
CBX2	GATA4	0.0492402890886235	0.0501408172222556
GATA4	CBX2	0.0492402890886235	0.0501408172222558
RSPO1	NR0B1	0.0474536960361204	0.0590784608771446
NR0B1	RSPO1	0.0474536960361204	0.0590784608771447
