	DMRT1	FGF9	RSPO1	DHH	CTNNB1	PGD2	WT1mKTS	SRY	DKK1	WNT4	CBX2	AMH	NR0B1	NR5A1	WT1pKTS	FOXL2	UGR	SOX9	GATA4
DMRT1	1.0	0.5271799404803132	-0.4514337837377727	0.5163711339612016	-0.5512516198696751	0.5488413003520025	-0.42634872838974086	0.7186270339095718	0.8476044460764807	-0.6083122941669077	-0.2916310498934588	0.5203579784330392	-0.38184681617360194	0.30918231410760855	0.41857035220609884	-0.5616859454720826	-0.2750904622403986	0.7108663699540245	-0.45472495842062827
FGF9	0.5271799404803132	1.0	-0.5529308504468045	0.76905598548734	-0.49713144968726497	0.769642364702081	-0.4786477453303574	0.4162748296207314	0.5286098202760631	-0.6886478834391736	-0.26888269186529123	0.7613938786683304	-0.625040917116448	0.3352418071758452	0.20946755788958935	-0.34959631481849457	-0.16012681341065182	0.6854111455908077	-0.4949530835755809
RSPO1	-0.4514337837377727	-0.5529308504468045	1.0	-0.5517260434634687	0.85548075083588	-0.5537186518474415	0.26104121710411143	-0.5253972861433273	-0.45668506235907785	0.7656945122760517	-0.2898232361363239	-0.5406689298140709	0.6508881276612183	-0.7450418596634891	-0.5986157020738262	0.6878367915642959	-0.3059227021970619	-0.5844179626255831	0.26529584628552355
DHH	0.5163711339612016	0.76905598548734	-0.5517260434634687	1.0	-0.49811731764248074	0.7743176050586617	-0.46836699763900397	0.40841187823493263	0.5233173776438248	-0.6756456580393569	-0.25528227614503823	0.7573797411446038	-0.6193556300297666	0.34645721649769684	0.2191695485046754	-0.3495675041664093	-0.15743047839573918	0.6806382890418101	-0.49376620903746754
CTNNB1	-0.5512516198696751	-0.49713144968726497	0.85548075083588	-0.49811731764248074	1.0	-0.5148067040474829	0.2582135058282939	-0.5874900615980526	-0.5421403107712772	0.7503692428192146	-0.2787478503871185	-0.5016204295839924	0.6195427249372256	-0.7187409475140153	-0.6580549071222924	0.7527452384589087	-0.2934189413049801	-0.5696730210740178	0.258885023652876
PGD2	0.5488413003520025	0.769642364702081	-0.5537186518474415	0.7743176050586617	-0.5148067040474829	1.0	-0.483778179301222	0.4416475528278921	0.5472439953938322	-0.6962461712975035	-0.2672022685750864	0.7704277649851562	-0.6344573573285714	0.3559470602925473	0.24943112005630957	-0.37894454673336453	-0.17591410136724703	0.6933122678781986	-0.49952744447867486
WT1mKTS	-0.42634872838974086	-0.4786477453303574	0.26104121710411143	-0.46836699763900397	0.2582135058282939	-0.483778179301222	1.0	-0.38543802927090337	-0.4372794513105651	0.36249146119673986	0.19314364730979483	-0.4732404224845933	0.31759025351225223	-0.1497992751256292	-0.10213345139158814	0.23084054047929078	0.03574095902505938	-0.4694493523431568	0.7980485876923696
SRY	0.7186270339095718	0.4162748296207314	-0.5253972861433273	0.40841187823493263	-0.5874900615980526	0.4416475528278921	-0.38543802927090337	1.0	0.7249064799860703	-0.4643820082692629	-0.06503390729052004	0.4200003213319993	-0.2572155217030052	0.4883104725475023	0.5719005030374308	-0.7006942732810155	-0.20031393570329364	0.5960936940644886	-0.3812615624911855
DKK1	0.8476044460764807	0.5286098202760631	-0.45668506235907785	0.5233173776438248	-0.5421403107712772	0.5472439953938322	-0.4372794513105651	0.7249064799860703	1.0	-0.5987086747748032	-0.30015323666200083	0.5242017695735343	-0.3824694869289151	0.3137322050057528	0.41271980702003375	-0.5691000681251062	-0.2751002554473751	0.7265017473360269	-0.4573774675093286
WNT4	-0.6083122941669077	-0.6886478834391736	0.7656945122760517	-0.6756456580393569	0.7503692428192146	-0.6962461712975035	0.36249146119673986	-0.4643820082692629	-0.5987086747748032	1.0	-0.0030433926881310185	-0.6691603201559023	0.769123676431422	-0.5557224371810178	-0.449291839007991	0.5603271158598225	-0.12648612137113577	-0.7206805341088834	0.3851104305644354
