Parent	Type	Child	Weight	Probability	Score
DMRT1	+	DMRT1	0.613750	1.000000	0.651691
FGF9	+	DMRT1	0.004888	0.070738	0.000367
RSPO1	+	DMRT1	0.085574	0.102664	0.009328
DHH	+	DMRT1	0.032750	0.080213	0.002789
CTNNB1	-	DMRT1	-0.033989	0.058836	-0.002123
PGD2	+	DMRT1	0.087161	0.111775	0.010345
WT1mKTS	+	DMRT1	0.621187	1.000000	0.659588
SRY	+	DMRT1	0.074892	0.106576	0.008475
DKK1	+	DMRT1	0.464253	1.000000	0.492953
WNT4	-	DMRT1	-0.109453	0.126828	-0.014740
CBX2	-	DMRT1	-0.213007	0.453502	-0.102571
AMH	+	DMRT1	0.027582	0.076029	0.002227
NR0B1	-	DMRT1	-0.011855	0.066362	-0.000835
NR5A1	-	DMRT1	-0.465616	0.999949	-0.494375
WT1pKTS	+	DMRT1	0.334682	0.963873	0.342533
FOXL2	-	DMRT1	-0.070160	0.079203	-0.005900
UGR	-	DMRT1	-0.083353	0.110350	-0.009767
SOX9	+	DMRT1	0.217566	0.352904	0.081526
GATA4	-	DMRT1	-0.081619	0.143365	-0.012425
DMRT1	+	FGF9	1.067459	0.000000	0.000000
FGF9	+	FGF9	1.589575	0.000000	0.000000
RSPO1	-	FGF9	-0.092495	0.965718	-0.094846
DHH	+	FGF9	1.546077	0.000000	0.000000
CTNNB1	-	FGF9	-0.024953	0.105419	-0.002793
PGD2	+	FGF9	1.598917	0.000000	0.000000
WT1mKTS	+	FGF9	0.245931	0.000000	0.000000
SRY	+	FGF9	1.309928	0.000000	0.000000
DKK1	+	FGF9	0.005221	0.055687	0.000309
WNT4	+	FGF9	0.011594	0.035821	0.000441
CBX2	-	FGF9	-0.011207	0.091045	-0.001083
AMH	+	FGF9	1.767975	0.000000	0.000000
NR0B1	-	FGF9	-0.134235	1.000000	-0.142533
NR5A1	+	FGF9	1.205892	0.000000	0.000000
WT1pKTS	+	FGF9	0.773411	0.000000	0.000000
FOXL2	+	FGF9	0.008412	0.026423	0.000236
UGR	+	FGF9	0.049245	0.004838	0.000253
SOX9	+	FGF9	0.713650	0.000000	0.000000
GATA4	-	FGF9	-0.065860	0.988351	-0.069117
DMRT1	+	RSPO1	0.262825	0.257797	0.071944
FGF9	-	RSPO1	-0.202527	0.181359	-0.039001
RSPO1	+	RSPO1	0.547474	0.999997	0.581317
DHH	-	RSPO1	-0.186876	0.163889	-0.032520
CTNNB1	+	RSPO1	0.547134	0.999992	0.580953
PGD2	+	RSPO1	0.136079	0.105548	0.015251
WT1mKTS	+	RSPO1	0.760815	0.999542	0.807478
SRY	+	RSPO1	0.003770	0.080422	0.000322
DKK1	+	RSPO1	0.127282	0.108896	0.014717
WNT4	+	RSPO1	0.290186	0.408395	0.125837
CBX2	+	RSPO1	0.141849	0.116355	0.017525
AMH	+	RSPO1	0.122143	0.100808	0.013074
