Parent	Type	Child	Weight	Probability	Score
DMRT1	+	DMRT1	0.278579	0.334478	0.119808
FGF9	+	DMRT1	0.082567	0.078131	0.008295
RSPO1	+	DMRT1	0.140142	0.144226	0.025988
DHH	+	DMRT1	0.084730	0.080160	0.008733
CTNNB1	+	DMRT1	0.071911	0.103982	0.009614
PGD2	+	DMRT1	0.062324	0.064750	0.005189
WT1mKTS	+	DMRT1	0.079824	0.118134	0.012125
SRY	+	DMRT1	0.122027	0.113459	0.017802
DKK1	+	DMRT1	0.164473	0.126426	0.026736
WNT4	+	DMRT1	0.157371	0.127064	0.025711
CBX2	-	DMRT1	-0.018752	0.065986	-0.001591
AMH	+	DMRT1	0.074491	0.074673	0.007152
NR0B1	+	DMRT1	0.896754	0.000000	0.000000
NR5A1	+	DMRT1	0.097715	0.111801	0.014047
WT1pKTS	+	DMRT1	0.108375	0.118338	0.016490
FOXL2	-	DMRT1	-0.007910	0.067521	-0.000687
UGR	+	DMRT1	0.078223	0.098373	0.009894
SOX9	+	DMRT1	0.108845	0.093359	0.013066
GATA4	+	DMRT1	0.033148	0.108763	0.004636
DMRT1	+	FGF9	0.117351	0.109523	0.016526
FGF9	+	FGF9	0.203338	0.188781	0.049357
RSPO1	-	FGF9	-0.033094	0.087194	-0.003710
DHH	+	FGF9	0.028057	0.047269	0.001705
CTNNB1	+	FGF9	0.106796	0.121948	0.016746
PGD2	+	FGF9	0.050583	0.061836	0.004022
WT1mKTS	-	FGF9	-0.221044	0.236714	-0.067278
SRY	+	FGF9	0.003090	0.039901	0.000159
DKK1	+	FGF9	0.109366	0.104094	0.014638
WNT4	+	FGF9	0.072285	0.100320	0.009324
CBX2	+	FGF9	0.005058	0.063669	0.000414
AMH	+	FGF9	0.154483	0.132957	0.026410
NR0B1	-	FGF9	-0.093485	0.108030	-0.012985
NR5A1	+	FGF9	0.001277	0.071027	0.000117
WT1pKTS	+	FGF9	0.046308	0.091702	0.005460
FOXL2	+	FGF9	0.107972	0.130545	0.018123
UGR	+	FGF9	0.207245	0.410359	0.109349
SOX9	+	FGF9	0.138586	0.120481	0.021469
GATA4	+	FGF9	0.358380	0.741603	0.341730
DMRT1	+	RSPO1	0.119376	0.072693	0.011158
FGF9	-	RSPO1	-0.029278	0.055207	-0.002078
RSPO1	+	RSPO1	0.656763	0.000000	0.000000
DHH	-	RSPO1	-0.000050	0.036470	-0.000002
CTNNB1	+	RSPO1	0.582003	0.000000	0.000000
PGD2	+	RSPO1	0.086355	0.073866	0.008202
WT1mKTS	+	RSPO1	0.275185	0.000000	0.000000
SRY	-	RSPO1	-0.056630	0.107114	-0.007799
DKK1	+	RSPO1	0.013372	0.041519	0.000714
WNT4	+	RSPO1	0.050174	0.054504	0.003516
CBX2	-	RSPO1	-0.340475	1.000000	-0.437777
AMH	+	RSPO1	0.077014	0.071975	0.007127
NR0B1	+	RSPO1	0.041717	0.061654	0.003307
NR5A1	-	RSPO1	-0.076427	0.179508	-0.017640
WT1pKTS	+	RSPO1	0.045815	0.066168	0.003898
FOXL2	+	RSPO1	0.160476	0.005796	0.001196
UGR	-	RSPO1	-0.120814	0.359795	-0.055891
SOX9	-	RSPO1	-0.001048	0.037869	-0.000051
GATA4	+	RSPO1	0.544196	0.000000	0.000000
DMRT1	+	DHH	0.088371	0.024577	0.002793
FGF9	+	DHH	0.054699	0.035336	0.002485
RSPO1	+	DHH	0.039917	0.018713	0.000960
DHH	+	DHH	0.040943	0.035324	0.001860
CTNNB1	+	DHH	0.148773	0.000000	0.000000
PGD2	+	DHH	0.128209	0.014120	0.002328
WT1mKTS	+	DHH	0.732863	0.000000	0.000000
SRY	+	DHH	0.003289	0.037103	0.000157
DKK1	+	DHH	0.025944	0.035923	0.001198
WNT4	-	DHH	-0.007779	0.116995	-0.001170
CBX2	+	DHH	0.016971	0.050610	0.001104
AMH	+	DHH	0.229890	0.000060	0.000018
NR0B1	+	DHH	0.370933	0.000000	0.000000
NR5A1	+	DHH	0.078787	0.002472	0.000250
WT1pKTS	+	DHH	0.009125	0.058755	0.000689
FOXL2	+	DHH	0.104254	0.000104	0.000014
UGR	+	DHH	0.363675	0.000000	0.000000
SOX9	+	DHH	0.105338	0.019286	0.002612
GATA4	+	DHH	0.105765	0.000000	0.000000
DMRT1	+	CTNNB1	0.045667	0.055145	0.003238
FGF9	-	CTNNB1	-0.055880	0.095332	-0.006850
RSPO1	+	CTNNB1	0.749791	0.000000	0.000000
DHH	-	CTNNB1	-0.042773	0.076776	-0.004222
CTNNB1	+	CTNNB1	0.670018	0.000000	0.000000
PGD2	+	CTNNB1	0.043478	0.052025	0.002908
WT1mKTS	+	CTNNB1	0.214909	0.000000	0.000000
SRY	-	CTNNB1	-0.030627	0.075580	-0.002976
DKK1	+	CTNNB1	0.092987	0.054606	0.006529
WNT4	+	CTNNB1	0.119951	0.000501	0.000077
CBX2	-	CTNNB1	-0.312360	1.000000	-0.401627
