Regulator	Target	SINGE_Score
GATA4	CTNNB1	6
GATA4	CBX2	1.5
GATA4	RSPO1	0.66666
WT1mKTS	WT1pKTS	0.375
WT1mKTS	NR5A1	0.24
GATA4	FGF9	0.16666
WT1mKTS	PGD2	0.12244
WT1mKTS	CBX2	0.09375
WT1mKTS	FOXL2	0.07407
GATA4	NR0B1	0.06
PGD2	UGR	0.04958
WT1mKTS	UGR	0.04166
WT1mKTS	NR0B1	0.0355
WT1mKTS	RSPO1	0.03061
SOX9	UGR	0.02666
WT1mKTS	AMH	0.02343
WT1mKTS	WNT4	0.02076
SOX9	CBX2	0.01851
GATA4	DHH	0.01662
WNT4	FOXL2	0.015
GATA4	FOXL2	0.01239
WNT4	WT1pKTS	0.01134
WNT4	NR5A1	0.01041
GATA4	UGR	0.0096
WT1mKTS	DMRT1	0.00887
WNT4	SRY	0.00823
WNT4	RSPO1	0.00765
PGD2	RSPO1	0.00713
WNT4	CTNNB1	0.00666
DKK1	UGR	0.00624
SOX9	CTNNB1	0.00585
DMRT1	SRY	0.0055
PGD2	NR0B1	0.00519
PGD2	WNT4	0.00489
DMRT1	NR5A1	0.00462
SOX9	NR0B1	0.00438
PGD2	CTNNB1	0.00415
DHH	CTNNB1	0.00394
SOX9	WNT4	0.00375
DMRT1	RSPO1	0.00356
SOX9	RSPO1	0.0034
FGF9	NR5A1	0.00309
SOX9	NR5A1	0.00296
DMRT1	FOXL2	0.00283
PGD2	FOXL2	0.00271
RSPO1	FOXL2	0.0026
PGD2	NR5A1	0.00249
DMRT1	WT1pKTS	0.0024
GATA4	WNT4	0.0023
DHH	RSPO1	0.00221
PGD2	WT1pKTS	0.00213
WNT4	CBX2	0.00205
CBX2	FOXL2	0.00198
PGD2	CBX2	0.00191
CBX2	SRY	0.00184
DKK1	CTNNB1	0.00178
DMRT1	CBX2	0.00172
CBX2	RSPO1	0.00166
SOX9	WT1pKTS	0.00161
FGF9	UGR	0.00151
DKK1	WT1pKTS	0.00142
WNT4	UGR	0.00137
FGF9	CBX2	0.00133
GATA4	SOX9	0.00129
NR0B1	SRY	0.00126
GATA4	DMRT1	0.00122
WT1mKTS	CTNNB1	0.00119
CTNNB1	UGR	0.00115
RSPO1	UGR	0.00112
DHH	UGR	0.00109
FGF9	WNT4	0.00106
NR5A1	WT1pKTS	0.00103
DKK1	NR0B1	0.00101
NR5A1	FOXL2	0.00098
RSPO1	CBX2	0.00096
UGR	WT1pKTS	0.00093
AMH	SRY	0.00091
DKK1	WNT4	0.00089
NR0B1	WT1pKTS	0.00087
FGF9	CTNNB1	0.00085
WT1mKTS	SRY	0.00083
RSPO1	NR5A1	0.00081
GATA4	PGD2	0.00079
GATA4	SRY	0.00077
FOXL2	CTNNB1	0.00075
NR5A1	CTNNB1	0.00074
DKK1	CBX2	0.00072
DHH	SRY	0.0007
WT1mKTS	DHH	0.00069
UGR	CBX2	0.00067
PGD2	SOX9	0.00065
SOX9	FOXL2	0.00062
DKK1	SRY	0.00061
PGD2	AMH	0.0006
RSPO1	CTNNB1	0.00058
WT1mKTS	SOX9	0.00057
CTNNB1	RSPO1	0.00056
AMH	FGF9	0.00055
AMH	RSPO1	0.00054
SOX9	FGF9	0.00053
PGD2	DHH	0.00052
AMH	CTNNB1	0.00051
CBX2	NR5A1	0.0005
FGF9	RSPO1	0.00049
RSPO1	WT1pKTS	0.00048
WT1pKTS	CTNNB1	0.00047
NR5A1	NR0B1	0.00046
PGD2	DMRT1	0.00046
DHH	DMRT1	0.00045
NR5A1	CBX2	0.00044
WT1mKTS	GATA4	0.00043
FOXL2	CBX2	0.00043
DKK1	DHH	0.00042
PGD2	SRY	0.00041
AMH	CBX2	0.0004
DKK1	NR5A1	0.0004
DKK1	RSPO1	0.00039
DHH	WT1pKTS	0.00039
FGF9	AMH	0.00038
DMRT1	CTNNB1	0.00037
FOXL2	SRY	0.00037
DHH	SOX9	0.00036
