Regulator	Target	SINGE_Score
WT1mKTS	CBX2	6
WT1pKTS	DKK1	1.5
WT1pKTS	UGR	0.66666
WT1pKTS	CBX2	0.375
WT1mKTS	DKK1	0.24
WT1pKTS	DMRT1	0.16666
GATA4	NR0B1	0.12244
WT1mKTS	SRY	0.09375
GATA4	WNT4	0.07407
GATA4	FGF9	0.06
GATA4	PGD2	0.04958
GATA4	SOX9	0.04166
WT1pKTS	SRY	0.0355
GATA4	AMH	0.03061
WT1mKTS	PGD2	0.02666
WT1mKTS	DMRT1	0.02343
SRY	NR0B1	0.02076
GATA4	RSPO1	0.01851
WT1pKTS	AMH	0.01662
WT1mKTS	SOX9	0.015
WT1mKTS	NR0B1	0.0136
GATA4	FOXL2	0.01239
WT1mKTS	CTNNB1	0.01134
SRY	RSPO1	0.01041
WT1pKTS	PGD2	0.0096
WT1mKTS	DHH	0.00887
WT1mKTS	FGF9	0.00823
GATA4	UGR	0.00765
WT1mKTS	FOXL2	0.00713
WT1pKTS	SOX9	0.00666
NR0B1	CBX2	0.00624
WT1mKTS	WNT4	0.00585
SRY	DKK1	0.0055
AMH	WNT4	0.00519
WT1mKTS	AMH	0.00462
NR0B1	UGR	0.00438
WT1mKTS	UGR	0.00394
AMH	CBX2	0.00375
WT1pKTS	NR0B1	0.0034
GATA4	DKK1	0.00324
FOXL2	SRY	0.00296
WT1mKTS	RSPO1	0.00283
AMH	DKK1	0.00271
FOXL2	DHH	0.0026
RSPO1	UGR	0.00249
WT1pKTS	DHH	0.0024
AMH	NR0B1	0.0023
UGR	RSPO1	0.00221
UGR	FGF9	0.00213
SRY	WNT4	0.00205
GATA4	CTNNB1	0.00198
WT1pKTS	CTNNB1	0.00191
UGR	AMH	0.00184
NR5A1	PGD2	0.00172
GATA4	CBX2	0.00166
UGR	WNT4	0.00161
AMH	DMRT1	0.00151
UGR	NR0B1	0.00146
AMH	RSPO1	0.00142
GATA4	DMRT1	0.00137
SRY	SOX9	0.00133
GATA4	DHH	0.00129
DMRT1	UGR	0.00126
FOXL2	CBX2	0.00122
WT1mKTS	NR5A1	0.00119
PGD2	SRY	0.00115
NR5A1	FGF9	0.00112
AMH	FGF9	0.00109
SOX9	NR0B1	0.00106
UGR	DKK1	0.00103
PGD2	RSPO1	0.00101
SOX9	FGF9	0.00098
PGD2	UGR	0.00096
UGR	PGD2	0.00093
UGR	SOX9	0.00091
UGR	CTNNB1	0.00087
WT1pKTS	NR5A1	0.00085
CTNNB1	CBX2	0.00083
NR5A1	WNT4	0.00079
SOX9	DHH	0.00077
FOXL2	PGD2	0.00075
AMH	SOX9	0.00074
PGD2	CTNNB1	0.00072
AMH	PGD2	0.0007
DHH	DKK1	0.00069
UGR	DMRT1	0.00067
AMH	DHH	0.00066
GATA4	SRY	0.00065
SRY	NR5A1	0.00063
CBX2	RSPO1	0.00062
FGF9	RSPO1	0.00061
DHH	WNT4	0.0006
FGF9	NR0B1	0.00058
NR0B1	DMRT1	0.00057
WT1pKTS	RSPO1	0.00056
WNT4	RSPO1	0.00055
FOXL2	NR0B1	0.00054
WNT4	UGR	0.00053
RSPO1	DMRT1	0.00052
UGR	DHH	0.00051
RSPO1	CBX2	0.0005
DMRT1	DHH	0.00049
AMH	UGR	0.00048
CBX2	SOX9	0.00047
CTNNB1	DMRT1	0.00046
NR5A1	AMH	0.00046
CBX2	NR0B1	0.00045
NR5A1	SOX9	0.00043
AMH	CTNNB1	0.00043
UGR	NR5A1	0.00042
FOXL2	FGF9	0.00041
FGF9	DHH	0.0004
DHH	SRY	0.0004
SOX9	WNT4	0.00039
NR0B1	AMH	0.00038
UGR	CBX2	0.00037
CTNNB1	DKK1	0.00037
DHH	UGR	0.00036
DMRT1	NR0B1	0.00036
CBX2	DHH	0.00035
