Gene1	Gene2	Score
CTNNB1	RSPO1	0.87855738239624
RSPO1	CTNNB1	0.87855738239624
NR0B1	FOXL2	0.860663014890655
UGR	FOXL2	-0.860200987838328
UGR	RSPO1	-0.859153097247709
WNT4	RSPO1	0.857246774442207
WNT4	FOXL2	0.855939312202752
RSPO1	FOXL2	0.85425105758542
UGR	CTNNB1	-0.854037060689857
GATA4	WT1mKTS	0.853226743755423
WT1mKTS	GATA4	0.853226743755423
CTNNB1	FOXL2	0.849342481604212
NR0B1	WNT4	0.849205882821751
WNT4	NR0B1	0.849205882821751
NR0B1	RSPO1	0.846641269626889
NR0B1	CTNNB1	0.844609912123946
WNT4	CTNNB1	0.84434263559301
CBX2	FOXL2	-0.842499859936588
UGR	CBX2	0.832360300942618
CBX2	NR5A1	0.831619384346566
CTNNB1	CBX2	-0.831181763171748
RSPO1	CBX2	-0.829968982564388
CTNNB1	NR5A1	-0.825962662375104
RSPO1	NR5A1	-0.82236492308472
UGR	NR5A1	0.822056481476603
CBX2	CTNNB1	-0.821793857975578
CBX2	RSPO1	-0.819259733068772
NR5A1	WT1pKTS	0.810388461270475
NR5A1	FOXL2	-0.810324691110274
UGR	WT1pKTS	0.808141961072105
CTNNB1	WT1pKTS	-0.806991072136877
CBX2	WT1pKTS	0.805355666803739
RSPO1	WT1pKTS	-0.805048718080597
NR0B1	UGR	-0.804539695837324
WNT4	UGR	-0.803493831123058
WNT4	CBX2	-0.794605921541558
NR0B1	CBX2	-0.79445080875701
FOXL2	WT1pKTS	-0.792913062622011
FOXL2	NR5A1	-0.786122475659864
WNT4	NR5A1	-0.7775560110673
NR0B1	NR5A1	-0.776133024546052
NR0B1	WT1pKTS	-0.77208400882996
WNT4	WT1pKTS	-0.767766416205042
UGR	WNT4	-0.75619750013979
WT1pKTS	NR5A1	0.755859486203531
WNT4	SRY	-0.748523049672213
UGR	NR0B1	-0.746208965597814
WT1pKTS	FOXL2	-0.743461527972937
CTNNB1	UGR	-0.74154984513969
NR0B1	SRY	-0.739656387134708
CBX2	UGR	0.725860669945841
RSPO1	UGR	-0.724443590977182
UGR	SRY	0.719684588339468
NR5A1	CTNNB1	-0.709221206151825
NR5A1	RSPO1	-0.706062891045799
NR5A1	CBX2	0.693820863431215
CTNNB1	SRY	-0.663143265203029
CBX2	SRY	0.649448785096251
RSPO1	SRY	-0.642135958433721
WT1mKTS	WNT4	0.609120825042048
WT1mKTS	NR0B1	0.60827835406049
CBX2	WNT4	-0.603762694750234
GATA4	NR0B1	0.602827708751957
FOXL2	CBX2	-0.597685638765167
CTNNB1	WNT4	0.593635016083699
CBX2	NR0B1	-0.583519789471705
CTNNB1	NR0B1	0.577285396527353
GATA4	WNT4	0.575120125569769
FOXL2	CTNNB1	0.572084878353741
FOXL2	RSPO1	0.567751797424514
RSPO1	WNT4	0.558565701010113
RSPO1	NR0B1	0.557814312878263
WT1pKTS	CTNNB1	-0.533877820205681
NR5A1	UGR	0.532150636460681
WT1pKTS	RSPO1	-0.528906270966346
WT1pKTS	CBX2	0.516346774143913
NR5A1	SRY	0.499037727483531
FOXL2	SRY	-0.495089474573532
SRY	FOXL2	-0.492353004341057
WT1mKTS	CTNNB1	0.486656179431171
WT1mKTS	RSPO1	0.486126896084101
GATA4	CTNNB1	0.469379043573786
GATA4	RSPO1	0.468258710381224
