Gene1	Gene2	corVal	pValue
DMRT1	DMRT1	1	0
FGF9	FGF9	1	0
RSPO1	RSPO1	1	0
DHH	DHH	1	0
CTNNB1	CTNNB1	1	0
PGD2	PGD2	1	0
WT1mKTS	WT1mKTS	1	0
SRY	SRY	1	0
DKK1	DKK1	1	0
WNT4	WNT4	1	0
CBX2	CBX2	1	0
AMH	AMH	1	0
NR0B1	NR0B1	1	0
NR5A1	NR5A1	1	0
WT1pKTS	WT1pKTS	1	0
FOXL2	FOXL2	1	0
UGR	UGR	1	0
SOX9	SOX9	1	0
GATA4	GATA4	1	0
WT1pKTS	NR5A1	0.343641105995867	4.19243008804468e-45
NR5A1	WT1pKTS	0.343641105995867	4.19243008804486e-45
DMRT1	DKK1	0.258130711693425	1.63615462975021e-25
DKK1	DMRT1	0.258130711693424	1.63615462975049e-25
RSPO1	CTNNB1	0.236878850971521	1.25359468981323e-21
CTNNB1	RSPO1	0.236878850971521	1.25359468981342e-21
SRY	DKK1	0.232782971296909	6.37577456005063e-21
DKK1	SRY	0.232782971296909	6.3757745600511e-21
WNT4	NR0B1	0.220033044868154	8.27306775516142e-19
NR0B1	WNT4	0.220033044868153	8.2730677551616e-19
CBX2	UGR	0.192570035777399	1.09112536595483e-14
UGR	CBX2	0.192570035777399	1.09112536595486e-14
WNT4	CTNNB1	0.192468354442506	1.12734054701964e-14
CTNNB1	WNT4	0.192468354442506	1.12734054701969e-14
CBX2	NR5A1	0.177276466081166	1.21150135842436e-12
NR5A1	CBX2	0.177276466081165	1.21150135842436e-12
SRY	DMRT1	0.170064822996379	9.7137132698329e-12
DMRT1	SRY	0.170064822996379	9.71371326983311e-12
SRY	NR0B1	0.149892699073278	2.06072093360951e-09
NR0B1	SRY	0.149892699073278	2.06072093360959e-09
WT1mKTS	GATA4	0.138901544303616	2.87275854752671e-08
GATA4	WT1mKTS	0.138901544303616	2.87275854752677e-08
WT1pKTS	WT1mKTS	0.123461739917936	8.34399654978176e-07
WT1mKTS	WT1pKTS	0.123461739917936	8.34399654978182e-07
AMH	PGD2	0.122186908422701	1.08323494910635e-06
PGD2	AMH	0.122186908422701	1.08323494910637e-06
AMH	DHH	0.121596582089854	1.2213146960155e-06
DHH	AMH	0.121596582089854	1.2213146960155e-06
FGF9	DHH	0.120853273030721	1.41935633502382e-06
DHH	FGF9	0.120853273030721	1.41935633502385e-06
WNT4	RSPO1	0.117318881412326	2.86537053535026e-06
RSPO1	WNT4	0.117318881412326	2.86537053535031e-06
SOX9	DMRT1	0.113510340742483	5.97421425833763e-06
DMRT1	SOX9	0.113510340742483	5.97421425833783e-06
DHH	PGD2	0.105706416343175	2.50639191997625e-05
PGD2	DHH	0.105706416343175	2.50639191997629e-05
DKK1	SOX9	0.103711615893136	3.56099645967872e-05
SOX9	DKK1	0.103711615893135	3.56099645967881e-05
GATA4	WT1pKTS	0.1031010139989	3.96020876721397e-05
WT1pKTS	GATA4	0.1031010139989	3.96020876721399e-05
SRY	WT1pKTS	0.0976946170342165	9.89245520840908e-05
WT1pKTS	SRY	0.0976946170342165	9.89245520840916e-05
PGD2	FGF9	0.095056528702782	0.000152109937620538
FGF9	PGD2	0.095056528702782	0.000152109937620539
AMH	FGF9	0.0856980448639185	0.000641931168297642
FGF9	AMH	0.0856980448639184	0.000641931168297649
NR5A1	SOX9	0.0856553674437006	0.000645961828187546
SOX9	NR5A1	0.0856553674437005	0.000645961828187556
UGR	WT1pKTS	0.0820933234754415	0.00107859435589561
WT1pKTS	UGR	0.0820933234754415	0.00107859435589561
NR0B1	CTNNB1	0.0810215826421264	0.00125375927000225
CTNNB1	NR0B1	0.0810215826421264	0.00125375927000225
CBX2	WT1pKTS	0.0757802051612511	0.00255273684337395
WT1pKTS	CBX2	0.0757802051612511	0.00255273684337396
WT1pKTS	DMRT1	0.0710192822522381	0.00469896407640959
DMRT1	WT1pKTS	0.0710192822522381	0.0046989640764096
FOXL2	CTNNB1	0.0655543417554857	0.00908198589082451
CTNNB1	FOXL2	0.0655543417554853	0.00908198589082494
FOXL2	UGR	0.0629258940175916	0.0122752054612794
UGR	FOXL2	0.0629258940175915	0.0122752054612794
DHH	SOX9	0.059120594898809	0.0186513595155262
SOX9	DHH	0.0591205948988088	0.0186513595155265
PGD2	SOX9	0.0519290242023213	0.038841852053692
SOX9	PGD2	0.0519290242023213	0.0388418520536921
FOXL2	WT1mKTS	0.0497900444140508	0.0476297758916533
WT1mKTS	FOXL2	0.0497900444140508	0.0476297758916533
NR0B1	RSPO1	0.0487040850658754	0.0526958293840548
RSPO1	NR0B1	0.0487040850658753	0.0526958293840552
RSPO1	FOXL2	0.0462521387765642	0.0658032342301678
FOXL2	RSPO1	0.0462521387765641	0.0658032342301681
