Gene1	Gene2	Score
CTNNB1	RSPO1	0.87663437035911
RSPO1	CTNNB1	0.87663437035911
NR0B1	FOXL2	0.86588772108751
UGR	FOXL2	-0.864829591747663
GATA4	WT1mKTS	0.863930615748383
WT1mKTS	GATA4	0.863930615748383
WNT4	FOXL2	0.86054388254172
UGR	CTNNB1	-0.859684164383206
RSPO1	FOXL2	0.856169497224034
UGR	RSPO1	-0.855693347052308
CTNNB1	FOXL2	0.852286473385785
WNT4	RSPO1	0.850163693268649
NR0B1	CTNNB1	0.849850826738117
NR0B1	RSPO1	0.848347655167909
CBX2	FOXL2	-0.847421064224133
WNT4	CTNNB1	0.846754060614464
UGR	CBX2	0.845882525418158
NR0B1	WNT4	0.844035833839098
WNT4	NR0B1	0.844035833839098
CTNNB1	CBX2	-0.842772873363493
CBX2	NR5A1	0.841407050559811
RSPO1	CBX2	-0.838606660842187
NR5A1	WT1pKTS	0.834355533088392
UGR	NR5A1	0.83372731226815
CTNNB1	NR5A1	-0.832994983509066
RSPO1	NR5A1	-0.829751951490307
CBX2	CTNNB1	-0.829082329077067
CBX2	RSPO1	-0.826631792962144
NR5A1	FOXL2	-0.818461173721026
CBX2	WT1pKTS	0.81679923183901
UGR	WT1pKTS	0.814164533510902
CTNNB1	WT1pKTS	-0.807396426924015
RSPO1	WT1pKTS	-0.805712182731404
NR0B1	CBX2	-0.80459589795009
WNT4	UGR	-0.802856439828595
WNT4	CBX2	-0.800966517246061
NR0B1	UGR	-0.799354529606587
FOXL2	WT1pKTS	-0.798208776684373
FOXL2	NR5A1	-0.790248540412788
NR0B1	NR5A1	-0.789972516889137
WNT4	NR5A1	-0.783340792048077
NR0B1	WT1pKTS	-0.77873483120348
WT1pKTS	NR5A1	0.766302873357855
WNT4	WT1pKTS	-0.763148548854225
WT1pKTS	FOXL2	-0.753578648004404
UGR	WNT4	-0.747916260043659
NR0B1	SRY	-0.74643091020748
WNT4	SRY	-0.744524956964404
CBX2	UGR	0.741665817305005
CTNNB1	UGR	-0.741431102991321
UGR	NR0B1	-0.737113403248944
RSPO1	UGR	-0.731901929598531
NR5A1	CTNNB1	-0.717340871813268
NR5A1	CBX2	0.717263998121162
NR5A1	RSPO1	-0.71477474303964
UGR	SRY	0.712729428634051
CTNNB1	SRY	-0.646091302211377
CBX2	SRY	0.635351942903066
RSPO1	SRY	-0.631319551793094
CBX2	WNT4	-0.602112810726551
FOXL2	CBX2	-0.596621124474268
WT1mKTS	WNT4	0.584637665970355
FOXL2	CTNNB1	0.583510196585447
CBX2	NR0B1	-0.579799459069037
FOXL2	RSPO1	0.579412041197014
CTNNB1	WNT4	0.578500092428749
WT1mKTS	NR0B1	0.573262442430765
GATA4	WNT4	0.563579994309605
RSPO1	WNT4	0.560577514509547
CTNNB1	NR0B1	0.5553755870947
GATA4	NR0B1	0.554138283783773
NR5A1	UGR	0.549605983637219
RSPO1	NR0B1	0.546433494377979
WT1pKTS	CTNNB1	-0.540624383558458
WT1pKTS	RSPO1	-0.538422845601931
WT1pKTS	CBX2	0.528630086651544
FOXL2	SRY	-0.505946232157572
SRY	FOXL2	-0.503063859476279
NR5A1	SRY	0.502883405345072
SRY	WT1pKTS	0.449847012053955
WT1mKTS	RSPO1	0.448284975628919
SRY	NR5A1	0.443158603869439
NR5A1	WNT4	-0.439554304536568
NR5A1	NR0B1	-0.431052028650799
FOXL2	UGR	-0.428860561341275
NR0B1	GATA4	-0.427539242766062
GATA4	RSPO1	0.424199881381457
WT1mKTS	CTNNB1	0.416766334507834
GATA4	CTNNB1	0.404264431744017
WNT4	GATA4	-0.401354426120179
WT1pKTS	UGR	0.401173491405355
WT1pKTS	SRY	0.394762506163275
DKK1	DMRT1	0.373141600605633
DMRT1	DKK1	0.373141600605633
UGR	GATA4	0.371305589321182
WNT4	WT1mKTS	-0.368829479209712
NR0B1	WT1mKTS	-0.361845683450372
GATA4	CBX2	-0.357692572689871
AMH	CTNNB1	-0.354703760536993
WT1mKTS	CBX2	-0.353784232259424
AMH	RSPO1	-0.349716751454056
AMH	WNT4	-0.349410239398585
AMH	NR0B1	-0.348129021117312
NR0B1	DKK1	-0.343116720998136
DHH	WNT4	-0.342008774873533
DHH	UGR	0.341815200309055
DHH	RSPO1	-0.338024481746677
DHH	NR0B1	-0.336955048651214
WNT4	DKK1	-0.336491036544164
DHH	CTNNB1	-0.331846661682389
AMH	CBX2	0.327769815894791
FGF9	WNT4	-0.323010663019171
FGF9	RSPO1	-0.322710253211213
WT1pKTS	WNT4	-0.321781542956913
FGF9	CTNNB1	-0.320300029429925
AMH	UGR	0.319252779250442
WT1pKTS	NR0B1	-0.316248746603991
FGF9	NR0B1	-0.315241767035463
PGD2	RSPO1	-0.313624595747172
PGD2	NR0B1	-0.311913794856806
PGD2	CTNNB1	-0.311452234491987
WT1mKTS	UGR	-0.309911518065863
SRY	WNT4	0.30925458784702
UGR	DKK1	0.305543370347388
DHH	CBX2	0.303651498818138
WNT4	DMRT1	-0.303086390818641
DHH	NR5A1	0.302995788831167
FOXL2	WNT4	0.302513776180375
PGD2	WNT4	-0.301131680280557
FGF9	CBX2	0.299965192584993
NR0B1	DMRT1	-0.299840778101479
UGR	WT1mKTS	0.296091734507478
DHH	FOXL2	-0.294599245528451
PGD2	CBX2	0.291205005607076
GATA4	UGR	-0.290007154196285
PGD2	UGR	0.288770894602056
AMH	NR5A1	0.286888473373509
DHH	SRY	0.284619504583213
FOXL2	NR0B1	0.283839417430734
PGD2	FOXL2	-0.28383857327652
WT1pKTS	WT1mKTS	-0.282855129149682
AMH	SRY	0.281979492878814
PGD2	NR5A1	0.281661259162368
FGF9	UGR	0.280853825401013
CBX2	GATA4	0.278536282619134
AMH	FOXL2	-0.276604476510717
FGF9	SRY	0.275248663326228
UGR	DMRT1	0.27481230672975
CBX2	DKK1	0.272679529425726
PGD2	SRY	0.269944024712783
RSPO1	GATA4	-0.269481492077782
FGF9	NR5A1	0.268406371906775
CTNNB1	DKK1	-0.266077274265159
SRY	CBX2	0.264487830641124
RSPO1	DKK1	-0.263839384842154
CTNNB1	GATA4	-0.263171360723069
FGF9	FOXL2	-0.262089448731479
SRY	RSPO1	-0.261577859842909
SRY	DKK1	0.257254577348306
SOX9	NR0B1	-0.255820498794872
WNT4	PGD2	-0.255410881197491
SOX9	DKK1	0.255339166454223
DKK1	SOX9	0.255339166454223
NR5A1	GATA4	-0.254157656424114
WT1pKTS	GATA4	-0.254090822293094
FOXL2	GATA4	0.253362104200052
CBX2	DMRT1	0.252075787747006
CTNNB1	DMRT1	-0.252012087051266
GATA4	SOX9	-0.250994443123648
SOX9	GATA4	-0.250994443123648
GATA4	DKK1	-0.25074390207957
DKK1	GATA4	-0.25074390207957
DKK1	SRY	0.24994075890295
SOX9	DMRT1	0.249677892674705
DMRT1	SOX9	0.249677892674705
DHH	WT1pKTS	0.248850060696796
SRY	DMRT1	0.247542259877712
RSPO1	DMRT1	-0.246808600165426
SOX9	WNT4	-0.246470224300719
SRY	CTNNB1	-0.24377767588897
FOXL2	WT1mKTS	0.242080201966449
WT1mKTS	SRY	-0.241654945638917
DKK1	WT1mKTS	-0.24049876014193
WT1mKTS	DKK1	-0.24049876014193
SRY	WT1mKTS	-0.240232510385961
SOX9	RSPO1	-0.23692134318923
PGD2	GATA4	0.235887273055158
WT1mKTS	FGF9	-0.234953655314531
FGF9	WT1mKTS	-0.234953655314531
NR5A1	DKK1	0.23485715866009
PGD2	WT1pKTS	0.234449294362208
NR0B1	DHH	-0.234280600367647
WT1mKTS	PGD2	-0.23330970282833
PGD2	WT1mKTS	-0.23330970282833
