Regulator	Target	SINGE_Score
WT1mKTS	CBX2	6
WT1mKTS	CTNNB1	1.5
WT1mKTS	FOXL2	0.66666
GATA4	WNT4	0.375
WT1mKTS	NR5A1	0.24
WT1mKTS	UGR	0.16666
GATA4	NR0B1	0.12244
WT1mKTS	RSPO1	0.09375
GATA4	CBX2	0.07407
GATA4	FOXL2	0.06
WT1mKTS	SRY	0.04958
WT1mKTS	PGD2	0.04166
GATA4	SRY	0.0355
WT1mKTS	AMH	0.03061
GATA4	NR5A1	0.02666
WT1mKTS	NR0B1	0.02343
GATA4	UGR	0.02076
GATA4	DKK1	0.01851
WT1mKTS	WNT4	0.01662
GATA4	RSPO1	0.015
PGD2	UGR	0.0136
PGD2	NR5A1	0.01239
DMRT1	CBX2	0.01134
PGD2	CTNNB1	0.01041
GATA4	CTNNB1	0.0096
NR5A1	CBX2	0.00887
PGD2	RSPO1	0.00823
SRY	CBX2	0.00765
RSPO1	UGR	0.00713
PGD2	CBX2	0.00666
NR0B1	FOXL2	0.00624
DHH	WNT4	0.00585
DMRT1	CTNNB1	0.0055
PGD2	FOXL2	0.00519
WT1mKTS	WT1pKTS	0.00489
SOX9	UGR	0.00462
NR5A1	UGR	0.00415
NR0B1	WT1pKTS	0.00394
PGD2	WT1pKTS	0.00375
CTNNB1	UGR	0.00356
GATA4	WT1pKTS	0.0034
WNT4	FOXL2	0.00324
NR0B1	NR5A1	0.00309
DMRT1	SRY	0.00296
SRY	FOXL2	0.00283
SRY	NR5A1	0.00271
CTNNB1	NR0B1	0.0026
DKK1	FOXL2	0.00249
DMRT1	NR5A1	0.0024
WT1mKTS	DKK1	0.0023
NR5A1	RSPO1	0.00221
NR5A1	CTNNB1	0.00213
CTNNB1	CBX2	0.00205
DHH	CBX2	0.00198
DKK1	WT1pKTS	0.00191
SOX9	SRY	0.00184
SOX9	FOXL2	0.00178
FGF9	NR0B1	0.00172
SOX9	NR5A1	0.00161
DMRT1	SOX9	0.00156
DHH	UGR	0.00151
