Regulator	Target	SINGE_Score
WT1mKTS	AMH	6
WT1mKTS	NR0B1	1.5
WT1mKTS	SOX9	0.66666
WT1mKTS	PGD2	0.375
GATA4	AMH	0.24
WT1mKTS	DHH	0.16666
WT1pKTS	PGD2	0.12244
WT1mKTS	WNT4	0.09375
GATA4	DHH	0.07407
WT1mKTS	FGF9	0.06
WT1pKTS	FGF9	0.04958
GATA4	FGF9	0.04166
WT1mKTS	DMRT1	0.0355
SRY	WNT4	0.03061
WT1pKTS	CTNNB1	0.02666
WT1mKTS	CBX2	0.02343
WT1mKTS	UGR	0.01851
SRY	CBX2	0.01662
WT1pKTS	UGR	0.015
WT1pKTS	SOX9	0.0136
GATA4	RSPO1	0.01239
SRY	CTNNB1	0.01134
GATA4	PGD2	0.01041
WT1pKTS	NR5A1	0.0096
GATA4	DKK1	0.00887
WT1pKTS	SRY	0.00823
WT1pKTS	DHH	0.00765
WT1pKTS	CBX2	0.00713
GATA4	SRY	0.00666
SRY	DMRT1	0.00624
GATA4	CBX2	0.00585
WT1mKTS	NR5A1	0.0055
DKK1	UGR	0.00519
WT1pKTS	DMRT1	0.00489
NR0B1	DMRT1	0.00438
SRY	UGR	0.00394
WT1pKTS	WNT4	0.00375
SRY	AMH	0.00356
CTNNB1	NR0B1	0.0034
NR0B1	DKK1	0.00324
DKK1	DHH	0.00309
SRY	DKK1	0.00296
WT1pKTS	AMH	0.00283
GATA4	UGR	0.00271
SOX9	AMH	0.0026
FOXL2	CBX2	0.00249
FOXL2	SOX9	0.0024
CTNNB1	CBX2	0.0023
WNT4	RSPO1	0.00221
FOXL2	NR0B1	0.00213
FOXL2	FGF9	0.00205
GATA4	SOX9	0.00198
UGR	PGD2	0.00191
PGD2	CTNNB1	0.00184
CBX2	PGD2	0.00178
NR5A1	SRY	0.00172
FOXL2	DMRT1	0.00166
NR0B1	DHH	0.00156
NR0B1	FGF9	0.00151
UGR	AMH	0.00146
NR0B1	PGD2	0.00142
FOXL2	WNT4	0.00137
WNT4	CBX2	0.00133
SOX9	RSPO1	0.00126
NR5A1	UGR	0.00122
FGF9	CTNNB1	0.00115
NR0B1	AMH	0.00112
WNT4	DHH	0.00109
FOXL2	AMH	0.00106
DHH	RSPO1	0.00103
NR5A1	CBX2	0.00101
WNT4	FGF9	0.00098
AMH	NR0B1	0.00096
FOXL2	DHH	0.00093
AMH	UGR	0.00091
FOXL2	UGR	0.00089
CBX2	AMH	0.00087
FOXL2	PGD2	0.00085
CBX2	RSPO1	0.00081
FOXL2	DKK1	0.00079
DKK1	WNT4	0.00077
DKK1	RSPO1	0.00075
AMH	SOX9	0.00074
RSPO1	CTNNB1	0.00072
CBX2	DHH	0.0007
CTNNB1	AMH	0.00069
FGF9	DHH	0.00067
NR0B1	CBX2	0.00065
UGR	NR0B1	0.00063
DMRT1	FGF9	0.00062
WT1pKTS	FOXL2	0.00061
NR5A1	PGD2	0.0006
GATA4	FOXL2	0.00058
GATA4	WT1mKTS	0.00057
DKK1	SOX9	0.00056
DKK1	FGF9	0.00055
NR5A1	WNT4	0.00054
WT1pKTS	NR0B1	0.00053
GATA4	DMRT1	0.00052
WT1pKTS	WT1mKTS	0.00051
CBX2	UGR	0.0005
SOX9	NR0B1	0.00049
DKK1	PGD2	0.00047
CTNNB1	PGD2	0.00046
DMRT1	AMH	0.00046
WNT4	DKK1	0.00045
