Gene1	Gene2	Score
CTNNB1	RSPO1	0.880063824021688
RSPO1	CTNNB1	0.880063824021688
UGR	FOXL2	-0.866247662574051
NR0B1	FOXL2	0.864460656139903
WNT4	FOXL2	0.860980333301925
NR0B1	WNT4	0.858021926480044
WNT4	NR0B1	0.858021926480044
CTNNB1	FOXL2	0.855829639468914
UGR	CTNNB1	-0.854945151330918
GATA4	WT1mKTS	0.854416737341362
WT1mKTS	GATA4	0.854416737341362
WNT4	CTNNB1	0.853818973048927
UGR	RSPO1	-0.848352880754474
WNT4	RSPO1	0.848301716725742
NR0B1	RSPO1	0.847812386103678
CBX2	FOXL2	-0.847398537030568
NR0B1	CTNNB1	0.846919004240605
RSPO1	FOXL2	0.84551079117059
UGR	CBX2	0.840555623856918
CTNNB1	CBX2	-0.838382315597172
RSPO1	CBX2	-0.838313676125486
CBX2	NR5A1	0.836854818872896
CBX2	CTNNB1	-0.831625624689176
CTNNB1	NR5A1	-0.827290523907261
UGR	NR5A1	0.82712407724429
CBX2	RSPO1	-0.823548869443121
UGR	WT1pKTS	0.821238774919006
RSPO1	NR5A1	-0.820640213641131
NR5A1	FOXL2	-0.81461881584044
NR5A1	WT1pKTS	0.813263778129845
CBX2	WT1pKTS	0.811654622693963
WNT4	UGR	-0.811350425661152
NR0B1	UGR	-0.809231886452199
CTNNB1	WT1pKTS	-0.807539221277139
WNT4	CBX2	-0.8065524021022
NR0B1	CBX2	-0.804328727294291
RSPO1	WT1pKTS	-0.801205853434792
FOXL2	WT1pKTS	-0.794100812439998
FOXL2	NR5A1	-0.792449369077371
WNT4	NR5A1	-0.780645253191254
NR0B1	NR5A1	-0.776384632148854
NR0B1	WT1pKTS	-0.77347564388979
WNT4	WT1pKTS	-0.772261075136759
UGR	WNT4	-0.757023849383527
WT1pKTS	NR5A1	0.749611083544247
UGR	NR0B1	-0.747702051501885
NR0B1	SRY	-0.74448037907276
WT1pKTS	FOXL2	-0.743590414398892
WNT4	SRY	-0.742062792395192
CBX2	UGR	0.739667661479883
CTNNB1	UGR	-0.73731800935711
RSPO1	UGR	-0.716388792875013
NR5A1	CTNNB1	-0.712878177118385
NR5A1	CBX2	0.712206358309738
NR5A1	RSPO1	-0.710281995008563
UGR	SRY	0.710056192189364
CBX2	SRY	0.657246862040602
CTNNB1	SRY	-0.640285344315903
