Gene1	Gene2	Score
WT1pKTS	WT1mKTS	0.876078470045535
WT1mKTS	WT1pKTS	0.876078470045535
UGR	WNT4	0.865802423817626
GATA4	WT1mKTS	0.856147058478766
WT1mKTS	GATA4	0.856147058478766
UGR	DKK1	-0.851825011348378
GATA4	WT1pKTS	0.851541602587559
WT1pKTS	GATA4	0.851541602587559
NR0B1	DKK1	0.842505579260174
DKK1	DMRT1	0.837566596538122
DMRT1	DKK1	0.837566596538122
UGR	DMRT1	-0.835949740569279
NR0B1	DMRT1	0.835520335737755
UGR	FGF9	-0.832532893514858
DKK1	FGF9	0.815188897043448
DMRT1	FGF9	0.814192597614593
UGR	DHH	-0.812530985843949
UGR	PGD2	-0.811716331944304
DKK1	PGD2	0.811549618770278
UGR	AMH	-0.809935743208446
DKK1	WNT4	-0.80845153690465
DKK1	NR0B1	-0.808238191538281
DMRT1	DHH	0.807845262758926
UGR	SOX9	-0.807809997423646
DKK1	DHH	0.806611410658342
NR0B1	UGR	-0.803431992685856
UGR	CBX2	0.802620523250493
DMRT1	NR0B1	-0.802224155361454
DMRT1	PGD2	0.80151482633062
SRY	WNT4	-0.800179368088434
DMRT1	AMH	0.799472641640372
DMRT1	WNT4	-0.79917840045269
DKK1	AMH	0.794362910612411
NR0B1	WNT4	-0.791023404354076
SRY	DKK1	0.790517988701646
NR0B1	SRY	0.788874310704187
SRY	UGR	-0.78822567644073
CBX2	WNT4	0.782170801218561
SRY	DMRT1	0.777391555721265
UGR	SRY	-0.776772657319045
CBX2	NR0B1	0.767759496620012
CBX2	FGF9	-0.763663527696907
CBX2	DHH	-0.760723133788837
CBX2	PGD2	-0.759499015409337
DKK1	SOX9	0.756237982095108
CBX2	AMH	-0.753785805752161
UGR	NR0B1	0.753493172003536
SRY	CBX2	-0.750085940920046
SRY	NR0B1	0.748788512214545
DMRT1	SOX9	0.748715652423701
CBX2	DKK1	-0.747590926776054
CBX2	DMRT1	-0.73945547702529
DMRT1	CBX2	-0.737761796748337
SRY	SOX9	0.737141363481758
SRY	FGF9	0.736955706778699
NR0B1	CBX2	-0.735896849967926
DKK1	CBX2	-0.735284015652223
CBX2	UGR	0.730528302096774
NR0B1	SOX9	0.726249885997559
CBX2	SOX9	-0.724423099120285
SRY	DHH	0.72119691913004
SRY	PGD2	0.718248304828874
SRY	RSPO1	-0.711122996783093
SRY	AMH	0.702803646863467
UGR	RSPO1	0.702712530457521
UGR	GATA4	0.686181973998198
RSPO1	NR5A1	-0.676043734110873
UGR	WT1pKTS	0.674950560903477
NR5A1	NR0B1	0.660509123102056
NR0B1	FGF9	0.657411083187626
CBX2	SRY	-0.654045529805508
NR0B1	CTNNB1	-0.647182187566981
NR5A1	WNT4	0.645918310748331
NR0B1	RSPO1	-0.642054971762789
CBX2	GATA4	0.640435664343231
NR0B1	DHH	0.639612214080765
SRY	CTNNB1	-0.639028620468257
DKK1	GATA4	-0.637973548386591
NR5A1	FGF9	-0.635222562777615
NR0B1	PGD2	0.635098867973221
NR5A1	DHH	-0.633447977172739
NR5A1	DKK1	-0.633410342963761
DKK1	NR5A1	-0.633145986321779
UGR	WT1mKTS	0.628697817281049
CBX2	WT1pKTS	0.628529758761014
CBX2	RSPO1	0.628314546264115
NR5A1	DMRT1	-0.627708989556303
DMRT1	NR5A1	-0.627708989556303
NR5A1	PGD2	-0.626087633754064
DKK1	WT1pKTS	-0.624957111223091
WNT4	NR0B1	0.62234044341775
DKK1	WT1mKTS	-0.620461394118578
NR5A1	AMH	-0.619894340600169
DMRT1	GATA4	-0.618228640563943
DMRT1	WT1pKTS	-0.617815768592305
CTNNB1	NR5A1	-0.612380555157372
NR0B1	AMH	0.60965593050458
UGR	CTNNB1	0.607424175664352
WNT4	RSPO1	0.604531283828623
WNT4	DKK1	0.603023583034469
CBX2	WT1mKTS	0.600950278985965
SRY	GATA4	-0.599717648982553
DMRT1	WT1mKTS	-0.598691592526116
