Gene1	Gene2	Score
CTNNB1	RSPO1	0.881910576544143
RSPO1	CTNNB1	0.881910576544143
NR0B1	FOXL2	0.871406319931736
WNT4	FOXL2	0.870833408371862
UGR	FOXL2	-0.865668561406471
GATA4	WT1mKTS	0.865174142216403
WT1mKTS	GATA4	0.865174142216403
NR0B1	RSPO1	0.862261339548227
WNT4	CTNNB1	0.860985133487598
NR0B1	WNT4	0.860191673299846
WNT4	NR0B1	0.860191673299846
RSPO1	FOXL2	0.860165900958593
CTNNB1	FOXL2	0.859782034935698
WNT4	RSPO1	0.856460355993264
UGR	CTNNB1	-0.853586166912302
UGR	RSPO1	-0.851442556128312
NR0B1	CTNNB1	0.848749567827749
CBX2	FOXL2	-0.847204366538324
UGR	CBX2	0.837154635573418
CTNNB1	CBX2	-0.831768757012484
CBX2	CTNNB1	-0.828693008835076
CBX2	NR5A1	0.828636975379971
RSPO1	CBX2	-0.828537270628411
UGR	NR5A1	0.828277387480165
CBX2	RSPO1	-0.827917541051326
CTNNB1	NR5A1	-0.826280921509363
NR5A1	FOXL2	-0.824762027968391
RSPO1	NR5A1	-0.823745314783263
NR5A1	WT1pKTS	0.815161067582729
NR0B1	UGR	-0.81004464687187
UGR	WT1pKTS	0.808446136476328
CTNNB1	WT1pKTS	-0.807929219990923
WNT4	UGR	-0.807264415350767
CBX2	WT1pKTS	0.806043123940497
WNT4	CBX2	-0.80452606286565
NR0B1	CBX2	-0.804412248718018
RSPO1	WT1pKTS	-0.803609178701906
FOXL2	WT1pKTS	-0.799001846475457
FOXL2	NR5A1	-0.797825744350506
WNT4	NR5A1	-0.785223921295718
NR0B1	NR5A1	-0.785061805844799
NR0B1	WT1pKTS	-0.77747475171694
WNT4	WT1pKTS	-0.771799043780848
UGR	WNT4	-0.758062696460162
NR0B1	SRY	-0.749483448282152
CTNNB1	UGR	-0.74894864900765
UGR	NR0B1	-0.748002181501893
WT1pKTS	FOXL2	-0.74477221473519
WT1pKTS	NR5A1	0.742356600894897
WNT4	SRY	-0.738806543928948
CBX2	UGR	0.731883296458059
NR5A1	CTNNB1	-0.728542706300613
NR5A1	RSPO1	-0.726445652986091
RSPO1	UGR	-0.72450292620712
NR5A1	CBX2	0.714309103261976
UGR	SRY	0.677433718869972
WT1mKTS	NR0B1	0.652084218260375
GATA4	NR0B1	0.627487504942907
CTNNB1	SRY	-0.625008130177963
CBX2	SRY	0.622644583414987
RSPO1	SRY	-0.616248445118476
CBX2	WNT4	-0.615580864891274
FOXL2	CBX2	-0.612425261375341
WT1mKTS	WNT4	0.605180505775149
CTNNB1	WNT4	0.603667145791813
FOXL2	RSPO1	0.601559676849615
FOXL2	CTNNB1	0.599515339982845
CBX2	NR0B1	-0.591564297682759
CTNNB1	NR0B1	0.588096213005173
GATA4	WNT4	0.580830283469277
RSPO1	WNT4	0.556160103202523
NR5A1	UGR	0.546086032823081
RSPO1	NR0B1	0.543391193628
WT1pKTS	CTNNB1	-0.541789584798954
WT1pKTS	RSPO1	-0.53841888577563
WT1mKTS	RSPO1	0.532231493224971
WT1pKTS	CBX2	0.522510615706982
WT1mKTS	CTNNB1	0.514362369347926
GATA4	RSPO1	0.501948665881837
SRY	FOXL2	-0.50118341531919
FOXL2	SRY	-0.494099296096959
NR5A1	SRY	0.485000651589165
GATA4	CTNNB1	0.458079109115221
NR5A1	WNT4	-0.454207705766746
SRY	WT1pKTS	0.446515392181199
NR5A1	NR0B1	-0.442167955180529
SRY	NR5A1	0.441592551905426
FOXL2	UGR	-0.431240912702256
NR0B1	WT1mKTS	-0.393507215451651
WT1mKTS	CBX2	-0.389270808119356
WT1pKTS	UGR	0.384895160762889
WT1pKTS	SRY	0.38307547758106
WNT4	WT1mKTS	-0.377697542147733
NR0B1	GATA4	-0.376098681461659
AMH	WNT4	-0.36874659922759
AMH	RSPO1	-0.36470947761808
GATA4	CBX2	-0.362238641428484
UGR	GATA4	0.360973408857883
DHH	WNT4	-0.360515879534093
AMH	CTNNB1	-0.35936282513365
DHH	RSPO1	-0.358113739826531
WNT4	GATA4	-0.357404787562992
AMH	NR0B1	-0.356806737730502
DHH	CTNNB1	-0.349349347264882
WT1mKTS	UGR	-0.347894578194492
FGF9	RSPO1	-0.347083927196521
DHH	NR0B1	-0.345641423759743
FGF9	WNT4	-0.343646698011817
FGF9	CTNNB1	-0.342918306801259
FGF9	NR0B1	-0.337442369988868
PGD2	RSPO1	-0.33566850084033
DHH	UGR	0.333227093777998
GATA4	UGR	-0.333146900639562
WT1pKTS	WNT4	-0.332198618694235
DKK1	DMRT1	0.330685542452639
DMRT1	DKK1	0.330685542452639
AMH	UGR	0.330000366803067
FOXL2	WNT4	0.329869685907794
WT1pKTS	NR0B1	-0.322344787253008
DHH	CBX2	0.3203134777027
AMH	FOXL2	-0.319843283321513
UGR	WT1mKTS	0.319451732383405
PGD2	WNT4	-0.31844702779628
AMH	CBX2	0.318161707321796
DHH	FOXL2	-0.316909256161248
DHH	NR5A1	0.315866555032213
AMH	NR5A1	0.313678333771567
SRY	WNT4	0.312738286276257
PGD2	NR0B1	-0.31226888895714
FGF9	UGR	0.311489109741344
PGD2	CTNNB1	-0.309958828611914
FGF9	CBX2	0.309661488400287
FOXL2	NR0B1	0.309630920822086
PGD2	UGR	0.306392785195721
