Parent	Type	Child	Weight	Probability	Score
DMRT1	+	DMRT1	0.501595	0.999997	0.542873
FGF9	-	DMRT1	-0.000859	0.068903	-0.000064
RSPO1	+	DMRT1	0.101915	0.102356	0.011290
DHH	-	DMRT1	-0.050294	0.084644	-0.004607
CTNNB1	-	DMRT1	-0.045794	0.067238	-0.003332
PGD2	+	DMRT1	0.126664	0.114532	0.015701
WT1mKTS	+	DMRT1	0.393924	0.948247	0.404279
SRY	+	DMRT1	0.085725	0.097815	0.009075
DKK1	+	DMRT1	0.400773	0.986189	0.427765
WNT4	-	DMRT1	-0.120189	0.143018	-0.018604
CBX2	-	DMRT1	-0.191153	0.346215	-0.071626
AMH	+	DMRT1	0.117434	0.110747	0.014076
NR0B1	+	DMRT1	0.038130	0.079328	0.003274
NR5A1	-	DMRT1	-0.594995	1.000000	-0.643962
WT1pKTS	+	DMRT1	0.346863	0.778803	0.292370
FOXL2	+	DMRT1	0.009462	0.036339	0.000372
UGR	-	DMRT1	-0.113646	0.144323	-0.017752
SOX9	+	DMRT1	0.386190	0.975806	0.407860
GATA4	+	DMRT1	0.400697	0.954103	0.413769
DMRT1	+	FGF9	0.024343	0.084030	0.002214
FGF9	+	FGF9	0.279574	0.652135	0.197325
RSPO1	-	FGF9	-0.072399	0.097771	-0.007661
DHH	+	FGF9	0.402366	0.999224	0.435142
CTNNB1	-	FGF9	-0.032158	0.058167	-0.002024
PGD2	+	FGF9	0.361176	0.984451	0.384822
WT1mKTS	+	FGF9	0.025821	0.110410	0.003086
SRY	+	FGF9	0.184017	0.219857	0.043787
DKK1	+	FGF9	0.024960	0.085288	0.002304
WNT4	+	FGF9	0.024710	0.068194	0.001824
CBX2	+	FGF9	0.021810	0.069062	0.001630
AMH	+	FGF9	0.441945	0.999980	0.478307
NR0B1	-	FGF9	-0.208666	0.416822	-0.094135
NR5A1	+	FGF9	0.105595	0.120042	0.013719
WT1pKTS	+	FGF9	0.552061	0.987062	0.589764
FOXL2	-	FGF9	-0.024905	0.042535	-0.001147
UGR	+	FGF9	0.009495	0.048340	0.000497
SOX9	+	FGF9	0.174570	0.210152	0.039706
GATA4	-	FGF9	-0.538411	0.984028	-0.573413
DMRT1	+	RSPO1	0.515556	0.000000	0.000000
FGF9	-	RSPO1	-0.157356	0.856965	-0.145946
RSPO1	+	RSPO1	0.891441	0.000000	0.000000
DHH	-	RSPO1	-0.084835	0.264108	-0.024250
CTNNB1	+	RSPO1	0.786266	0.000000	0.000000
PGD2	+	RSPO1	0.092590	0.020596	0.002064
WT1mKTS	+	RSPO1	0.199921	0.000000	0.000000
SRY	+	RSPO1	0.097840	0.002571	0.000272
DKK1	+	RSPO1	0.020447	0.058327	0.001291
