Regulator	Target	SINGE_Score
WT1mKTS	NR5A1	6
WT1mKTS	WT1pKTS	1.5
GATA4	PGD2	0.66666
WT1mKTS	FOXL2	0.375
GATA4	FOXL2	0.24
WT1mKTS	DHH	0.16666
GATA4	DMRT1	0.12244
WT1mKTS	UGR	0.09375
GATA4	WT1pKTS	0.07407
WT1mKTS	RSPO1	0.06
WT1mKTS	DMRT1	0.04958
WT1mKTS	CBX2	0.04166
GATA4	NR0B1	0.03061
WT1mKTS	SOX9	0.02666
GATA4	FGF9	0.02343
FGF9	NR5A1	0.02076
WT1mKTS	CTNNB1	0.01851
DMRT1	FOXL2	0.01662
PGD2	UGR	0.015
FGF9	CBX2	0.0136
GATA4	CTNNB1	0.01239
PGD2	WNT4	0.01134
FGF9	RSPO1	0.01041
DKK1	NR5A1	0.0096
WT1mKTS	SRY	0.00887
SOX9	RSPO1	0.00823
DKK1	FOXL2	0.00765
DMRT1	NR5A1	0.00713
FGF9	CTNNB1	0.00666
NR5A1	UGR	0.00624
UGR	WT1pKTS	0.00585
RSPO1	UGR	0.0055
AMH	RSPO1	0.00519
GATA4	SOX9	0.00489
GATA4	UGR	0.00462
FGF9	FOXL2	0.00438
WT1mKTS	DKK1	0.00415
DHH	WT1pKTS	0.00394
NR0B1	CTNNB1	0.00375
CTNNB1	FOXL2	0.00356
NR5A1	RSPO1	0.0034
CTNNB1	RSPO1	0.00324
WT1mKTS	NR0B1	0.00309
DKK1	WT1pKTS	0.00296
RSPO1	FOXL2	0.00283
DMRT1	CTNNB1	0.00271
PGD2	CTNNB1	0.0026
UGR	FOXL2	0.00249
WT1mKTS	FGF9	0.0024
WNT4	SRY	0.0023
NR5A1	CBX2	0.00221
NR0B1	NR5A1	0.00213
WT1mKTS	PGD2	0.00205
DMRT1	RSPO1	0.00198
PGD2	DHH	0.00191
WT1mKTS	AMH	0.00184
PGD2	RSPO1	0.00178
NR0B1	DMRT1	0.00172
FGF9	UGR	0.00166
DHH	CBX2	0.00161
DKK1	SRY	0.00156
RSPO1	CTNNB1	0.00151
WNT4	RSPO1	0.00146
RSPO1	WT1pKTS	0.00142
AMH	SRY	0.00137
DHH	NR5A1	0.00133
GATA4	DKK1	0.00129
UGR	RSPO1	0.00126
NR5A1	CTNNB1	0.00122
PGD2	SRY	0.00119
WNT4	CTNNB1	0.00115
DMRT1	CBX2	0.00112
PGD2	NR0B1	0.00109
FGF9	DMRT1	0.00106
AMH	DHH	0.00103
CBX2	WNT4	0.00101
WNT4	NR5A1	0.00098
AMH	SOX9	0.00096
SOX9	UGR	0.00093
RSPO1	CBX2	0.00091
UGR	SRY	0.00089
SOX9	DKK1	0.00087
GATA4	WNT4	0.00085
DMRT1	DHH	0.00083
PGD2	CBX2	0.00081
FGF9	PGD2	0.00079
DHH	WNT4	0.00077
WNT4	WT1pKTS	0.00075
CTNNB1	NR5A1	0.00074
NR0B1	RSPO1	0.00072
DMRT1	WT1pKTS	0.0007
AMH	CBX2	0.00069
DMRT1	DKK1	0.00066
NR5A1	WT1pKTS	0.00065
FGF9	AMH	0.00062
FOXL2	CBX2	0.00061
DKK1	AMH	0.0006
NR0B1	UGR	0.00058
DKK1	WNT4	0.00057
CTNNB1	DMRT1	0.00056
DKK1	DHH	0.00055
DHH	UGR	0.00054
WNT4	FOXL2	0.00053
FOXL2	WNT4	0.00052
CTNNB1	WT1pKTS	0.00051
CBX2	NR0B1	0.0005
FOXL2	DHH	0.00049
FGF9	SOX9	0.00048
NR5A1	WNT4	0.00046
DMRT1	SOX9	0.00046
AMH	PGD2	0.00045
DHH	FOXL2	0.00044
AMH	DKK1	0.00043
DHH	NR0B1	0.00043
RSPO1	DKK1	0.00042
WNT4	DHH	0.00041
RSPO1	NR5A1	0.0004
DMRT1	WNT4	0.0004
FOXL2	UGR	0.00039
GATA4	DHH	0.00038
SOX9	FOXL2	0.00037
SOX9	FGF9	0.00036
WNT4	DMRT1	0.00036
NR5A1	DMRT1	0.00035
NR5A1	DKK1	0.00034
DHH	DMRT1	0.00034
GATA4	AMH	0.00033
FGF9	SRY	0.00033
AMH	FOXL2	0.00032
SOX9	SRY	0.00031
DMRT1	SRY	0.00031
WT1pKTS	DHH	0.0003
AMH	WNT4	0.0003
PGD2	DKK1	0.00029
WT1pKTS	NR5A1	0.00029
SOX9	NR0B1	0.00028
SOX9	DMRT1	0.00028
FOXL2	CTNNB1	0.00028
DKK1	DMRT1	0.00027
CTNNB1	DKK1	0.00027
WNT4	FGF9	0.00027
AMH	DMRT1	0.00026
DKK1	SOX9	0.00026
