Gene1	Gene2	corVal	pValue
DMRT1	DMRT1	1	0
FGF9	FGF9	1	0
RSPO1	RSPO1	1	0
DHH	DHH	1	0
CTNNB1	CTNNB1	1	0
PGD2	PGD2	1	0
WT1mKTS	WT1mKTS	1	0
SRY	SRY	1	0
DKK1	DKK1	1	0
WNT4	WNT4	1	0
CBX2	CBX2	1	0
AMH	AMH	1	0
NR0B1	NR0B1	1	0
NR5A1	NR5A1	1	0
WT1pKTS	WT1pKTS	1	0
FOXL2	FOXL2	1	0
UGR	UGR	1	0
SOX9	SOX9	1	0
GATA4	GATA4	1	0
WT1pKTS	NR5A1	0.351461663945542	3.09090081791883e-47
NR5A1	WT1pKTS	0.351461663945542	3.09090081791936e-47
DMRT1	DKK1	0.27717486131563	2.58886147221408e-29
DKK1	DMRT1	0.27717486131563	2.58886147221418e-29
CTNNB1	RSPO1	0.250713300052698	4.08985880217755e-24
RSPO1	CTNNB1	0.250713300052698	4.08985880217764e-24
DKK1	SRY	0.21974640273582	9.19803394855199e-19
SRY	DKK1	0.219746402735819	9.19803394855212e-19
WNT4	NR0B1	0.212690203966352	1.19250692222715e-17
NR0B1	WNT4	0.212690203966352	1.19250692222719e-17
UGR	CBX2	0.197883003864446	1.93201196844494e-15
CBX2	UGR	0.197883003864446	1.93201196844504e-15
CBX2	NR5A1	0.193401074021522	8.34996166364085e-15
NR5A1	CBX2	0.193401074021522	8.34996166364116e-15
WNT4	CTNNB1	0.19330615808899	8.60957004041598e-15
CTNNB1	WNT4	0.193306158088989	8.60957004041658e-15
DMRT1	SRY	0.160504850162865	1.33936960974188e-10
SRY	DMRT1	0.160504850162864	1.33936960974195e-10
NR0B1	SRY	0.147647365692651	3.5875011020105e-09
SRY	NR0B1	0.147647365692651	3.58750110201059e-09
WT1mKTS	GATA4	0.141864320915064	1.43986657249429e-08
GATA4	WT1mKTS	0.141864320915064	1.4398665724943e-08
RSPO1	WNT4	0.130246701228897	1.9908621677173e-07
WNT4	RSPO1	0.130246701228897	1.99086216771732e-07
DHH	FGF9	0.124843822175269	6.26920172597436e-07
FGF9	DHH	0.124843822175269	6.26920172597436e-07
AMH	PGD2	0.121245389194771	1.3113261318537e-06
PGD2	AMH	0.121245389194771	1.31132613185371e-06
DHH	AMH	0.120571563191971	1.50219364631403e-06
AMH	DHH	0.120571563191971	1.50219364631405e-06
WT1pKTS	SRY	0.120401244060592	1.55450817087313e-06
SRY	WT1pKTS	0.120401244060592	1.55450817087318e-06
WT1pKTS	WT1mKTS	0.119926956614827	1.70957213512193e-06
WT1mKTS	WT1pKTS	0.119926956614827	1.70957213512193e-06
UGR	WT1pKTS	0.111013891882909	9.55070133306866e-06
WT1pKTS	UGR	0.111013891882909	9.55070133306883e-06
SOX9	DKK1	0.10898878847718	1.38733884701674e-05
DKK1	SOX9	0.10898878847718	1.38733884701676e-05
PGD2	DHH	0.0912700182814582	0.000276821872519635
DHH	PGD2	0.0912700182814581	0.00027682187251964
GATA4	WT1pKTS	0.0885319657822185	0.000420996812249236
WT1pKTS	GATA4	0.0885319657822185	0.000420996812249236
DMRT1	SOX9	0.0881231944980178	0.000447748438238914
SOX9	DMRT1	0.0881231944980177	0.000447748438238924
NR5A1	SOX9	0.0852674042078694	0.000683696617534488
SOX9	NR5A1	0.0852674042078694	0.000683696617534494
NR0B1	CTNNB1	0.0833094361691929	0.000907367880716002
CTNNB1	NR0B1	0.0833094361691928	0.000907367880716021
PGD2	FGF9	0.0779848978022027	0.00190241385673225
FGF9	PGD2	0.0779848978022026	0.00190241385673228
SOX9	PGD2	0.0747624238832657	0.00291669486738898
PGD2	SOX9	0.0747624238832657	0.00291669486738901
DHH	SOX9	0.0744662489607492	0.00303116215459372
SOX9	DHH	0.074466248960749	0.0030311621545938
CTNNB1	FOXL2	0.0725274190960569	0.00388727952785422
FOXL2	CTNNB1	0.0725274190960567	0.00388727952785429
FOXL2	UGR	0.0648554160531857	0.00984925066654474
UGR	FOXL2	0.0648554160531857	0.00984925066654476
FGF9	AMH	0.0625617348345081	0.0127882522593044
AMH	FGF9	0.062561734834508	0.0127882522593044
DMRT1	WT1pKTS	0.0620271914168272	0.0135756812278568
WT1pKTS	DMRT1	0.0620271914168272	0.0135756812278568
WT1pKTS	CBX2	0.0494834165365325	0.04901696605076
CBX2	WT1pKTS	0.0494834165365324	0.0490169660507603
SOX9	FGF9	0.0467730405656671	0.0628142448651279
FGF9	SOX9	0.046773040565667	0.0628142448651282
FOXL2	WT1mKTS	0.0441566395969354	0.0790327416396245
WT1mKTS	FOXL2	0.0441566395969354	0.0790327416396246
GATA4	CBX2	0.0417574994494257	0.096750643977014
CBX2	GATA4	0.0417574994494256	0.0967506439770144
WT1pKTS	DKK1	0.041655768102877	0.0975669647306854
