Gene1	Gene2	Score
WT1pKTS	WT1mKTS	0.880949710021137
WT1mKTS	WT1pKTS	0.880949710021137
UGR	WNT4	0.86592514503204
UGR	DKK1	-0.854663222887117
GATA4	WT1mKTS	0.853318631778327
WT1mKTS	GATA4	0.853318631778327
GATA4	WT1pKTS	0.850986205601276
WT1pKTS	GATA4	0.850986205601276
UGR	DHH	-0.842639462063632
DKK1	DMRT1	0.841674572956375
DMRT1	DKK1	0.841674572956375
NR0B1	DMRT1	0.840960634771188
UGR	DMRT1	-0.840602487315998
NR0B1	DKK1	0.840314861632654
UGR	FGF9	-0.84020100135527
UGR	PGD2	-0.838715058691272
UGR	AMH	-0.821764834755082
DKK1	DHH	0.819758018105598
UGR	CBX2	0.818086147953185
DMRT1	FGF9	0.817166276704021
DKK1	FGF9	0.817132458346356
UGR	SOX9	-0.817082986383828
DKK1	NR0B1	-0.815702995559578
NR0B1	UGR	-0.814679502622319
DMRT1	NR0B1	-0.811810984272295
DMRT1	DHH	0.811556342900413
DKK1	PGD2	0.807946172448442
NR0B1	WNT4	-0.805263681385438
DKK1	AMH	0.804846569092663
SRY	WNT4	-0.803295598166706
DMRT1	PGD2	0.799583329718065
DMRT1	AMH	0.798631093902987
NR0B1	SRY	0.795741052801424
UGR	NR0B1	0.793163319618777
DKK1	WNT4	-0.792313839386104
SRY	UGR	-0.791427282409726
UGR	SRY	-0.789500225189065
SRY	DMRT1	0.78271558999939
SRY	DKK1	0.780692840590909
CBX2	NR0B1	0.778129143686256
DMRT1	WNT4	-0.776070033364158
CBX2	WNT4	0.774708913251131
CBX2	DHH	-0.765639279993364
CBX2	PGD2	-0.765349519485083
SRY	FGF9	0.764871327724359
CBX2	DKK1	-0.760364728163056
CBX2	FGF9	-0.759765068659891
CBX2	DMRT1	-0.758942560549902
DKK1	SOX9	0.756601030075038
SRY	DHH	0.754951890833872
DKK1	CBX2	-0.752328520216503
CBX2	AMH	-0.751369122153858
SRY	CBX2	-0.750753358287106
DMRT1	SOX9	0.750211621759331
SRY	SOX9	0.749274219158751
SRY	PGD2	0.747444898336235
SRY	NR0B1	0.746647734299357
NR0B1	CBX2	-0.746584322859464
NR0B1	SOX9	0.745320749577984
DMRT1	CBX2	-0.742999703019372
SRY	AMH	0.737976330467641
CBX2	SOX9	-0.733412349955357
CBX2	UGR	0.71948167563808
SRY	RSPO1	-0.706674174897086
UGR	GATA4	0.702421974958914
UGR	WT1pKTS	0.689886024067811
RSPO1	NR5A1	-0.681568633274692
UGR	RSPO1	0.678566760032965
NR0B1	FGF9	0.675655936441832
NR5A1	NR0B1	0.6666246067002
NR0B1	PGD2	0.66556545536494
NR0B1	DHH	0.665564723270735
UGR	WT1mKTS	0.663697755094749
CBX2	SRY	-0.65826727779502
NR0B1	CTNNB1	-0.652868239132104
CBX2	GATA4	0.641304010079076
NR5A1	DKK1	-0.636860556868983
DKK1	NR5A1	-0.636860556868983
DKK1	GATA4	-0.636368495554744
NR5A1	FGF9	-0.636013931765829
NR0B1	RSPO1	-0.63490871052903
NR0B1	AMH	0.633971390530947
NR5A1	DMRT1	-0.633962859765916
DMRT1	NR5A1	-0.633962859765916
WNT4	NR0B1	0.633900657356224
NR5A1	WNT4	0.63062471449078
NR5A1	DHH	-0.63009837225757
DMRT1	GATA4	-0.626678260774439
DKK1	WT1mKTS	-0.62395614197629
NR5A1	PGD2	-0.623667494839545
CBX2	WT1pKTS	0.621722583538196
DKK1	WT1pKTS	-0.621060018910175
SRY	CTNNB1	-0.61963113603733
NR5A1	AMH	-0.616962846906302
SRY	GATA4	-0.615426224268652
WNT4	DKK1	0.613524848351974
