Gene1	Gene2	Score
UGR	FOXL2	-0.871422133799484
CTNNB1	RSPO1	0.871393029472261
RSPO1	CTNNB1	0.871393029472261
UGR	CTNNB1	-0.864271925334362
WNT4	CTNNB1	0.862717428253976
NR0B1	RSPO1	0.862479991850136
UGR	RSPO1	-0.8612002636764
WNT4	RSPO1	0.860861216816336
NR0B1	FOXL2	0.860565820817323
WNT4	FOXL2	0.859230306041137
NR0B1	CTNNB1	0.856043694894792
GATA4	WT1mKTS	0.855263262248062
WT1mKTS	GATA4	0.855263262248062
RSPO1	FOXL2	0.854877852955784
NR0B1	WNT4	0.849995896622266
UGR	CBX2	0.848529498569891
CTNNB1	FOXL2	0.846693756998835
WNT4	NR0B1	0.843214873864095
CBX2	FOXL2	-0.842589702802014
CTNNB1	CBX2	-0.837815248887795
CBX2	NR5A1	0.836091512323388
UGR	NR5A1	0.835763135623689
CBX2	CTNNB1	-0.832962529541437
RSPO1	CBX2	-0.832077769309015
CBX2	RSPO1	-0.830746074671619
CTNNB1	NR5A1	-0.828996470001169
RSPO1	NR5A1	-0.824685393183566
NR5A1	WT1pKTS	0.820754291369372
WNT4	UGR	-0.818608805645666
UGR	WT1pKTS	0.817925922678103
NR0B1	UGR	-0.817016097435195
CBX2	WT1pKTS	0.812539073777704
NR5A1	FOXL2	-0.812003622103077
WNT4	CBX2	-0.808974321149369
CTNNB1	WT1pKTS	-0.8086969821967
RSPO1	WT1pKTS	-0.805466899052115
NR0B1	CBX2	-0.805226271775949
FOXL2	WT1pKTS	-0.786149771754724
NR0B1	NR5A1	-0.785408548956024
FOXL2	NR5A1	-0.783341400165449
WNT4	NR5A1	-0.782709178711753
NR0B1	WT1pKTS	-0.770391457184779
WNT4	WT1pKTS	-0.765403997026958
UGR	WNT4	-0.75847464519732
UGR	NR0B1	-0.747490324644044
NR0B1	SRY	-0.74575947256793
CTNNB1	UGR	-0.744175043557599
WNT4	SRY	-0.741588783961588
WT1pKTS	NR5A1	0.73827622440751
CBX2	UGR	0.734943725616355
WT1pKTS	FOXL2	-0.725796054567302
RSPO1	UGR	-0.717902017775996
NR5A1	RSPO1	-0.714213617047677
NR5A1	CTNNB1	-0.713758637768467
NR5A1	CBX2	0.709381301017017
UGR	SRY	0.687926768475237
WT1mKTS	NR0B1	0.621775555942459
CBX2	WNT4	-0.616702605592632
CTNNB1	SRY	-0.615082086389485
CBX2	SRY	0.612707321137537
GATA4	NR0B1	0.602377581690728
RSPO1	SRY	-0.599095642178454
FOXL2	CBX2	-0.594220537564106
CTNNB1	WNT4	0.587251357281571
WT1mKTS	WNT4	0.585139094274159
CBX2	NR0B1	-0.583110721248351
FOXL2	CTNNB1	0.576722403057742
FOXL2	RSPO1	0.573321549335759
RSPO1	WNT4	0.56106863548586
GATA4	WNT4	0.560779747568933
CTNNB1	NR0B1	0.556667152667989
RSPO1	NR0B1	0.547368722648044
NR5A1	UGR	0.533820226793857
WT1pKTS	CTNNB1	-0.522006405361953
WT1pKTS	RSPO1	-0.518736961604399
WT1pKTS	CBX2	0.508743540227308
NR5A1	SRY	0.479356455220712
FOXL2	SRY	-0.4648768740536
WT1mKTS	RSPO1	0.461716954158222
WT1mKTS	CTNNB1	0.461645470796388
SRY	FOXL2	-0.461353666383722
GATA4	CTNNB1	0.446435992850248
NR5A1	WNT4	-0.443347706299929
GATA4	RSPO1	0.441685108242512
NR5A1	NR0B1	-0.421585860217948
SRY	WT1pKTS	0.415613790420886
SRY	NR5A1	0.412924534680335
FOXL2	UGR	-0.40976145095982
NR0B1	GATA4	-0.389492994267773
DKK1	DMRT1	0.38614572455687
DMRT1	DKK1	0.38614572455687
UGR	GATA4	0.384963032408665
FGF9	WNT4	-0.38244928723316
FGF9	NR0B1	-0.375763760879051
WT1mKTS	CBX2	-0.375488773957801
WNT4	GATA4	-0.373057717530238
FGF9	RSPO1	-0.37146390759544
GATA4	CBX2	-0.369840829502127
WT1mKTS	UGR	-0.368786696871401
FGF9	CTNNB1	-0.367555677538702
WT1pKTS	UGR	0.367000318898731
AMH	RSPO1	-0.36440560525265
WNT4	WT1mKTS	-0.362937813599375
WT1pKTS	SRY	0.362895673051834
NR0B1	WT1mKTS	-0.359416620325826
DHH	CTNNB1	-0.355492727339009
DHH	RSPO1	-0.353772532217353
AMH	NR0B1	-0.351615669699604
AMH	CTNNB1	-0.349338777594486
AMH	WNT4	-0.348815413230956
AMH	UGR	0.347567621424837
FGF9	UGR	0.34341229808276
DHH	WNT4	-0.342103051507611
GATA4	UGR	-0.338618971450625
DHH	NR0B1	-0.33664304600961
AMH	CBX2	0.334555491355951
DHH	UGR	0.333269203358955
WNT4	DKK1	-0.328771165446721
NR0B1	DKK1	-0.324644588649911
FGF9	CBX2	0.324470483087662
FGF9	FOXL2	-0.32375993247495
RSPO1	GATA4	-0.319595316059112
FGF9	NR5A1	0.318332973573374
AMH	SRY	0.313796542415147
DHH	CBX2	0.313672281893373
WT1pKTS	WNT4	-0.31270574915507
DHH	NR5A1	0.309555425564857
FOXL2	WNT4	0.309298679144022
FGF9	SRY	0.307801165888795
PGD2	CBX2	0.30635729513087
PGD2	RSPO1	-0.305713407830712
PGD2	CTNNB1	-0.305670394378787
CTNNB1	GATA4	-0.304481870745599
PGD2	WNT4	-0.302330093216402
PGD2	NR0B1	-0.300091368521403
DHH	FOXL2	-0.299932519018555
NR0B1	DMRT1	-0.298761856763984
CBX2	GATA4	0.298529064749475
WT1pKTS	NR0B1	-0.297137250959596
SRY	WNT4	0.296609787355672
FGF9	WT1pKTS	0.296523095174729
WNT4	DMRT1	-0.292807003242154
PGD2	UGR	0.290684874864271
DHH	SRY	0.28895798251264
AMH	NR5A1	0.288131299712716
AMH	FOXL2	-0.287987628872565
PGD2	SRY	0.287582773640288
WT1pKTS	WT1mKTS	-0.286997217893475
UGR	DKK1	0.283568234559204
PGD2	FOXL2	-0.283237920834537
SOX9	DKK1	0.282768442685931
DKK1	SOX9	0.282768442685931
NR0B1	FGF9	-0.282153595999266
FOXL2	NR0B1	0.282095574011933
UGR	FGF9	0.275239064493525
UGR	WT1mKTS	0.274752240305547
NR5A1	GATA4	-0.271496370485244
PGD2	NR5A1	0.270639641478999
SOX9	NR0B1	-0.267579556073722
SRY	DKK1	0.267015550562742
FOXL2	GATA4	0.265773119773404
CTNNB1	DKK1	-0.263286737236031
SOX9	CTNNB1	-0.263239454189932
UGR	DMRT1	0.261757506191445
SOX9	WNT4	-0.261057037348824
SRY	RSPO1	0.258061391568289
WT1mKTS	SRY	-0.257807171345036
DKK1	SRY	0.256951475411282
NR0B1	DHH	-0.256890960371985
WT1pKTS	GATA4	-0.256704958792436
SOX9	DMRT1	0.253894266678974
DMRT1	SOX9	0.253894266678974
AMH	WT1mKTS	-0.25339420376768
WT1mKTS	AMH	-0.25339420376768
UGR	DHH	0.253384761813973
WNT4	FGF9	-0.253289055303916
SOX9	RSPO1	-0.253153431937751
AMH	WT1pKTS	0.25142602338955
CBX2	DKK1	0.25070706484909
DHH	WT1pKTS	0.2476563515387
WT1mKTS	PGD2	-0.246364773523965
PGD2	WT1mKTS	-0.246364773523965
FOXL2	WT1mKTS	0.245657546373775
DKK1	WT1mKTS	-0.245220604926125
WT1mKTS	DKK1	-0.245220604926125
NR5A1	WT1mKTS	-0.244823916756676
GATA4	SOX9	-0.244381712486486
SOX9	GATA4	-0.244381712486486
WNT4	DHH	-0.244296790372309
GATA4	AMH	-0.243227509107167
AMH	GATA4	-0.243227509107167
RSPO1	DKK1	-0.243025421281251
DKK1	NR0B1	-0.242566276761195
GATA4	DKK1	-0.241618556316509
DKK1	GATA4	-0.241618556316509
WNT4	PGD2	-0.241403180001046
SOX9	WT1mKTS	-0.241091218184348
WT1mKTS	SOX9	-0.241091218184348
NR0B1	AMH	-0.240796661632766
CTNNB1	DMRT1	-0.240512525387184
WT1mKTS	FGF9	-0.240350093675729
FGF9	WT1mKTS	-0.240350093675729
PGD2	WT1pKTS	0.239781504115279
GATA4	SRY	-0.239471369043901
SRY	CBX2	-0.238499888862619
CBX2	DMRT1	0.237391029168589
GATA4	PGD2	-0.23591802869681
