	DMRT1	FGF9	RSPO1	DHH	CTNNB1	PGD2	WT1mKTS	SRY	DKK1	WNT4	CBX2	AMH	NR0B1	NR5A1	WT1pKTS	FOXL2	UGR	SOX9	GATA4
DMRT1	1.0	0.5234766423421039	-0.44323092263446834	0.5064281309156626	-0.5504735823385615	0.5447712923460588	-0.4055897130436526	0.7134698808159539	0.84158177870801	-0.6019523517301537	-0.28385579025798774	0.5107183182073903	-0.36569498016738183	0.30826314617260414	0.40923568948729133	-0.5626029073604981	-0.26756357409753134	0.7079744181534645	-0.42715788323698395
FGF9	0.5234766423421039	1.0	-0.5474683866404293	0.7561867127115306	-0.4878117339348407	0.7571959891233121	-0.4563637649601522	0.40817928785383545	0.5131516784898478	-0.6758633631221256	-0.2631732878292836	0.738808719548742	-0.6088286199188679	0.3234325589313264	0.20093939605734892	-0.35720012721107874	-0.14652490239102967	0.674461152329025	-0.4688494672396642
RSPO1	-0.44323092263446834	-0.5474683866404293	1.0	-0.5401932160596241	0.8552571297997823	-0.5338630892911927	0.24013545001525466	-0.5152773063937555	-0.45685294678211086	0.7615235177005981	-0.297196187675232	-0.529200471060582	0.6513183815771777	-0.7421073748472095	-0.5997379718141171	0.6896274366080754	-0.31963415975645343	-0.5672115736159684	0.2318547752528212
DHH	0.5064281309156626	0.7561867127115306	-0.5401932160596241	1.0	-0.4848800380238794	0.7605432322548158	-0.44756233852618627	0.3963077039976012	0.5175500010254924	-0.6609336156662456	-0.24510682820367663	0.74513847185198	-0.6017330984706682	0.33702278063864527	0.21402024008343112	-0.3508899080559664	-0.1420986880577117	0.6623031178956734	-0.4673212108865492
CTNNB1	-0.5504735823385615	-0.4878117339348407	0.8552571297997823	-0.4848800380238794	1.0	-0.4945400410171829	0.2351869639218569	-0.5873627403472073	-0.5527140518876925	0.7470738271854118	-0.28263435994255104	-0.4904807741581393	0.6106849689219437	-0.7162626149250606	-0.6584274417915907	0.7490940111761105	-0.29970155223834705	-0.560339846985426	0.23187933102187908
PGD2	0.5447712923460588	0.7571959891233121	-0.5338630892911927	0.7605432322548158	-0.4945400410171829	1.0	-0.46834816955307185	0.42588137589372305	0.5476662394424557	-0.6810249268480545	-0.28005948091610094	0.7517490209371233	-0.6088891929847863	0.32886978146171947	0.2336433185211133	-0.371883504551176	-0.17780643025280451	0.6791333854278401	-0.47216522683547973
WT1mKTS	-0.4055897130436526	-0.4563637649601522	0.24013545001525466	-0.44756233852618627	0.2351869639218569	-0.46834816955307185	1.0	-0.3640667627219336	-0.4185691177401294	0.3321783201757051	0.17624405183288297	-0.447066990940421	0.28108771808744937	-0.13451154393400058	-0.08038827697341196	0.2159580380174943	0.0063674108902543455	-0.4499418900143158	0.8108103311942796
SRY	0.7134698808159539	0.40817928785383545	-0.5152773063937555	0.3963077039976012	-0.5873627403472073	0.42588137589372305	-0.3640667627219336	1.0	0.7262956170521436	-0.4519143813338451	-0.05752664095521484	0.40974992500132457	-0.2399907876521157	0.5014957579944643	0.5707375828869524	-0.7034434830541012	-0.1879191342225417	0.5985585681595099	-0.35059277552465884
DKK1	0.84158177870801	0.5131516784898478	-0.45685294678211086	0.5175500010254924	-0.5527140518876925	0.5476662394424557	-0.4185691177401294	0.7262956170521436	1.0	-0.5933901869973309	-0.28636101702908273	0.5197525829690167	-0.36346408216313736	0.325608990909927	0.4127575224264188	-0.580020725542624	-0.26156787186742153	0.7199456071785792	-0.4291888872445103
WNT4	-0.6019523517301537	-0.6758633631221256	0.7615235177005981	-0.6609336156662456	0.7470738271854118	-0.6810249268480545	0.3321783201757051	-0.4519143813338451	-0.5933901869973309	1.0	-0.010471566738792123	-0.653619333149909	0.758730427775877	-0.5497435350434746	-0.44763002450623063	0.5556577240439935	-0.1411477826574751	-0.6937672096672438	0.352198907498811
CBX2	-0.28385579025798774	-0.2631732878292836	-0.297196187675232	-0.24510682820367663	-0.28263435994255104	-0.28005948091610094	0.17624405183288297	-0.05752664095521484	-0.28636101702908273	-0.010471566738792123	1.0	-0.23408513848102533	-0.16817560376737478	0.4444231757507517	0.36399434418101173	-0.28774252453822696	0.7191576368038072	-0.29471671413444045	0.2087002240786882
AMH	0.5107183182073903	0.738808719548742	-0.529200471060582	0.74513847185198	-0.4904807741581393	0.7517490209371233	-0.447066990940421	0.40974992500132457	0.5197525829690167	-0.653619333149909	-0.23408513848102533	1.0	-0.624825715804927	0.32412333279952676	0.2126547918432014	-0.373263266842364	-0.13281017248460733	0.6332158497239312	-0.46569807683576836
NR0B1	-0.36569498016738183	-0.6088286199188679	0.6513183815771777	-0.6017330984706682	0.6106849689219437	-0.6088891929847863	0.28108771808744937	-0.2399907876521157	-0.36346408216313736	0.758730427775877	-0.16817560376737478	-0.624825715804927	1.0	-0.5135862884080609	-0.38265562765316863	0.454863904427724	-0.3114647844567109	-0.475286591632847	0.2962982446299021
NR5A1	0.30826314617260414	0.3234325589313264	-0.7421073748472095	0.33702278063864527	-0.7162626149250606	0.32886978146171947	-0.13451154393400058	0.5014957579944643	0.325608990909927	-0.5497435350434746	0.4444231757507517	0.32412333279952676	-0.5135862884080609	1.0	0.754054218541004	-0.7692184903396218	0.3566549133241433	0.40144112064963977	-0.10971017445848588
