Gene1	Gene2	Score
WT1pKTS	WT1mKTS	0.889453357266019
WT1mKTS	WT1pKTS	0.889453357266019
UGR	WNT4	0.866406012395776
GATA4	WT1pKTS	0.856852916473523
WT1pKTS	GATA4	0.856852916473523
GATA4	WT1mKTS	0.855307987831057
WT1mKTS	GATA4	0.855307987831057
UGR	DKK1	-0.850593152161251
NR0B1	DMRT1	0.847834545522003
NR0B1	DKK1	0.847331549778054
DKK1	DMRT1	0.840780055145419
DMRT1	DKK1	0.840780055145419
UGR	DMRT1	-0.839071081972924
DMRT1	DHH	0.83389343748247
UGR	PGD2	-0.831276445343016
UGR	FGF9	-0.829049165697389
UGR	DHH	-0.819937568100876
DMRT1	FGF9	0.81770379083416
DKK1	NR0B1	-0.816655963675717
DKK1	DHH	0.815309474099945
DKK1	FGF9	0.815216918824101
DMRT1	NR0B1	-0.814491507840875
DKK1	PGD2	0.813913807158949
DKK1	WNT4	-0.812235739353356
DMRT1	PGD2	0.811026398699557
UGR	CBX2	0.810286279461052
NR0B1	UGR	-0.805974101335231
UGR	SOX9	-0.805834118210871
DMRT1	AMH	0.803174810563543
DKK1	AMH	0.802305464679456
UGR	AMH	-0.8013917059724
DMRT1	WNT4	-0.797491850807489
SRY	WNT4	-0.794955068592387
NR0B1	WNT4	-0.793083087424524
SRY	UGR	-0.791569122487323
NR0B1	SRY	0.790979892193095
SRY	DKK1	0.785143350329751
SRY	DMRT1	0.777986668648637
CBX2	WNT4	0.77516012592051
UGR	SRY	-0.774358464928633
CBX2	NR0B1	0.759614047333352
CBX2	DKK1	-0.757165800878004
UGR	NR0B1	0.756680098442542
DMRT1	SOX9	0.756479316425785
CBX2	FGF9	-0.755941503811922
CBX2	PGD2	-0.751323669365638
DKK1	SOX9	0.750775770504325
CBX2	DHH	-0.750163889857999
SRY	FGF9	0.746829616677386
SRY	NR0B1	0.74367508138094
CBX2	DMRT1	-0.743426479377653
CBX2	AMH	-0.741920344963494
SRY	PGD2	0.741735968777738
SRY	CBX2	-0.737713827811894
SRY	DHH	0.735854067061215
NR0B1	CBX2	-0.73535123857579
SRY	SOX9	0.732601605449017
DMRT1	CBX2	-0.731684014840842
DKK1	CBX2	-0.728146254806568
NR0B1	SOX9	0.727446712284164
CBX2	UGR	0.727398223055056
CBX2	SOX9	-0.713652455249385
SRY	AMH	0.709867694775562
SRY	RSPO1	-0.702722231965168
RSPO1	NR5A1	-0.689552664847886
UGR	RSPO1	0.687202744568098
UGR	GATA4	0.684610021768244
NR5A1	NR0B1	0.678230865838966
UGR	WT1pKTS	0.672261686146548
NR5A1	WNT4	0.670731719548674
NR5A1	DKK1	-0.658398986279775
DKK1	NR5A1	-0.658398986279775
NR5A1	DMRT1	-0.657782102543388
DMRT1	NR5A1	-0.657782102543388
NR5A1	DHH	-0.652556230442289
NR5A1	FGF9	-0.65093700625726
NR0B1	FGF9	0.649847625542252
NR0B1	CTNNB1	-0.646868141629463
CBX2	SRY	-0.646658162505163
SRY	CTNNB1	-0.644074202765257
NR0B1	DHH	0.643725906618774
NR0B1	PGD2	0.643577143054582
UGR	WT1mKTS	0.640642564814525
NR5A1	PGD2	-0.636734647387308
DKK1	GATA4	-0.633660339884365
NR5A1	AMH	-0.633391405473474
CBX2	GATA4	0.629399222919191
NR0B1	RSPO1	-0.628124426381031
DMRT1	GATA4	-0.621841752912224
DKK1	WT1mKTS	-0.619378303713324
RSPO1	DKK1	0.61697954527591
DKK1	WT1pKTS	-0.616543579909957
RSPO1	DMRT1	0.616415249813005
WNT4	DMRT1	0.615322006226906
CBX2	RSPO1	0.609049157378107
DMRT1	WT1pKTS	-0.608639879184278
RSPO1	FGF9	0.607183876208144
WNT4	DKK1	0.606784023008157
RSPO1	WNT4	-0.605893953152076
NR0B1	AMH	0.605439716939718
SRY	GATA4	-0.605156512710367
WNT4	NR0B1	0.605096601518644
RSPO1	PGD2	0.604455315445332
CBX2	WT1pKTS	0.602908009718228
UGR	CTNNB1	0.602670679812338
RSPO1	DHH	0.602615020082417
NR5A1	SOX9	-0.599381016061898
RSPO1	AMH	0.597328692687628
WNT4	RSPO1	0.59714158348828
NR5A1	CBX2	0.59696932697251
CBX2	NR5A1	0.59696932697251
DMRT1	WT1mKTS	-0.596541135518737
CBX2	WT1mKTS	0.596392060790054
DMRT1	RSPO1	-0.595718336855792
CTNNB1	NR5A1	-0.594075594002545
DKK1	UGR	-0.592145842312156
DMRT1	UGR	-0.589120665682552
CTNNB1	RSPO1	0.584569568760372
SRY	WT1pKTS	-0.583683572295992
DKK1	SRY	0.576500574109043
RSPO1	CTNNB1	0.576095596161024
DKK1	RSPO1	-0.575358509051461
RSPO1	SOX9	0.572822012277897
SOX9	PGD2	0.564874313661414
DMRT1	SRY	0.562879747343845
NR0B1	WT1pKTS	-0.560329389864828
UGR	NR5A1	0.55616089993934
NR0B1	GATA4	-0.551395859367351
RSPO1	NR0B1	-0.54854542154971
SRY	WT1mKTS	-0.545237058046948
NR5A1	RSPO1	-0.542331257954195
SOX9	FGF9	0.531847011219208
CBX2	CTNNB1	0.529042298727149
SOX9	NR0B1	-0.526362071645121
SOX9	DHH	0.525103495149645
NR0B1	WT1mKTS	-0.520827583835593
WNT4	UGR	-0.518627471521543
SOX9	AMH	0.517650681918605
WNT4	SRY	0.51742375380172
NR5A1	WT1pKTS	0.514692746534375
RSPO1	CBX2	-0.50148592997617
WNT4	NR5A1	-0.498365053672343
NR5A1	WT1mKTS	0.496156023208892
RSPO1	UGR	-0.492677355931215
SOX9	DKK1	0.487409344433873
WNT4	SOX9	0.485431384555944
NR5A1	GATA4	0.481750279967609
SRY	NR5A1	-0.470350903022778
SOX9	DMRT1	0.468633326248875
WNT4	CTNNB1	0.468509109991652
DMRT1	CTNNB1	-0.466507427564981
