Parent	Type	Child	Weight	Probability	Score
DMRT1	+	DMRT1	0.528533	1.000000	0.544750
FGF9	+	DMRT1	0.095568	0.096923	0.009547
RSPO1	+	DMRT1	0.103410	0.101190	0.010785
DHH	-	DMRT1	-0.020514	0.072335	-0.001529
CTNNB1	+	DMRT1	0.013569	0.042750	0.000598
PGD2	+	DMRT1	0.104873	0.099432	0.010748
WT1mKTS	+	DMRT1	0.293116	0.199817	0.060366
SRY	+	DMRT1	0.081529	0.088772	0.007460
DKK1	+	DMRT1	0.551433	1.000000	0.568353
WNT4	-	DMRT1	-0.132497	0.198862	-0.027157
CBX2	-	DMRT1	-0.225664	0.791443	-0.184080
AMH	+	DMRT1	0.011642	0.068635	0.000824
NR0B1	+	DMRT1	0.015031	0.067583	0.001047
NR5A1	-	DMRT1	-0.466574	0.999999	-0.480890
WT1pKTS	+	DMRT1	0.403081	0.824042	0.342347
FOXL2	-	DMRT1	-0.096228	0.103734	-0.010288
UGR	-	DMRT1	-0.075167	0.114933	-0.008904
SOX9	+	DMRT1	0.209446	0.146770	0.031684
GATA4	+	DMRT1	0.332755	0.346660	0.118892
DMRT1	+	FGF9	0.095834	0.000189	0.000019
FGF9	+	FGF9	0.906917	0.000000	0.000000
RSPO1	-	FGF9	-0.074598	0.331317	-0.025474
DHH	+	FGF9	0.792882	0.000000	0.000000
CTNNB1	-	FGF9	-0.046847	0.129027	-0.006230
PGD2	+	FGF9	0.960120	0.000000	0.000000
WT1mKTS	+	FGF9	0.888367	0.000000	0.000000
SRY	+	FGF9	0.643713	0.000000	0.000000
DKK1	-	FGF9	-0.025140	0.161804	-0.004192
WNT4	-	FGF9	-0.046581	0.213068	-0.010229
CBX2	+	FGF9	0.014507	0.049443	0.000739
AMH	+	FGF9	0.911626	0.000000	0.000000
NR0B1	-	FGF9	-0.152158	0.999891	-0.156809
NR5A1	+	FGF9	0.272878	0.000000	0.000000
WT1pKTS	+	FGF9	0.609774	0.000000	0.000000
FOXL2	-	FGF9	-0.052277	0.107162	-0.005774
UGR	+	FGF9	0.025826	0.041041	0.001092
SOX9	+	FGF9	0.304293	0.000000	0.000000
GATA4	-	FGF9	-0.167058	0.998744	-0.171968
DMRT1	+	RSPO1	0.298489	0.599278	0.184366
FGF9	-	RSPO1	-0.150199	0.127311	-0.019709
RSPO1	+	RSPO1	0.622237	1.000000	0.641329
DHH	-	RSPO1	-0.112645	0.106799	-0.012399
CTNNB1	+	RSPO1	0.466500	0.998724	0.480201
PGD2	+	RSPO1	0.015890	0.069747	0.001142
WT1mKTS	+	RSPO1	0.069158	0.119982	0.008552
