Parent	Type	Child	Weight	Probability	Score
DMRT1	+	DMRT1	0.161614	0.125525	0.022496
FGF9	+	DMRT1	0.096263	0.085559	0.009133
RSPO1	+	DMRT1	0.190756	0.189713	0.040131
DHH	-	DMRT1	-0.001962	0.035430	-0.000077
CTNNB1	+	DMRT1	0.184091	0.178413	0.036422
PGD2	+	DMRT1	0.079369	0.074873	0.006590
WT1mKTS	+	DMRT1	0.053791	0.108690	0.006483
SRY	+	DMRT1	0.127425	0.115713	0.016351
DKK1	+	DMRT1	0.182492	0.140375	0.028408
WNT4	+	DMRT1	0.030440	0.088044	0.002972
CBX2	+	DMRT1	0.065191	0.093102	0.006731
AMH	+	DMRT1	0.035761	0.049874	0.001978
NR0B1	+	DMRT1	0.752581	0.000000	0.000000
NR5A1	+	DMRT1	0.070607	0.098743	0.007731
WT1pKTS	+	DMRT1	0.134999	0.133811	0.020032
FOXL2	-	DMRT1	-0.074336	0.092915	-0.007659
UGR	+	DMRT1	0.116048	0.118374	0.015233
SOX9	+	DMRT1	0.121224	0.099909	0.013431
GATA4	+	DMRT1	0.017805	0.104801	0.002069
DMRT1	+	FGF9	0.067845	0.078914	0.005937
FGF9	+	FGF9	0.157004	0.131456	0.022887
RSPO1	+	FGF9	0.045533	0.091489	0.004620
DHH	+	FGF9	0.016163	0.040200	0.000721
CTNNB1	-	FGF9	-0.011856	0.080624	-0.001060
PGD2	+	FGF9	0.062617	0.070309	0.004882
WT1mKTS	+	FGF9	0.090301	0.127759	0.012793
SRY	+	FGF9	0.079319	0.096629	0.008499
DKK1	+	FGF9	0.112531	0.105639	0.013183
WNT4	+	FGF9	0.544374	0.000000	0.000000
CBX2	-	FGF9	-0.020219	0.067025	-0.001503
AMH	+	FGF9	0.226991	0.243929	0.061401
NR0B1	-	FGF9	-0.027165	0.089287	-0.002690
NR5A1	-	FGF9	-0.024933	0.075692	-0.002093
WT1pKTS	+	FGF9	0.042502	0.087936	0.004145
FOXL2	+	FGF9	0.139237	0.163130	0.025188
UGR	+	FGF9	0.186196	0.262026	0.054102
SOX9	+	FGF9	0.178188	0.156176	0.030860
GATA4	+	FGF9	0.150942	0.181135	0.030319
DMRT1	+	RSPO1	0.048565	0.068129	0.003669
FGF9	-	RSPO1	-0.022343	0.048584	-0.001204
RSPO1	+	RSPO1	0.611821	1.000000	0.678463
DHH	-	RSPO1	-0.038510	0.061265	-0.002616
CTNNB1	+	RSPO1	0.500431	0.999942	0.554908
PGD2	+	RSPO1	0.105416	0.095986	0.011221
WT1mKTS	+	RSPO1	0.281039	0.030512	0.009509
SRY	-	RSPO1	-0.089265	0.133610	-0.013226
DKK1	+	RSPO1	0.027322	0.051134	0.001549
WNT4	+	RSPO1	0.119604	0.059958	0.007952
CBX2	-	RSPO1	-0.334073	0.999998	-0.370461
AMH	+	RSPO1	0.068610	0.078856	0.006000
NR0B1	+	RSPO1	0.007856	0.090174	0.000786
NR5A1	-	RSPO1	-0.047909	0.101186	-0.005376
WT1pKTS	+	RSPO1	0.081384	0.083639	0.007548
FOXL2	+	RSPO1	0.193922	0.066597	0.014321
UGR	-	RSPO1	-0.126538	0.235837	-0.033093
SOX9	+	RSPO1	0.046043	0.064879	0.003313
GATA4	+	RSPO1	0.338887	0.069634	0.026168
