Regulator	Target	SINGE_Score
GATA4	UGR	6
WT1mKTS	RSPO1	1.5
WT1pKTS	NR0B1	0.66666
WT1pKTS	WNT4	0.375
WT1mKTS	AMH	0.24
GATA4	PGD2	0.16666
SRY	CBX2	0.12244
WT1pKTS	DKK1	0.09375
GATA4	FOXL2	0.07407
WT1pKTS	RSPO1	0.06
WT1pKTS	FOXL2	0.04958
WT1mKTS	FGF9	0.04166
GATA4	SRY	0.0355
GATA4	DHH	0.03061
WT1mKTS	DHH	0.02666
GATA4	WNT4	0.02343
SRY	FGF9	0.02076
GATA4	SOX9	0.01851
WT1pKTS	FGF9	0.015
WT1pKTS	AMH	0.0136
GATA4	DMRT1	0.01239
NR0B1	WNT4	0.01134
PGD2	FGF9	0.01041
WT1pKTS	NR5A1	0.00887
WT1mKTS	CBX2	0.00823
WT1pKTS	CTNNB1	0.00765
GATA4	NR0B1	0.00713
WT1mKTS	NR0B1	0.00666
DKK1	DMRT1	0.00624
NR0B1	RSPO1	0.00585
DHH	RSPO1	0.0055
GATA4	FGF9	0.00519
NR0B1	SOX9	0.00489
WT1pKTS	CBX2	0.00462
DKK1	WNT4	0.00415
FOXL2	AMH	0.00394
SRY	UGR	0.00375
NR0B1	AMH	0.00356
WT1pKTS	UGR	0.0034
WT1pKTS	DMRT1	0.00324
SRY	NR0B1	0.00296
SRY	WNT4	0.00283
DHH	DMRT1	0.00271
DMRT1	DKK1	0.0026
WT1mKTS	UGR	0.00249
WT1mKTS	FOXL2	0.0024
SRY	SOX9	0.0023
SRY	DKK1	0.00213
WT1mKTS	CTNNB1	0.00205
CBX2	AMH	0.00198
CTNNB1	WNT4	0.00191
CBX2	RSPO1	0.00184
WT1mKTS	PGD2	0.00178
SOX9	DMRT1	0.00172
NR5A1	NR0B1	0.00166
NR0B1	CTNNB1	0.00161
PGD2	DHH	0.00156
NR0B1	DMRT1	0.00151
DHH	SRY	0.00146
NR0B1	CBX2	0.00142
CBX2	DHH	0.00137
WNT4	NR0B1	0.00133
CBX2	UGR	0.00129
WNT4	CBX2	0.00126
AMH	FGF9	0.00119
DMRT1	SRY	0.00115
SOX9	UGR	0.00109
WT1mKTS	NR5A1	0.00106
SOX9	RSPO1	0.00101
WT1pKTS	DHH	0.00098
CTNNB1	AMH	0.00093
FOXL2	SOX9	0.00091
WNT4	UGR	0.00089
CTNNB1	NR0B1	0.00087
DHH	DKK1	0.00085
PGD2	NR0B1	0.00083
FOXL2	FGF9	0.00081
FGF9	UGR	0.00079
AMH	PGD2	0.00077
