Gene1	Gene2	Score
UGR	WNT4	0.876692454465284
WT1pKTS	WT1mKTS	0.870264689948977
WT1mKTS	WT1pKTS	0.870264689948977
UGR	DKK1	-0.85344834595521
UGR	FGF9	-0.847777112006295
NR0B1	DMRT1	0.846762617124205
UGR	DMRT1	-0.845803516109625
UGR	PGD2	-0.843109705645125
NR0B1	DKK1	0.840325330168246
UGR	DHH	-0.839422058683112
GATA4	WT1mKTS	0.839181351577412
WT1mKTS	GATA4	0.839181351577412
GATA4	WT1pKTS	0.834915715061864
WT1pKTS	GATA4	0.834915715061864
DKK1	DMRT1	0.83393066512376
DMRT1	DKK1	0.83393066512376
UGR	AMH	-0.823136740538095
NR0B1	WNT4	-0.819414820198537
UGR	CBX2	0.816516395393358
UGR	SOX9	-0.816449337700904
NR0B1	UGR	-0.815660761244311
DKK1	FGF9	0.81430352637338
DKK1	NR0B1	-0.813813481565904
DMRT1	DHH	0.813120552152146
DMRT1	NR0B1	-0.811575979709209
SRY	UGR	-0.809776660740375
DMRT1	FGF9	0.80938599787124
SRY	WNT4	-0.80872539269221
DKK1	PGD2	0.807563040260507
DKK1	DHH	0.805644314974016
DMRT1	PGD2	0.803754729699693
DKK1	AMH	0.803249460324541
DMRT1	AMH	0.797024460464433
UGR	NR0B1	0.795373373969665
NR0B1	SRY	0.793709556112316
SRY	DKK1	0.790763532571596
DKK1	WNT4	-0.790363516593886
SRY	DMRT1	0.786457193160274
UGR	SRY	-0.785645386162348
DMRT1	WNT4	-0.78513714770436
CBX2	WNT4	0.78042813957209
CBX2	DHH	-0.763529143722318
CBX2	NR0B1	0.76299288632078
CBX2	FGF9	-0.758541745420163
SRY	NR0B1	0.75827931008168
SRY	DHH	0.75758263345422
NR0B1	SOX9	0.756685318308264
CBX2	PGD2	-0.755816563757099
CBX2	DKK1	-0.755462494070933
CBX2	AMH	-0.755159190342888
SRY	FGF9	0.754664165007693
SRY	SOX9	0.752250010198423
DKK1	SOX9	0.751277728462952
SRY	CBX2	-0.749821836923851
CBX2	UGR	0.749517915791214
DMRT1	SOX9	0.747504089654367
NR0B1	CBX2	-0.74655281514675
CBX2	DMRT1	-0.745275913441023
SRY	PGD2	0.741681248155978
DKK1	CBX2	-0.741447787429789
SRY	AMH	0.726889795757463
DMRT1	CBX2	-0.72553055486275
CBX2	SOX9	-0.723376841259571
