Gene1	Gene2	corVal	pValue
DMRT1	DMRT1	1	0
FGF9	FGF9	1	0
RSPO1	RSPO1	1	0
DHH	DHH	1	0
CTNNB1	CTNNB1	1	0
PGD2	PGD2	1	0
WT1mKTS	WT1mKTS	1	0
SRY	SRY	1	0
DKK1	DKK1	1	0
WNT4	WNT4	1	0
CBX2	CBX2	1	0
AMH	AMH	1	0
NR0B1	NR0B1	1	0
NR5A1	NR5A1	1	0
WT1pKTS	WT1pKTS	1	0
FOXL2	FOXL2	1	0
UGR	UGR	1	0
SOX9	SOX9	1	0
GATA4	GATA4	1	0
NR5A1	WT1pKTS	0.361457865155295	4.73382668453625e-50
WT1pKTS	NR5A1	0.361457865155295	4.73382668453672e-50
DKK1	DMRT1	0.270386966539578	6.35516598108026e-28
DMRT1	DKK1	0.270386966539578	6.35516598108026e-28
CTNNB1	RSPO1	0.245089474751917	4.37835031617457e-23
RSPO1	CTNNB1	0.245089474751917	4.37835031617457e-23
SRY	DKK1	0.2112289246372	2.00469445350915e-17
DKK1	SRY	0.2112289246372	2.00469445350924e-17
WNT4	NR0B1	0.21075573552165	2.36996424097658e-17
NR0B1	WNT4	0.21075573552165	2.36996424097674e-17
CTNNB1	WNT4	0.200191570129255	8.96627578355945e-16
WNT4	CTNNB1	0.200191570129255	8.96627578356076e-16
CBX2	UGR	0.198955369491659	1.3540902143847e-15
UGR	CBX2	0.198955369491659	1.35409021438471e-15
CBX2	NR5A1	0.18616843517489	8.23026327419854e-14
NR5A1	CBX2	0.18616843517489	8.23026327419867e-14
SRY	DMRT1	0.179407043060316	6.43958514769009e-13
DMRT1	SRY	0.179407043060315	6.43958514769059e-13
SRY	NR0B1	0.142144289839192	1.34788645478344e-08
NR0B1	SRY	0.142144289839192	1.34788645478346e-08
WT1pKTS	WT1mKTS	0.126227887233653	4.69394788374344e-07
WT1mKTS	WT1pKTS	0.126227887233653	4.69394788374349e-07
WT1pKTS	UGR	0.124744170344763	6.40042996151544e-07
UGR	WT1pKTS	0.124744170344763	6.40042996151546e-07
GATA4	WT1mKTS	0.123208958628498	8.78899795938581e-07
WT1mKTS	GATA4	0.123208958628498	8.78899795938589e-07
DHH	AMH	0.118381698957241	2.32459229368003e-06
AMH	DHH	0.118381698957241	2.32459229368005e-06
FGF9	DHH	0.112649697234258	7.03084670257742e-06
DHH	FGF9	0.112649697234258	7.03084670257747e-06
RSPO1	WNT4	0.108626977121403	1.48203012426805e-05
WNT4	RSPO1	0.108626977121403	1.48203012426805e-05
PGD2	DHH	0.106084844931862	2.34319803591264e-05
DHH	PGD2	0.106084844931862	2.34319803591264e-05
SOX9	DKK1	0.103214006806475	3.8832706674285e-05
DKK1	SOX9	0.103214006806475	3.88327066742861e-05
WT1pKTS	SRY	0.10238513386665	4.48228168227847e-05
SRY	WT1pKTS	0.10238513386665	4.48228168227853e-05
WT1pKTS	GATA4	0.100150103688072	6.56409998617499e-05
GATA4	WT1pKTS	0.100150103688072	6.56409998617511e-05
PGD2	AMH	0.0951299211424625	0.000150321970765439
AMH	PGD2	0.0951299211424624	0.00015032197076544
SOX9	DMRT1	0.0942080886743573	0.000174284653091241
DMRT1	SOX9	0.0942080886743571	0.000174284653091247
DHH	SOX9	0.0908676575683893	0.000294625269773739
SOX9	DHH	0.0908676575683893	0.000294625269773741
DMRT1	WT1pKTS	0.0856753790256159	0.00064406891934594
WT1pKTS	DMRT1	0.0856753790256157	0.000644068919345953
NR0B1	CTNNB1	0.0704887275990387	0.00501909942144898
CTNNB1	NR0B1	0.0704887275990387	0.00501909942144899
AMH	FGF9	0.0665309970540924	0.00809917049578357
FGF9	AMH	0.0665309970540923	0.00809917049578368
UGR	FOXL2	0.0653968379717055	0.00925007795478053
FOXL2	UGR	0.0653968379717054	0.00925007795478063
FGF9	PGD2	0.0584155680455869	0.0201080665638309
PGD2	FGF9	0.0584155680455868	0.0201080665638312
WT1pKTS	CBX2	0.0544379096925273	0.0303255111849263
CBX2	WT1pKTS	0.0544379096925272	0.0303255111849268
SOX9	NR5A1	0.0533095654892662	0.033933856522154
NR5A1	SOX9	0.053309565489266	0.0339338565221545
FGF9	SOX9	0.0487687840824532	0.0523818833650407
SOX9	FGF9	0.0487687840824532	0.0523818833650411
CBX2	GATA4	0.0485190199581793	0.0536025269302398
GATA4	CBX2	0.0485190199581793	0.0536025269302398
RSPO1	FOXL2	0.048384070608089	0.0542718643819265
FOXL2	RSPO1	0.0483840706080888	0.0542718643819274
CTNNB1	FOXL2	0.0480595362918242	0.0559100936478322
FOXL2	CTNNB1	0.0480595362918242	0.0559100936478322
WT1mKTS	FOXL2	0.0470553666629611	0.0612416637062924
FOXL2	WT1mKTS	0.0470553666629611	0.0612416637062927
