Parent	Type	Child	Weight	Probability	Score
DMRT1	+	DMRT1	0.318723	0.170975	0.077579
FGF9	+	DMRT1	0.040405	0.050542	0.002907
RSPO1	+	DMRT1	0.195974	0.022633	0.006315
DHH	-	DMRT1	-0.000091	0.035976	-0.000005
CTNNB1	+	DMRT1	0.084708	0.072135	0.008699
PGD2	-	DMRT1	-0.009400	0.037711	-0.000505
WT1mKTS	+	DMRT1	0.107639	0.045725	0.007007
SRY	+	DMRT1	0.071383	0.076320	0.007756
DKK1	+	DMRT1	0.091045	0.077472	0.010042
WNT4	+	DMRT1	0.062680	0.073201	0.006532
CBX2	+	DMRT1	0.043961	0.076321	0.004776
AMH	+	DMRT1	0.133846	0.088992	0.016957
NR0B1	-	DMRT1	-0.121933	0.204812	-0.035553
NR5A1	+	DMRT1	0.102790	0.074799	0.010946
WT1pKTS	+	DMRT1	0.118191	0.064944	0.010927
FOXL2	-	DMRT1	-0.074737	0.114136	-0.012144
UGR	+	DMRT1	0.062257	0.080032	0.007093
SOX9	+	DMRT1	0.210743	0.104215	0.031267
GATA4	+	DMRT1	0.029532	0.089091	0.003746
DMRT1	+	FGF9	0.101553	0.014954	0.002162
FGF9	+	FGF9	0.120154	0.012322	0.002108
RSPO1	-	FGF9	-0.021344	0.165014	-0.005014
DHH	-	FGF9	-0.016304	0.048810	-0.001133
CTNNB1	+	FGF9	0.100780	0.000033	0.000005
PGD2	+	FGF9	0.234829	0.000042	0.000014
WT1mKTS	+	FGF9	0.099774	0.000000	0.000000
SRY	+	FGF9	0.079583	0.013101	0.001484
DKK1	+	FGF9	0.103677	0.014660	0.002164
WNT4	+	FGF9	0.026204	0.027245	0.001016
CBX2	+	FGF9	0.032008	0.036692	0.001672
AMH	+	FGF9	0.120657	0.011037	0.001896
NR0B1	-	FGF9	-0.057254	0.568345	-0.046325
NR5A1	-	FGF9	-0.066374	0.438537	-0.041438
WT1pKTS	+	FGF9	0.047808	0.014399	0.000980
FOXL2	+	FGF9	0.128431	0.000000	0.000000
UGR	+	FGF9	0.330689	0.000000	0.000000
SOX9	+	FGF9	0.254084	0.000001	0.000000
GATA4	+	FGF9	0.686783	0.000000	0.000000
DMRT1	+	RSPO1	0.102862	0.093125	0.013637
FGF9	-	RSPO1	-0.004216	0.038932	-0.000234
RSPO1	+	RSPO1	0.623263	1.000000	0.887301
DHH	-	RSPO1	-0.041785	0.066485	-0.003955
CTNNB1	+	RSPO1	0.532369	0.999730	0.757697
PGD2	+	RSPO1	0.076585	0.080646	0.008793
WT1mKTS	+	RSPO1	0.407775	0.016531	0.009597
SRY	-	RSPO1	-0.057346	0.098251	-0.008021
DKK1	-	RSPO1	-0.017180	0.045080	-0.001103
WNT4	+	RSPO1	0.063577	0.070819	0.006410
CBX2	-	RSPO1	-0.325982	0.999999	-0.464081
AMH	+	RSPO1	0.061127	0.073565	0.006402
NR0B1	+	RSPO1	0.072727	0.066773	0.006914
NR5A1	-	RSPO1	-0.078039	0.143595	-0.015953
WT1pKTS	+	RSPO1	0.037110	0.077156	0.004076
FOXL2	+	RSPO1	0.116543	0.060709	0.010073
UGR	-	RSPO1	-0.110897	0.203351	-0.032105
SOX9	-	RSPO1	-0.010393	0.039441	-0.000584
GATA4	+	RSPO1	0.289297	0.004232	0.001743
DMRT1	+	DHH	0.098454	0.077250	0.010828
