Parent	Type	Child	Weight	Probability	Score
DMRT1	+	DMRT1	0.560385	1.000000	0.652134
FGF9	-	DMRT1	-0.014584	0.071640	-0.001216
RSPO1	+	DMRT1	0.109851	0.100125	0.012800
DHH	+	DMRT1	0.043465	0.079607	0.004027
CTNNB1	-	DMRT1	-0.033179	0.058582	-0.002262
PGD2	+	DMRT1	0.021111	0.071739	0.001762
WT1mKTS	+	DMRT1	0.287378	0.116428	0.038937
SRY	+	DMRT1	0.136175	0.084168	0.013338
DKK1	+	DMRT1	0.473115	0.999267	0.550172
WNT4	-	DMRT1	-0.112310	0.159615	-0.020861
CBX2	-	DMRT1	-0.215776	0.730249	-0.183368
AMH	+	DMRT1	0.116057	0.099316	0.013413
NR0B1	+	DMRT1	0.000918	0.064813	0.000069
NR5A1	-	DMRT1	-0.488669	1.000000	-0.568675
WT1pKTS	+	DMRT1	0.419954	0.747236	0.365182
FOXL2	+	DMRT1	0.016256	0.038267	0.000724
UGR	-	DMRT1	-0.059731	0.099495	-0.006916
SOX9	+	DMRT1	0.283576	0.275773	0.091006
GATA4	+	DMRT1	0.296912	0.129034	0.044584
DMRT1	+	FGF9	0.235804	0.000000	0.000000
FGF9	+	FGF9	1.021170	0.000000	0.000000
RSPO1	-	FGF9	-0.118791	0.954445	-0.131943
DHH	+	FGF9	0.970453	0.000000	0.000000
CTNNB1	-	FGF9	-0.030962	0.090528	-0.003262
PGD2	+	FGF9	1.000430	0.000000	0.000000
WT1mKTS	+	FGF9	0.055118	0.000028	0.000002
SRY	+	FGF9	0.770651	0.000000	0.000000
DKK1	-	FGF9	-0.031198	0.245491	-0.008913
WNT4	+	FGF9	0.017248	0.041619	0.000835
CBX2	-	FGF9	-0.038770	0.153049	-0.006905
AMH	+	FGF9	1.050650	0.000000	0.000000
NR0B1	-	FGF9	-0.163625	0.999997	-0.190414
NR5A1	+	FGF9	0.664562	0.000000	0.000000
WT1pKTS	+	FGF9	0.889716	0.000000	0.000000
FOXL2	-	FGF9	-0.020831	0.051212	-0.001241
UGR	+	FGF9	0.017514	0.034583	0.000705
SOX9	+	FGF9	0.543607	0.000000	0.000000
GATA4	-	FGF9	-0.083575	0.984627	-0.095763
DMRT1	+	RSPO1	1.324155	0.000000	0.000000
FGF9	-	RSPO1	-0.104319	0.720378	-0.087453
RSPO1	+	RSPO1	1.537359	0.000000	0.000000
DHH	-	RSPO1	-0.131600	0.938108	-0.143668
CTNNB1	+	RSPO1	1.217476	0.000000	0.000000
PGD2	-	RSPO1	-0.016990	0.099559	-0.001968
WT1mKTS	+	RSPO1	1.506145	0.000000	0.000000
SRY	+	RSPO1	0.155681	0.000000	0.000000
DKK1	+	RSPO1	0.117416	0.000027	0.000004
WNT4	+	RSPO1	1.133380	0.000000	0.000000
CBX2	+	RSPO1	0.131263	0.000052	0.000008
AMH	+	RSPO1	0.046847	0.024620	0.001342
NR0B1	-	RSPO1	-0.015941	0.108662	-0.002016
NR5A1	-	RSPO1	-0.244966	1.000000	-0.285073
WT1pKTS	+	RSPO1	0.068472	0.000001	0.000000
FOXL2	+	RSPO1	0.025126	0.028193	0.000824
UGR	-	RSPO1	-0.034173	0.099995	-0.003977
SOX9	-	RSPO1	-0.153872	0.987323	-0.176795
GATA4	+	RSPO1	1.002460	0.000000	0.000000
DMRT1	+	DHH	0.282450	0.000000	0.000000
FGF9	+	DHH	1.283479	0.000000	0.000000
RSPO1	-	DHH	-0.107725	0.946851	-0.118699
DHH	+	DHH	1.034071	0.000000	0.000000
CTNNB1	-	DHH	-0.019626	0.070836	-0.001618
PGD2	+	DHH	1.538441	0.000000	0.000000
WT1mKTS	-	DHH	-0.017094	0.496275	-0.009872
SRY	+	DHH	1.213983	0.000000	0.000000
DKK1	+	DHH	0.589892	0.000000	0.000000
WNT4	-	DHH	-0.014771	0.093922	-0.001615
CBX2	+	DHH	0.070764	0.001886	0.000155
AMH	+	DHH	1.589477	0.000000	0.000000
NR0B1	-	DHH	-0.146684	0.999993	-0.170699
NR5A1	+	DHH	1.356361	0.000000	0.000000
WT1pKTS	-	DHH	-0.135646	0.999636	-0.157797
FOXL2	-	DHH	-0.088319	0.337260	-0.034663
UGR	+	DHH	0.023753	0.032042	0.000886
SOX9	+	DHH	0.115202	0.000000	0.000000
GATA4	+	DHH	1.017903	0.000000	0.000000
DMRT1	-	CTNNB1	-0.054016	0.095159	-0.005982
FGF9	-	CTNNB1	-0.041586	0.078186	-0.003784
RSPO1	+	CTNNB1	0.500250	0.980615	0.570868
DHH	-	CTNNB1	-0.017318	0.063491	-0.001280
CTNNB1	+	CTNNB1	0.603233	0.999962	0.701970
PGD2	+	CTNNB1	0.004189	0.058636	0.000286
WT1mKTS	+	CTNNB1	0.062935	0.084902	0.006218
SRY	+	CTNNB1	0.224846	0.062504	0.016355
DKK1	-	CTNNB1	-0.102201	0.128437	-0.015275
WNT4	+	CTNNB1	0.128554	0.086322	0.012914
CBX2	+	CTNNB1	0.096543	0.089582	0.010065
AMH	-	CTNNB1	-0.004825	0.057432	-0.000322
NR0B1	+	CTNNB1	0.005139	0.065298	0.000390
NR5A1	+	CTNNB1	0.011972	0.088301	0.001230
WT1pKTS	+	CTNNB1	0.023748	0.099922	0.002761
FOXL2	-	CTNNB1	-0.000873	0.033072	-0.000034
UGR	-	CTNNB1	-0.031770	0.057008	-0.002108
SOX9	+	CTNNB1	0.034931	0.069877	0.002840
GATA4	+	CTNNB1	0.046244	0.090759	0.004884
DMRT1	+	PGD2	0.170770	0.149099	0.029630
FGF9	+	PGD2	0.414631	0.991716	0.478519
RSPO1	-	PGD2	-0.073399	0.095417	-0.008150
DHH	+	PGD2	0.386870	0.968439	0.436000
CTNNB1	+	PGD2	0.020588	0.044396	0.001064
PGD2	+	PGD2	0.225907	0.220787	0.058044
WT1mKTS	-	PGD2	-0.301236	0.542043	-0.190016
SRY	+	PGD2	0.076987	0.096161	0.008615
DKK1	+	PGD2	0.009752	0.083425	0.000947
WNT4	-	PGD2	-0.016128	0.063123	-0.001185
