CBX2	UGR	1.9910889131942326
UGR	CBX2	1.9910889131942326
DMRT1	DKK1	1.9731443765968888
DKK1	DMRT1	1.9731443765968888
WT1pKTS	FOXL2	1.9527729465193837
FOXL2	WT1pKTS	1.9527729465193837
RSPO1	CTNNB1	1.9169580464228897
CTNNB1	RSPO1	1.9169580464228897
SRY	DKK1	1.8888828463883436
DKK1	SRY	1.8888828463883436
WNT4	NR0B1	1.8877134200169077
NR0B1	WNT4	1.8877134200169077
DMRT1	SRY	1.873134786102613
SRY	DMRT1	1.873134786102613
RSPO1	NR5A1	1.870040398808959
NR5A1	RSPO1	1.870040398808959
FGF9	PGD2	1.8697244458826752
PGD2	FGF9	1.8697244458826752
DHH	PGD2	1.8656695602437916
PGD2	DHH	1.8656695602437916
FGF9	AMH	1.8608641361488552
AMH	FGF9	1.8608641361488552
FGF9	DHH	1.860752726736005
DHH	FGF9	1.860752726736005
PGD2	AMH	1.8483775827433258
AMH	PGD2	1.8483775827433258
CTNNB1	FOXL2	1.8456942645787024
FOXL2	CTNNB1	1.8456942645787024
DHH	AMH	1.8425238139511761
AMH	DHH	1.8425238139511761
NR5A1	FOXL2	1.8375502051742891
FOXL2	NR5A1	1.8375502051742891
RSPO1	WNT4	1.8368871941246756
WNT4	RSPO1	1.8368871941246756
CTNNB1	WNT4	1.832823646149131
WNT4	CTNNB1	1.832823646149131
RSPO1	FOXL2	1.8120445337715179
FOXL2	RSPO1	1.8120445337715179
CTNNB1	NR5A1	1.783447675089786
NR5A1	CTNNB1	1.783447675089786
DKK1	SOX9	1.7678884019429808
SOX9	DKK1	1.7678884019429808
CTNNB1	WT1pKTS	1.7610250255488227
WT1pKTS	CTNNB1	1.7610250255488227
DMRT1	SOX9	1.7591770230783288
SOX9	DMRT1	1.7591770230783288
NR5A1	WT1pKTS	1.7457750883075918
WT1pKTS	NR5A1	1.7457750883075918
RSPO1	WT1pKTS	1.712713093511408
WT1pKTS	RSPO1	1.712713093511408
NR0B1	NR5A1	1.7097370687113131
NR5A1	NR0B1	1.7097370687113131
RSPO1	NR0B1	1.7076804751881658
NR0B1	RSPO1	1.7076804751881658
SRY	FOXL2	1.6687070190802107
FOXL2	SRY	1.6687070190802107
CTNNB1	NR0B1	1.6600789578858524
NR0B1	CTNNB1	1.6600789578858524
PGD2	SOX9	1.6560751052394544
SOX9	PGD2	1.6560751052394544
FGF9	GATA4	1.6521159049814198
GATA4	FGF9	1.6521159049814198
PGD2	GATA4	1.6384548260425877
GATA4	PGD2	1.6384548260425877
DHH	GATA4	1.6373416624167767
GATA4	DHH	1.6373416624167767
CBX2	WT1pKTS	1.6342403275389206
WT1pKTS	CBX2	1.6342403275389206
FGF9	SOX9	1.6337321091820785
SOX9	FGF9	1.6337321091820785
AMH	GATA4	1.6262439959427584
GATA4	AMH	1.6262439959427584
SRY	WT1pKTS	1.6247812927182217
WT1pKTS	SRY	1.6247812927182217
PGD2	WT1mKTS	1.6212607067521818
WT1mKTS	PGD2	1.6212607067521818
DHH	WT1mKTS	1.6123657198218642
WT1mKTS	DHH	1.6123657198218642
DHH	SOX9	1.6037405241039495
SOX9	DHH	1.6037405241039495
AMH	SOX9	1.5957996005279913
SOX9	AMH	1.5957996005279913
CBX2	NR5A1	1.5887389247598636
NR5A1	CBX2	1.5887389247598636
WT1mKTS	AMH	1.5844328164988326
AMH	WT1mKTS	1.5844328164988326
FGF9	WT1mKTS	1.5625803123999191
WT1mKTS	FGF9	1.5625803123999191
WNT4	FOXL2	1.5109150056742382
FOXL2	WNT4	1.5109150056742382
RSPO1	CBX2	1.4972400458502508
