Parent	Type	Child	Weight	Probability	Score
DMRT1	+	DMRT1	0.274436	0.147245	0.049871
FGF9	+	DMRT1	0.121328	0.086899	0.013012
RSPO1	+	DMRT1	0.146332	0.054445	0.009832
DHH	+	DMRT1	0.021984	0.040362	0.001095
CTNNB1	+	DMRT1	0.089209	0.075986	0.008366
PGD2	+	DMRT1	0.097667	0.078205	0.009426
WT1mKTS	+	DMRT1	0.064230	0.072660	0.005760
SRY	+	DMRT1	0.054147	0.069092	0.004617
DKK1	+	DMRT1	0.113380	0.085817	0.012008
WNT4	+	DMRT1	0.101576	0.069321	0.008690
CBX2	+	DMRT1	0.020000	0.067956	0.001677
AMH	+	DMRT1	0.036014	0.048988	0.002177
NR0B1	-	DMRT1	-0.144905	0.222782	-0.039841
NR5A1	+	DMRT1	0.111085	0.078150	0.010714
WT1pKTS	+	DMRT1	0.114479	0.073306	0.010357
FOXL2	-	DMRT1	-0.066604	0.102569	-0.008431
UGR	+	DMRT1	0.053033	0.078010	0.005106
SOX9	+	DMRT1	0.156763	0.096140	0.018600
GATA4	+	DMRT1	0.106498	0.051910	0.006823
DMRT1	+	FGF9	0.060476	0.073414	0.005479
FGF9	+	FGF9	0.094279	0.091428	0.010638
RSPO1	-	FGF9	-0.000359	0.080799	-0.000036
DHH	+	FGF9	0.033867	0.050584	0.002114
CTNNB1	+	FGF9	0.033817	0.088058	0.003675
PGD2	+	FGF9	0.121983	0.106541	0.016039
WT1mKTS	-	FGF9	-0.430013	0.834952	-0.443108
SRY	+	FGF9	0.095974	0.106676	0.012635
DKK1	+	FGF9	0.092709	0.094078	0.010764
WNT4	+	FGF9	0.043230	0.091318	0.004872
CBX2	-	FGF9	-0.001988	0.063218	-0.000155
AMH	+	FGF9	0.174988	0.151823	0.032788
NR0B1	+	FGF9	0.703367	0.000000	0.000000
NR5A1	-	FGF9	-0.006288	0.070465	-0.000547
WT1pKTS	-	FGF9	-0.012740	0.071613	-0.001126
FOXL2	+	FGF9	0.119941	0.139110	0.020592
UGR	+	FGF9	0.191499	0.304715	0.072016
SOX9	+	FGF9	0.184064	0.165509	0.037597
GATA4	+	FGF9	0.644935	0.999842	0.795818
DMRT1	+	RSPO1	0.127446	0.097466	0.015330
FGF9	+	RSPO1	0.002257	0.038712	0.000108
RSPO1	+	RSPO1	0.602263	0.999999	0.743280
DHH	-	RSPO1	-0.024095	0.048218	-0.001434
CTNNB1	+	RSPO1	0.522132	0.987273	0.636186
PGD2	+	RSPO1	0.051133	0.064852	0.004093
WT1mKTS	+	RSPO1	0.269211	0.002115	0.000703
SRY	-	RSPO1	-0.113057	0.193823	-0.027044
DKK1	+	RSPO1	0.001671	0.037239	0.000077
WNT4	+	RSPO1	0.059422	0.070330	0.005158
CBX2	-	RSPO1	-0.325210	0.999999	-0.401356
AMH	+	RSPO1	0.045247	0.062352	0.003482
NR0B1	+	RSPO1	0.082333	0.059222	0.006018
NR5A1	-	RSPO1	-0.055369	0.113327	-0.007744
WT1pKTS	+	RSPO1	0.071509	0.075789	0.006689
FOXL2	+	RSPO1	0.168601	0.034053	0.007086
UGR	-	RSPO1	-0.125556	0.265533	-0.041146
SOX9	+	RSPO1	0.049775	0.066133	0.004063
GATA4	+	RSPO1	0.413606	0.002844	0.001452
DMRT1	+	DHH	0.128366	0.001313	0.000208
FGF9	+	DHH	0.072341	0.018013	0.001608
RSPO1	+	DHH	0.801599	0.000000	0.000000
DHH	+	DHH	0.039655	0.027098	0.001326
CTNNB1	+	DHH	0.037804	0.007300	0.000341
PGD2	+	DHH	0.026239	0.029342	0.000950
WT1mKTS	+	DHH	0.063407	0.000000	0.000000
SRY	-	DHH	-0.001297	0.041433	-0.000066
DKK1	+	DHH	0.040764	0.026615	0.001339
WNT4	-	DHH	-0.032856	0.427515	-0.017336
CBX2	+	DHH	0.031839	0.026112	0.001026
AMH	+	DHH	0.156396	0.000374	0.000072
NR0B1	+	DHH	0.298050	0.000000	0.000000
NR5A1	+	DHH	0.230630	0.000000	0.000000
WT1pKTS	+	DHH	0.296270	0.000000	0.000000
FOXL2	+	DHH	0.115931	0.000000	0.000000
UGR	+	DHH	0.774083	0.000000	0.000000
SOX9	+	DHH	0.169067	0.000097	0.000020
GATA4	+	DHH	1.368964	0.000000	0.000000
DMRT1	+	CTNNB1	0.064521	0.079279	0.006313
FGF9	-	CTNNB1	-0.013025	0.042054	-0.000676
RSPO1	+	CTNNB1	0.588492	1.000000	0.726285
DHH	+	CTNNB1	0.016349	0.040624	0.000820
CTNNB1	+	CTNNB1	0.421264	0.979738	0.509367
PGD2	+	CTNNB1	0.089196	0.089281	0.009828
WT1mKTS	+	CTNNB1	0.241325	0.045947	0.013684
SRY	-	CTNNB1	-0.055648	0.089824	-0.006169
DKK1	+	CTNNB1	0.055407	0.072887	0.004984
WNT4	+	CTNNB1	0.142890	0.061653	0.010872
CBX2	-	CTNNB1	-0.369216	1.000000	-0.455666
AMH	+	CTNNB1	0.046096	0.064043	0.003643
NR0B1	+	CTNNB1	0.155913	0.059471	0.011443
NR5A1	-	CTNNB1	-0.058196	0.107618	-0.007729
WT1pKTS	+	CTNNB1	0.041458	0.081773	0.004184
FOXL2	+	CTNNB1	0.226458	0.108531	0.030333
UGR	-	CTNNB1	-0.079559	0.123162	-0.012093
SOX9	+	CTNNB1	0.086012	0.089316	0.009481
GATA4	+	CTNNB1	0.281455	0.065373	0.022708
DMRT1	+	PGD2	0.040365	0.057656	0.002872
FGF9	+	PGD2	0.165636	0.139895	0.028597
RSPO1	+	PGD2	0.023153	0.089705	0.002563
DHH	+	PGD2	0.106683	0.098784	0.013006
CTNNB1	+	PGD2	0.091847	0.120050	0.013608
PGD2	+	PGD2	0.070074	0.075139	0.006498
WT1mKTS	-	PGD2	-0.074564	0.128099	-0.011788
SRY	-	PGD2	-0.023554	0.050786	-0.001476
DKK1	+	PGD2	0.099434	0.098222	0.012053
WNT4	+	PGD2	0.001276	0.086562	0.000136
CBX2	-	PGD2	-0.006239	0.062320	-0.000480
AMH	+	PGD2	0.093400	0.091517	0.010549
NR0B1	+	PGD2	0.535184	0.000000	0.000000
NR5A1	+	PGD2	0.008162	0.067770	0.000683
WT1pKTS	+	PGD2	0.007520	0.068358	0.000634
FOXL2	-	PGD2	-0.008859	0.064311	-0.000703
UGR	+	PGD2	0.167195	0.216456	0.044664
SOX9	+	PGD2	0.028406	0.048856	0.001713
GATA4	+	PGD2	0.397495	0.999203	0.490176
DMRT1	+	WT1mKTS	0.019810	0.066550	0.001627
FGF9	-	WT1mKTS	-0.002952	0.040573	-0.000148
RSPO1	+	WT1mKTS	0.055485	0.021316	0.001460
DHH	+	WT1mKTS	0.037625	0.082515	0.003832
CTNNB1	+	WT1mKTS	0.049268	0.029361	0.001785
PGD2	+	WT1mKTS	0.037637	0.082383	0.003827
WT1mKTS	+	WT1mKTS	0.691952	1.000000	0.853970
SRY	+	WT1mKTS	0.000597	0.047503	0.000035
DKK1	+	WT1mKTS	0.031220	0.079376	0.003058
WNT4	+	WT1mKTS	0.050154	0.019832	0.001228
CBX2	+	WT1mKTS	0.058876	0.043723	0.003177
AMH	+	WT1mKTS	0.035381	0.080788	0.003528
NR0B1	+	WT1mKTS	0.117833	0.000064	0.000009
NR5A1	+	WT1mKTS	0.040023	0.052204	0.002579
WT1pKTS	+	WT1mKTS	0.021626	0.070440	0.001880
FOXL2	+	WT1mKTS	0.060187	0.019516	0.001450
UGR	+	WT1mKTS	0.100378	0.022637	0.002804
SOX9	+	WT1mKTS	0.010985	0.049921	0.000677
GATA4	+	WT1mKTS	0.469357	1.000000	0.579255
DMRT1	+	SRY	0.076635	0.070774	0.006694
FGF9	+	SRY	0.006506	0.038467	0.000309
RSPO1	+	SRY	0.048845	0.082514	0.004974
DHH	+	SRY	0.000186	0.035744	0.000008
CTNNB1	-	SRY	-0.303389	0.872197	-0.326573
PGD2	+	SRY	0.176344	0.103189	0.022457
WT1mKTS	-	SRY	-0.222728	0.489929	-0.134671
SRY	+	SRY	0.415675	0.622695	0.319444
DKK1	+	SRY	0.170899	0.102869	0.021696
WNT4	+	SRY	0.734484	0.999794	0.906273
CBX2	+	SRY	0.110973	0.088353	0.012100
AMH	+	SRY	0.109007	0.082116	0.011047
NR0B1	+	SRY	0.299013	0.043271	0.015968
NR5A1	+	SRY	0.363496	0.167175	0.074996
WT1pKTS	-	SRY	-0.030317	0.082396	-0.003083
FOXL2	-	SRY	-0.428144	0.999997	-0.528390
UGR	-	SRY	-0.077077	0.093197	-0.008865
SOX9	+	SRY	0.151069	0.096150	0.017926
GATA4	+	SRY	0.083668	0.079108	0.008169
DMRT1	+	DKK1	0.177098	0.130097	0.028435
FGF9	+	DKK1	0.088231	0.080893	0.008808
RSPO1	+	DKK1	0.187244	0.142719	0.032980
DHH	+	DKK1	0.127031	0.099767	0.015641
CTNNB1	+	DKK1	0.117023	0.107377	0.015508
PGD2	+	DKK1	0.085905	0.078240	0.008295
WT1mKTS	-	DKK1	-0.569815	0.962312	-0.676730
SRY	+	DKK1	0.063018	0.080548	0.006265
DKK1	+	DKK1	0.223361	0.174044	0.047977
WNT4	+	DKK1	0.060970	0.091862	0.006912
CBX2	+	DKK1	0.045797	0.080051	0.004524
AMH	-	DKK1	-0.021625	0.042218	-0.001127
NR0B1	-	DKK1	-0.041825	0.093394	-0.004821
NR5A1	+	DKK1	0.226394	0.214051	0.059807
WT1pKTS	+	DKK1	0.080615	0.096600	0.009611
FOXL2	-	DKK1	-0.027832	0.074745	-0.002567
UGR	+	DKK1	0.090053	0.098598	0.010958
SOX9	+	DKK1	0.063741	0.068362	0.005378
GATA4	+	DKK1	0.545131	0.704463	0.473942
DMRT1	-	WNT4	-0.038025	0.131385	-0.006166
FGF9	+	WNT4	0.010914	0.034264	0.000462
RSPO1	+	WNT4	0.112946	0.000000	0.000000
DHH	-	WNT4	-0.058877	0.230589	-0.016755
CTNNB1	+	WNT4	0.302685	0.000000	0.000000
PGD2	-	WNT4	-0.006995	0.042692	-0.000369
WT1mKTS	+	WNT4	1.417802	0.000000	0.000000
SRY	+	WNT4	0.350144	0.000000	0.000000
DKK1	-	WNT4	-0.024211	0.079473	-0.002375
WNT4	+	WNT4	1.607143	0.000000	0.000000
CBX2	-	WNT4	-0.046882	0.346569	-0.020052
AMH	-	WNT4	-0.019512	0.065945	-0.001588
NR0B1	+	WNT4	1.806708	0.000000	0.000000
NR5A1	-	WNT4	-0.012220	0.110156	-0.001661
WT1pKTS	-	WNT4	-0.002462	0.077090	-0.000234
FOXL2	+	WNT4	0.065439	0.000136	0.000011
UGR	-	WNT4	-0.118038	0.999904	-0.145662
SOX9	-	WNT4	-0.001319	0.038921	-0.000063
GATA4	+	WNT4	0.056050	0.000000	0.000000
DMRT1	+	CBX2	0.022152	0.038884	0.001063
FGF9	-	CBX2	-0.000079	0.038967	-0.000004
RSPO1	-	CBX2	-0.260840	0.999988	-0.321910
DHH	+	CBX2	0.094702	0.055094	0.006439
CTNNB1	-	CBX2	-0.359164	1.000000	-0.443261
PGD2	+	CBX2	0.029750	0.041033	0.001507
WT1mKTS	+	CBX2	0.623855	0.000000	0.000000
SRY	+	CBX2	0.221631	0.000862	0.000236
DKK1	+	CBX2	0.006009	0.036258	0.000269
WNT4	+	CBX2	0.037890	0.048917	0.002287
CBX2	+	CBX2	0.574047	0.000000	0.000000
AMH	+	CBX2	0.088441	0.054847	0.005986
NR0B1	-	CBX2	-0.123640	0.736092	-0.112320
NR5A1	+	CBX2	0.201816	0.000137	0.000034
WT1pKTS	-	CBX2	-0.008245	0.081359	-0.000828
FOXL2	-	CBX2	-0.080719	0.253683	-0.025272
UGR	+	CBX2	0.488013	0.000000	0.000000
SOX9	+	CBX2	0.006136	0.037657	0.000285
GATA4	+	CBX2	1.174985	0.000000	0.000000
DMRT1	-	AMH	-0.066093	0.074415	-0.006070
FGF9	+	AMH	0.194109	0.168490	0.040363
RSPO1	+	AMH	0.072779	0.105963	0.009518
DHH	+	AMH	0.233959	0.250981	0.072468
CTNNB1	+	AMH	0.131178	0.142008	0.022990
PGD2	+	AMH	0.142038	0.117698	0.020632
WT1mKTS	-	AMH	-0.024863	0.115447	-0.003542
SRY	+	AMH	0.058101	0.079274	0.005684
DKK1	+	AMH	0.088454	0.089717	0.009794
WNT4	-	AMH	-0.019047	0.090588	-0.002129
CBX2	+	AMH	0.040212	0.081491	0.004044
AMH	+	AMH	0.031349	0.050231	0.001943
NR0B1	+	AMH	0.699169	0.000000	0.000000
NR5A1	+	AMH	0.000649	0.068542	0.000055
WT1pKTS	-	AMH	-0.048852	0.088045	-0.005308
FOXL2	-	AMH	-0.030766	0.076255	-0.002895
UGR	+	AMH	0.193193	0.267129	0.063691
SOX9	+	AMH	0.065620	0.074183	0.006008
GATA4	+	AMH	0.347966	0.940359	0.403829
DMRT1	-	NR0B1	-0.011130	0.052456	-0.000721
FGF9	+	NR0B1	0.010255	0.032336	0.000409
RSPO1	+	NR0B1	0.402181	0.000000	0.000000
DHH	-	NR0B1	-0.020864	0.071944	-0.001852
CTNNB1	+	NR0B1	0.568048	0.000000	0.000000
PGD2	+	NR0B1	0.001185	0.035789	0.000052
WT1mKTS	+	NR0B1	1.831025	0.000000	0.000000
SRY	+	NR0B1	0.639209	0.000000	0.000000
DKK1	+	NR0B1	0.392628	0.000000	0.000000
WNT4	+	NR0B1	2.213540	0.000000	0.000000
CBX2	-	NR0B1	-0.058003	0.690082	-0.049399
AMH	-	NR0B1	-0.027226	0.095251	-0.003201
NR0B1	+	NR0B1	1.753386	0.000000	0.000000
NR5A1	-	NR0B1	-0.022314	0.213747	-0.005886
WT1pKTS	-	NR0B1	-0.027050	0.306377	-0.010228
FOXL2	+	NR0B1	0.022663	0.018943	0.000530
UGR	-	NR0B1	-0.124123	0.999999	-0.153185
SOX9	-	NR0B1	-0.026609	0.095406	-0.003133
GATA4	+	NR0B1	0.062447	0.000000	0.000000
DMRT1	+	NR5A1	0.086362	0.074076	0.007895
FGF9	+	NR5A1	0.084163	0.071507	0.007427
RSPO1	-	NR5A1	-0.115106	0.275274	-0.039105
DHH	+	NR5A1	0.119691	0.080097	0.011832
CTNNB1	-	NR5A1	-0.108887	0.249836	-0.033574
PGD2	+	NR5A1	0.112012	0.078546	0.010858
WT1mKTS	+	NR5A1	0.282165	0.000138	0.000048
SRY	+	NR5A1	0.237529	0.032612	0.009560
DKK1	+	NR5A1	0.072011	0.069019	0.006134
WNT4	+	NR5A1	0.008392	0.085596	0.000887
CBX2	+	NR5A1	0.232165	0.019717	0.005649
AMH	+	NR5A1	0.090813	0.074003	0.008294
NR0B1	+	NR5A1	0.037279	0.074446	0.003425
NR5A1	+	NR5A1	0.517650	0.000264	0.000168
WT1pKTS	+	NR5A1	0.394702	0.000069	0.000033
FOXL2	-	NR5A1	-0.378553	1.000000	-0.467189
UGR	+	NR5A1	0.148541	0.051152	0.009377
SOX9	+	NR5A1	0.059482	0.062557	0.004592
GATA4	+	NR5A1	0.480349	0.000000	0.000000
DMRT1	+	WT1pKTS	0.046134	0.061199	0.003484
FGF9	+	WT1pKTS	0.031230	0.049532	0.001909
RSPO1	+	WT1pKTS	0.055995	0.095472	0.006598
DHH	+	WT1pKTS	0.071569	0.075535	0.006672
CTNNB1	-	WT1pKTS	-0.018759	0.083659	-0.001937
PGD2	+	WT1pKTS	0.202307	0.173133	0.043227
WT1mKTS	+	WT1pKTS	0.779620	1.000000	0.962164
SRY	+	WT1pKTS	0.083147	0.097289	0.009983
DKK1	+	WT1pKTS	0.092423	0.092037	0.010498
WNT4	-	WT1pKTS	-0.009903	0.091766	-0.001122
CBX2	+	WT1pKTS	0.045529	0.083878	0.004713
AMH	+	WT1pKTS	0.077341	0.080106	0.007646
NR0B1	+	WT1pKTS	0.118235	0.128688	0.018778
NR5A1	+	WT1pKTS	0.180204	0.185062	0.041158
WT1pKTS	+	WT1pKTS	0.810277	1.000000	1.000000
FOXL2	-	WT1pKTS	-0.475980	0.999998	-0.587428
UGR	+	WT1pKTS	0.128173	0.135085	0.021368
SOX9	+	WT1pKTS	0.014417	0.041228	0.000734
GATA4	-	WT1pKTS	-0.316250	0.555003	-0.216617
DMRT1	-	FOXL2	-0.024536	0.052338	-0.001585
FGF9	+	FOXL2	0.013573	0.038800	0.000650
RSPO1	+	FOXL2	0.171489	0.000029	0.000006
