Parent	Type	Child	Weight	Probability	Score
DMRT1	+	DMRT1	1.054613	0.000000	0.000000
FGF9	+	DMRT1	0.009423	0.064061	0.000789
RSPO1	+	DMRT1	0.103189	0.017986	0.002426
DHH	+	DMRT1	0.113289	0.004733	0.000701
CTNNB1	+	DMRT1	0.028336	0.043659	0.001617
PGD2	+	DMRT1	0.041491	0.046105	0.002500
WT1mKTS	+	DMRT1	0.584597	0.000000	0.000000
SRY	+	DMRT1	0.079285	0.005882	0.000610
DKK1	+	DMRT1	0.761103	0.000000	0.000000
WNT4	-	DMRT1	-0.117597	0.716670	-0.110154
CBX2	-	DMRT1	-0.205696	0.999966	-0.268842
AMH	+	DMRT1	0.059465	0.033904	0.002635
NR0B1	+	DMRT1	0.035436	0.043090	0.001996
NR5A1	-	DMRT1	-0.361445	1.000000	-0.472419
WT1pKTS	+	DMRT1	1.212663	0.000000	0.000000
FOXL2	+	DMRT1	0.011206	0.034417	0.000504
UGR	-	DMRT1	-0.067835	0.234405	-0.020783
SOX9	+	DMRT1	0.331856	0.000000	0.000000
GATA4	+	DMRT1	0.218485	0.000000	0.000000
DMRT1	+	FGF9	0.096509	0.114054	0.014387
FGF9	+	FGF9	0.356721	0.981074	0.457421
RSPO1	-	FGF9	-0.113235	0.125450	-0.018567
DHH	+	FGF9	0.297793	0.772146	0.300537
CTNNB1	-	FGF9	-0.059019	0.080721	-0.006227
PGD2	+	FGF9	0.455469	0.999994	0.595308
WT1mKTS	-	FGF9	-0.054293	0.118045	-0.008377
SRY	+	FGF9	0.182456	0.223612	0.053326
DKK1	-	FGF9	-0.042189	0.086552	-0.004773
WNT4	+	FGF9	0.030112	0.071028	0.002796
CBX2	-	FGF9	-0.013706	0.059150	-0.001060
AMH	+	FGF9	0.347301	0.972862	0.441614
NR0B1	-	FGF9	-0.216119	0.403137	-0.113876
NR5A1	+	FGF9	0.133097	0.148235	0.025787
WT1pKTS	+	FGF9	0.492726	0.965819	0.621994
FOXL2	+	FGF9	0.011646	0.036092	0.000549
UGR	+	FGF9	0.019058	0.055413	0.001380
SOX9	+	FGF9	0.147458	0.159189	0.030681
GATA4	-	FGF9	-0.392666	0.759158	-0.389619
DMRT1	+	RSPO1	0.248884	0.286739	0.093276
FGF9	-	RSPO1	-0.190620	0.164336	-0.040944
RSPO1	+	RSPO1	0.579239	1.000000	0.757083
DHH	-	RSPO1	-0.080528	0.092998	-0.009788
CTNNB1	+	RSPO1	0.484188	0.999237	0.632366
PGD2	+	RSPO1	0.054135	0.079288	0.005610
WT1mKTS	+	RSPO1	0.204388	0.195487	0.052223
SRY	+	RSPO1	0.035690	0.086874	0.004053
DKK1	+	RSPO1	0.135747	0.122300	0.021699
WNT4	+	RSPO1	0.261435	0.377883	0.129124
CBX2	+	RSPO1	0.138431	0.118065	0.021362
AMH	+	RSPO1	0.026238	0.069560	0.002385
NR0B1	+	RSPO1	0.005281	0.064809	0.000447
NR5A1	-	RSPO1	-0.448781	0.937464	-0.549888
WT1pKTS	-	RSPO1	-0.277576	0.298148	-0.108168
FOXL2	+	RSPO1	0.062936	0.060852	0.005006
UGR	-	RSPO1	-0.072187	0.082006	-0.007737
SOX9	-	RSPO1	-0.171563	0.139108	-0.031193
GATA4	+	RSPO1	0.584660	0.996380	0.761401
DMRT1	-	DHH	-0.016859	0.129331	-0.002850
FGF9	+	DHH	1.139737	0.000000	0.000000
RSPO1	-	DHH	-0.071414	0.338764	-0.031620
DHH	+	DHH	0.942487	0.000000	0.000000
CTNNB1	-	DHH	-0.000512	0.040465	-0.000027
PGD2	+	DHH	1.077811	0.000000	0.000000
WT1mKTS	+	DHH	1.022695	0.000000	0.000000
SRY	+	DHH	0.592497	0.000000	0.000000
DKK1	+	DHH	0.045413	0.010624	0.000631
WNT4	-	DHH	-0.068202	0.451145	-0.040216
CBX2	-	DHH	-0.025906	0.106900	-0.003620
AMH	+	DHH	1.128232	0.000000	0.000000
NR0B1	-	DHH	-0.154629	0.999959	-0.202097
NR5A1	+	DHH	0.419638	0.000000	0.000000
WT1pKTS	-	DHH	-0.053482	0.944244	-0.066005
FOXL2	-	DHH	-0.055941	0.122551	-0.008960
UGR	-	DHH	-0.012192	0.055871	-0.000890
SOX9	+	DHH	0.549312	0.000000	0.000000
GATA4	+	DHH	0.218872	0.000000	0.000000
DMRT1	-	CTNNB1	-0.003367	0.075554	-0.000332
FGF9	-	CTNNB1	-0.094422	0.097326	-0.012011
RSPO1	+	CTNNB1	0.495453	0.999944	0.647536
DHH	-	CTNNB1	-0.086879	0.093268	-0.010591
CTNNB1	+	CTNNB1	0.512354	0.999841	0.669556
PGD2	+	CTNNB1	0.050013	0.073855	0.004828
WT1mKTS	-	CTNNB1	-0.194803	0.166206	-0.042318
SRY	+	CTNNB1	0.301053	0.504386	0.198469
DKK1	-	CTNNB1	-0.083397	0.098905	-0.010781
WNT4	+	CTNNB1	0.049183	0.080138	0.005152
CBX2	+	CTNNB1	0.172842	0.162495	0.036709
AMH	+	CTNNB1	0.067044	0.080101	0.007019
NR0B1	+	CTNNB1	0.035803	0.077564	0.003630
NR5A1	-	CTNNB1	-0.026870	0.089895	-0.003157
WT1pKTS	+	CTNNB1	0.263110	0.216249	0.074366
FOXL2	+	CTNNB1	0.039757	0.046671	0.002425
UGR	-	CTNNB1	-0.044450	0.066746	-0.003878
SOX9	-	CTNNB1	-0.063257	0.087928	-0.007270
GATA4	+	CTNNB1	0.042008	0.106752	0.005861
DMRT1	+	PGD2	0.622057	0.000000	0.000000
