SourceGENES,TargetGENES,Interaction,Edges
WT1mKTS,PGD2,1.88656798149603,repression
WT1mKTS,DMRT1,1.76902247864515,repression
WT1mKTS,SOX9,1.50285698625444,repression
WT1mKTS,DKK1,1.10496707286257,repression
WT1pKTS,NR5A1,1,activation
FOXL2,NR5A1,0.993261691826482,repression
WT1mKTS,WT1mKTS,0.948990496598974,activation
WT1mKTS,GATA4,0.948052228077767,repression
CTNNB1,CBX2,0.802584439765397,repression
NR0B1,SOX9,0.667765541198207,repression
WT1mKTS,DHH,0.656357775600412,repression
NR0B1,AMH,0.640836627039816,repression
NR0B1,PGD2,0.63818006508031,repression
NR5A1,CBX2,0.635330097000308,repression
WT1mKTS,AMH,0.628927593349543,repression
CTNNB1,UGR,0.62542717144651,repression
NR0B1,FGF9,0.577265229122601,repression
WT1pKTS,RSPO1,0.563032351987883,repression
FOXL2,CTNNB1,0.559441845413789,activation
FOXL2,RSPO1,0.558096970035043,repression
WT1mKTS,FGF9,0.550570177062931,repression
NR5A1,RSPO1,0.546575571602247,repression
WT1pKTS,CTNNB1,0.527373215059631,repression
NR0B1,DHH,0.475232351509805,repression
WT1mKTS,WNT4,0.474291236352809,repression
WT1mKTS,NR0B1,0.470988610988529,repression
WT1mKTS,WT1pKTS,0.460671263413191,repression
NR5A1,CTNNB1,0.398938894158211,repression
CTNNB1,SRY,0.377367014607142,repression
CTNNB1,WNT4,0.362909379054465,activation
WT1mKTS,FOXL2,0.355730557888829,repression
CTNNB1,RSPO1,0.314684752813861,activation
NR0B1,DKK1,0.28675425648921,repression
NR0B1,DMRT1,0.283386405374215,repression
WT1pKTS,FOXL2,0.228092356344443,repression
CTNNB1,NR0B1,0.2161525853295,repression
NR5A1,UGR,0.193377323349735,repression
PGD2,PGD2,0.127974271992959,activation
WT1pKTS,CBX2,0.109193654497936,repression
FOXL2,WT1pKTS,0.0980045210905014,repression
CTNNB1,CTNNB1,0.0951293253941801,activation
PGD2,WT1pKTS,0.0770331966078644,repression
FOXL2,FOXL2,0.0739549630556021,activation
WT1pKTS,WT1pKTS,0.0731326413568111,activation
NR0B1,WNT4,0.067743099218896,activation
PGD2,AMH,0.0637990076768933,activation
FOXL2,GATA4,0.0637220383031118,repression
PGD2,DHH,0.0626928091978257,activation
PGD2,DMRT1,0.0563907077063296,repression
PGD2,FOXL2,0.0514835430368586,activation
PGD2,GATA4,0.0435496946457949,repression
